"";"connectivity";"density";"nb_edge";"nb_node"
"1";0,0560606060606061;2,46666666666667;111;45
"2";0,0499537465309898;2,29787234042553;108;47
"3";0,0522664199814986;2,40425531914894;113;47
"4";0,0555555555555556;2,5;115;46
"5";0,0568917668825162;2,61702127659574;123;47
"6";0,0559183673469388;2,74;137;50
"7";0,0591966173361522;2,54545454545455;112;44
"8";0,0618393234672304;2,65909090909091;117;44
"9";0,0673635307781649;2,76190476190476;116;42
"10";0,061054579093432;2,80851063829787;132;47
"11";0,0623188405797101;2,80434782608696;129;46
"12";0,0692137320044297;2,90697674418605;125;43
"13";0,0583673469387755;2,86;143;50
"14";0,0576241134751773;2,70833333333333;130;48
"15";0,0628019323671498;2,82608695652174;130;46
"16";0,0556862745098039;2,7843137254902;142;51
"17";0,0803303303303303;2,89189189189189;107;37
"18";0,0765765765765766;2,75675675675676;102;37
"19";0,0747508305647841;3,13953488372093;135;43
"20";0,0780487804878049;3,1219512195122;128;41
"21";0,0607822410147992;2,61363636363636;115;44
"22";0,0589371980676328;2,65217391304348;122;46
"23";0,0522664199814986;2,40425531914894;113;47
"24";0,070267131242741;2,88095238095238;121;42
"25";0,0698198198198198;2,51351351351351;93;37
"26";0,0714285714285714;2,92857142857143;123;42
"27";0,0607269503546099;2,85416666666667;137;48
"28";0,077524893314367;2,86842105263158;109;38
"29";0,0825825825825826;2,97297297297297;110;37
"30";0,0823529411764706;2,8;98;35
"31";0,0753911806543385;2,78947368421053;106;38
"32";0,075;2,925;117;40
"33";0,0689024390243902;2,75609756097561;113;41
"34";0,0750750750750751;2,7027027027027;100;37
"35";0,0730769230769231;2,85;114;40
"36";0,0681511470985155;2,58974358974359;101;39
"37";0,0833333333333333;3;111;37
"38";0,0746799431009957;2,76315789473684;105;38
"39";0,0708502024291498;2,69230769230769;105;39
"40";0,0673076923076923;2,625;105;40
"41";0,0651515151515152;2,86666666666667;129;45
"42";0,070267131242741;2,88095238095238;121;42
"43";0,0624421831637373;2,87234042553191;135;47
"44";0,0697674418604651;3;132;44
"45";0,0651515151515152;2,86666666666667;129;45
"46";0,0707317073170732;2,82926829268293;116;41
"47";0,0786585365853659;3,14634146341463;129;41
"48";0,0669988925802879;2,81395348837209;121;43
"49";0,0667828106852497;2,73809523809524;115;42
"50";0,0614617940199336;2,58139534883721;111;43
"51";0,0593971631205674;2,79166666666667;134;48
"52";0,0689075630252101;2,34285714285714;82;35
"53";0,0549682875264271;2,36363636363636;104;44
"54";0,0602836879432624;2,83333333333333;136;48
"55";0,0668168168168168;2,40540540540541;89;37
"56";0,0695121951219512;2,78048780487805;114;41
"57";0,0692137320044297;2,90697674418605;125;43
"58";0,0717948717948718;2,8;112;40
"59";0,0769230769230769;2,92307692307692;114;39
"60";0,0670731707317073;2,68292682926829;110;41
"61";0,0818318318318318;2,94594594594595;109;37
"62";0,0679487179487179;2,65;106;40
"63";0,0664634146341463;2,65853658536585;109;41
"64";0,0650406504065041;2,66666666666667;112;42
