Id;Label;rank;Cluster;kingdom;phylum;class;order;family
4893097;Flavisolibacter;GENUS;45;Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae
4893114;Syncystidae;FAMILY;29;Chromista;Myzozoa;;Neogregarinida;Syncystidae
4893819;Solirubrobacteraceae;FAMILY;47;Bacteria;Actinobacteria;;Solirubrobacterales;Solirubrobacteraceae
4893831;Filamoeba;GENUS;29;Protozoa;Amoebozoa;Variosea;Varipodida;Filamoebidae
4893916;Sinobacteraceae;FAMILY;47;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Sinobacteraceae
4894640;Rhodothermaceae;FAMILY;47;Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Rhodothermaceae
4895097;Coccidia;GENUS;29;Chromista;Myzozoa;;Neogregarinida;Lipotrophidae
4895670;Undibacterium;GENUS;45;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae
4896414;Cenarchaeaceae;FAMILY;43;Archaea;Crenarchaeota;Thermoprotei;;Cenarchaeaceae
4896415;Cenarchaeum;GENUS;43;Archaea;Crenarchaeota;Thermoprotei;;Cenarchaeaceae
4896482;Heteromita;GENUS;28;Chromista;Cercozoa;Sarcomonadea;Cercomonadida;Heteromitidae
4896880;Pasteuriaceae;FAMILY;47;Bacteria;Firmicutes;Bacilli;Bacillales;Pasteuriaceae
4897;Chromatiaceae;FAMILY;47;Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae
4898;Ectothiorhodospiraceae;FAMILY;47;Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Ectothiorhodospiraceae
4898692;Bodomorpha;GENUS;28;Chromista;Cercozoa;Sarcomonadea;Glissomonadida;Sandonidae
4899;Enterobacteriaceae;FAMILY;45;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae
4899883;Ktedonobacteraceae;FAMILY;47;Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae
4899951;Poterioochromonas;GENUS;48;Chromista;Ochrophyta;Chrysophyceae;Chromulinales;Dinobryaceae
4899951C1;Poterioochromonas malhamensis;SPECIES;48;Chromista;Ochrophyta;Chrysophyceae;Chromulinales;Dinobryaceae
4899951C2;Poterioochromonas stipitata;SPECIES;48;Chromista;Ochrophyta;Chrysophyceae;Chromulinales;Dinobryaceae
48C1;Verrucomicrobia subdivision 3;FAMILY;47;Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobia subdivision 3
4900166;Rhogostoma;GENUS;49;Chromista;Cercozoa;Imbricatea;Testaceafilosida;Chlamydophryidae
4900166C1;Rhogostoma schuessleri;SPECIES;49;Chromista;Cercozoa;Imbricatea;Testaceafilosida;Chlamydophryidae
4900657;Ktedonobacter;GENUS;45;Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae
4900802;Heteromitidae;FAMILY;15;Chromista;Cercozoa;Sarcomonadea;Cercomonadida;Heteromitidae
4901371;Demequina;GENUS;45;Bacteria;Actinobacteria;;Actinomycetales;Demequinaceae
4901672;Erythrobacteraceae;FAMILY;45;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae
4901674;Altererythrobacter;GENUS;45;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae
4901805;Haliea;GENUS;45;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae
4902158;Moraxella osloensis;SPECIES;45;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae
4902454;Actinospicaceae;FAMILY;47;Bacteria;Actinobacteria;;Actinomycetales;Actinospicaceae
4902886;Conexibacteraceae;FAMILY;47;Bacteria;Actinobacteria;;Solirubrobacterales;Conexibacteraceae
4903399;Anaerolineaceae;FAMILY;47;Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae
4903400;Bellilinea;GENUS;45;Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae
4903787;Chitinophagaceae;FAMILY;45;Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae
4904550;Stachyamoeba;GENUS;29;Protozoa;Amoebozoa;;Schizopyrenida;Gruberellidae
4905099;Echinamoebida;ORDER;29;Protozoa;Amoebozoa;Lobosa;Echinamoebida;
4905099C1;Echinamoebidae;FAMILY;17;Protozoa;Amoebozoa;Lobosa;Echinamoebida;Echinamoebidae
4906759;Sphenoderia;GENUS;49;Protozoa;Cercozoa;Filosia;Aconchulinida;Euglyphidae
4912196;Eocercomonas;GENUS;49;Chromista;Cercozoa;Thecofilosea;Ebriida;Cercomonadidae
4920651;Endomyxa;GENUS;29;Protozoa;;;;
4920982;Stemonitida;ORDER;29;Protozoa;Mycetozoa;Myxomycetes;Stemonitida;
4920982C1;Stemonitidae;FAMILY;17;Protozoa;Mycetozoa;Myxomycetes;Stemonitida;Stemonitidae
4920984;Enteridiidae;FAMILY;29;Protozoa;Mycetozoa;Myxomycetes;Liceales;Cribrariaceae
4920991;Protosteliida;FAMILY;29;Protozoa;Mycetozoa;Protosteliomycetes;Protosteliales;Protosteliaceae
4921124;Plasmodiophoridae;FAMILY;49;Chromista;Cercozoa;Phytomyxea;Plasmodiophorida;Plasmodiophoridae
4C1;Labyrinthulales;ORDER;29;Chromista;Bigyra;Labyrinthulea;Labyrinthulales;
4C2;Perkinsozoa;PHYLUM;29;Chromista;Perkinsozoa;;;
4C3;Tectofilosida;ORDER;29;Chromista;Cercozoa;Thecofilosea;Tectofilosida;
4C4;Centrohelea;KINGDOM;29;Chromista;Heliozoa;Centrohelea;;
5;Fungi;KINGDOM;31;Fungi;;;;
5015;Rosaceae;FAMILY;1;Plantae;Tracheophyta;Magnoliopsida;Rosales;Rosaceae
5023058;Notiophilus rufipes;SPECIES;13;Animalia;Arthropoda;Insecta;Coleoptera;Carabidae
5154;Coxiellaceae;FAMILY;47;Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Coxiellaceae
5155;Legionellaceae;FAMILY;47;Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae
5166886;Isotoma viridis;SPECIES;13;Animalia;Arthropoda;Entognatha;Collembola;Isotomidae
5167040;Tullbergia yosii;SPECIES;13;Animalia;Arthropoda;Entognatha;Collembola;Tullbergiidae
5167064;Sminthurus viridis;SPECIES;13;Animalia;Arthropoda;Entognatha;Collembola;Sminthuridae
5188658;Diplogasteroides;GENUS;18;Animalia;Nematoda;Secernentea;Diplogasterida;Diplogasteridae
519;Spizellomycetales;ORDER;36;Fungi;Chytridiomycota;Chytridiomycetes;Spizellomycetales;
5237438;Dioszegia crocea;SPECIES;36;Fungi;Basidiomycota;Tremellomycetes;Tremellales;Bulleraceae
524;Exobasidiales;ORDER;31;Fungi;Basidiomycota;Exobasidiomycetes;Exobasidiales;
5241275;Pluteus petasatus;SPECIES;36;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Pluteaceae
5243715;Campanella subdendrophora;SPECIES;36;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Marasmiaceae
5245040;Serpula incrassata;SPECIES;36;Fungi;Basidiomycota;Agaricomycetes;Boletales;Coniophoraceae
5249037;Stephanospora caroticolor;SPECIES;36;Fungi;Basidiomycota;Agaricomycetes;Russulales;Stephanosporaceae
5249473;Sphaerobolus stellatus;SPECIES;36;Fungi;Basidiomycota;Agaricomycetes;Geastrales;Geastraceae
5249953;Waitea circinata;SPECIES;36;Fungi;Basidiomycota;Agaricomycetes;Corticiales;Corticiaceae
5250615;Absidia glauca;SPECIES;36;Fungi;Zygomycota;Mucoromycetes;Mucorales;Cunninghamellaceae
5250827;Pandora neoaphidis;SPECIES;31;Fungi;Zygomycota;Entomophthoromycetes;Entomophthorales;Entomophthoraceae
5251089;Glomus invermaium;SPECIES;36;Fungi;Glomeromycota;Glomeromycetes;Glomerales;Glomeraceae
5254225;Ophiostoma retusum;SPECIES;31;Fungi;Ascomycota;Sordariomycetes;Ophiostomatales;Ophiostomataceae
5258926;Orbicula parietina;SPECIES;36;Fungi;Ascomycota;Pezizomycetes;Pezizales;Pyronemataceae
5258938;Stephensia shanorii;SPECIES;36;Fungi;Ascomycota;Pezizomycetes;Pezizales;Pyronemataceae
5259396;Boudiera acanthospora;SPECIES;36;Fungi;Ascomycota;Pezizomycetes;Pezizales;Pezizaceae
5262297;Phoma herbarum;SPECIES;36;Fungi;Ascomycota;Dothideomycetes;Pleosporales;Didymellaceae
5265849;Hantzschia amphioxys;SPECIES;30;Chromista;Ochrophyta;Bacillariophyceae;Bacillariales;Bacillariaceae
5266190;Nitzschia pusilla;SPECIES;30;Chromista;Ochrophyta;Bacillariophyceae;Bacillariales;Bacillariaceae
527;Erythrobasidiales;ORDER;31;Fungi;Basidiomycota;Cystobasidiomycetes;Erythrobasidiales;
5270951;Chlorella emersonii;SPECIES;30;Plantae;Chlorophyta;Chlorophyceae;Chlamydomonadales;Scotiellocystoidaceae
5271044;Chlamydomonas;GENUS;30;Plantae;Chlorophyta;Chlorophyceae;Volvocales;Chlamydomonadaceae
5271044C1;Chlamydomonas philotes;SPECIES;30;Plantae;Chlorophyta;Chlorophyceae;Volvocales;Chlamydomonadaceae
5271221;Chlamydomonas reinhardtii;SPECIES;30;Plantae;Chlorophyta;Chlorophyceae;Volvocales;Chlamydomonadaceae
5271881;Chlorococcum;GENUS;30;Plantae;Chlorophyta;Chlorophyceae;Chlamydomonadales;Chlorococcaceae
528;Atractiellales;ORDER;31;Fungi;Basidiomycota;Atractiellomycetes;Atractiellales;
5280516;Barbula unguiculata;SPECIES;13;Plantae;Bryophyta;Bryopsida;Pottiales;Pottiaceae
5281229;Funaria hygrometrica;SPECIES;13;Plantae;Bryophyta;Bryopsida;Funariales;Funariaceae
5284802;Picea mariana;SPECIES;1;Plantae;Tracheophyta;Pinopsida;Pinales;Pinaceae
5284884;Picea abies;SPECIES;6;Plantae;Tracheophyta;Pinopsida;Pinales;Pinaceae
5285604;Pinus halepensis;SPECIES;1;Plantae;Tracheophyta;Pinopsida;Pinales;Pinaceae
5285824;Pinus kesiya;SPECIES;1;Plantae;Tracheophyta;Pinopsida;Pinales;Pinaceae
5289693;Setaria pumila;SPECIES;1;Plantae;Tracheophyta;Liliopsida;Poales;Poaceae
5289698;Setaria italica;SPECIES;1;Plantae;Tracheophyta;Liliopsida;Poales;Poaceae
5289756;Phalaris arundinacea;SPECIES;1;Plantae;Tracheophyta;Liliopsida;Poales;Poaceae
529;Trechisporales;ORDER;31;Fungi;Basidiomycota;Agaricomycetes;Trechisporales;
5290052;Zea mays;SPECIES;6;Plantae;Tracheophyta;Liliopsida;Poales;Poaceae
530;Thelephorales;ORDER;31;Fungi;Basidiomycota;Agaricomycetes;Thelephorales;
531;Sebacinales;ORDER;31;Fungi;Basidiomycota;Agaricomycetes;Sebacinales;
533;Diversisporales;ORDER;36;Fungi;Glomeromycota;Glomeromycetes;Diversisporales;
5331181;Viola odorata;SPECIES;1;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Violaceae
5347845;Pisum sativum;SPECIES;1;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae
5350438;Phaseolus lunatus;SPECIES;1;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae
5350452;Phaseolus vulgaris;SPECIES;1;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae
5353;Juncaceae;FAMILY;1;Plantae;Tracheophyta;Liliopsida;Poales;Juncaceae
5353770;Arachis hypogaea;SPECIES;1;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae
5356393;Lathyrus linifolius;SPECIES;1;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae
5358748;Trifolium repens;SPECIES;1;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae
5359181;Trifolium vestitum;SPECIES;1;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae
5359330;Trifolium subterraneum;SPECIES;1;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae
5359334;Trifolium vesiculosum;SPECIES;1;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae
5359378;Trifolium incarnatum;SPECIES;1;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae
5359660;Glycine max;SPECIES;1;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae
5361880;Cannabis sativa;SPECIES;1;Plantae;Tracheophyta;Magnoliopsida;Rosales;Cannabaceae
5362573;Pyrus communis;SPECIES;1;Plantae;Tracheophyta;Magnoliopsida;Rosales;Rosaceae
5371742;Anthriscus sylvestris;SPECIES;1;Plantae;Tracheophyta;Magnoliopsida;Apiales;Apiaceae
5371743;Anthriscus caucalis;SPECIES;1;Plantae;Tracheophyta;Magnoliopsida;Apiales;Apiaceae
5371808;Angelica archangelica;SPECIES;1;Plantae;Tracheophyta;Magnoliopsida;Apiales;Apiaceae
5371818;Angelica sylvestris;SPECIES;1;Plantae;Tracheophyta;Magnoliopsida;Apiales;Apiaceae
5372392;Vitis vinifera;SPECIES;1;Plantae;Tracheophyta;Magnoliopsida;Vitales;Vitaceae
5373276;Cochlearia officinalis;SPECIES;1;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Brassicaceae
5380041;Ricinus communis;SPECIES;1;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae
5384500;Arenaria fendleri;SPECIES;1;Plantae;Tracheophyta;Magnoliopsida;Caryophyllales;Caryophyllaceae
5386;Fabaceae;FAMILY;6;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae
5387142;Dahlia pinnata;SPECIES;1;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae
5392252;Cichorium intybus;SPECIES;1;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae
5394163;Taraxacum officinale;SPECIES;1;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae
5394473;Taraxacum kok-saghyz;SPECIES;6;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae
5401673;Ageratum conyzoides;SPECIES;1;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae
5401760;Ageratum houstonianum;SPECIES;1;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae
5403296;Crepis paludosa;SPECIES;1;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae
5414239;Ilex crenata;SPECIES;1;Plantae;Tracheophyta;Magnoliopsida;Aquifoliales;Aquifoliaceae
5414992;Digitalis grandiflora;SPECIES;1;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Plantaginaceae
5415455;Acanthus mollis;SPECIES;1;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Acanthaceae
5424088;Pythium monospermum;SPECIES;49;Chromista;Oomycota;Peronosporea;Peronosporales;Pythiaceae
5425542;Trinema enchelys;SPECIES;49;Protozoa;Cercozoa;Filosia;Aconchulinida;Euglyphidae
5426932;Microcoleus vaginatus;SPECIES;47;Bacteria;Cyanobacteria;Cyanophyceae;Nostocales;Oscillatoriaceae
5427444;Nitrospira marina;SPECIES;45;Bacteria;Nitrospira;Nitrospira;Nitrospirales;Nitrospiraceae
543;Trombidiformes;ORDER;13;Animalia;Arthropoda;Arachnida;Trombidiformes;
5433907;Pythium rostratifingens;SPECIES;49;Chromista;Oomycota;Peronosporea;Peronosporales;Pythiaceae
5436536;Vampyrella pendula;SPECIES;49;Protozoa;Cercozoa;Proteomyxidea;Vampyrellida;Vampyrellidae
5437;Alcaligenaceae;FAMILY;47;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae
5438;Burkholderiaceae;FAMILY;45;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae
5439;Comamonadaceae;FAMILY;45;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae
5441;Nitrosomonadaceae;FAMILY;47;Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Nitrosomonadaceae
546;Collembola;ORDER;32;Animalia;Arthropoda;Entognatha;Collembola;
5467845;Cryptococcus amylolentus;SPECIES;36;Fungi;Basidiomycota;Tremellomycetes;Tremellales;Tremellaceae
5499811;Genea fragrans;SPECIES;36;Fungi;Ascomycota;Pezizomycetes;Pezizales;Pyronemataceae
5540;Lithobiidae;FAMILY;39;Animalia;Arthropoda;Chilopoda;Lithobiomorpha;Lithobiidae
5560;Lonchopteridae;FAMILY;13;Animalia;Arthropoda;Insecta;Diptera;Lonchopteridae
5564;Muscidae;FAMILY;13;Animalia;Arthropoda;Insecta;Diptera;Muscidae
5607;Pseudomonadaceae;FAMILY;45;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae
5608571;Scutellaria peregrina;SPECIES;1;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Lamiaceae
5611;Xanthomonadaceae;FAMILY;45;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae
5613;Opitutaceae;FAMILY;45;Bacteria;Verrucomicrobia;Opitutae;Opitutales;Opitutaceae
569;Flavobacteriales;ORDER;47;Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;
5729;Plectosphaerellaceae;FAMILY;31;Fungi;Ascomycota;Sordariomycetes;Glomerellales;Plectosphaerellaceae
5730694;Euglypha rotunda;SPECIES;49;Protozoa;Cercozoa;Filosia;Aconchulinida;Euglyphidae
5730696;Euglypha tuberculata;SPECIES;49;Protozoa;Cercozoa;Filosia;Aconchulinida;Euglyphidae
5730700;Trinema lineare;SPECIES;28;Chromista;Cercozoa;Imbricatea;Euglyphida;Trinematidae
5731;Magnaporthaceae;FAMILY;31;Fungi;Ascomycota;Sordariomycetes;Magnaporthales;Magnaporthaceae
5735146;Aulacorthum;GENUS;13;Animalia;Arthropoda;Insecta;Hemiptera;Aphididae
5739693;Buchholzia fallax;SPECIES;38;Animalia;Annelida;Clitellata;Enchytraeida;Enchytraeidae
576;Bacillales;ORDER;45;Bacteria;Firmicutes;Bacilli;Bacillales;
5776914;Nygolaimus cf. brachyuris JH-2004;SPECIES;42;Animalia;Nematoda;Adenophorea;Dorylaimida;Dorylaimidae
5777105;Paratylenchus cf. neoamblicephalus;SPECIES;42;Animalia;Nematoda;Secernentea;Tylenchida;Criconematidae
5777119;Paratylenchus similis;SPECIES;42;Animalia;Nematoda;Secernentea;Rhabditida;
5840;Scarabaeidae;FAMILY;13;Animalia;Arthropoda;Insecta;Coleoptera;Scarabaeidae
5842;Tullbergiidae;FAMILY;13;Animalia;Arthropoda;Entognatha;Collembola;Tullbergiidae
5844;Sminthuridae;FAMILY;13;Animalia;Arthropoda;Entognatha;Collembola;Sminthuridae
5860704;Aleuroglyphus ovatus;SPECIES;13;Animalia;Arthropoda;Arachnida;Astigmata;Acaridae
5889471;Diplogasteroides magnus;SPECIES;42;Animalia;Nematoda;Secernentea;Diplogasterida;Diplogasteridae
5893341;Debaryomycetaceae;FAMILY;31;Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae
5899695;Paracercomonas;GENUS;49;Chromista;Cercozoa;Thecofilosea;Ebriida;Cercomonadidae
5899695C1;Paracercomonas astra;SPECIES;49;Chromista;Cercozoa;Thecofilosea;Ebriida;Cercomonadidae
5899695C2;Paracercomonas compacta;SPECIES;49;Chromista;Cercozoa;Thecofilosea;Ebriida;Cercomonadidae
5899695C3;Paracercomonas filosa;SPECIES;49;Chromista;Cercozoa;Thecofilosea;Ebriida;Cercomonadidae
5899695C4;Paracercomonas paralaciniaegerens;SPECIES;49;Chromista;Cercozoa;Thecofilosea;Ebriida;Cercomonadidae
5899723;Massisteria marina;SPECIES;28;Chromista;Cercozoa;Granofilosea;Leucodictyida;Massisteriidae
5900469;Cenarchaeum symbiosum;SPECIES;43;Archaea;Crenarchaeota;Thermoprotei;;Cenarchaeaceae
5905178;Ilumatobacter;GENUS;45;Bacteria;Actinobacteria;Actinobacteria;Acidimicrobiales;Acidimicrobiaceae
5907331;Luteimonas aestuarii;SPECIES;45;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae
5912003;Sphingobium olei;SPECIES;45;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae
5913416;Phycisphaeraceae;FAMILY;47;Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae
5913417;Phycisphaera;GENUS;47;Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae
5917830;Fibrella;GENUS;45;Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae
5952403;Lobulomycetales;ORDER;31;Fungi;Chytridiomycota;Chytridiomycetes;Lobulomycetales;
5953400;Psora;GENUS;36;Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Psoraceae
5955050;Sistotrema;GENUS;36;Fungi;Basidiomycota;Agaricomycetes;Cantharellales;Hydnaceae
5967;Sphaerulariidae;FAMILY;29;Animalia;Nematoda;Secernentea;Tylenchida;Sphaerulariidae
5967481;Nematoda;PHYLUM;38;Animalia;Nematoda;;;
597;Hibberdiales;ORDER;13;Chromista;Ochrophyta;Chrysophyceae;Hibberdiales;
5980;Trichodoridae;FAMILY;42;Animalia;Nematoda;Adenophorea;Triplonchida;Trichodoridae
5983;Tylencholaimidae;FAMILY;29;Animalia;Nematoda;Adenophorea;Dorylaimida;Tylencholaimidae
5984;Qudsianematidae;FAMILY;42;Animalia;Nematoda;Adenophorea;Dorylaimida;Qudsianematidae
5986;Aporcelaimidae;FAMILY;42;Animalia;Nematoda;Adenophorea;Dorylaimida;Aporcelaimidae
5C1;Olpidiomycetes;PHYLUM;31;Fungi;Olpidiomycetes;;;
5C2;Olpidiomycota;PHYLUM;31;Fungi;Olpidiomycota;;;
5C3;Protosteliomycota;PHYLUM;31;Fungi;Protosteliomycota;;;
600;Synurales;ORDER;29;Chromista;Ochrophyta;Chrysophyceae;Synurales;
6008507;Chloris;GENUS;6;Plantae;Tracheophyta;Liliopsida;Poales;Poaceae
6009069;Trypanosomatidae;FAMILY;29;Protozoa;Euglenozoa;Kinetoplastea;Trypanosomatida;Trypanosomatidae
6026723;Conopodium;GENUS;1;Plantae;Tracheophyta;Magnoliopsida;Apiales;Apiaceae
6026760;Conopodium majus;SPECIES;6;Plantae;Tracheophyta;Magnoliopsida;Apiales;Apiaceae
6027243;Anthriscus nemorosa;SPECIES;1;Plantae;Tracheophyta;Magnoliopsida;Apiales;Apiaceae
6027319;Oenanthe crocata;SPECIES;1;Plantae;Tracheophyta;Magnoliopsida;Apiales;Apiaceae
6027328;Chaerophyllum hirsutum;SPECIES;1;Plantae;Tracheophyta;Magnoliopsida;Apiales;Apiaceae
6079;Veigaiidae;FAMILY;13;Animalia;Arthropoda;Arachnida;Mesostigmata;Veigaiidae
6081;Uropodidae;FAMILY;13;Animalia;Arthropoda;Arachnida;Mesostigmata;Uropodidae
6083;Parasitidae;FAMILY;13;Animalia;Arthropoda;Arachnida;Mesostigmata;Parasitidae
6102;Acaridae;FAMILY;13;Animalia;Arthropoda;Arachnida;Astigmata;Acaridae
6103;Lumbricidae;FAMILY;13;Animalia;Annelida;Clitellata;Crassiclitellata;Lumbricidae
6108753;Iamiaceae;FAMILY;47;Bacteria;Actinobacteria;Actinobacteria;Acidimicrobiales;Iamiaceae
6108754;Iamia;GENUS;45;Bacteria;Actinobacteria;Actinobacteria;Acidimicrobiales;Iamiaceae
6109637;Cynodon dactylon;SPECIES;1;Plantae;Tracheophyta;Liliopsida;Poales;Poaceae
6109699;Phoenix dactylifera;SPECIES;1;Plantae;Tracheophyta;Liliopsida;Arecales;Arecaceae
6123596;Diaphanoeca spiralifurca;SPECIES;50;Protozoa;Choanozoa;Choanoflagellatea;Choanoflagellida;Acanthoecidae
6145343;Amphisiella binucleata;SPECIES;25;Chromista;Ciliophora;Hypotrichea;Stichotrichida;Amphisiellidae
6147376;Spathidium scalpriforme;SPECIES;25;Chromista;Ciliophora;Gymnostomatea;Spathidiida;Spathidiidae
617;Hypnales;ORDER;13;Plantae;Bryophyta;Bryopsida;Hypnales;
621;Pottiales;ORDER;13;Plantae;Bryophyta;Bryopsida;Pottiales;
624;Geraniales;ORDER;1;Plantae;Tracheophyta;Magnoliopsida;Geraniales;
625;Bryopsidales;ORDER;13;Plantae;Chlorophyta;Ulvophyceae;Bryopsidales;
631;Tetrasporales;ORDER;29;Plantae;Chlorophyta;Chlorophyceae;Tetrasporales;
6320394;Trinema;GENUS;28;Chromista;Cercozoa;Imbricatea;Euglyphida;Trinematidae
6342;Actinochloridaceae;FAMILY;29;Plantae;Chlorophyta;Chlorophyceae;Chlamydomonadales;Actinochloridaceae
6363690;Arenaria peploides;SPECIES;1;Plantae;Tracheophyta;Magnoliopsida;Caryophyllales;Caryophyllaceae
6364299;Cerastium cerastoides;SPECIES;1;Plantae;Tracheophyta;Magnoliopsida;Caryophyllales;Caryophyllaceae
6390748;Persicaria;GENUS;6;Plantae;Tracheophyta;Magnoliopsida;Caryophyllales;Polygonaceae
6391433;Fallopia multiflora;SPECIES;6;Plantae;Tracheophyta;Magnoliopsida;Caryophyllales;Polygonaceae
640;Pinales;ORDER;1;Plantae;Tracheophyta;Pinopsida;Pinales;
6453386;Nitrosopumilaceae;FAMILY;43;Archaea;;;;Nitrosopumilaceae
6453387;Nitrosopumilus;GENUS;43;Archaea;;;;Nitrosopumilaceae
6463;Tylenchidae;FAMILY;42;Animalia;Nematoda;Secernentea;Tylenchida;Tylenchidae
6464;Pratylenchidae;FAMILY;29;Animalia;Nematoda;Secernentea;Tylenchida;Pratylenchidae
6465;Hoplolaimidae;FAMILY;42;Animalia;Nematoda;Secernentea;Tylenchida;Hoplolaimidae
6466;Heteroderidae;FAMILY;29;Animalia;Nematoda;Secernentea;Tylenchida;Heteroderidae
647;Sphingomonadales;ORDER;45;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;
6474;Rhabditidae;FAMILY;29;Animalia;Nematoda;Secernentea;Rhabditida;Rhabditidae
6476;Panagrolaimidae;FAMILY;29;Animalia;Nematoda;Secernentea;Rhabditida;Panagrolaimidae
648;Burkholderiales;ORDER;45;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;
6483;Diplogasteroididae;FAMILY;29;Animalia;Nematoda;Secernentea;Diplogasterida;Diplogasteroididae
649;Methylophilales;ORDER;47;Bacteria;Proteobacteria;Betaproteobacteria;Methylophilales;
6492;Aphelenchidae;FAMILY;29;Animalia;Nematoda;Secernentea;Aphelenchida;Aphelenchidae
6495;Mermithidae;FAMILY;29;Animalia;Nematoda;Adenophorea;Mermithida;Mermithidae
6496;Tripylidae;FAMILY;29;Animalia;Nematoda;Adenophorea;Enoplida;Tripylidae
6505;Mononchidae;FAMILY;29;Animalia;Nematoda;Adenophorea;Dorylaimida;Mononchidae
6509;Anatonchidae;FAMILY;42;Animalia;Nematoda;Adenophorea;Dorylaimida;Anatonchidae
651;Rhodocyclales;ORDER;47;Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;
6516;Teratocephalidae;FAMILY;29;Animalia;Nematoda;Adenophorea;Araeolaimida;Teratocephalidae
6517;Rhabdolaimidae;FAMILY;29;Animalia;Nematoda;Adenophorea;Araeolaimida;Rhabdolaimidae
652;Bdellovibrionales;ORDER;45;Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;
6533843;Dehalococcoides;FAMILY;45;Bacteria;Chloroflexi;Dehalococcoidetes;;Dehalococcoides
