Id;Label;rank;Cluster;kingdom;phylum;class;order;family
2965221;Medicago laciniata;SPECIES;1;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae
2971053;Melilotus alba;SPECIES;1;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae
2972595;Onobrychis viciifolia;SPECIES;1;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae
2973363;Trifolium;GENUS;6;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae
2974751;Vicia;GENUS;1;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae
2974832;Vicia faba;SPECIES;1;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae
2975014;Vicia sativa;SPECIES;1;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae
2977636;Pueraria montana;SPECIES;1;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae
2979775;Acacia mearnsii;SPECIES;1;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae
298;Anaerolineae;CLASS;47;Bacteria;Chloroflexi;Anaerolineae;;
2982;Onychiuridae;FAMILY;13;Animalia;Arthropoda;Entognatha;Collembola;Onychiuridae
2982372;Vigna;GENUS;1;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae
2982380;Vigna radiata;SPECIES;1;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae
2982508;Vigna angularis;SPECIES;6;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae
2982583;Vigna unguiculata;SPECIES;1;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae
2983;Katiannidae;FAMILY;13;Animalia;Arthropoda;Entognatha;Collembola;Katiannidae
2984535;Humulus lupulus;SPECIES;1;Plantae;Tracheophyta;Magnoliopsida;Rosales;Cannabaceae
2984666;Buxus;GENUS;1;Plantae;Tracheophyta;Magnoliopsida;Buxales;Buxaceae
2986097;Ribes rubrum;SPECIES;1;Plantae;Tracheophyta;Magnoliopsida;Saxifragales;Grossulariaceae
2986192;Ribes nigrum;SPECIES;1;Plantae;Tracheophyta;Magnoliopsida;Saxifragales;Grossulariaceae
299;Caldilineae;CLASS;47;Bacteria;Chloroflexi;Caldilineae;;
2990630;Rubus loganobaccus;SPECIES;1;Plantae;Tracheophyta;Magnoliopsida;Rosales;Rosaceae
2993094;Rubus idaeus;SPECIES;1;Plantae;Tracheophyta;Magnoliopsida;Rosales;Rosaceae
3;Bacteria;KINGDOM;45;Bacteria;;;;
3001244;Malus domestica;SPECIES;1;Plantae;Tracheophyta;Magnoliopsida;Rosales;Rosaceae
3001509;Malus sylvestris;SPECIES;1;Plantae;Tracheophyta;Magnoliopsida;Rosales;Rosaceae
3001953;Agrimonia;GENUS;1;Plantae;Tracheophyta;Magnoliopsida;Rosales;Rosaceae
3001959;Agrimonia pubescens;SPECIES;1;Plantae;Tracheophyta;Magnoliopsida;Rosales;Rosaceae
3003244;Rosa multiflora;SPECIES;1;Plantae;Tracheophyta;Magnoliopsida;Rosales;Rosaceae
3005039;Rosa chinensis;SPECIES;1;Plantae;Tracheophyta;Magnoliopsida;Rosales;Rosaceae
3020559;Prunus;GENUS;1;Plantae;Tracheophyta;Magnoliopsida;Rosales;Rosaceae
3020791;Prunus avium;SPECIES;1;Plantae;Tracheophyta;Magnoliopsida;Rosales;Rosaceae
3021120;Prunus salicina;SPECIES;1;Plantae;Tracheophyta;Magnoliopsida;Rosales;Rosaceae
3021922;Prunus cerasus;SPECIES;1;Plantae;Tracheophyta;Magnoliopsida;Rosales;Rosaceae
3022502;Prunus dulcis;SPECIES;1;Plantae;Tracheophyta;Magnoliopsida;Rosales;Rosaceae
3029779;Fragaria;GENUS;1;Plantae;Tracheophyta;Magnoliopsida;Rosales;Rosaceae
3029912;Fragaria ananassa;SPECIES;1;Plantae;Tracheophyta;Magnoliopsida;Rosales;Rosaceae
303;Bacilli;CLASS;47;Bacteria;Firmicutes;Bacilli;;
3030169;Diospyros;GENUS;1;Plantae;Tracheophyta;Magnoliopsida;Ericales;Ebenaceae
3032996;Symplocos;GENUS;1;Plantae;Tracheophyta;Magnoliopsida;Ericales;Symplocaceae
3033294;Ranunculus;GENUS;6;Plantae;Tracheophyta;Magnoliopsida;Ranunculales;Ranunculaceae
3033512;Clematis;GENUS;1;Plantae;Tracheophyta;Magnoliopsida;Ranunculales;Ranunculaceae
3033632;Coptis trifolia;SPECIES;1;Plantae;Tracheophyta;Magnoliopsida;Ranunculales;Ranunculaceae
3033687;Delphinium;GENUS;1;Plantae;Tracheophyta;Magnoliopsida;Ranunculales;Ranunculaceae
3033893;Berberis;GENUS;1;Plantae;Tracheophyta;Magnoliopsida;Ranunculales;Berberidaceae
3034182;Ammi majus;SPECIES;1;Plantae;Tracheophyta;Magnoliopsida;Apiales;Apiaceae
3034509;Arracacia xanthorrhiza;SPECIES;1;Plantae;Tracheophyta;Magnoliopsida;Apiales;Apiaceae
3034619;Aegopodium;GENUS;1;Plantae;Tracheophyta;Magnoliopsida;Apiales;Apiaceae
3034645;Anethum;GENUS;1;Plantae;Tracheophyta;Magnoliopsida;Apiales;Apiaceae
3034682;Ferula;GENUS;1;Plantae;Tracheophyta;Magnoliopsida;Apiales;Apiaceae
3034699;Berula erecta;SPECIES;1;Plantae;Tracheophyta;Magnoliopsida;Apiales;Apiaceae
3034714;Carum carvi;SPECIES;1;Plantae;Tracheophyta;Magnoliopsida;Apiales;Apiaceae
3034742;Daucus carota;SPECIES;1;Plantae;Tracheophyta;Magnoliopsida;Apiales;Apiaceae
3034807;Conium maculatum;SPECIES;1;Plantae;Tracheophyta;Magnoliopsida;Apiales;Apiaceae
3034812;Apium;GENUS;1;Plantae;Tracheophyta;Magnoliopsida;Apiales;Apiaceae
3034830;Heracleum sphondylium;SPECIES;1;Plantae;Tracheophyta;Magnoliopsida;Apiales;Apiaceae
3034906;Petroselinum;GENUS;1;Plantae;Tracheophyta;Magnoliopsida;Apiales;Apiaceae
3034921;Foeniculum;GENUS;1;Plantae;Tracheophyta;Magnoliopsida;Apiales;Apiaceae
304;Clostridia;CLASS;47;Bacteria;Firmicutes;Clostridia;;
3042;Aphididae;FAMILY;13;Animalia;Arthropoda;Insecta;Hemiptera;Aphididae
3045622;Cardamine;GENUS;6;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Brassicaceae
3047584;Sinapis;GENUS;1;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Brassicaceae
3047621;Sinapis alba;SPECIES;6;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Brassicaceae
3060998;Manihot esculenta;SPECIES;1;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae
3061039;Manihot utilissima;SPECIES;1;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae
3064;Amaranthaceae;FAMILY;1;Plantae;Tracheophyta;Magnoliopsida;Caryophyllales;Amaranthaceae
3065;Asteraceae;FAMILY;6;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae
3066465;Euphorbia pulcherrima;SPECIES;1;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae
3070106;Euphorbia cyparissias;SPECIES;1;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae
3072953;Jatropha curcas;SPECIES;1;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae
3073;Poaceae;FAMILY;6;Plantae;Tracheophyta;Liliopsida;Poales;Poaceae
3083838;Chenopodium album;SPECIES;1;Plantae;Tracheophyta;Magnoliopsida;Caryophyllales;Chenopodiaceae
3084836;Mesembryanthemum;GENUS;1;Plantae;Tracheophyta;Magnoliopsida;Caryophyllales;Aizoaceae
3085074;Amaranthus;GENUS;1;Plantae;Tracheophyta;Magnoliopsida;Caryophyllales;Amaranthaceae
3085251;Gypsophila;GENUS;1;Plantae;Tracheophyta;Magnoliopsida;Caryophyllales;Caryophyllaceae
3085411;Dianthus;GENUS;1;Plantae;Tracheophyta;Magnoliopsida;Caryophyllales;Caryophyllaceae
3085413;Dianthus armeria;SPECIES;1;Plantae;Tracheophyta;Magnoliopsida;Caryophyllales;Caryophyllaceae
3085420;Dianthus caryophyllus;SPECIES;1;Plantae;Tracheophyta;Magnoliopsida;Caryophyllales;Caryophyllaceae
3085433;Cerastium arvense;SPECIES;1;Plantae;Tracheophyta;Magnoliopsida;Caryophyllales;Caryophyllaceae
3085444;Cerastium arcticum;SPECIES;6;Plantae;Tracheophyta;Magnoliopsida;Caryophyllales;Caryophyllaceae
3085450;Cerastium alpinum;SPECIES;1;Plantae;Tracheophyta;Magnoliopsida;Caryophyllales;Caryophyllaceae
3085667;Stellaria;GENUS;6;Plantae;Tracheophyta;Magnoliopsida;Caryophyllales;Caryophyllaceae
3085897;Silene;GENUS;6;Plantae;Tracheophyta;Magnoliopsida;Caryophyllales;Caryophyllaceae
3087725;Chromolaena odorata;SPECIES;1;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae
3088488;Tagetes erecta;SPECIES;1;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae
3092946;Callistephus chinensis;SPECIES;1;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae
3093023;Dahlia;GENUS;1;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae
3094355;Aposeris foetida;SPECIES;1;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae
3098951;Cosmos sulphureus;SPECIES;1;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae
3101184;Dittrichia viscosa;SPECIES;1;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae
3105856;Bidens;GENUS;1;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae
3109185;Jurinea;GENUS;1;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae
3112;Brassicaceae;FAMILY;6;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Brassicaceae
3113650;Cirsium oleraceum;SPECIES;1;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae
3118288;Chrysanthemum cinerariifolium;SPECIES;1;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae
3119134;Helianthus;GENUS;1;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae
3119995;Achillea;GENUS;1;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae
312;Laboulbeniomycetes;CLASS;31;Fungi;Ascomycota;Laboulbeniomycetes;;
3120641;Artemisia;GENUS;1;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae
3120957;Artemisia parviflora;SPECIES;1;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae
3122426;Atractylodes;GENUS;1;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae
3128888;Centaurea solstitialis;SPECIES;1;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae
3132570;Galinsoga parviflora;SPECIES;1;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae
3134162;Chrysanthemum maximum;SPECIES;1;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae
3137422;Leontodon;GENUS;1;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae
3140231;Lactuca;GENUS;1;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae
3150746;Chrysanthemum;GENUS;1;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae
3150814;Chrysanthemum indicum;SPECIES;1;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae
3152047;Tilia cordata;SPECIES;1;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae
3152652;Gossypium;GENUS;1;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae
3152707;Abelmoschus esculentus;SPECIES;1;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae
316;Pezizomycetes;CLASS;31;Fungi;Ascomycota;Pezizomycetes;;
3169120;Euonymus alatus;SPECIES;1;Plantae;Tracheophyta;Magnoliopsida;Celastrales;Celastraceae
3169755;Nerium;GENUS;1;Plantae;Tracheophyta;Magnoliopsida;Gentianales;Apocynaceae
3169830;Catharanthus roseus;SPECIES;1;Plantae;Tracheophyta;Magnoliopsida;Gentianales;Apocynaceae
3170190;Marsdenia;GENUS;6;Plantae;Tracheophyta;Magnoliopsida;Gentianales;Apocynaceae
3170590;Castilleja arachnoidea;SPECIES;1;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Orobanchaceae
3170886;Scrophularia nodosa;SPECIES;1;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Scrophulariaceae
3172047;Veronica;GENUS;6;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Plantaginaceae
3172358;Fraxinus excelsior;SPECIES;1;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae
3172622;Sesamum indicum;SPECIES;1;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Pedaliaceae
318;Chytridiomycetes;CLASS;31;Fungi;Chytridiomycota;Chytridiomycetes;;
3189394;Terminalia catappa;SPECIES;1;Plantae;Tracheophyta;Magnoliopsida;Myrtales;Combretaceae
3189635;Camellia sinensis;SPECIES;1;Plantae;Tracheophyta;Magnoliopsida;Ericales;Theaceae
3189694;Actinidia chinensis;SPECIES;1;Plantae;Tracheophyta;Magnoliopsida;Ericales;Actinidiaceae
3189695;Plantago;GENUS;1;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Plantaginaceae
319;Myxomycetes;CLASS;29;Protozoa;Mycetozoa;Myxomycetes;;
3190155;Citrus;GENUS;1;Plantae;Tracheophyta;Magnoliopsida;Sapindales;Rutaceae
3190158;Citrus sinensis;SPECIES;1;Plantae;Tracheophyta;Magnoliopsida;Sapindales;Rutaceae
3190171;Citrus limon;SPECIES;1;Plantae;Tracheophyta;Magnoliopsida;Sapindales;Rutaceae
3194322;Sphaeroeca volvox;SPECIES;50;Protozoa;Choanozoa;Choanoflagellatea;Choanoflagellida;Codosigidae
3194385;Chlamydomyxa;GENUS;29;Chromista;Ochrophyta;Picophagea;Chlamydomyxales;Chlamydomyxaceae
3194385C1;Chlamydomyxa labyrinthuloides;SPECIES;48;Chromista;Ochrophyta;Picophagea;Chlamydomyxales;Chlamydomyxaceae
3194398;Hibberdia;GENUS;13;Chromista;Ochrophyta;Chrysophyceae;Hibberdiales;Hibberdiaceae
3194398C1;Hibberdia magna;SPECIES;30;Chromista;Ochrophyta;Chrysophyceae;Hibberdiales;Hibberdiaceae
3194422;Thaumatomastix;GENUS;49;Chromista;Cercozoa;Imbricatea;Thaumatomonadida;Thaumatomonadidae
3194509;Oikomonas;GENUS;48;Chromista;Ochrophyta;Chrysophyceae;Chromulinales;
3194566;Spumella;GENUS;48;Chromista;Ochrophyta;Chrysophyceae;Ochromonadales;Chromulinaceae
3194566C1;Spumella lacusvadosi;GENUS;48;Chromista;Ochrophyta;Chrysophyceae;Ochromonadales;Chromulinaceae
3194568;Spumella vulgaris;SPECIES;48;Chromista;Ochrophyta;Chrysophyceae;Ochromonadales;Chromulinaceae
3194946;Dinobryon;GENUS;30;Chromista;Ochrophyta;Chrysophyceae;Chromulinales;Dinobryaceae
3195017;Epipyxis;GENUS;29;Chromista;Ochrophyta;Chrysophyceae;Chromulinales;Dinobryaceae
3195018;Epipyxis pulchra;SPECIES;48;Chromista;Ochrophyta;Chrysophyceae;Chromulinales;Dinobryaceae
3195066;Mallomonas;GENUS;48;Chromista;Ochrophyta;Chrysophyceae;Synurales;Mallomonadaceae
3195227;Paraphysomonas;GENUS;48;Chromista;Ochrophyta;Chrysophyceae;Ochromonadales;Paraphysomonadaceae
32;Oomycota;PHYLUM;29;Chromista;Oomycota;;;
320;Sordariomycetes;CLASS;31;Fungi;Ascomycota;Sordariomycetes;;
3200877;Tribonema;GENUS;30;Chromista;Ochrophyta;Xanthophyceae;Tribonematales;Tribonemataceae
3200900;Xanthonema;GENUS;30;Chromista;Ochrophyta;Xanthophyceae;Tribonematales;Xanthonemataceae
3200900C1;Xanthonema bristolianum;SPECIES;30;Chromista;Ochrophyta;Xanthophyceae;Tribonematales;Xanthonemataceae
3200939C1;Heterococcus caespitosus;SPECIES;30;Chromista;Ochrophyta;Xanthophyceae;Tribonematales;Heteropediaceae
3201016C1;Pseudopleurochloris antarctica;SPECIES;30;Chromista;Ochrophyta;Xanthophyceae;Xanthophyceae;Xanthophyceae
3201168;Botryochloris;GENUS;30;Chromista;Ochrophyta;Xanthophyceae;Mischococcales;Botryochloridaceae
3201179;Chlorellidium;GENUS;30;Chromista;Ochrophyta;Xanthophyceae;Mischococcales;Botryochloridaceae
3201179C1;Chlorellidium tetrabotrys;SPECIES;30;Chromista;Ochrophyta;Xanthophyceae;Mischococcales;Botryochloridaceae
3201190C1;Mischococcus sphaerocephalus;SPECIES;30;Chromista;Ochrophyta;Xanthophyceae;Mischococcales;Mischococcaceae
3201319C1;Pleurochloris meiringensis;SPECIES;30;Chromista;Ochrophyta;Xanthophyceae;Mischococcales;Pleurochloridaceae
3201444;Bumilleriopsis;GENUS;30;Chromista;Ochrophyta;Xanthophyceae;Mischococcales;Centritractaceae
3202325;Bicosoeca;GENUS;29;Chromista;Bigyra;Bikosea;Bicoecida;Bicosoecidae
3202401;Siluania;GENUS;29;Chromista;Bigyra;Bikosea;Bicosoecales;Siluaniaceae
3202401C1;Siluania monomastiga;SPECIES;49;Chromista;Bigyra;Bikosea;Bicosoecales;Siluaniaceae
3202686;Hyphochytrium;GENUS;29;Chromista;Oomycota;Hyphochytrea;Hyphochytriales;Hyphochytriaceae
3202687;Hyphochytrium catenoides;SPECIES;49;Chromista;Oomycota;Hyphochytrea;Hyphochytriales;Hyphochytriaceae
3202728;Pythium;GENUS;2;Chromista;Oomycota;Peronosporea;Peronosporales;Pythiaceae
3202934;Aphanomyces;GENUS;49;Chromista;Oomycota;Peronosporea;Saprolegniales;Leptolegniaceae
3203940;Halophytophthora;GENUS;29;Chromista;Oomycota;Peronosporea;Peronosporales;Peronosporaceae
3204289;Polymyxa graminis;SPECIES;49;Chromista;Cercozoa;Phytomyxea;Plasmodiophorida;Plasmodiophoridae
3204300;Woronina;GENUS;29;Chromista;Cercozoa;Phytomyxea;Plasmodiophorida;Plasmodiophoridae
3204342;Spongospora;GENUS;49;Chromista;Cercozoa;Phytomyxea;Plasmodiophorida;Plasmodiophoridae
3204350;Spongospora nasturtii;SPECIES;49;Chromista;Cercozoa;Phytomyxea;Plasmodiophorida;Plasmodiophoridae
3204461;Loxophyllum;GENUS;25;Chromista;Ciliophora;Gymnostomatea;Pleurostomatida;Loxophyllidae
3204810;Urostyla;GENUS;25;Chromista;Ciliophora;Hypotrichea;Urostylida;Urostylidae
3208283;Trypanosoma;GENUS;50;Protozoa;Euglenozoa;Kinetoplastea;Trypanosomatida;Trypanosomatidae
3210222;Cercomonas;GENUS;49;Chromista;Cercozoa;Thecofilosea;Ebriida;Cercomonadidae
3210222C1;Cercomonas alexieffi;SPECIES;49;Chromista;Cercozoa;Thecofilosea;Ebriida;Cercomonadidae
3210222C10;Cercomonas vacuolata;SPECIES;49;Chromista;Cercozoa;Thecofilosea;Ebriida;Cercomonadidae
3210222C2;Cercomonas braziliensis;SPECIES;49;Chromista;Cercozoa;Thecofilosea;Ebriida;Cercomonadidae
3210222C3;Cercomonas celer;SPECIES;49;Chromista;Cercozoa;Thecofilosea;Ebriida;Cercomonadidae
3210222C4;Cercomonas fastiga;SPECIES;49;Chromista;Cercozoa;Thecofilosea;Ebriida;Cercomonadidae
3210222C5;Cercomonas media;SPECIES;49;Chromista;Cercozoa;Thecofilosea;Ebriida;Cercomonadidae
3210222C6;Cercomonas parambigua;SPECIES;49;Chromista;Cercozoa;Thecofilosea;Ebriida;Cercomonadidae
3210222C7;Cercomonas parincurva;SPECIES;49;Chromista;Cercozoa;Thecofilosea;Ebriida;Cercomonadidae
3210222C8;Cercomonas radiata;SPECIES;49;Chromista;Cercozoa;Thecofilosea;Ebriida;Cercomonadidae
3210222C9;Cercomonas rapida;SPECIES;49;Chromista;Cercozoa;Thecofilosea;Ebriida;Cercomonadidae
3210246;Amoebidium;GENUS;29;Protozoa;Choanozoa;Ichthyosporea;Eccrinida;Amoebidiidae
3210250;Amoebidium parasiticum;SPECIES;29;Protozoa;Choanozoa;Ichthyosporea;Eccrinida;Amoebidiidae
3210423;Saccamoeba;GENUS;28;Protozoa;Amoebozoa;Lobosa;Amoebida;Hartmannellidae
3212286;Nuclearia;GENUS;49;Protozoa;Cercozoa;Filosia;Aconchulinida;Nucleariidae
3212288;Euglypha;GENUS;49;Protozoa;Cercozoa;Filosia;Aconchulinida;Euglyphidae
3212296;Paulinella;GENUS;28;Chromista;Cercozoa;Imbricatea;Euglyphida;Paulinellideae
3212311;Vampyrella;GENUS;25;Protozoa;Cercozoa;Filosia;Vampyrellida;Vampyrellidae
3212626;Schizoplasmodium cavostelioides;SPECIES;29;Protozoa;Mycetozoa;Protosteliomycetes;Protosteliales;Protosteliaceae
3212657;Lamproderma;GENUS;49;Protozoa;Mycetozoa;Myxomycetes;Stemonitales;Stemonitidaceae
3213461;Lycogala flavofuscum;SPECIES;29;Protozoa;Mycetozoa;Myxomycetes;Liceales;Tubiferaceae
3216715;Synechococcus;GENUS;47;Bacteria;Cyanobacteria;Cyanophyceae;Chroococcales;Chroococcaceae
3218437;Microcoleus;GENUS;47;Bacteria;Cyanobacteria;Cyanophyceae;Nostocales;Oscillatoriaceae
3219792;Moraxella;GENUS;47;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae
3219826;Derxia;GENUS;45;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae
3219853;Massilia;GENUS;45;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae
3219861;Duganella;GENUS;45;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae
3219864;Herbaspirillum;GENUS;45;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae
3219877;Herminiimonas;GENUS;45;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae
3219881;Pseudomonas;GENUS;45;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae
3219885;Janthinobacterium;GENUS;45;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae
3219897;Ralstonia;GENUS;45;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae
3219898;Ralstonia solanacearum;SPECIES;45;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae
3219908;Paucimonas;GENUS;47;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae
3219909;Paucimonas lemoignei;SPECIES;45;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae
3219916;Burkholderia;GENUS;45;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae
3219940;Burkholderia cepacia;SPECIES;45;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae
3220005;Cupriavidus;GENUS;45;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae
3220012;Xanthomonas;GENUS;45;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae
3220030;Rhodopseudomonas;GENUS;45;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae
3220051;Pelomonas;GENUS;45;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae
3220072;Rhodoferax;GENUS;45;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae
3220095;Polaromonas;GENUS;45;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae
3220112;Curvibacter;GENUS;45;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae
3220118;Comamonas;GENUS;45;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae
3220129;Delftia;GENUS;45;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae
3220140;Acidovorax;GENUS;45;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae
3220160;Hydrogenophaga;GENUS;45;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae
3220176;Diaphorobacter;GENUS;45;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae
3220178;Variovorax;GENUS;45;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae
3220297;Propionivibrio;GENUS;45;Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae
3220302;Dechloromonas;GENUS;45;Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae
3220311;Sterolibacterium;GENUS;45;Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae
3220316;Denitratisoma;GENUS;45;Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae
3220318;Ferribacterium;GENUS;45;Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae
3220331;Methylophilus;GENUS;45;Bacteria;Proteobacteria;Betaproteobacteria;Methylophilales;Methylophilaceae
3220334;Methylobacillus;GENUS;45;Bacteria;Proteobacteria;Betaproteobacteria;Methylophilales;Methylophilaceae
3220358;Nitrosospira;GENUS;45;Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Nitrosomonadaceae
3220375;Desulfovibrio;GENUS;45;Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae
3220384;Syntrophobacter;GENUS;45;Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophobacteraceae
3220389;Desulfovirga;GENUS;45;Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophobacteraceae
3220393;Syntrophus;GENUS;45;Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophaceae
3220490;Desulfuromonas;GENUS;45;Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Desulfuromonadaceae
3220502;Malonomonas;GENUS;45;Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Desulfuromonadaceae
3220504;Pelobacter;GENUS;45;Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Desulfuromonadaceae
3220511;Geothermobacter;GENUS;45;Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Geobacteraceae
3220513;Geobacter;GENUS;45;Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Geobacteraceae
3220527;Haliangium;GENUS;45;Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Haliangiaceae
3220542;Kofleria;GENUS;45;Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Kofleriaceae
3220545;Anaeromyxobacter;GENUS;45;Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Cystobacteraceae
3220549;Cystobacter;GENUS;45;Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Cystobacteraceae
3220585;Sorangium;GENUS;47;Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Polyangiaceae
3220586;Sorangium cellulosum;SPECIES;45;Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Polyangiaceae
