"";"V1";"V2";"V3";"V4";"V5";"V6"
"1";0,00192307715583331;1e-06;0,00204081719638581;1e-06;0,214673912439924;1e-06
"2";0,993827157810855;1e-06;0,0382968006058077;1e-06;1e-06;1e-06
"3";1e-06;1e-06;0,029455081334355;1e-06;0,433673468420898;1e-06
"4";0,0167582418034505;0,0140415140426979;0,026014801699251;0,0215226762111088;0,0439560439311968;0,016088701713086
"5";1e-06;1e-06;0,0275066555264943;0,00203057812561964;0,0826086955204287;1e-06
"6";1e-06;1e-06;0,999999;1e-06;1e-06;1e-06
