"";"V1";"V2";"V3";"V4";"V5";"V6";"V7"
"1";0,00192307715583331;1e-06;0,00204081719638582;1e-06;1e-06;0,214673912439924;1e-06
"2";0,993827157810856;1e-06;0,0382968006058077;1e-06;1e-06;1e-06;1e-06
"3";1e-06;1e-06;0,0294550813343549;1e-06;1e-06;0,433673468420896;1e-06
"4";0,0131284916588049;0,00462100835187159;0,0264508039554507;0,0199296968075736;0,00066905295951943;0,0446927373902515;1e-06
"5";1e-06;1e-06;0,999999;1e-06;1e-06;1e-06;1e-06
"6";1e-06;1e-06;0,0275066555264943;0,00206461016122973;1e-06;0,0826086955204285;1e-06
"7";0,233333330582486;0,576131672279363;1e-06;0,137802603788369;0,936127720168398;1e-06;1e-06
