"";"V1";"V2";"V3";"V4"
"1";0,00152948277895339;0,0289901534513199;0,00182255201972412;1e-06
"2";0,255593988374979;0,0144342088168307;0,0299202867019965;0,00962541268183719
"3";1e-06;0,0655764128406832;0,029455081334355;1e-06
"4";1e-06;1e-06;0,999999;1e-06
