"";"V1";"V2";"V3";"V4";"V5"
"1";0,0019230771558333;1e-06;0,00204081719638581;0,0433114034535861;1e-06
"2";0,993827157810856;1e-06;0,0382968006058077;1e-06;1e-06
"3";1e-06;1e-06;0,0294550813343549;0,0874955244522069;1e-06
"4";0,0133771930231224;0,0112085770016546;0,0263157896096522;0,0244416106308089;0,01284273557951
"5";1e-06;1e-06;0,999999;1e-06;1e-06
