"";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8"
"1";0,0019230771558333;1e-06;0,0500000004887517;0,0401366673235191;1e-06;1e-06;0,0642415016932455;1e-06
"2";0,993827157810856;1e-06;0,938271587471763;1e-06;1e-06;1e-06;1e-06;1e-06
"3";1e-06;1e-06;1e-06;0,0263191258277146;1e-06;1e-06;1e-06;1e-06
"4";0,0123699893325383;0,00435402828480605;0,0525114576946061;0,0262362162073197;0,0237432118430903;0,000630398235209212;0,0156539644613687;1e-06
"5";1e-06;1e-06;0,744680837070074;0,00425585871338578;1e-06;1e-06;0,564656980930792;1e-06
"6";1e-06;1e-06;0,999999;1e-06;0,999999;1e-06;1e-06;1e-06
"7";1e-06;1e-06;0,885792868169128;0,00302032309891968;1e-06;1e-06;0,10476167164555;1e-06
"8";0,233333330582486;0,576131672279363;1e-06;0,129841019419381;1e-06;0,936127720168398;1e-06;1e-06
