"";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9"
"1";0,0019230771558333;1e-06;0,0500000004887517;0,0401315788768852;1e-06;1e-06;0,174999996777503;0,0499999999492735;1e-06
"2";0,993827157810856;1e-06;0,938271587471763;1e-06;1e-06;1e-06;1e-06;1e-06;1e-06
"3";1e-06;1e-06;1e-06;0,0263157891414336;1e-06;1e-06;1e-06;1e-06;1e-06
"4";0,012368421089975;0,00435347628979066;0,0526315783999727;0,0262322472719963;0,0237402017260525;0,000630318314579861;0,0157894736535181;0,0157894736965061;1e-06
"5";1e-06;1e-06;0,744680837070074;0,00425531916410607;1e-06;1e-06;0,744680836631769;0,541866848013609;1e-06
"6";1e-06;1e-06;0,999999;1e-06;0,999999;1e-06;1e-06;1e-06;1e-06
"7";1e-06;1e-06;1e-06;0,0263157891414336;1e-06;1e-06;1e-06;1e-06;1e-06
"8";1e-06;1e-06;0,999999;1e-06;1e-06;1e-06;0,999999;1e-06;1e-06
"9";0,233333330582486;0,576131672279362;1e-06;0,129824558433897;1e-06;0,936127720168418;1e-06;1e-06;1e-06
