Id;Label;Rank
7435552;Keronopsis algivora;SPECIES
7788463;Keronopsis alpestris;SPECIES
7408216;Keronopsis dieckmanni;SPECIES
8272070;Keronopsis helluo;SPECIES
7624418;Keronopsis tasmaniensis;SPECIES
7596749;Keronopsis wetzeli;SPECIES
4092;Kickxellaceae;FAMILY
750;Kickxellales;ORDER
3225798;Kineococcus;GENUS
7891973;Kineosporia;GENUS
3835;Kineosporiaceae;FAMILY
104255973;Kineosporiales;ORDER
7497270;Kinetoplastida;CLASS
3220542;Kofleria;GENUS
8943;Kofleriaceae;FAMILY
2556563;Kondoa;GENUS
3274;Kondoaceae;FAMILY
8084909;Krassniggia auxiliaris;SPECIES
3224344;Kribbella;GENUS
4900657;Ktedonobacter;GENUS
4899883;Ktedonobacteraceae;FAMILY
7761819;Ktedonobacterales;ORDER
7781780;Ktedonobacteria;CLASS
7920675;Kuehneltiella muscicola;SPECIES
7580283;Kuehneltiella terricola;SPECIES
7503159;Kuklikophrya ougandae;SPECIES
2556526;Kurtzmanomyces;GENUS
2556529;Kurtzmanomyces nectairei;SPECIES
3224755;Kutzneria;GENUS
2559067;Kuzuhaea;GENUS
2559068;Kuzuhaea moniliformis;SPECIES
312;Laboulbeniomycetes;CLASS
3220956;Labrys;GENUS
4C1;Labyrinthulales;ORDER
102529879;Labyrinthulomycetes;CLASS
7611;Lachnocladiaceae;FAMILY
7606454;Lacibacter;GENUS
7237887;Lacrymaria;GENUS
8041250;Lacrymaria marina;SPECIES
7958515;Lacrymariidae;FAMILY
3140231;Lactuca;GENUS
7403263;Lactuca sativa;SPECIES
2832;Laelapidae;FAMILY
7412340;Lagynophrya geleii;SPECIES
7990764;Lagynophrya trichocystis;SPECIES
2497;Lamiaceae;FAMILY
408;Lamiales;ORDER
3212657;Lamproderma;GENUS
7566514;Lamtostyla abdita;SPECIES
7712450;Lamtostyla australis;SPECIES
7877749;Lamtostyla edaphoni;SPECIES
7549436;Lamtostyla granulifera;SPECIES
8429924;Lamtostyla islandica;SPECIES
7378359;Lamtostyla kirkeniensis;SPECIES
8381802;Lamtostyla lamottei;SPECIES
5356393;Lathyrus linifolius;SPECIES
7434749;Laurentiella strenua;SPECIES
1048;Lecanorales;ORDER
180;Lecanoromycetes;CLASS
3223036;Legionella;GENUS
3223071;Legionella lytica;SPECIES
5155;Legionellaceae;FAMILY
707;Legionellales;ORDER
3225314;Leifsonia;GENUS
4738;Leiodidae;FAMILY
3225218;Lentzea;GENUS
3137422;Leontodon;GENUS
179;Leotiomycetes;CLASS
2120880;Lepidocyrtus;GENUS
2120899;Lepidocyrtus paradoxus;SPECIES
797;Lepidoptera;ORDER
4893086;Leptomyxa;GENUS
4893086C1;Leptomyxa reticulata;SPECIES
9727358;Leptomyxida;ORDER
4378584;Leptomyxidae;FAMILY
8198844;Leptopharynx;GENUS
8198844C1;Leptopharynx bromelicola;SPECIES
8178931;Leptopharynx costatus;SPECIES
7878699;Leptopharynx eurystoma;SPECIES
128048854;Leptophryidae;FAMILY
2568074;Leptosphaeria;GENUS
3540111;Leptosphaeria biglobosa;SPECIES
8307;Leptosphaeriaceae;FAMILY
9541;Leptospiraceae;FAMILY
7603327;Leucocybe;GENUS
7530876;Leucocybe candicans;SPECIES
3260;Leucosporidiaceae;FAMILY
1131;Leucosporidiales;ORDER
9534744;Leucosporidium;GENUS
9699215;Leucosporidium fragarium;SPECIES
9764955;Leucosporidium muscorum;SPECIES
2001760;Leuctra;GENUS
2998;Leuctridae;FAMILY
3229040;Levilinea;GENUS
1293;Liceales;ORDER
7699;Liliaceae;FAMILY
2555643;Limonomyces;GENUS
2555644;Limonomyces roseipellis;SPECIES
2493;Linaceae;FAMILY
3233877;Linostoma vorticella;GENUS
2873855;Linum;GENUS
2188311;Liochthonius;GENUS
2518398;Lipomyces;GENUS
4138;Lipomycetaceae;FAMILY
4888700;Lishizhenia;GENUS
5540;Lithobiidae;FAMILY
807;Lithobiomorpha;ORDER
9357423;Lithobius;GENUS
2230246;Lithobius forficatus;SPECIES
2230514;Lithobius variegatus;SPECIES
8415977;Litonotidae;FAMILY
7864222;Litonotus crinitus;SPECIES
8425588;Litonotus digitatus;SPECIES
7790130;Litonotus muscorum;SPECIES
7589559;Litostomatea;CLASS
3283658;Lobulomyces;GENUS
3283660;Lobulomyces angularis;SPECIES
3384455;Lobulomycetaceae;FAMILY
5952403;Lobulomycetales;ORDER
2706217;Lolium;GENUS
2706241;Lolium perenne;SPECIES
1611414;Lonchoptera;GENUS
1611430;Lonchoptera lutea;SPECIES
5560;Lonchopteridae;FAMILY
105100345;Longamoebia;ORDER
2590;Longidoridae;FAMILY
2282727;Longidorus;GENUS
4554365;Longidorus raskii;SPECIES
4554383;Longidorus vinearum;SPECIES
4886727;Longilinea;GENUS
3204461;Loxophyllum;GENUS
7952613;Loxophyllum utriculariae;SPECIES
4884890;Luedemannella;GENUS
6103;Lumbricidae;FAMILY
9806438;Lumbricus;GENUS
4410653;Lumbricus castaneus;SPECIES
7576647;Lumbricus centralis;SPECIES
8161409;Lumbricus friendi;SPECIES
4410657;Lumbricus terrestris;SPECIES
3222298;Luteimonas;GENUS
5907331;Luteimonas aestuarii;SPECIES
4575424;Luteolibacter;GENUS
8210570;Luticola;GENUS
7507829;Luticola permuticopsis;SPECIES
9194236;Lycogala;GENUS
3213461;Lycogala flavofuscum;SPECIES
3297360;Lycoperdaceae;FAMILY
2932923;Lycopersicon;GENUS
9608998;Lycopersicon esculentum;SPECIES
3222300;Lysobacter;GENUS
5731;Magnaporthaceae;FAMILY
7889691;Magnaporthales;ORDER
2569257;Magnaporthe;GENUS
3221650;Magnetospirillum;GENUS
220;Magnoliopsida;CLASS
2518091;Malassezia;GENUS
2518102;Malassezia globosa;SPECIES
7984866;Malasseziaceae;FAMILY
743;Malasseziales;ORDER
7480949;Malasseziomycetes;CLASS
4581;Mallomonadaceae;FAMILY
3195066;Mallomonas;GENUS
3220502;Malonomonas;GENUS
1414;Malpighiales;ORDER
3001244;Malus domestica;SPECIES
3001509;Malus sylvestris;SPECIES
3060998;Manihot esculenta;SPECIES
3061039;Manihot utilissima;SPECIES
4179;Marasmiaceae;FAMILY
2308278;Marionina;GENUS
4409889;Marionina cf. minutissima PDW-2010;SPECIES
4409891;Marionina clavata;SPECIES
2308295;Marionina communis;SPECIES
4409880;Marionina filiformis;SPECIES
2308278C1;Marionina sp;SPECIES
2308289;Marionina sublitoralis;SPECIES
3224324;Marmoricola;GENUS
3905670;Marrubium velutinum;SPECIES
3170190;Marsdenia;GENUS
3220860;Martelella;GENUS
7639807;Martelella endophytica;SPECIES
8240280;Maryna;GENUS
7480876;Maryna acuminata;SPECIES
7708999;Maryna antarctica;SPECIES
8031223;Maryna atra;SPECIES
7606668;Maryna lichenicola;SPECIES
7518643;Maryna ovata;SPECIES
7670289;Maryna umbrellata;SPECIES
8368596;Marynidae;FAMILY
3219853;Massilia;GENUS
8289875;Massisteria;GENUS
5899723;Massisteria marina;SPECIES
7639949;Matricaria;GENUS
8312129;Mayamaea;GENUS
2965200;Medicago;GENUS
2965221;Medicago laciniata;SPECIES
9151957;Medicago sativa;SPECIES
2122150;Megalothorax;GENUS
1240769;Meira;GENUS
2593966;Melastiza;GENUS
2593986;Melastiza contorta;SPECIES
6683;Melastomataceae;FAMILY
2971053;Melilotus alba;SPECIES
8005155;Meloidogyne;GENUS
2283983;Meloidogyne naasi;SPECIES
4556279;Meloidogynidae;FAMILY
5593;Melolonthidae;FAMILY
7889;Membracidae;FAMILY
2927173;Mentha;GENUS
2927173C1;Mentha piperita;GENUS
2540760;Meripilus;GENUS
2540761;Meripilus giganteus;SPECIES
7023889;Merliniidae;FAMILY
9003932;Merlinius;GENUS
4556193;Merlinius brevidens;SPECIES
4556202;Merlinius cf. microdorus TSH-2005;SPECIES
4556197;Merlinius joctus;SPECIES
975;Mermithida;ORDER
6495;Mermithidae;FAMILY
3084836;Mesembryanthemum;GENUS
9620582;Meseres;GENUS
7787296;Meseres corlissi;SPECIES
2282644;Mesodorylaimus;GENUS
2282644C1;Mesodorylaimus cf. nigritulus AV-2005;SPECIES
2283674;Mesorhabditis;GENUS
3220966;Mesorhizobium;GENUS
1109;Mesostigmata;ORDER
7443891;Metacineta micraster;SPECIES
8425237;Metacineta mystacina;SPECIES
2562464;Metarhizium;GENUS
2562645;Metarhizium anisopliae;SPECIES
4555808;Metateratocephalus;GENUS
3220334;Methylobacillus;GENUS
7816;Methylobacteriaceae;FAMILY
3220820;Methylobacterium;GENUS
3220879;Methylocapsa;GENUS
3220866;Methylocella;GENUS
4726;Methylocystaceae;FAMILY
8929;Methylophilaceae;FAMILY
649;Methylophilales;ORDER
3220331;Methylophilus;GENUS
3221069;Methylosinus;GENUS
3221071;Methylosinus sporium;SPECIES
3221070;Methylosinus trichosporium;SPECIES
7769227;Metopus contractus;SPECIES
7550194;Metopus es;SPECIES
8016226;Metopus hasei;SPECIES
7678405;Metopus ovalis;SPECIES
8412296;Metopus palaeformis;SPECIES
8138917;Metopus rectus;SPECIES
7679939;Metopus setosus;SPECIES
8701685;Metromonadea;CLASS
2641076;Micractinium;GENUS
8425;Microascaceae;FAMILY
1059;Microascales;ORDER
3837;Microbacteriaceae;FAMILY
3225370;Microbacterium;GENUS
150;Microbotryomycetes;CLASS
3836;Micrococcaceae;FAMILY
103969075;Micrococcales;ORDER
7941427;Microcoleaceae;FAMILY
3218437;Microcoleus;GENUS
5426932;Microcoleus vaginatus;SPECIES
7492783;Microdiaphanosoma arcuatum;SPECIES
2601;Microlaimidae;FAMILY
3225670;Microlunatus;GENUS
3224505;Micromonospora;GENUS
3838;Micromonosporaceae;FAMILY
103708288;Micromonosporales;ORDER
7707564;Microthoracida;ORDER
7707564C1;Microthoracidae;FAMILY
7717115;Microthorax simulans;SPECIES
126043370;Microthrixaceae;FAMILY
3220848;Microvirga;GENUS
4589;Mischococcaceae;FAMILY
1320;Mischococcales;ORDER
3201190;Mischococcus;GENUS
3201190C1;Mischococcus sphaerocephalus;SPECIES
8742;Mniaceae;FAMILY
445;Monhysterida;ORDER
2570;Monhysteridae;FAMILY
7690291;Monilicaryon;GENUS
7571206;Monilicaryon monilatum;SPECIES
196;Monocots;CLASS
7992299;Monocystidae;FAMILY
8324907;Monocystis;GENUS
8324907C1;Monocystis agilis;SPECIES
7459052;Monodinium balbiani;SPECIES
105096977;Monogononta;ORDER
898;Mononchida;ORDER
6505;Mononchidae;FAMILY
7469057;Monosiga;GENUS
8420648;Monosiga ovata;SPECIES
6562811;Moorella;GENUS
3219792;Moraxella;GENUS
4902158;Moraxella osloensis;SPECIES
9537;Moraxellaceae;FAMILY
2558228;Mortierella;GENUS
4093;Mortierellaceae;FAMILY
858;Mortierellales;ORDER
9479658;Mrakiaceae;FAMILY
4886632;Mucilaginibacter;GENUS
9467085;Mucor;GENUS
4094;Mucoraceae;FAMILY
749;Mucorales;ORDER
126032175;Mucoromycota;KINGDOM
9796761;Mucoromycotes;CLASS
7622979;Multiclavula;GENUS
2555295;Multiclavula mucida;SPECIES
8190743;Murraya paniculata;SPECIES
5564;Muscidae;FAMILY
7318319;Mutellina adonidifolia;SPECIES
3629113;Mutellina purpurea;SPECIES
8084;Mycobacteriaceae;FAMILY
8018537;Mycobacterium;GENUS
3220801;Mycoplana;GENUS
8116589;Mycterothrix tuamotuensis;SPECIES
7659622;Mykophagophrys;GENUS
8360084;Mykophagophrys terricola;SPECIES
1318775;Myrmica;GENUS
1318887;Myrmica scabrinodis;SPECIES
690;Myrtales;ORDER
8699;Myxochloridaceae;FAMILY
8944;Myxococcaceae;FAMILY
1384;Myxococcales;ORDER
103144795;Myxogastria;GENUS
319;Myxomycetes;CLASS
103949463;Myxomycota;GENUS
2076150;Myzus;GENUS
2076179;Myzus persicae;SPECIES
102565918;Nakamurella;GENUS
103963965;Nakamurellaceae;FAMILY
119722261;Nakamurellales;ORDER
102979699;Nannochloris;GENUS
102710151;Nannocystaceae;FAMILY
102710354;Nannocystis;GENUS
7551344;Nassophorea;CLASS
8066981;Nassula citrea;SPECIES
8129437;Nassula picta;SPECIES
7356029;Nassula protectissima;SPECIES
7440403;Nassula terricola;SPECIES
103483832;Nassulida;ORDER
103483858;Nassulidae;FAMILY
105128475;Naviculaceae;FAMILY
105128037;Naviculales;ORDER
7212;Neanuridae;FAMILY
3690;Neelidae;FAMILY
104293083;Neelipleona;ORDER
5967481;Nematoda;PHYLUM
2997;Nemouridae;FAMILY
2002690;Nemurella;GENUS
2002691;Nemurella pictetii;SPECIES
9790058;Neoascochyta;GENUS
9770002;Neoascochyta exitialis;SPECIES
9171551;Neobodo;GENUS
9171551C1;Neobodo designis;SPECIES
7930771;Neogeneia hortualis;SPECIES
8736197;Neogregarinorida;ORDER
2614150;Neophaeosphaeria;GENUS
4405846;Neopsilenchus;GENUS
4555937;Neopsilenchus magnidens;SPECIES
9598872;Neourostylopsis;GENUS
3169755;Nerium;GENUS
7317019;Nerium indicum;SPECIES
126060060;Nevskiales;ORDER
3228891;Niastella;GENUS
2928756;Nicotiana;GENUS
2928774;Nicotiana tabacum;SPECIES
3220964;Nitratireductor;GENUS
3222546;Nitrosococcus;GENUS
5441;Nitrosomonadaceae;FAMILY
1381;Nitrosomonadales;ORDER
6453386;Nitrosopumilaceae;FAMILY
6453387;Nitrosopumilus;GENUS
8079935C2;Nitrososphaera;GENUS
8079935;Nitrososphaeraceae;FAMILY
3220358;Nitrosospira;GENUS
102558290;Nitrospira;GENUS
5427444;Nitrospira marina;SPECIES
4722;Nitrospiraceae;FAMILY
103022487;Nitrospirae;PHYLUM
830;Nitrospirales;ORDER
2628185;Nitzschia;GENUS
5266190;Nitzschia pusilla;SPECIES
8205625;Nivaliella plana;SPECIES
9582951;Nocardia;GENUS
8085;Nocardiaceae;FAMILY
8087;Nocardioidaceae;FAMILY
3224302;Nocardioides;GENUS
1789671;Noctua;GENUS
1789695;Noctua pronuba;SPECIES
7015;Noctuidae;FAMILY
4378437;Nolandella;GENUS
3225488;Nonomuraea;GENUS
3249165;Nordiidae;FAMILY
1002811;Notholca;GENUS
1002835;Notholca acuminata;SPECIES
1247492;Notiophilus;GENUS
5023058;Notiophilus rufipes;SPECIES
7583500;Notohymena antarctica;SPECIES
7917408;Notohymena australis;SPECIES
8016841;Notohymena rubescens;SPECIES
8290993;Notoxoma parabryophryides;SPECIES
7724790;Notoxoma sigmoides;SPECIES
7512659;Novosphingobium;GENUS
2627321;Nowakowskiella;GENUS
2627324;Nowakowskiella elegans;SPECIES
3279475;Nowakowskiellaceae;FAMILY
3212286;Nuclearia;GENUS
2329;Nucleariidae;FAMILY
2588;Nygolaimidae;FAMILY
7350999;Nygolaimus;GENUS
5776914;Nygolaimus cf. brachyuris JH-2004;SPECIES
7381558;Obertrumia;GENUS
7457456;Obertrumia georgiana;SPECIES
8282652;Obertrumia kahli;SPECIES
1473;Oceanospirillales;ORDER
3220812;Ochrobactrum;GENUS
3220815;Ochrobactrum anthropi;SPECIES
4579;Ochromonadaceae;FAMILY
7073605;Ochromonadales;ORDER
9762970;Ochromonas;GENUS
9762970C1;Ochromonas vasocystis;SPECIES
98;Ochrophyta;PHYLUM
2927101;Ocimum sanctum;SPECIES
2307763;Octolasion;GENUS
2307766;Octolasion cyaneum;SPECIES
8106520;Odontochlamys alpestris;SPECIES
7447248;Odontochlamys convexa;SPECIES
7552351;Odontochlamys gouraudi;SPECIES
7743197;Odontochlamys wisconsinensis;SPECIES
2281434;Odontolaimus;GENUS
6027319;Oenanthe crocata;SPECIES
7951037;Ohtaekwangia;GENUS
105138682;Oikomonadaceae;FAMILY
3194509;Oikomonas;GENUS
6652;Oleaceae;FAMILY
115437118;Oligoflexaceae;FAMILY
115437121;Oligoflexales;ORDER
115435898;Oligoflexia;CLASS
8006472;Oligohymenophorea;CLASS
1958;Olpidiaceae;FAMILY
8137353;Olpidiales;ORDER
5C1;Olpidiomycetes;PHYLUM
5C2;Olpidiomycota;PHYLUM
2626967;Olpidium;GENUS
2626979;Olpidium bornovanus;SPECIES
2626969;Olpidium brassicae;SPECIES
2972595;Onobrychis viciifolia;SPECIES
2982;Onychiuridae;FAMILY
7625409;Onychodromopsis flexilis;SPECIES
4832;Onygenaceae;FAMILY
1041;Onygenales;ORDER
103720089;Oomycetes;CLASS
32;Oomycota;PHYLUM
7788922;Opercularia asymmetrica;SPECIES
8237243;Opercularia curvicaule;SPECIES
7460035;Ophiostoma;GENUS
5254225;Ophiostoma retusum;SPECIES
4157;Ophiostomataceae;FAMILY
1292;Ophiostomatales;ORDER
8097772;Opisthonecta minima;SPECIES
9103818;Opisthotricha terricola;SPECIES
5613;Opitutaceae;FAMILY
7669961;Opitutae;CLASS
8349054;Opitutales;ORDER
3229020;Opitutus;GENUS
2569635;Orbicula;GENUS
5258926;Orbicula parietina;SPECIES
2513009;Orbilia;GENUS
4127;Orbiliaceae;FAMILY
1056;Orbiliales;ORDER
181;Orbiliomycetes;CLASS
2120960;Orchesella;GENUS
2120979;Orchesella villosa;SPECIES
7689;Orchidaceae;FAMILY
8853899;Orciraptor;GENUS
8951948;Orciraptor agilis;SPECIES
4653212;Oribatida;FAMILY
7460;Oribatulidae;FAMILY
6651;Orobanchaceae;FAMILY
7892382;Orthoamphisiella franzi;SPECIES
7545388;Orthoamphisiella grelli;SPECIES
8052477;Orthoamphisiella stramenticola;SPECIES
7472879;Orthokreyella schiffmanni;SPECIES
1458;Orthoptera;ORDER
2703455;Oryza;GENUS
4110287;Oryza australiensis;SPECIES
2703459;Oryza sativa;SPECIES
3225829;Oryzihumus;GENUS
102792892;Oscillatoriales;ORDER
1194803;Otiorhynchus;GENUS
1195102;Otiorhynchus armadillo;SPECIES
8927;Oxalobacteraceae;FAMILY
2680202;Oxyrrhynchium;GENUS
4279461;Oxyrrhynchium hians;SPECIES
2579;Oxystominidae;FAMILY
7467984;Oxytricha;GENUS
8307873;Oxytricha auripunctata;SPECIES
8320870;Oxytricha gigantea;SPECIES
8187489;Oxytricha granulifera;SPECIES
8754583;Oxytricha hengshanensis;SPECIES
8037938;Oxytricha histrioides;SPECIES
7736897;Oxytricha islandica;SPECIES
8296495;Oxytricha lanceolata;SPECIES
8282405;Oxytricha longigranulosa;SPECIES
7514676;Oxytricha nauplia;SPECIES
7687728;Oxytricha opisthomuscorum;SPECIES
8311950;Oxytricha ottowi;SPECIES
7885156;Oxytricha proximata;SPECIES
9000164;Oxytricha quercineti;SPECIES
7402425;Oxytricha rubripuncta;SPECIES
8111179;Oxytricha setigera;SPECIES
7429863;Oxytricha siseris;SPECIES
8024317;Oxytricha tricirrata;SPECIES
8314658;Oxytrichidae;FAMILY
4706;Paenibacillaceae;FAMILY
3227538;Paenibacillus;GENUS
8380602;Palaeospora;GENUS
7879018;Palaeospora spainiae;SPECIES
4695;Palmellaceae;FAMILY
2639576;Palmellopsis;GENUS
2524401;Panaeolus;GENUS
6476;Panagrolaimidae;FAMILY
2283711;Panagrolaimus;GENUS
2559747;Pandora;GENUS
5250827;Pandora neoaphidis;SPECIES
2705144;Panicum dichotomiflorum;SPECIES
4122172;Panicum tennesseense;SPECIES
2705081;Panicum virgatum;SPECIES
2564468;Panorbis;GENUS
2564469;Panorbis viscosus;SPECIES
9477065;Pantopoda;ORDER
2888437;Papaver orientale;SPECIES
2422;Papaveraceae;FAMILY
7456585;Papillorhabdos multinucleatus;SPECIES
7968629;Parabryophrya penardi;SPECIES
5899695;Paracercomonas;GENUS
5899695C1;Paracercomonas astra;SPECIES
5899695C2;Paracercomonas compacta;SPECIES
5899695C3;Paracercomonas filosa;SPECIES
5899695C4;Paracercomonas paralaciniaegerens;SPECIES
7592556;Paracineta lauterbomi;SPECIES
8338250;Paraenchelys terricola;SPECIES
7490550;Paraenchelys wenzeli;SPECIES
7837768;Parafurgasonia sorex;SPECIES
3299;Paraglomeraceae;FAMILY
1147;Paraglomerales;ORDER
2560238;Paraglomus;GENUS
2560239;Paraglomus brasilianum;SPECIES
7461602;Paraholosticha lichenicola;SPECIES
7551954;Paraholosticha muscicola;SPECIES
8369369;Paraholosticha nana;SPECIES
7454029;Parakahliella haideri;SPECIES
7761759;Parakahliella macrostoma;SPECIES
8175667;Parakahliella terricola;SPECIES
7621887;Paramphisiella caudata;SPECIES
8020700;Paraphysoderma;GENUS
7484373;Paraphysoderma sedebokerense;SPECIES
8668;Paraphysomonadaceae;FAMILY
3195227;Paraphysomonas;GENUS
6083;Parasitidae;FAMILY
7235427;Paratylenchus;GENUS
5777105;Paratylenchus cf. neoamblicephalus;SPECIES
8267652;Paratylenchus microdorus;SPECIES
5777119;Paratylenchus similis;SPECIES
7505865;Paraurostyla granulifera;SPECIES
7683286;Paraurostyla pulchra;SPECIES
8305;Parmeliaceae;FAMILY
8100050;Paspalum vaginatum;SPECIES
2874172;Passiflora;GENUS
2378;Passifloraceae;FAMILY
9536;Pasteurellaceae;FAMILY
1472;Pasteurellales;ORDER
3228067;Pasteuria;GENUS
4896880;Pasteuriaceae;FAMILY
8038938;Pattersoniella vitiphila;SPECIES
3219908;Paucimonas;GENUS
3219909;Paucimonas lemoignei;SPECIES
3212296;Paulinella;GENUS
6585;Paulinellidae;FAMILY
3228812;Pedobacter;GENUS
8255496;Pedobacter luteus;SPECIES
8424887;Pedohymena australiense;SPECIES
3220895;Pedomicrobium;GENUS
104340218;Pedosphaera;GENUS
104340229;Pedosphaera parvula;SPECIES
7376082;Pelagotrichidium tisiae;SPECIES
9348640;Pelargonium;GENUS
3220504;Pelobacter;GENUS
3220051;Pelomonas;GENUS
4784087;Pemphigidae;FAMILY
2049366;Pemphigus;GENUS
9623011;Penicillium;GENUS
8237452;Peniophorella;GENUS
2523664;Peniophorella praetermissa;SPECIES
2706150;Pennisetum clandestinum;SPECIES
7506589;Pentahymena corticicola;SPECIES
7990941;Pentapharsodinium;GENUS
7990941C1;Pentapharsodinium tyrrhenicum;GENUS
4715;Peptococcaceae;FAMILY
72;Percolozoa;PHYLUM
8365682;Peregrinia;GENUS
8365682C1;Peregrinia clavideferens;SPECIES
2558252;Periconia;GENUS
2615417;Periconia macrospinosa;SPECIES
3305389;Periconiaceae;FAMILY
8302476;Peridiniaceae;FAMILY
8907302;Peridiniales;ORDER
1051626;Peritrichia;GENUS
8816809;Perkinsea;CLASS
8990843;Perkinsida;ORDER
7380935;Perkinsidae;FAMILY
4C2;Perkinsozoa;PHYLUM
3285708;Perkinsus;GENUS
4891819;Perlucidibaca;GENUS
6390748;Persicaria;GENUS
2574855;Pestalotiopsis;GENUS
2574966;Pestalotiopsis microspora;SPECIES
3034906;Petroselinum;GENUS
1487047;Peyerimhoffia;GENUS
4520829;Peyerimhoffia alpina;SPECIES
8766080;Peziza;GENUS
8399;Pezizaceae;FAMILY
1057;Pezizales;ORDER
316;Pezizomycetes;CLASS
8988077;Phacelia;GENUS
2928226;Phacelia tanacetifolia;SPECIES
7739586;Phacodinium metchnicoffi;SPECIES
7073593;Phaeophyceae;CLASS
2579070;Phaeosphaeria;GENUS
8312;Phaeosphaeriaceae;FAMILY
8403;Phaffomycetaceae;FAMILY
5289756;Phalaris arundinacea;SPECIES
2928623;Pharbitis hederacea;SPECIES
7665074;Phaselicystidaceae;FAMILY
8354269;Phaselicystis;GENUS
2947798;Phaseolus;GENUS
5350438;Phaseolus lunatus;SPECIES
5350452;Phaseolus vulgaris;SPECIES
9571613;Phenylobacterium;GENUS
3221686;Phenylobacterium lituiforme;SPECIES
7717371;Phialina;GENUS
7526876;Phialina binucleata;SPECIES
7855042;Phialina flagellifera;SPECIES
7779390;Phialina salinarum;SPECIES
8357519;Phialina terricola;SPECIES
7582007;Phialinides australis;SPECIES
7828720;Philasterida;ORDER
2524920;Phlebopus;GENUS
2525114;Phlebopus portentosus;SPECIES
2706001;Phleum;GENUS
6109699;Phoenix dactylifera;SPECIES
2528397;Pholiota;GENUS
2534205;Pholiota squarrosa;SPECIES
2513988;Phoma;GENUS
5262297;Phoma herbarum;SPECIES
104966712;Phthiraptera;ORDER
5913417;Phycisphaera;GENUS
7609484;Phycisphaera mikurensis;SPECIES
5913416;Phycisphaeraceae;FAMILY
8211192;Phycisphaerae;CLASS
7390951;Phycisphaerales;ORDER
7817;Phyllobacteriaceae;FAMILY
9676124;Phyllobacterium;GENUS
7665255;Phyllopharyngea;CLASS
3816;Physodermataceae;FAMILY
266;Phytomyxea;CLASS
3511;Phytoseiidae;FAMILY
7606064;Picea;GENUS
5284884;Picea abies;SPECIES
7606064C1;Picea excelsa;SPECIES
5284802;Picea mariana;SPECIES
2193785;Pilogalumna;GENUS
2193785C1;Pilogalumna rosauraruizae;SPECIES
3925;Pinaceae;FAMILY
640;Pinales;ORDER
2684241;Pinus;GENUS
5285604;Pinus halepensis;SPECIES
5285824;Pinus kesiya;SPECIES
3235;Piptocephalidaceae;FAMILY
2559028;Piptocephalis;GENUS
2559052;Piptocephalis graefenhanii;SPECIES
3228980;Pirellula;GENUS
3228981;Pirellula staleyi;SPECIES
2940361;Pisum;GENUS
5347845;Pisum sativum;SPECIES
8144973;Plagiocampa caudata;SPECIES
7510368;Plagiocampa difficilis;SPECIES
8062664;Plagiocampa rouxi;SPECIES
8168303;Plagiopogon;GENUS
7843031;Plagiopogon loricatus;SPECIES
9577926;Planctomyces;GENUS
7809;Planctomycetaceae;FAMILY
1218;Planctomycetales;ORDER
90;Planctomycetes;PHYLUM
103180101;Planctomycetia;CLASS
4707;Planococcaceae;FAMILY
2420;Plantaginaceae;FAMILY
3189695;Plantago;GENUS
1116;Plasmodiophorida;ORDER
4921124;Plasmodiophoridae;FAMILY
7961439;Platycola steineri;SPECIES
7787742;Platyophrya;GENUS
7983225;Platyophrya binucleata;SPECIES
7787742C1;Platyophrya bromelicola;SPECIES
7755989;Platyophrya macrostoma;SPECIES
8258329;Platyophrya paoletti;SPECIES
7637408;Platyophrya similis;SPECIES
8058651;Platyophrya spumacola;SPECIES
8072867;Platyophrya vorax;SPECIES
8350291;Platyophryidae;FAMILY
7642622;Platyophryides dragescoi;SPECIES
8149010;Platyophryides latus;SPECIES
7363436;Platyophryides magnus;GENUS
9530095;Platyreta;GENUS
9530095C1;Platyreta germanica;SPECIES
104233544;Plecoptera;ORDER
2607;Plectidae;FAMILY
5729;Plectosphaerellaceae;FAMILY
2283075;Plectus;GENUS
7026301;Plectus aquatilis;SPECIES
3540111C1;Plenodomus biglobosus;SPECIES
8315;Pleosporaceae;FAMILY
1047;Pleosporales;ORDER
8704;Pleurochloridaceae;FAMILY
3201319;Pleurochloris;GENUS
3201319C1;Pleurochloris meiringensis;SPECIES
7560244;Pleuronematida;ORDER
7773649;Pleuroplites australis;SPECIES
8291237;Pleuroplitoides smithi;SPECIES
7729658;Pleurostomatida;ORDER
2565621;Pleurostomophora;GENUS
1235;Ploima;ORDER
8447;Pluteaceae;FAMILY
2526826;Pluteus;GENUS
5241275;Pluteus petasatus;SPECIES
7641695;Pluteus phlebophorus;SPECIES
2704173;Poa;GENUS
2704179;Poa annua;SPECIES
2704178;Poa pratensis;SPECIES
8300875;Poa trivialis;SPECIES
3073;Poaceae;FAMILY
1369;Poales;ORDER
7699420;Podophrya halophila;SPECIES
2120438;Podura;GENUS
2122146;Podura aquatica;SPECIES
2876;Poduridae;FAMILY
4716061;Poduroides;GENUS
104293206;Poduromorpha;ORDER
3220095;Polaromonas;GENUS
4876;Polyangiaceae;FAMILY
3220602;Polyangium;GENUS
1247;Polydesmida;ORDER
4031;Polydesmidae;FAMILY
1014641;Polydesmus;GENUS
1020585;Polydesmus coriaceus;SPECIES
2416;Polygonaceae;FAMILY
2889077;Polygonum;GENUS
8199205;Polymyxa;GENUS
3204289;Polymyxa graminis;SPECIES
1145;Polyporales;ORDER
