"";"V1";"V2";"V3";"V4"
"1";0,0132153474642741;0,243667917144999;0,0402167277791287;0,0142837235293344
"2";0,0314258911569525;0,00121951244442402;0,00154858728511308;1e-06
"3";0,0585317459980179;1e-06;0,0430107528898796;1e-06
"4";0,000139353436006068;0,000353481985427405;0,998159649505127;1e-06
