"";"V1";"V2";"V3";"V4";"V5";"V6"
"1";0,0370642901423203;0,022932968898621;0,0264552022651285;0,0230312730576048;0,0230271976433771;0,0238811288466632
"2";1e-06;0,00362318871737556;0,00264550327477913;1e-06;0,287982938538594;1e-06
"3";1e-06;1e-06;0,0430107528898796;1e-06;0,358067540479123;1e-06
"4";1e-06;0,000603865042182238;0,998159649505125;1e-06;0,000639370290104621;0,00011687714896569
"5";0,00159498126765411;1e-06;0,0336125987655812;1e-06;0,19161902563473;1e-06
"6";0,000125032117380051;0,995967739571344;0,061443932607564;1e-06;1e-06;1e-06
