"";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8"
"1";0,0372698435206714;0,0191798950840551;0,0267689009473074;0,000977685811941398;0,0317460332215672;0,0235760929719751;0,0106246804606422;1e-06
"2";1e-06;0,00362318871737556;1e-06;1e-06;0,041666667467883;0,287990147479464;1e-06;1e-06
"3";1e-06;1e-06;1e-06;1e-06;0,711864399077319;0,368394753660971;1e-06;1e-06
"4";1e-06;0,000603865042182235;0,998034879989324;1e-06;0,999999;0,000639386295158938;0,00011687714896569;1e-06
"5";1e-06;1e-06;1e-06;1e-06;1e-06;0,20588231712729;1e-06;1e-06
"6";0,00163398015428933;1e-06;1e-06;1e-06;0,529411671052095;0,191622082708132;1e-06;1e-06
"7";0,000128008228120065;0,995967739571345;1e-06;1e-06;0,967741925039088;1e-06;1e-06;1e-06
"8";0,0661375683973193;0,180555555426558;1e-06;0,949275348031721;1e-06;1e-06;0,580645152572512;1e-06
