"";"V1";"V2";"V3";"V4";"V5"
"1";0,0354086192480957;0,0181492843028412;0,027948193674506;0,0182270827769213;0,0188996635679466
"2";0,0600715745689736;0,00362318871737556;0,00264550327477912;1e-06;1e-06
"3";0,0746908169763056;1e-06;0,0430107528898796;1e-06;1e-06
"4";0,000133368945527587;0,000603865042182238;0,998159649505128;1e-06;0,00011687714896569
"5";9,89511543044078e-05;0,995967739571345;0,061443932607564;1e-06;1e-06
