"";"labels"
"Gemmatimonadaceae";14
"Geobacteraceae";8
"Geodermatophilaceae";8
"Geraniaceae";33
"Gigasporaceae";31
"Glomeraceae";31
"Glossiphoniidae";31
"Grossglockneriidae";21
"Gyropidae";38
"Halieaceae";8
"Halosphaeriaceae";17
"Halteriidae";7
"Hartmannellidae";10
"Hausmanniellidae";10
"Helotiaceae";17
"Heteroderidae";30
"Heteromitidae";10
"Heteropediaceae";23
"Heterophryidae";10
"Hibberdiaceae";23
"Histiostomatidae";2
"Hoehnelomycetaceae";17
"Holophagaceae";14
"Holostichidae";35
"Hoplolaimidae";30
"Hyaloscyphaceae";17
"Hydnodontaceae";36
"Hydrogenophilaceae";8
"Hydrophyllaceae";33
"Hygrophoraceae";17
"Hymenobacteraceae";8
"Hymenochaetaceae";36
"Hyphochytriaceae";31
"Hyphomicrobiaceae";8
"Hypogastruridae";2
"Iamiaceae";8
"Ignavibacteriaceae";43
"Intrasporangiaceae";8
"Isolaimiidae";9
"Isosphaeraceae";14
"Isotomidae";2
"Ixioliriaceae";33
"Juglandaceae";33
"Julidae";38
"Juncaceae";33
"Kangiellaceae";8
"Katiannidae";2
"Kineosporiaceae";8
"Klebsormidiaceae";23
"Kofleriaceae";8
"Ktedonobacteraceae";8
"Lachnocladiaceae";17
"Lacrymariidae";16
"Laelapidae";1
"Lamiaceae";33
"Legionellaceae";8
"Leiodidae";19
"Leptomyxidae";11
"Leptophryidae";35
"Leptosphaeriaceae";31
"Leptospiraceae";43
"Linaceae";33
"Lithobiidae";5
"Lonchopteridae";19
"Longidoridae";30
"Lumbricidae";31
"Magnaporthaceae";31
"Mallomonadaceae";12
"Marasmiaceae";17
"Marynidae";10
"Melastomataceae";33
"Meloidogynidae";30
"Merliniidae";30
"Mermithidae";28
"Methanomassiliicoccaceae";40
"Methylobacteriaceae";8
"Methylocystaceae";8
"Methylophilaceae";8
"Microbacteriaceae";8
"Micrococcaceae";8
"Microlaimidae";9
"Micromonosporaceae";8
"Micropepsaceae";8
"Microthoracidae";7
"Microthrixaceae";8
"Mischococcaceae";23
"Monhysteridae";9
"Monocystidae";31
"Mononchidae";15
"Moraxellaceae";8
"Mortierellaceae";17
"Mrakiaceae";30
"Mucoraceae";17
"Mycobacteriaceae";8
"Myxochloridaceae";12
"Myxococcaceae";8
"Nakamurellaceae";8
"Nannocystaceae";8
"Nassulidae";11
"Naviculaceae";23
"Neanuridae";2
"Neelidae";2
"Nitrosomonadaceae";8
"Nitrosopumilaceae";40
"Nitrososphaeraceae";40
"Nitrospiraceae";43
"Nocardiaceae";8
"Nocardioidaceae";8
"Noctuidae";37
"Nordiidae";13
"Nucleariidae";35
"Nygolaimidae";15
"Ochromonadaceae";12
"Oikomonadaceae";23
"Oleaceae";33
"Oligoflexaceae";43
"Olpidiaceae";31
"Onychiuridae";2
"Onygenaceae";17
"Opitutaceae";8
"Orbiliaceae";17
"Oribatulidae";38
"Oxalobacteraceae";8
"Oxystominidae";9
"Oxytrichidae";7
"Paenibacillaceae";8
"Palmellaceae";23
"Panagrolaimidae";9
"Papaveraceae";29
"Paraglomeraceae";31
"Paraphysomonadaceae";12
"Parasitidae";1
"Pasteurellaceae";8
"Pasteuriaceae";8
"Paulinellidae";10
"Pemphigidae";37
"Peptococcaceae";8
"Peridiniaceae";23
"Phaeosphaeriaceae";17
"Phaselicystidaceae";8
"Phycisphaeraceae";14
"Phyllobacteriaceae";8
"Phytoseiidae";1
"Pinaceae";33
"Piptocephalidaceae";45
"Planctomycetaceae";14
"Planococcaceae";8
"Plantaginaceae";33
"Plasmodiophoridae";31
"Platyophryidae";10
"Plectidae";9
"Pleurochloridaceae";23
"Pluteaceae";17
"Poaceae";39
"Poduridae";2
"Polyangiaceae";8
"Polydesmidae";38
"Polygonaceae";33
"Pratylenchidae";30
"Prismatolaimidae";9
"Propionibacteriaceae";8
"Prorodontidae";7
"Protomycetaceae";31
"Protoribatidae";38
"Psathyrellaceae";36
"Pseudomonadaceae";8
"Pseudonocardiaceae";8
"Psoraceae";17
"Pterulaceae";17
"Pythiaceae";30
"Pyxidiophoraceae";17
"Qudsianematidae";13
"Ranunculaceae";29
"Resource::Decaying_wood";46
"Resource::Dung";47
"Resource::Litter";48
"Resource::MOS";50
"Rhabditidae";9
"Rhabdolaimidae";9
"Rhagidiidae";1
"Rhizobiaceae";8
"Rhizophlyctidaceae";17
"Rhizophydiaceae";17
"Rhodanobacteraceae";8
"Rhodobacteraceae";8
"Rhodobiaceae";8
"Rhodocyclaceae";8
"Rhodospirillaceae";8
"Rhodothermaceae";8
"Roseiarcaceae";8
"Roseiflexaceae";8
"Rubrobacteraceae";8
"Saccharomycetaceae";17
"Salicaceae";29
"Salpingoecidae";7
"Sanguibacteraceae";8
"Sapindaceae";33
"Saprolegniaceae";31
"Saprospiraceae";8
"Scarabaeidae";37
"Scenedesmaceae";23
"Sciaridae";49
"Sebacinaceae";17
"Serpulaceae";36
"Siluaniidae";7
"Sinobacteraceae";8
"Sminthuridae";2
"Sminthurididae";2
"Solanaceae";29
"Solibacteraceae";14
"Solirubrobacteraceae";8
"Spathidiidae";16
"Sphaerobacteraceae";8
"Sphaerobolaceae";17
"Sphenoderiidae";10
"Sphingobacteriaceae";8
"Sphingomonadaceae";8
"Spirochaetaceae";43
"Spirofilidae";35
"Spizellomycetaceae";17
"Sporichthyaceae";8
"Sporidiobolaceae";17
"Sporormiaceae";17
"Staphylinidae";20
"Staphylococcaceae";8
"Stemonitidae";10
"Stephanoecidae";7
"Stereaceae";17
"Streptomycetaceae";8
"Streptosporangiaceae";8
"Strophariaceae";17
"Synchytriaceae";31
"Syntrophaceae";8
"Syntrophobacteraceae";8
"Taxaceae";33
"Tectocepheidae";38
"Tepidisphaeraceae";14
"Teratocephalidae";9
"Tetrahymenidae";7
"Tetranychidae";25
"Thaumatomastigidae";10
"Theridiidae";6
"Thermoactinomycetaceae";8
"Thermoanaerobacteraceae";8
"Thermoleophilaceae";8
"Thermomonosporaceae";8
"Thripidae";32
"Tipulidae";49
"Trachelostylidae";35
"Tribonemataceae";23
"Trichocercidae";7
"Trichocomaceae";17
"Trichodoridae";30
"Tricholomataceae";17
"Trichosporonaceae";17
"Trinematidae";10
"Tripylidae";13
"Trypanosomatidae";28
"Tubeufiaceae";17
"Tullbergiidae";2
"Tylenchidae";32
"Tylencholaimidae";18
"Tylenchulidae";30
"Uronematidae";7
"Uropodidae";22
"Urostylidae";35
"Urticaceae";29
"Vahlkampfiidae";11
"Vampyrellidae";35
"Vaucheriaceae";23
"Veigaiidae";1
"Verrucomicrobia subdivision 3";8
"Verrucomicrobiaceae";8
"Vexilliferidae";7
"Viridiraptoridae";41
"Vorticellidae";7
"Vulgatibacteraceae";8
"Xanthobacteraceae";8
"Xanthomonadaceae";8
"Xanthonemataceae";23
"Zoothamniidae";7
