"";"V1";"V2";"V3";"V4";"V5";"V6";"V7"
"1";0,0370640812973278;0,0229328744160602;0,0261464331324665;0,0230311781700362;0,0310078302823882;0,0230275811046508;0,0238810304577357
"2";1e-06;0,00362318871737556;1e-06;1e-06;0,041666667467883;0,287987440105151;1e-06
"3";1e-06;1e-06;1e-06;1e-06;0,71186439907732;0,368391290408835;1e-06
"4";1e-06;0,000603865042182235;0,998034879989325;1e-06;0,999999;0,000639380284335194;0,00011687714896569
"5";1e-06;1e-06;1e-06;1e-06;1e-06;0,205880381642686;1e-06
"6";0,00159560530323303;1e-06;1e-06;1e-06;0,529406694091699;0,191620934581241;1e-06
"7";0,000125031602254709;0,995967739571345;1e-06;1e-06;0,967741925039088;1e-06;1e-06
