"";"labels"
"Acaridae";2
"Acetobacteraceae";5
"Acidiferrobacteraceae";5
"Acidimicrobiaceae";5
"Acidobacteriaceae";5
"Acidothermaceae";5
"Acropisthiidae";12
"Acrospermaceae";13
"Actinochloridaceae";16
"Actinomycetaceae";5
"Actinospicaceae";5
"Adinetidae";4
"Alaimidae";6
"Alcaligenaceae";5
"Alicorhagiidae";17
"Ambisporaceae";17
"Amphileptidae";12
"Amphisiellidae";12
"Anaerolineaceae";5
"Anaeromyxobacteraceae";5
"Anatonchidae";11
"Anguinidae";14
"Anoplophryidae";17
"Anystidae";1
"Aphelenchidae";14
"Aphelenchoididae";14
"Aphididae";18
"Apiaceae";19
"Apocynaceae";19
"Aporcelaimidae";11
"Apusomonadidae";7
"Aquifoliaceae";19
"Archaeorhizomycetaceae";13
"Archaeosporaceae";17
"Archangiaceae";5
"Ascobolaceae";13
"Aspergillaceae";13
"Asteraceae";19
"Aurantimonadaceae";5
"Bacillaceae";5
"Bacillariaceae";16
"Bacteriovoracaceae";5
"Bacteroidaceae";5
"Bardeliellidae";7
"Basidiobolaceae";13
"Bdellovibrionaceae";5
"Beijerinckiaceae";5
"Betulaceae";19
"Bicosoecidae";4
"Bionectriaceae";13
"Blepharismidae";4
"Bodonidae";8
"Bolbitiaceae";13
"Botryidiopsidaceae";16
"Botryochloridaceae";16
"Bovidae";18
"Brachionidae";4
"Brachychthoniidae";17
"Braconidae";17
"Bracteacoccaceae";16
"Bradyrhizobiaceae";5
"Brassicaceae";19
"Brucellaceae";5
"Bryometopidae";20
"Bulleraceae";13
"Bulleribasidiaceae";13
"Burkholderiaceae";5
"Caldilineaceae";5
"Campodeidae";17
"Carabidae";17
"Caricaceae";19
"Caryophyllaceae";19
"Catenariaceae";13
"Catenulisporaceae";5
"Caulerpaceae";16
"Caulobacteraceae";5
"Cellulomonadaceae";5
"Cellvibrionaceae";5
"Cenarchaeaceae";21
"Centritractaceae";16
"Cephalobidae";6
"Ceratobasidiaceae";17
"Cercomonadidae";7
"Chaetophoraceae";16
"Chaetosphaeriaceae";13
"Chilodonellidae";22
"Chitinophagaceae";5
"Chlamydomonadaceae";16
"Chlamydophryidae";22
"Chlorellaceae";16
"Chlorococcaceae";16
"Chloroflexaceae";5
"Chromatiaceae";5
"Chromulinaceae";9
"Chthoniidae";1
"Chthoniobacteraceae";5
"Chytridiaceae";13
"Cinetochilidae";4
"Cladosporiaceae";18
"Claroideoglomeraceae";17
"Clavariaceae";13
"Clavicipitaceae";3
"Clavulinaceae";13
"Clostridiaceae";5
"Clostridiales Family XVII. Incertae Sedis";5
"Colpodidae";7
"Comamonadaceae";5
"Conexibacteraceae";5
"Convolvulaceae";19
"Cordycipitaceae";3
"Corticiaceae";13
"Coxiellaceae";5
"Crocinitomicaceae";5
"Cryphonectriaceae";13
"Cryptococcaceae";13
"Cucurbitaceae";19
"Cucurbitariaceae";13
"Cunninghamellaceae";13
