"";"labels"
"Acaridae";2
"Acetobacteraceae";4
"Acidiferrobacteraceae";4
"Acidimicrobiaceae";4
"Acidobacteriaceae";4
"Acidothermaceae";4
"Acropisthiidae";1
"Acrospermaceae";1
"Actinochloridaceae";1
"Actinomycetaceae";4
"Actinospicaceae";4
"Adinetidae";3
"Alaimidae";3
"Alcaligenaceae";4
"Alicorhagiidae";1
"Ambisporaceae";1
"Amphileptidae";1
"Amphisiellidae";1
"Anaerolineaceae";4
"Anaeromyxobacteraceae";4
"Anatonchidae";1
"Anguinidae";2
"Anoplophryidae";1
"Anystidae";1
"Aphelenchidae";2
"Aphelenchoididae";2
"Aphididae";2
"Apiaceae";1
"Apocynaceae";1
"Aporcelaimidae";1
"Apusomonadidae";3
"Aquifoliaceae";1
"Archaeorhizomycetaceae";1
"Archaeosporaceae";1
"Archangiaceae";4
"Ascobolaceae";1
"Aspergillaceae";1
"Asteraceae";1
"Aurantimonadaceae";4
"Bacillaceae";4
"Bacillariaceae";1
"Bacteriovoracaceae";4
"Bacteroidaceae";4
"Bardeliellidae";3
"Basidiobolaceae";1
"Bdellovibrionaceae";4
"Beijerinckiaceae";4
"Betulaceae";1
"Bicosoecidae";3
"Bionectriaceae";1
"Blepharismidae";3
"Bodonidae";3
"Bolbitiaceae";1
"Botryidiopsidaceae";1
"Botryochloridaceae";1
"Bovidae";2
"Brachionidae";3
"Brachychthoniidae";1
"Braconidae";1
"Bracteacoccaceae";1
"Bradyrhizobiaceae";4
"Brassicaceae";1
"Brucellaceae";4
"Bryometopidae";1
"Bulleraceae";1
"Bulleribasidiaceae";1
"Burkholderiaceae";4
"Caldilineaceae";4
"Campodeidae";1
"Carabidae";1
"Caricaceae";1
"Caryophyllaceae";1
"Catenariaceae";1
"Catenulisporaceae";4
"Caulerpaceae";1
"Caulobacteraceae";4
"Cellulomonadaceae";4
"Cellvibrionaceae";4
"Cenarchaeaceae";1
"Centritractaceae";1
"Cephalobidae";3
"Ceratobasidiaceae";1
"Cercomonadidae";3
"Chaetophoraceae";1
"Chaetosphaeriaceae";1
"Chilodonellidae";1
"Chitinophagaceae";4
"Chlamydomonadaceae";1
"Chlamydophryidae";1
"Chlorellaceae";1
"Chlorococcaceae";1
"Chloroflexaceae";4
"Chromatiaceae";4
"Chromulinaceae";3
"Chthoniidae";1
"Chthoniobacteraceae";4
"Chytridiaceae";1
"Cinetochilidae";3
"Cladosporiaceae";2
"Claroideoglomeraceae";1
"Clavariaceae";1
"Clavicipitaceae";1
"Clavulinaceae";1
"Clostridiaceae";4
"Clostridiales Family XVII. Incertae Sedis";4
"Colpodidae";3
"Comamonadaceae";4
"Conexibacteraceae";4
"Convolvulaceae";1
"Cordycipitaceae";1
"Corticiaceae";1
"Coxiellaceae";4
"Crocinitomicaceae";4
"Cryphonectriaceae";1
"Cryptococcaceae";1
"Cucurbitaceae";1
"Cucurbitariaceae";1
"Cunninghamellaceae";1
"Curculionidae";1
"Cyclidiidae";3
"Cyphellophoraceae";1
"Cyrtolophosididae";3
"Cystobasidiaceae";1
"Cytophagaceae";4
"Dacrymycetaceae";1
"Dehalococcoidaceae";4
"Demequinaceae";4
"Desulfobulbaceae";4
"Desulfovibrionaceae";4
"Desulfuromonadaceae";4
"Diadesmidaceae";1
"Dictyosporiaceae";1
"Didymellaceae";2
"Dileptidae";1
"Dinobryaceae";4
"Diplogasteroididae";1
"Dipodascaceae";1
"Diversisporaceae";1
"Dorylaimidae";3
"Echinamoebidae";3
"Ectothiorhodospiraceae";4
"Elateridae";2
"Elusimicrobiaceae";4
"Enchytraeidae";1
"Endochytriaceae";1
"Endogonaceae";1
"Enterobacteriaceae";4
"Entomobryidae";2
"Entylomataceae";1
"Eosentomidae";2
"Epistylidae";3
"Ericaceae";1
"Erythrobacteraceae";4
"Eudubosquellidae";1
"Euglyphidae";3
"Euplotidae";1
"Eustigmataceae";1
"Fabaceae";1
"Fibrobacteraceae";4
"Filobasidiaceae";1
"Flavobacteriaceae";4
"Forficulidae";2
"Formicidae";1
"Frankiaceae";4
"Fusobacteriaceae";4
"Gaiellaceae";4
"Galumnidae";1
"Geastraceae";1
"Gemmataceae";4
"Gemmatimonadaceae";4
"Geobacteraceae";4
"Geodermatophilaceae";4
"Geraniaceae";1
"Gigasporaceae";1
"Glomeraceae";1
"Glossiphoniidae";1
"Grossglockneriidae";2
"Gyropidae";1
"Halieaceae";4
"Halosphaeriaceae";1
"Halteriidae";3
"Hartmannellidae";3
"Hausmanniellidae";3
"Helotiaceae";1
