"";"labels"
"Acaridae";2
"Acetobacteraceae";5
"Acidiferrobacteraceae";5
"Acidimicrobiaceae";5
"Acidobacteriaceae";5
"Acidothermaceae";5
"Acropisthiidae";8
"Acrospermaceae";9
"Actinochloridaceae";3
"Actinomycetaceae";5
"Actinospicaceae";5
"Adinetidae";4
"Alaimidae";6
"Alcaligenaceae";5
"Alicorhagiidae";3
"Ambisporaceae";3
"Amphileptidae";8
"Amphisiellidae";8
"Anaerolineaceae";5
"Anaeromyxobacteraceae";5
"Anatonchidae";8
"Anguinidae";2
"Anoplophryidae";3
"Anystidae";1
"Aphelenchidae";2
"Aphelenchoididae";2
"Aphididae";10
"Apiaceae";11
"Apocynaceae";11
"Aporcelaimidae";8
"Apusomonadidae";4
"Aquifoliaceae";11
"Archaeorhizomycetaceae";9
"Archaeosporaceae";3
"Archangiaceae";5
"Ascobolaceae";9
"Aspergillaceae";9
"Asteraceae";11
"Aurantimonadaceae";5
"Bacillaceae";5
"Bacillariaceae";3
"Bacteriovoracaceae";5
"Bacteroidaceae";5
"Bardeliellidae";4
"Basidiobolaceae";9
"Bdellovibrionaceae";5
"Beijerinckiaceae";5
"Betulaceae";11
"Bicosoecidae";4
"Bionectriaceae";9
"Blepharismidae";4
"Bodonidae";4
"Bolbitiaceae";9
"Botryidiopsidaceae";3
"Botryochloridaceae";3
"Bovidae";10
"Brachionidae";4
"Brachychthoniidae";3
"Braconidae";3
"Bracteacoccaceae";3
"Bradyrhizobiaceae";5
"Brassicaceae";11
"Brucellaceae";5
"Bryometopidae";8
"Bulleraceae";9
"Bulleribasidiaceae";9
"Burkholderiaceae";5
"Caldilineaceae";5
"Campodeidae";3
"Carabidae";3
"Caricaceae";11
"Caryophyllaceae";11
"Catenariaceae";9
"Catenulisporaceae";5
"Caulerpaceae";3
"Caulobacteraceae";5
"Cellulomonadaceae";5
"Cellvibrionaceae";5
"Cenarchaeaceae";3
"Centritractaceae";3
"Cephalobidae";6
"Ceratobasidiaceae";3
"Cercomonadidae";4
"Chaetophoraceae";3
"Chaetosphaeriaceae";9
"Chilodonellidae";3
"Chitinophagaceae";5
"Chlamydomonadaceae";3
"Chlamydophryidae";3
"Chlorellaceae";3
"Chlorococcaceae";3
"Chloroflexaceae";5
"Chromatiaceae";5
"Chromulinaceae";4
"Chthoniidae";1
"Chthoniobacteraceae";5
"Chytridiaceae";9
"Cinetochilidae";4
"Cladosporiaceae";10
"Claroideoglomeraceae";3
"Clavariaceae";9
"Clavicipitaceae";3
"Clavulinaceae";9
"Clostridiaceae";5
"Clostridiales Family XVII. Incertae Sedis";5
"Colpodidae";4
"Comamonadaceae";5
"Conexibacteraceae";5
"Convolvulaceae";11
"Cordycipitaceae";3
"Corticiaceae";9
"Coxiellaceae";5
"Crocinitomicaceae";5
"Cryphonectriaceae";9
"Cryptococcaceae";9
"Cucurbitaceae";11
"Cucurbitariaceae";9
"Cunninghamellaceae";9
