"";"labels"
"Curculionidae";16
"Cyclidiidae";4
"Cyphellophoraceae";13
"Cyrtolophosididae";7
"Cystobasidiaceae";16
"Cytophagaceae";5
"Dacrymycetaceae";13
"Dehalococcoidaceae";5
"Demequinaceae";5
"Desulfobulbaceae";5
"Desulfovibrionaceae";5
"Desulfuromonadaceae";5
"Diadesmidaceae";15
"Dictyosporiaceae";13
"Didymellaceae";17
"Dileptidae";12
"Dinobryaceae";24
"Diplogasteroididae";11
"Dipodascaceae";13
"Diversisporaceae";16
"Dorylaimidae";10
"Echinamoebidae";7
"Ectothiorhodospiraceae";5
"Elateridae";17
"Elusimicrobiaceae";5
"Enchytraeidae";16
"Endochytriaceae";13
"Endogonaceae";13
"Enterobacteriaceae";5
"Entomobryidae";2
"Entylomataceae";16
"Eosentomidae";2
"Epistylidae";4
"Ericaceae";18
"Erythrobacteraceae";5
"Eudubosquellidae";15
"Euglyphidae";7
"Euplotidae";19
"Eustigmataceae";15
"Fabaceae";18
"Fibrobacteraceae";5
"Filobasidiaceae";13
"Flavobacteriaceae";5
"Forficulidae";14
"Formicidae";16
"Frankiaceae";5
"Fusobacteriaceae";5
"Gaiellaceae";5
"Galumnidae";16
"Geastraceae";13
"Gemmataceae";5
"Gemmatimonadaceae";5
"Geobacteraceae";5
"Geodermatophilaceae";5
"Geraniaceae";18
"Gigasporaceae";16
"Glomeraceae";16
"Glossiphoniidae";16
"Grossglockneriidae";2
"Gyropidae";16
"Halieaceae";5
"Halosphaeriaceae";13
"Halteriidae";4
"Hartmannellidae";7
"Hausmanniellidae";7
"Helotiaceae";13
"Heteroderidae";17
"Heteromitidae";7
"Heteropediaceae";15
"Heterophryidae";7
"Hibberdiaceae";15
"Histiostomatidae";2
"Hoehnelomycetaceae";13
"Holophagaceae";5
"Holostichidae";19
"Hoplolaimidae";17
"Hyaloscyphaceae";13
"Hydnodontaceae";13
"Hydrogenophilaceae";5
"Hydrophyllaceae";18
"Hygrophoraceae";13
"Hymenobacteraceae";5
"Hymenochaetaceae";13
"Hyphochytriaceae";16
"Hyphomicrobiaceae";5
"Hypogastruridae";2
"Iamiaceae";5
"Ignavibacteriaceae";5
"Intrasporangiaceae";5
"Isolaimiidae";6
"Isosphaeraceae";5
"Isotomidae";2
"Ixioliriaceae";18
"Juglandaceae";18
"Julidae";16
"Juncaceae";18
"Kangiellaceae";5
"Katiannidae";2
"Kineosporiaceae";5
"Klebsormidiaceae";15
"Kofleriaceae";5
"Ktedonobacteraceae";5
"Lachnocladiaceae";13
"Lacrymariidae";12
"Laelapidae";1
"Lamiaceae";18
"Legionellaceae";5
"Leiodidae";2
"Leptomyxidae";8
"Leptophryidae";19
"Leptosphaeriaceae";16
"Leptospiraceae";5
"Linaceae";18
"Lithobiidae";3
"Lonchopteridae";2
"Longidoridae";17
"Lumbricidae";16
"Magnaporthaceae";16
"Mallomonadaceae";9
"Marasmiaceae";13
"Marynidae";7
"Melastomataceae";18
"Meloidogynidae";17
"Merliniidae";17
"Mermithidae";16
"Methanomassiliicoccaceae";20
"Methylobacteriaceae";5
"Methylocystaceae";5
"Methylophilaceae";5
"Microbacteriaceae";5
"Micrococcaceae";5
"Microlaimidae";6
"Micromonosporaceae";5
"Micropepsaceae";5
"Microthoracidae";4
"Microthrixaceae";5
"Mischococcaceae";15
"Monhysteridae";6
"Monocystidae";16
"Mononchidae";11
"Moraxellaceae";5
"Mortierellaceae";13
"Mrakiaceae";17
"Mucoraceae";13
"Mycobacteriaceae";5
"Myxochloridaceae";9
"Myxococcaceae";5
"Nakamurellaceae";5
"Nannocystaceae";5
"Nassulidae";8
"Naviculaceae";15
"Neanuridae";2
"Neelidae";2
"Nitrosomonadaceae";5
"Nitrosopumilaceae";20
"Nitrososphaeraceae";20
"Nitrospiraceae";5
"Nocardiaceae";5
"Nocardioidaceae";5
"Noctuidae";16
"Nordiidae";10
"Nucleariidae";19
"Nygolaimidae";11
"Ochromonadaceae";9
"Oikomonadaceae";15
"Oleaceae";18
"Oligoflexaceae";5
"Olpidiaceae";16
"Onychiuridae";2
"Onygenaceae";13
"Opitutaceae";5
"Orbiliaceae";13
"Oribatulidae";16
"Oxalobacteraceae";5
"Oxystominidae";6
"Oxytrichidae";4
"Paenibacillaceae";5
"Palmellaceae";15
"Panagrolaimidae";6
"Papaveraceae";18
"Paraglomeraceae";16
"Paraphysomonadaceae";9
"Parasitidae";1
"Pasteurellaceae";5
"Pasteuriaceae";5
"Paulinellidae";7
"Pemphigidae";16
"Peptococcaceae";5
"Peridiniaceae";15
"Phaeosphaeriaceae";13
"Phaselicystidaceae";5
"Phycisphaeraceae";5
"Phyllobacteriaceae";5
"Phytoseiidae";1
"Pinaceae";18
"Piptocephalidaceae";13
"Planctomycetaceae";5
"Planococcaceae";5
"Plantaginaceae";18
"Plasmodiophoridae";16
"Platyophryidae";7
"Plectidae";6
"Pleurochloridaceae";15
"Pluteaceae";13
"Poaceae";18
"Poduridae";2
"Polyangiaceae";5
"Polydesmidae";16
"Polygonaceae";18
"Pratylenchidae";17
"Prismatolaimidae";6
"Propionibacteriaceae";5
"Prorodontidae";4
"Protomycetaceae";16
"Protoribatidae";16
"Psathyrellaceae";13
"Pseudomonadaceae";5
"Pseudonocardiaceae";5
"Psoraceae";13
"Pterulaceae";13
"Pythiaceae";17
"Pyxidiophoraceae";13
"Qudsianematidae";10
"Ranunculaceae";18
"Resource::Decaying_wood";22
"Resource::Dung";23
"Resource::Litter";23
"Resource::MOS";23
"Rhabditidae";6
"Rhabdolaimidae";6
"Rhagidiidae";1
"Rhizobiaceae";5
"Rhizophlyctidaceae";13
"Rhizophydiaceae";13
"Rhodanobacteraceae";5
"Rhodobacteraceae";5
"Rhodobiaceae";5
"Rhodocyclaceae";5
"Rhodospirillaceae";5
"Rhodothermaceae";5
"Roseiarcaceae";5
"Roseiflexaceae";5
"Rubrobacteraceae";5
"Saccharomycetaceae";13
"Salicaceae";18
"Salpingoecidae";4
"Sanguibacteraceae";5
"Sapindaceae";18
"Saprolegniaceae";16
"Saprospiraceae";5
"Scarabaeidae";16
"Scenedesmaceae";15
"Sciaridae";16
"Sebacinaceae";13
"Serpulaceae";13
"Siluaniidae";4
"Sinobacteraceae";5
"Sminthuridae";2
"Sminthurididae";2
"Solanaceae";18
"Solibacteraceae";5
"Solirubrobacteraceae";5
"Spathidiidae";12
"Sphaerobacteraceae";5
"Sphaerobolaceae";13
"Sphenoderiidae";7
"Sphingobacteriaceae";5
"Sphingomonadaceae";5
"Spirochaetaceae";5
"Spirofilidae";19
"Spizellomycetaceae";13
"Sporichthyaceae";5
"Sporidiobolaceae";13
"Sporormiaceae";13
"Staphylinidae";14
"Staphylococcaceae";5
"Stemonitidae";7
"Stephanoecidae";4
"Stereaceae";13
"Streptomycetaceae";5
"Streptosporangiaceae";5
"Strophariaceae";13
"Synchytriaceae";16
"Syntrophaceae";5
"Syntrophobacteraceae";5
"Taxaceae";18
"Tectocepheidae";16
"Tepidisphaeraceae";5
"Teratocephalidae";6
"Tetrahymenidae";4
"Tetranychidae";16
"Thaumatomastigidae";7
"Theridiidae";3
"Thermoactinomycetaceae";5
"Thermoanaerobacteraceae";5
"Thermoleophilaceae";5
"Thermomonosporaceae";5
"Thripidae";17
"Tipulidae";16
"Trachelostylidae";19
"Tribonemataceae";15
"Trichocercidae";4
"Trichocomaceae";13
"Trichodoridae";17
"Tricholomataceae";13
"Trichosporonaceae";13
"Trinematidae";7
"Tripylidae";10
"Trypanosomatidae";16
"Tubeufiaceae";13
"Tullbergiidae";2
"Tylenchidae";17
"Tylencholaimidae";2
"Tylenchulidae";17
"Uronematidae";4
"Uropodidae";2
"Urostylidae";19
"Urticaceae";18
"Vahlkampfiidae";8
"Vampyrellidae";19
"Vaucheriaceae";15
"Veigaiidae";1
"Verrucomicrobia subdivision 3";5
"Verrucomicrobiaceae";5
"Vexilliferidae";4
"Viridiraptoridae";21
"Vorticellidae";4
"Vulgatibacteraceae";5
"Xanthobacteraceae";5
"Xanthomonadaceae";5
"Xanthonemataceae";15
"Zoothamniidae";4
