"";"labels"
"Heteroderidae";1
"Heteromitidae";3
"Heteropediaceae";1
"Heterophryidae";3
"Hibberdiaceae";1
"Histiostomatidae";2
"Hoehnelomycetaceae";6
"Holophagaceae";4
"Holostichidae";5
"Hoplolaimidae";1
"Hyaloscyphaceae";6
"Hydnodontaceae";6
"Hydrogenophilaceae";4
"Hydrophyllaceae";1
"Hygrophoraceae";6
"Hymenobacteraceae";4
"Hymenochaetaceae";6
"Hyphochytriaceae";1
"Hyphomicrobiaceae";4
"Hypogastruridae";2
"Iamiaceae";4
"Ignavibacteriaceae";4
"Intrasporangiaceae";4
"Isolaimiidae";3
"Isosphaeraceae";4
"Isotomidae";2
"Ixioliriaceae";1
"Juglandaceae";1
"Julidae";1
"Juncaceae";1
"Kangiellaceae";4
"Katiannidae";2
"Kineosporiaceae";4
"Klebsormidiaceae";1
"Kofleriaceae";4
"Ktedonobacteraceae";4
"Lachnocladiaceae";6
"Lacrymariidae";5
"Laelapidae";5
"Lamiaceae";1
"Legionellaceae";4
"Leiodidae";2
"Leptomyxidae";3
"Leptophryidae";5
"Leptosphaeriaceae";1
"Leptospiraceae";4
"Linaceae";1
"Lithobiidae";5
"Lonchopteridae";2
"Longidoridae";1
"Lumbricidae";1
"Magnaporthaceae";1
"Mallomonadaceae";3
"Marasmiaceae";6
"Marynidae";3
"Melastomataceae";1
"Meloidogynidae";1
"Merliniidae";1
"Mermithidae";1
"Methanomassiliicoccaceae";1
"Methylobacteriaceae";4
"Methylocystaceae";4
"Methylophilaceae";4
"Microbacteriaceae";4
"Micrococcaceae";4
"Microlaimidae";3
"Micromonosporaceae";4
"Micropepsaceae";4
"Microthoracidae";3
"Microthrixaceae";4
"Mischococcaceae";1
"Monhysteridae";3
"Monocystidae";1
"Mononchidae";5
"Moraxellaceae";4
"Mortierellaceae";6
"Mrakiaceae";1
"Mucoraceae";6
"Mycobacteriaceae";4
"Myxochloridaceae";3
"Myxococcaceae";4
"Nakamurellaceae";4
"Nannocystaceae";4
"Nassulidae";3
"Naviculaceae";1
"Neanuridae";2
"Neelidae";2
"Nitrosomonadaceae";4
"Nitrosopumilaceae";1
"Nitrososphaeraceae";1
"Nitrospiraceae";4
"Nocardiaceae";4
"Nocardioidaceae";4
"Noctuidae";1
"Nordiidae";3
"Nucleariidae";5
"Nygolaimidae";5
"Ochromonadaceae";3
"Oikomonadaceae";1
"Oleaceae";1
"Oligoflexaceae";4
"Olpidiaceae";1
"Onychiuridae";2
"Onygenaceae";6
"Opitutaceae";4
"Orbiliaceae";6
"Oribatulidae";1
"Oxalobacteraceae";4
"Oxystominidae";3
"Oxytrichidae";3
"Paenibacillaceae";4
"Palmellaceae";1
"Panagrolaimidae";3
"Papaveraceae";1
"Paraglomeraceae";1
"Paraphysomonadaceae";3
"Parasitidae";5
"Pasteurellaceae";4
"Pasteuriaceae";4
"Paulinellidae";3
"Pemphigidae";1
"Peptococcaceae";4
"Peridiniaceae";1
"Phaeosphaeriaceae";6
"Phaselicystidaceae";4
"Phycisphaeraceae";4
"Phyllobacteriaceae";4
"Phytoseiidae";5
"Pinaceae";1
"Piptocephalidaceae";6
"Planctomycetaceae";4
"Planococcaceae";4
"Plantaginaceae";1
"Plasmodiophoridae";1
"Platyophryidae";3
"Plectidae";3
"Pleurochloridaceae";1
"Pluteaceae";6
"Poaceae";1
"Poduridae";2
"Polyangiaceae";4
"Polydesmidae";1
"Polygonaceae";1
"Pratylenchidae";1
"Prismatolaimidae";3
"Propionibacteriaceae";4
"Prorodontidae";3
"Protomycetaceae";1
"Protoribatidae";1
"Psathyrellaceae";6
"Pseudomonadaceae";4
"Pseudonocardiaceae";4
"Psoraceae";6
"Pterulaceae";6
"Pythiaceae";1
"Pyxidiophoraceae";6
"Qudsianematidae";3
"Ranunculaceae";1
"Resource::Decaying_wood";1
"Resource::Dung";1
"Resource::Litter";1
"Resource::MOS";1
"Rhabditidae";3
"Rhabdolaimidae";3
"Rhagidiidae";5
"Rhizobiaceae";4
"Rhizophlyctidaceae";6
"Rhizophydiaceae";6
"Rhodanobacteraceae";4
"Rhodobacteraceae";4
"Rhodobiaceae";4
"Rhodocyclaceae";4
"Rhodospirillaceae";4
"Rhodothermaceae";4
"Roseiarcaceae";4
"Roseiflexaceae";4
"Rubrobacteraceae";4
"Saccharomycetaceae";6
"Salicaceae";1
"Salpingoecidae";3
"Sanguibacteraceae";4
"Sapindaceae";1
"Saprolegniaceae";1
"Saprospiraceae";4
"Scarabaeidae";1
"Scenedesmaceae";1
"Sciaridae";1
"Sebacinaceae";6
"Serpulaceae";6
"Siluaniidae";3
"Sinobacteraceae";4
"Sminthuridae";2
"Sminthurididae";2
"Solanaceae";1
"Solibacteraceae";4
"Solirubrobacteraceae";4
"Spathidiidae";5
"Sphaerobacteraceae";4
"Sphaerobolaceae";6
"Sphenoderiidae";3
"Sphingobacteriaceae";4
"Sphingomonadaceae";4
"Spirochaetaceae";4
"Spirofilidae";5
"Spizellomycetaceae";6
"Sporichthyaceae";4
"Sporidiobolaceae";6
"Sporormiaceae";6
"Staphylinidae";2
"Staphylococcaceae";4
"Stemonitidae";3
"Stephanoecidae";3
"Stereaceae";6
"Streptomycetaceae";4
"Streptosporangiaceae";4
"Strophariaceae";6
"Synchytriaceae";1
"Syntrophaceae";4
"Syntrophobacteraceae";4
"Taxaceae";1
"Tectocepheidae";1
"Tepidisphaeraceae";4
"Teratocephalidae";3
"Tetrahymenidae";3
"Tetranychidae";1
"Thaumatomastigidae";3
"Theridiidae";5
"Thermoactinomycetaceae";4
"Thermoanaerobacteraceae";4
"Thermoleophilaceae";4
"Thermomonosporaceae";4
"Thripidae";1
"Tipulidae";1
"Trachelostylidae";5
"Tribonemataceae";1
"Trichocercidae";3
"Trichocomaceae";6
"Trichodoridae";1
"Tricholomataceae";6
"Trichosporonaceae";6
"Trinematidae";3
"Tripylidae";3
"Trypanosomatidae";1
"Tubeufiaceae";6
"Tullbergiidae";2
"Tylenchidae";1
"Tylencholaimidae";2
"Tylenchulidae";1
"Uronematidae";3
"Uropodidae";2
"Urostylidae";5
"Urticaceae";1
"Vahlkampfiidae";3
"Vampyrellidae";5
"Vaucheriaceae";1
"Veigaiidae";5
"Verrucomicrobia subdivision 3";4
"Verrucomicrobiaceae";4
"Vexilliferidae";3
"Viridiraptoridae";5
"Vorticellidae";3
"Vulgatibacteraceae";4
"Xanthobacteraceae";4
"Xanthomonadaceae";4
"Xanthonemataceae";1
"Zoothamniidae";3
