"";"labels"
"Gemmatimonadaceae";14
"Geobacteraceae";8
"Geodermatophilaceae";8
"Geraniaceae";31
"Gigasporaceae";30
"Glomeraceae";30
"Glossiphoniidae";30
"Grossglockneriidae";21
"Gyropidae";35
"Halieaceae";8
"Halosphaeriaceae";17
"Halteriidae";7
"Hartmannellidae";10
"Hausmanniellidae";10
"Helotiaceae";17
"Heteroderidae";29
"Heteromitidae";10
"Heteropediaceae";22
"Heterophryidae";10
"Hibberdiaceae";22
"Histiostomatidae";2
"Hoehnelomycetaceae";17
"Holophagaceae";14
"Holostichidae";33
"Hoplolaimidae";29
"Hyaloscyphaceae";17
"Hydnodontaceae";34
"Hydrogenophilaceae";8
"Hydrophyllaceae";31
"Hygrophoraceae";17
"Hymenobacteraceae";8
"Hymenochaetaceae";34
"Hyphochytriaceae";30
"Hyphomicrobiaceae";8
"Hypogastruridae";2
"Iamiaceae";8
"Ignavibacteriaceae";8
"Intrasporangiaceae";8
"Isolaimiidae";9
"Isosphaeraceae";14
"Isotomidae";2
"Ixioliriaceae";31
"Juglandaceae";31
"Julidae";35
"Juncaceae";31
"Kangiellaceae";8
"Katiannidae";2
"Kineosporiaceae";8
"Klebsormidiaceae";22
"Kofleriaceae";8
"Ktedonobacteraceae";8
"Lachnocladiaceae";17
"Lacrymariidae";16
"Laelapidae";1
"Lamiaceae";31
"Legionellaceae";8
"Leiodidae";19
"Leptomyxidae";11
"Leptophryidae";33
"Leptosphaeriaceae";30
"Leptospiraceae";8
"Linaceae";31
"Lithobiidae";5
"Lonchopteridae";19
"Longidoridae";29
"Lumbricidae";30
"Magnaporthaceae";30
"Mallomonadaceae";12
"Marasmiaceae";17
"Marynidae";10
"Melastomataceae";31
"Meloidogynidae";29
"Merliniidae";29
"Mermithidae";27
"Methanomassiliicoccaceae";36
"Methylobacteriaceae";8
"Methylocystaceae";8
"Methylophilaceae";8
"Microbacteriaceae";8
"Micrococcaceae";8
"Microlaimidae";9
"Micromonosporaceae";8
"Micropepsaceae";8
"Microthoracidae";7
"Microthrixaceae";8
"Mischococcaceae";22
"Monhysteridae";9
"Monocystidae";30
"Mononchidae";15
"Moraxellaceae";8
"Mortierellaceae";17
"Mrakiaceae";29
"Mucoraceae";17
"Mycobacteriaceae";8
"Myxochloridaceae";12
"Myxococcaceae";8
"Nakamurellaceae";8
"Nannocystaceae";8
"Nassulidae";11
"Naviculaceae";22
"Neanuridae";2
"Neelidae";2
"Nitrosomonadaceae";8
"Nitrosopumilaceae";36
"Nitrososphaeraceae";36
"Nitrospiraceae";8
"Nocardiaceae";8
"Nocardioidaceae";8
"Noctuidae";25
"Nordiidae";13
"Nucleariidae";33
"Nygolaimidae";15
"Ochromonadaceae";12
"Oikomonadaceae";22
"Oleaceae";31
"Oligoflexaceae";8
"Olpidiaceae";30
"Onychiuridae";2
"Onygenaceae";17
"Opitutaceae";8
"Orbiliaceae";17
"Oribatulidae";35
"Oxalobacteraceae";8
"Oxystominidae";9
"Oxytrichidae";7
"Paenibacillaceae";8
"Palmellaceae";22
"Panagrolaimidae";9
"Papaveraceae";28
"Paraglomeraceae";30
"Paraphysomonadaceae";12
"Parasitidae";1
"Pasteurellaceae";8
"Pasteuriaceae";8
"Paulinellidae";10
"Pemphigidae";25
"Peptococcaceae";8
"Peridiniaceae";22
"Phaeosphaeriaceae";17
"Phaselicystidaceae";8
"Phycisphaeraceae";14
"Phyllobacteriaceae";8
"Phytoseiidae";1
"Pinaceae";31
"Piptocephalidaceae";39
"Planctomycetaceae";14
"Planococcaceae";8
"Plantaginaceae";31
"Plasmodiophoridae";30
"Platyophryidae";10
"Plectidae";9
"Pleurochloridaceae";22
"Pluteaceae";17
"Poaceae";28
"Poduridae";2
"Polyangiaceae";8
"Polydesmidae";35
"Polygonaceae";31
"Pratylenchidae";29
"Prismatolaimidae";9
"Propionibacteriaceae";8
"Prorodontidae";7
"Protomycetaceae";30
"Protoribatidae";35
"Psathyrellaceae";34
"Pseudomonadaceae";8
"Pseudonocardiaceae";8
"Psoraceae";17
"Pterulaceae";17
"Pythiaceae";29
"Pyxidiophoraceae";17
"Qudsianematidae";13
"Ranunculaceae";28
"Resource::Decaying_wood";40
"Resource::Dung";41
"Resource::Litter";42
"Resource::MOS";41
"Rhabditidae";9
"Rhabdolaimidae";9
"Rhagidiidae";1
"Rhizobiaceae";8
"Rhizophlyctidaceae";17
"Rhizophydiaceae";17
"Rhodanobacteraceae";8
"Rhodobacteraceae";8
"Rhodobiaceae";8
"Rhodocyclaceae";8
"Rhodospirillaceae";8
"Rhodothermaceae";8
"Roseiarcaceae";8
"Roseiflexaceae";8
"Rubrobacteraceae";8
"Saccharomycetaceae";17
"Salicaceae";28
"Salpingoecidae";7
"Sanguibacteraceae";8
"Sapindaceae";31
"Saprolegniaceae";30
"Saprospiraceae";8
"Scarabaeidae";25
"Scenedesmaceae";22
"Sciaridae";25
"Sebacinaceae";17
"Serpulaceae";34
"Siluaniidae";7
"Sinobacteraceae";8
"Sminthuridae";2
"Sminthurididae";2
"Solanaceae";28
"Solibacteraceae";14
"Solirubrobacteraceae";8
"Spathidiidae";16
"Sphaerobacteraceae";8
"Sphaerobolaceae";17
"Sphenoderiidae";10
"Sphingobacteriaceae";8
"Sphingomonadaceae";8
"Spirochaetaceae";8
"Spirofilidae";33
"Spizellomycetaceae";17
"Sporichthyaceae";8
"Sporidiobolaceae";17
"Sporormiaceae";17
"Staphylinidae";20
"Staphylococcaceae";8
"Stemonitidae";10
"Stephanoecidae";7
"Stereaceae";17
"Streptomycetaceae";8
"Streptosporangiaceae";8
"Strophariaceae";17
"Synchytriaceae";30
"Syntrophaceae";8
"Syntrophobacteraceae";8
"Taxaceae";31
"Tectocepheidae";35
"Tepidisphaeraceae";14
"Teratocephalidae";9
"Tetrahymenidae";7
"Tetranychidae";24
"Thaumatomastigidae";10
"Theridiidae";6
"Thermoactinomycetaceae";8
"Thermoanaerobacteraceae";8
"Thermoleophilaceae";8
"Thermomonosporaceae";8
"Thripidae";26
"Tipulidae";25
"Trachelostylidae";33
"Tribonemataceae";22
"Trichocercidae";7
"Trichocomaceae";17
"Trichodoridae";29
"Tricholomataceae";17
"Trichosporonaceae";17
"Trinematidae";10
"Tripylidae";13
"Trypanosomatidae";27
"Tubeufiaceae";17
"Tullbergiidae";2
"Tylenchidae";26
"Tylencholaimidae";18
"Tylenchulidae";29
"Uronematidae";7
"Uropodidae";2
"Urostylidae";33
"Urticaceae";28
"Vahlkampfiidae";11
"Vampyrellidae";33
"Vaucheriaceae";22
"Veigaiidae";1
"Verrucomicrobia subdivision 3";8
"Verrucomicrobiaceae";8
"Vexilliferidae";7
"Viridiraptoridae";37
"Vorticellidae";7
"Vulgatibacteraceae";8
"Xanthobacteraceae";8
"Xanthomonadaceae";8
"Xanthonemataceae";22
"Zoothamniidae";7
