"";"labels"
"Curculionidae";18
"Cyclidiidae";4
"Cyphellophoraceae";13
"Cyrtolophosididae";7
"Cystobasidiaceae";18
"Cytophagaceae";5
"Dacrymycetaceae";13
"Dehalococcoidaceae";5
"Demequinaceae";5
"Desulfobulbaceae";5
"Desulfovibrionaceae";5
"Desulfuromonadaceae";5
"Diadesmidaceae";16
"Dictyosporiaceae";13
"Didymellaceae";19
"Dileptidae";12
"Dinobryaceae";5
"Diplogasteroididae";11
"Dipodascaceae";13
"Diversisporaceae";18
"Dorylaimidae";10
"Echinamoebidae";7
"Ectothiorhodospiraceae";5
"Elateridae";19
"Elusimicrobiaceae";5
"Enchytraeidae";18
"Endochytriaceae";13
"Endogonaceae";13
"Enterobacteriaceae";5
"Entomobryidae";2
"Entylomataceae";18
"Eosentomidae";2
"Epistylidae";4
"Ericaceae";20
"Erythrobacteraceae";5
"Eudubosquellidae";16
"Euglyphidae";7
"Euplotidae";21
"Eustigmataceae";16
"Fabaceae";20
"Fibrobacteraceae";5
"Filobasidiaceae";13
"Flavobacteriaceae";5
"Forficulidae";15
"Formicidae";18
"Frankiaceae";5
"Fusobacteriaceae";5
"Gaiellaceae";5
"Galumnidae";18
"Geastraceae";13
"Gemmataceae";5
"Gemmatimonadaceae";5
"Geobacteraceae";5
"Geodermatophilaceae";5
"Geraniaceae";20
"Gigasporaceae";18
"Glomeraceae";18
"Glossiphoniidae";18
"Grossglockneriidae";14
"Gyropidae";18
"Halieaceae";5
"Halosphaeriaceae";13
"Halteriidae";4
"Hartmannellidae";7
"Hausmanniellidae";7
"Helotiaceae";13
"Heteroderidae";19
"Heteromitidae";7
"Heteropediaceae";16
"Heterophryidae";7
"Hibberdiaceae";16
"Histiostomatidae";2
"Hoehnelomycetaceae";13
"Holophagaceae";5
"Holostichidae";21
"Hoplolaimidae";19
"Hyaloscyphaceae";13
"Hydnodontaceae";13
"Hydrogenophilaceae";5
"Hydrophyllaceae";20
"Hygrophoraceae";13
"Hymenobacteraceae";5
"Hymenochaetaceae";13
"Hyphochytriaceae";18
"Hyphomicrobiaceae";5
"Hypogastruridae";2
"Iamiaceae";5
"Ignavibacteriaceae";5
"Intrasporangiaceae";5
"Isolaimiidae";6
"Isosphaeraceae";5
"Isotomidae";2
"Ixioliriaceae";20
"Juglandaceae";20
"Julidae";18
"Juncaceae";20
"Kangiellaceae";5
"Katiannidae";2
"Kineosporiaceae";5
"Klebsormidiaceae";16
"Kofleriaceae";5
"Ktedonobacteraceae";5
"Lachnocladiaceae";13
"Lacrymariidae";12
"Laelapidae";1
"Lamiaceae";20
"Legionellaceae";5
"Leiodidae";2
"Leptomyxidae";8
"Leptophryidae";21
"Leptosphaeriaceae";18
"Leptospiraceae";5
"Linaceae";20
"Lithobiidae";3
"Lonchopteridae";2
"Longidoridae";19
"Lumbricidae";18
"Magnaporthaceae";18
"Mallomonadaceae";9
"Marasmiaceae";13
"Marynidae";7
"Melastomataceae";20
"Meloidogynidae";19
"Merliniidae";19
"Mermithidae";18
"Methanomassiliicoccaceae";22
"Methylobacteriaceae";5
"Methylocystaceae";5
"Methylophilaceae";5
"Microbacteriaceae";5
"Micrococcaceae";5
"Microlaimidae";6
"Micromonosporaceae";5
"Micropepsaceae";5
"Microthoracidae";4
"Microthrixaceae";5
"Mischococcaceae";16
"Monhysteridae";6
"Monocystidae";18
"Mononchidae";11
"Moraxellaceae";5
"Mortierellaceae";13
"Mrakiaceae";19
"Mucoraceae";13
"Mycobacteriaceae";5
"Myxochloridaceae";9
"Myxococcaceae";5
"Nakamurellaceae";5
"Nannocystaceae";5
"Nassulidae";8
"Naviculaceae";16
"Neanuridae";2
"Neelidae";2
"Nitrosomonadaceae";5
"Nitrosopumilaceae";22
"Nitrososphaeraceae";22
"Nitrospiraceae";5
"Nocardiaceae";5
"Nocardioidaceae";5
"Noctuidae";18
"Nordiidae";10
"Nucleariidae";21
"Nygolaimidae";11
"Ochromonadaceae";9
"Oikomonadaceae";16
"Oleaceae";20
"Oligoflexaceae";5
"Olpidiaceae";18
"Onychiuridae";2
"Onygenaceae";13
"Opitutaceae";5
"Orbiliaceae";13
"Oribatulidae";18
"Oxalobacteraceae";5
"Oxystominidae";6
"Oxytrichidae";4
"Paenibacillaceae";5
"Palmellaceae";16
"Panagrolaimidae";6
"Papaveraceae";20
"Paraglomeraceae";18
"Paraphysomonadaceae";9
"Parasitidae";1
"Pasteurellaceae";5
"Pasteuriaceae";5
"Paulinellidae";7
"Pemphigidae";18
"Peptococcaceae";5
"Peridiniaceae";16
"Phaeosphaeriaceae";13
"Phaselicystidaceae";5
"Phycisphaeraceae";5
"Phyllobacteriaceae";5
"Phytoseiidae";1
"Pinaceae";20
"Piptocephalidaceae";13
"Planctomycetaceae";5
"Planococcaceae";5
"Plantaginaceae";20
"Plasmodiophoridae";18
"Platyophryidae";7
"Plectidae";6
"Pleurochloridaceae";16
"Pluteaceae";13
"Poaceae";20
"Poduridae";2
"Polyangiaceae";5
"Polydesmidae";18
"Polygonaceae";20
"Pratylenchidae";19
"Prismatolaimidae";6
"Propionibacteriaceae";5
"Prorodontidae";4
"Protomycetaceae";18
"Protoribatidae";18
"Psathyrellaceae";13
"Pseudomonadaceae";5
"Pseudonocardiaceae";5
"Psoraceae";13
"Pterulaceae";13
"Pythiaceae";19
"Pyxidiophoraceae";13
"Qudsianematidae";10
"Ranunculaceae";20
"Resource::Decaying_wood";24
"Resource::Dung";25
"Resource::Litter";26
"Resource::MOS";25
"Rhabditidae";6
"Rhabdolaimidae";6
"Rhagidiidae";1
"Rhizobiaceae";5
"Rhizophlyctidaceae";13
"Rhizophydiaceae";13
"Rhodanobacteraceae";5
"Rhodobacteraceae";5
"Rhodobiaceae";5
"Rhodocyclaceae";5
"Rhodospirillaceae";5
"Rhodothermaceae";5
"Roseiarcaceae";5
"Roseiflexaceae";5
"Rubrobacteraceae";5
"Saccharomycetaceae";13
"Salicaceae";20
"Salpingoecidae";4
"Sanguibacteraceae";5
"Sapindaceae";20
"Saprolegniaceae";18
"Saprospiraceae";5
"Scarabaeidae";18
"Scenedesmaceae";16
"Sciaridae";18
"Sebacinaceae";13
"Serpulaceae";13
"Siluaniidae";4
"Sinobacteraceae";5
"Sminthuridae";2
"Sminthurididae";2
"Solanaceae";20
"Solibacteraceae";5
"Solirubrobacteraceae";5
"Spathidiidae";12
"Sphaerobacteraceae";5
"Sphaerobolaceae";13
"Sphenoderiidae";7
"Sphingobacteriaceae";5
"Sphingomonadaceae";5
"Spirochaetaceae";5
"Spirofilidae";21
"Spizellomycetaceae";13
"Sporichthyaceae";5
"Sporidiobolaceae";13
"Sporormiaceae";13
"Staphylinidae";15
"Staphylococcaceae";5
"Stemonitidae";7
"Stephanoecidae";4
"Stereaceae";13
"Streptomycetaceae";5
"Streptosporangiaceae";5
"Strophariaceae";13
"Synchytriaceae";18
"Syntrophaceae";5
"Syntrophobacteraceae";5
"Taxaceae";20
"Tectocepheidae";18
"Tepidisphaeraceae";5
"Teratocephalidae";6
"Tetrahymenidae";4
"Tetranychidae";18
"Thaumatomastigidae";7
"Theridiidae";3
"Thermoactinomycetaceae";5
"Thermoanaerobacteraceae";5
"Thermoleophilaceae";5
"Thermomonosporaceae";5
"Thripidae";19
"Tipulidae";18
"Trachelostylidae";21
"Tribonemataceae";16
"Trichocercidae";4
"Trichocomaceae";13
"Trichodoridae";19
"Tricholomataceae";13
"Trichosporonaceae";13
"Trinematidae";7
"Tripylidae";10
"Trypanosomatidae";18
"Tubeufiaceae";13
"Tullbergiidae";2
"Tylenchidae";19
"Tylencholaimidae";14
"Tylenchulidae";19
"Uronematidae";4
"Uropodidae";2
"Urostylidae";21
"Urticaceae";20
"Vahlkampfiidae";8
"Vampyrellidae";21
"Vaucheriaceae";16
"Veigaiidae";1
"Verrucomicrobia subdivision 3";5
"Verrucomicrobiaceae";5
"Vexilliferidae";4
"Viridiraptoridae";23
"Vorticellidae";4
"Vulgatibacteraceae";5
"Xanthobacteraceae";5
"Xanthomonadaceae";5
"Xanthonemataceae";16
"Zoothamniidae";4
