"";"labels"
"Acaridae";2
"Acetobacteraceae";1
"Acidiferrobacteraceae";1
"Acidimicrobiaceae";1
"Acidobacteriaceae";1
"Acidothermaceae";1
"Acropisthiidae";1
"Acrospermaceae";1
"Actinochloridaceae";1
"Actinomycetaceae";1
"Actinospicaceae";1
"Adinetidae";2
"Alaimidae";2
"Alcaligenaceae";1
"Alicorhagiidae";1
"Ambisporaceae";1
"Amphileptidae";1
"Amphisiellidae";1
"Anaerolineaceae";1
"Anaeromyxobacteraceae";1
"Anatonchidae";1
"Anguinidae";2
"Anoplophryidae";1
"Anystidae";1
"Aphelenchidae";2
"Aphelenchoididae";2
"Aphididae";2
"Apiaceae";1
"Apocynaceae";1
"Aporcelaimidae";1
"Apusomonadidae";2
"Aquifoliaceae";1
"Archaeorhizomycetaceae";1
"Archaeosporaceae";1
"Archangiaceae";1
"Ascobolaceae";1
"Aspergillaceae";1
"Asteraceae";1
"Aurantimonadaceae";1
"Bacillaceae";1
"Bacillariaceae";1
"Bacteriovoracaceae";1
"Bacteroidaceae";1
"Bardeliellidae";2
"Basidiobolaceae";1
"Bdellovibrionaceae";1
"Beijerinckiaceae";1
"Betulaceae";1
"Bicosoecidae";2
"Bionectriaceae";1
"Blepharismidae";2
"Bodonidae";2
"Bolbitiaceae";1
"Botryidiopsidaceae";1
"Botryochloridaceae";1
"Bovidae";2
"Brachionidae";2
"Brachychthoniidae";1
"Braconidae";1
"Bracteacoccaceae";1
"Bradyrhizobiaceae";1
"Brassicaceae";1
"Brucellaceae";1
"Bryometopidae";1
"Bulleraceae";1
"Bulleribasidiaceae";1
"Burkholderiaceae";1
"Caldilineaceae";1
"Campodeidae";1
"Carabidae";1
"Caricaceae";1
"Caryophyllaceae";1
"Catenariaceae";1
"Catenulisporaceae";1
"Caulerpaceae";1
"Caulobacteraceae";1
"Cellulomonadaceae";1
"Cellvibrionaceae";1
"Cenarchaeaceae";1
"Centritractaceae";1
"Cephalobidae";2
"Ceratobasidiaceae";1
"Cercomonadidae";2
"Chaetophoraceae";1
"Chaetosphaeriaceae";1
"Chilodonellidae";1
"Chitinophagaceae";1
"Chlamydomonadaceae";1
"Chlamydophryidae";1
"Chlorellaceae";1
"Chlorococcaceae";1
"Chloroflexaceae";1
"Chromatiaceae";1
"Chromulinaceae";2
"Chthoniidae";1
"Chthoniobacteraceae";1
"Chytridiaceae";1
"Cinetochilidae";2
"Cladosporiaceae";1
"Claroideoglomeraceae";1
"Clavariaceae";1
"Clavicipitaceae";2
"Clavulinaceae";1
"Clostridiaceae";1
"Clostridiales Family XVII. Incertae Sedis";1
"Colpodidae";2
"Comamonadaceae";1
"Conexibacteraceae";1
"Convolvulaceae";1
"Cordycipitaceae";2
"Corticiaceae";1
"Coxiellaceae";1
"Crocinitomicaceae";1
"Cryphonectriaceae";1
"Cryptococcaceae";1
"Cucurbitaceae";1
"Cucurbitariaceae";1
"Cunninghamellaceae";1
"Curculionidae";1
"Cyclidiidae";2
"Cyphellophoraceae";1
"Cyrtolophosididae";2
"Cystobasidiaceae";1
"Cytophagaceae";1
"Dacrymycetaceae";1
"Dehalococcoidaceae";1
"Demequinaceae";1
"Desulfobulbaceae";1
"Desulfovibrionaceae";1
"Desulfuromonadaceae";1
"Diadesmidaceae";1
"Dictyosporiaceae";1
"Didymellaceae";2
"Dileptidae";1
"Dinobryaceae";1
"Diplogasteroididae";1
"Dipodascaceae";1
"Diversisporaceae";1
"Dorylaimidae";2
"Echinamoebidae";2
"Ectothiorhodospiraceae";1
"Elateridae";2
"Elusimicrobiaceae";1
"Enchytraeidae";1
"Endochytriaceae";1
"Endogonaceae";1
"Enterobacteriaceae";1
"Entomobryidae";2
"Entylomataceae";1
"Eosentomidae";2
"Epistylidae";2
"Ericaceae";1
