"";"labels"
"Euplotidae";27
"Eustigmataceae";19
"Fabaceae";25
"Fibrobacteraceae";6
"Filobasidiaceae";15
"Flavobacteriaceae";6
"Forficulidae";18
"Formicidae";22
"Frankiaceae";6
"Fusobacteriaceae";6
"Gaiellaceae";6
"Galumnidae";22
"Geastraceae";15
"Gemmataceae";12
"Gemmatimonadaceae";12
"Geobacteraceae";6
"Geodermatophilaceae";6
"Geraniaceae";25
"Gigasporaceae";26
"Glomeraceae";26
"Glossiphoniidae";26
"Grossglockneriidae";16
"Gyropidae";22
"Halieaceae";6
"Halosphaeriaceae";15
"Halteriidae";5
"Hartmannellidae";8
"Hausmanniellidae";8
"Helotiaceae";15
"Heteroderidae";23
"Heteromitidae";8
"Heteropediaceae";19
"Heterophryidae";8
"Hibberdiaceae";19
"Histiostomatidae";2
"Hoehnelomycetaceae";15
"Holophagaceae";12
"Holostichidae";27
"Hoplolaimidae";23
"Hyaloscyphaceae";15
"Hydnodontaceae";15
"Hydrogenophilaceae";6
"Hydrophyllaceae";25
"Hygrophoraceae";15
"Hymenobacteraceae";6
"Hymenochaetaceae";15
"Hyphochytriaceae";26
"Hyphomicrobiaceae";6
"Hypogastruridae";2
"Iamiaceae";6
"Ignavibacteriaceae";6
"Intrasporangiaceae";6
"Isolaimiidae";7
"Isosphaeraceae";12
"Isotomidae";2
"Ixioliriaceae";25
"Juglandaceae";25
"Julidae";22
"Juncaceae";25
"Kangiellaceae";6
"Katiannidae";2
"Kineosporiaceae";6
"Klebsormidiaceae";19
"Kofleriaceae";6
"Ktedonobacteraceae";6
"Lachnocladiaceae";15
"Lacrymariidae";14
"Laelapidae";1
"Lamiaceae";25
"Legionellaceae";6
"Leiodidae";17
"Leptomyxidae";9
"Leptophryidae";27
"Leptosphaeriaceae";26
"Leptospiraceae";6
"Linaceae";25
"Lithobiidae";4
"Lonchopteridae";17
"Longidoridae";23
"Lumbricidae";26
"Magnaporthaceae";26
"Mallomonadaceae";10
"Marasmiaceae";15
"Marynidae";8
"Melastomataceae";25
"Meloidogynidae";23
"Merliniidae";23
"Mermithidae";24
"Methanomassiliicoccaceae";28
"Methylobacteriaceae";6
"Methylocystaceae";6
"Methylophilaceae";6
"Microbacteriaceae";6
"Micrococcaceae";6
"Microlaimidae";7
"Micromonosporaceae";6
"Micropepsaceae";6
"Microthoracidae";5
"Microthrixaceae";6
"Mischococcaceae";19
"Monhysteridae";7
"Monocystidae";26
"Mononchidae";13
"Moraxellaceae";6
"Mortierellaceae";15
"Mrakiaceae";23
"Mucoraceae";15
"Mycobacteriaceae";6
"Myxochloridaceae";10
"Myxococcaceae";6
"Nakamurellaceae";6
"Nannocystaceae";6
"Nassulidae";9
"Naviculaceae";19
"Neanuridae";2
"Neelidae";2
"Nitrosomonadaceae";6
"Nitrosopumilaceae";28
"Nitrososphaeraceae";28
"Nitrospiraceae";6
"Nocardiaceae";6
"Nocardioidaceae";6
"Noctuidae";22
"Nordiidae";11
"Nucleariidae";27
"Nygolaimidae";13
"Ochromonadaceae";10
"Oikomonadaceae";19
"Oleaceae";25
"Oligoflexaceae";6
"Olpidiaceae";26
"Onychiuridae";2
"Onygenaceae";15
"Opitutaceae";6
"Orbiliaceae";15
"Oribatulidae";22
"Oxalobacteraceae";6
"Oxystominidae";7
"Oxytrichidae";5
"Paenibacillaceae";6
"Palmellaceae";19
"Panagrolaimidae";7
"Papaveraceae";25
"Paraglomeraceae";26
"Paraphysomonadaceae";10
"Parasitidae";1
"Pasteurellaceae";6
"Pasteuriaceae";6
"Paulinellidae";8
"Pemphigidae";22
"Peptococcaceae";6
"Peridiniaceae";19
"Phaeosphaeriaceae";15
"Phaselicystidaceae";6
"Phycisphaeraceae";12
"Phyllobacteriaceae";6
"Phytoseiidae";1
"Pinaceae";25
"Piptocephalidaceae";15
"Planctomycetaceae";12
"Planococcaceae";6
"Plantaginaceae";25
"Plasmodiophoridae";26
"Platyophryidae";8
"Plectidae";7
"Pleurochloridaceae";19
"Pluteaceae";15
"Poaceae";25
"Poduridae";2
"Polyangiaceae";6
"Polydesmidae";22
"Polygonaceae";25
"Pratylenchidae";23
"Prismatolaimidae";7
"Propionibacteriaceae";6
"Prorodontidae";5
"Protomycetaceae";26
"Protoribatidae";22
"Psathyrellaceae";15
"Pseudomonadaceae";6
"Pseudonocardiaceae";6
"Psoraceae";15
"Pterulaceae";15
"Pythiaceae";23
"Pyxidiophoraceae";15
"Qudsianematidae";11
"Ranunculaceae";25
"Resource::Decaying_wood";31
"Resource::Dung";32
"Resource::Litter";33
"Resource::MOS";32
"Rhabditidae";7
"Rhabdolaimidae";7
"Rhagidiidae";1
"Rhizobiaceae";6
"Rhizophlyctidaceae";15
"Rhizophydiaceae";15
"Rhodanobacteraceae";6
"Rhodobacteraceae";6
"Rhodobiaceae";6
"Rhodocyclaceae";6
"Rhodospirillaceae";6
"Rhodothermaceae";6
"Roseiarcaceae";6
"Roseiflexaceae";6
"Rubrobacteraceae";6
"Saccharomycetaceae";15
"Salicaceae";25
"Salpingoecidae";5
"Sanguibacteraceae";6
"Sapindaceae";25
"Saprolegniaceae";26
"Saprospiraceae";6
"Scarabaeidae";22
"Scenedesmaceae";19
"Sciaridae";22
"Sebacinaceae";15
"Serpulaceae";15
"Siluaniidae";5
"Sinobacteraceae";6
"Sminthuridae";2
"Sminthurididae";2
"Solanaceae";25
"Solibacteraceae";12
"Solirubrobacteraceae";6
"Spathidiidae";14
"Sphaerobacteraceae";6
"Sphaerobolaceae";15
"Sphenoderiidae";8
"Sphingobacteriaceae";6
"Sphingomonadaceae";6
"Spirochaetaceae";6
"Spirofilidae";27
"Spizellomycetaceae";15
"Sporichthyaceae";6
"Sporidiobolaceae";15
"Sporormiaceae";15
"Staphylinidae";18
"Staphylococcaceae";6
"Stemonitidae";8
"Stephanoecidae";5
"Stereaceae";15
"Streptomycetaceae";6
"Streptosporangiaceae";6
"Strophariaceae";15
"Synchytriaceae";26
"Syntrophaceae";6
"Syntrophobacteraceae";6
"Taxaceae";25
"Tectocepheidae";22
"Tepidisphaeraceae";12
"Teratocephalidae";7
"Tetrahymenidae";5
"Tetranychidae";21
"Thaumatomastigidae";8
"Theridiidae";4
"Thermoactinomycetaceae";6
"Thermoanaerobacteraceae";6
"Thermoleophilaceae";6
"Thermomonosporaceae";6
"Thripidae";23
"Tipulidae";22
"Trachelostylidae";27
"Tribonemataceae";19
"Trichocercidae";5
"Trichocomaceae";15
"Trichodoridae";23
"Tricholomataceae";15
"Trichosporonaceae";15
"Trinematidae";8
"Tripylidae";11
"Trypanosomatidae";24
"Tubeufiaceae";15
"Tullbergiidae";2
"Tylenchidae";23
"Tylencholaimidae";16
"Tylenchulidae";23
"Uronematidae";5
"Uropodidae";2
"Urostylidae";27
"Urticaceae";25
"Vahlkampfiidae";9
"Vampyrellidae";27
"Vaucheriaceae";19
"Veigaiidae";1
"Verrucomicrobia subdivision 3";6
"Verrucomicrobiaceae";6
"Vexilliferidae";5
"Viridiraptoridae";29
"Vorticellidae";5
"Vulgatibacteraceae";6
"Xanthobacteraceae";6
"Xanthomonadaceae";6
"Xanthonemataceae";19
"Zoothamniidae";5
