"";"labels"
"Acaridae";2
"Acetobacteraceae";6
"Acidiferrobacteraceae";6
"Acidimicrobiaceae";6
"Acidobacteriaceae";12
"Acidothermaceae";6
"Acropisthiidae";14
"Acrospermaceae";15
"Actinochloridaceae";18
"Actinomycetaceae";6
"Actinospicaceae";6
"Adinetidae";5
"Alaimidae";7
"Alcaligenaceae";6
"Alicorhagiidae";20
"Ambisporaceae";22
"Amphileptidae";14
"Amphisiellidae";14
"Anaerolineaceae";6
"Anaeromyxobacteraceae";6
"Anatonchidae";13
"Anguinidae";16
"Anoplophryidae";22
"Anystidae";1
"Aphelenchidae";16
"Aphelenchoididae";16
"Aphididae";21
"Apiaceae";23
"Apocynaceae";23
"Aporcelaimidae";13
"Apusomonadidae";8
"Aquifoliaceae";23
"Archaeorhizomycetaceae";15
"Archaeosporaceae";22
"Archangiaceae";6
"Ascobolaceae";15
"Aspergillaceae";15
"Asteraceae";23
"Aurantimonadaceae";6
"Bacillaceae";6
"Bacillariaceae";18
"Bacteriovoracaceae";6
"Bacteroidaceae";6
"Bardeliellidae";8
"Basidiobolaceae";15
"Bdellovibrionaceae";6
"Beijerinckiaceae";6
"Betulaceae";23
"Bicosoecidae";5
"Bionectriaceae";15
"Blepharismidae";5
"Bodonidae";9
"Bolbitiaceae";15
"Botryidiopsidaceae";18
"Botryochloridaceae";18
"Bovidae";21
"Brachionidae";5
"Brachychthoniidae";20
"Braconidae";20
"Bracteacoccaceae";18
"Bradyrhizobiaceae";6
"Brassicaceae";23
"Brucellaceae";6
"Bryometopidae";24
"Bulleraceae";15
"Bulleribasidiaceae";15
"Burkholderiaceae";6
"Caldilineaceae";6
"Campodeidae";20
"Carabidae";20
"Caricaceae";23
"Caryophyllaceae";23
"Catenariaceae";15
"Catenulisporaceae";6
"Caulerpaceae";18
"Caulobacteraceae";6
"Cellulomonadaceae";6
"Cellvibrionaceae";6
"Cenarchaeaceae";25
"Centritractaceae";18
"Cephalobidae";7
"Ceratobasidiaceae";22
"Cercomonadidae";8
"Chaetophoraceae";18
"Chaetosphaeriaceae";15
"Chilodonellidae";26
"Chitinophagaceae";6
"Chlamydomonadaceae";18
"Chlamydophryidae";26
"Chlorellaceae";18
"Chlorococcaceae";18
"Chloroflexaceae";6
"Chromatiaceae";6
"Chromulinaceae";10
"Chthoniidae";1
"Chthoniobacteraceae";6
"Chytridiaceae";19
"Cinetochilidae";5
"Cladosporiaceae";21
"Claroideoglomeraceae";22
"Clavariaceae";15
"Clavicipitaceae";3
"Clavulinaceae";15
"Clostridiaceae";6
"Clostridiales Family XVII. Incertae Sedis";6
"Colpodidae";8
"Comamonadaceae";6
"Conexibacteraceae";6
"Convolvulaceae";23
"Cordycipitaceae";3
"Corticiaceae";15
"Coxiellaceae";6
"Crocinitomicaceae";6
"Cryphonectriaceae";15
"Cryptococcaceae";15
"Cucurbitaceae";23
"Cucurbitariaceae";15
"Cunninghamellaceae";15
"Curculionidae";20
"Cyclidiidae";5
"Cyphellophoraceae";15
"Cyrtolophosididae";8
"Cystobasidiaceae";22
"Cytophagaceae";6
"Dacrymycetaceae";15
"Dehalococcoidaceae";6
"Demequinaceae";6
"Desulfobulbaceae";6
"Desulfovibrionaceae";6
"Desulfuromonadaceae";6
"Diadesmidaceae";18
"Dictyosporiaceae";15
"Didymellaceae";21
"Dileptidae";14
"Dinobryaceae";12
"Diplogasteroididae";13
"Dipodascaceae";15
"Diversisporaceae";22
"Dorylaimidae";11
"Echinamoebidae";8
"Ectothiorhodospiraceae";6
"Elateridae";21
"Elusimicrobiaceae";6
"Enchytraeidae";20
"Endochytriaceae";15
"Endogonaceae";15
"Enterobacteriaceae";6
"Entomobryidae";2
"Entylomataceae";22
"Eosentomidae";2
"Epistylidae";5
"Ericaceae";23
"Erythrobacteraceae";6
"Eudubosquellidae";18
"Euglyphidae";8
