"";"labels"
"Acaridae";2
"Acetobacteraceae";6
"Acidiferrobacteraceae";6
"Acidimicrobiaceae";6
"Acidobacteriaceae";12
"Acidothermaceae";6
"Acropisthiidae";14
"Acrospermaceae";15
"Actinochloridaceae";20
"Actinomycetaceae";6
"Actinospicaceae";6
"Adinetidae";5
"Alaimidae";7
"Alcaligenaceae";6
"Alicorhagiidae";22
"Ambisporaceae";28
"Amphileptidae";14
"Amphisiellidae";14
"Anaerolineaceae";6
"Anaeromyxobacteraceae";6
"Anatonchidae";13
"Anguinidae";16
"Anoplophryidae";28
"Anystidae";1
"Aphelenchidae";16
"Aphelenchoididae";16
"Aphididae";24
"Apiaceae";26
"Apocynaceae";29
"Aporcelaimidae";13
"Apusomonadidae";8
"Aquifoliaceae";29
"Archaeorhizomycetaceae";15
"Archaeosporaceae";28
"Archangiaceae";6
"Ascobolaceae";32
"Aspergillaceae";15
"Asteraceae";26
"Aurantimonadaceae";6
"Bacillaceae";6
"Bacillariaceae";20
"Bacteriovoracaceae";6
"Bacteroidaceae";6
"Bardeliellidae";8
"Basidiobolaceae";15
"Bdellovibrionaceae";6
"Beijerinckiaceae";6
"Betulaceae";26
"Bicosoecidae";5
"Bionectriaceae";15
"Blepharismidae";5
"Bodonidae";9
"Bolbitiaceae";32
"Botryidiopsidaceae";20
"Botryochloridaceae";20
"Bovidae";27
"Brachionidae";5
"Brachychthoniidae";33
"Braconidae";23
"Bracteacoccaceae";20
"Bradyrhizobiaceae";6
"Brassicaceae";26
"Brucellaceae";6
"Bryometopidae";31
"Bulleraceae";15
"Bulleribasidiaceae";15
"Burkholderiaceae";6
"Caldilineaceae";6
"Campodeidae";33
"Carabidae";23
"Caricaceae";29
"Caryophyllaceae";26
"Catenariaceae";15
"Catenulisporaceae";6
"Caulerpaceae";20
"Caulobacteraceae";6
"Cellulomonadaceae";6
"Cellvibrionaceae";6
"Cenarchaeaceae";34
"Centritractaceae";20
"Cephalobidae";7
"Ceratobasidiaceae";28
"Cercomonadidae";8
"Chaetophoraceae";20
"Chaetosphaeriaceae";15
"Chilodonellidae";35
"Chitinophagaceae";6
"Chlamydomonadaceae";20
"Chlamydophryidae";35
"Chlorellaceae";20
"Chlorococcaceae";20
"Chloroflexaceae";6
"Chromatiaceae";6
"Chromulinaceae";10
"Chthoniidae";1
"Chthoniobacteraceae";6
"Chytridiaceae";21
"Cinetochilidae";5
"Cladosporiaceae";30
"Claroideoglomeraceae";28
"Clavariaceae";15
"Clavicipitaceae";3
"Clavulinaceae";32
"Clostridiaceae";6
"Clostridiales Family XVII. Incertae Sedis";6
"Colpodidae";8
"Comamonadaceae";6
"Conexibacteraceae";6
"Convolvulaceae";29
"Cordycipitaceae";3
"Corticiaceae";15
"Coxiellaceae";6
"Crocinitomicaceae";6
"Cryphonectriaceae";32
"Cryptococcaceae";15
"Cucurbitaceae";29
"Cucurbitariaceae";15
"Cunninghamellaceae";15
"Curculionidae";23
"Cyclidiidae";5
"Cyphellophoraceae";15
"Cyrtolophosididae";8
"Cystobasidiaceae";28
"Cytophagaceae";6
"Dacrymycetaceae";32
"Dehalococcoidaceae";6
"Demequinaceae";6
"Desulfobulbaceae";6
"Desulfovibrionaceae";6
"Desulfuromonadaceae";6
"Diadesmidaceae";20
"Dictyosporiaceae";15
"Didymellaceae";27
"Dileptidae";14
"Dinobryaceae";36
"Diplogasteroididae";13
"Dipodascaceae";15
"Diversisporaceae";28
"Dorylaimidae";11
"Echinamoebidae";8
"Ectothiorhodospiraceae";6
"Elateridae";24
"Elusimicrobiaceae";6
"Enchytraeidae";22
"Endochytriaceae";15
"Endogonaceae";32
"Enterobacteriaceae";6
"Entomobryidae";2
"Entylomataceae";28
"Eosentomidae";17
"Epistylidae";5
"Ericaceae";29
"Erythrobacteraceae";6
"Eudubosquellidae";20
"Euglyphidae";8
