"";"labels"
"Acaridae";2
"Acetobacteraceae";5
"Acidiferrobacteraceae";5
"Acidimicrobiaceae";5
"Acidobacteriaceae";5
"Acidothermaceae";5
"Acropisthiidae";9
"Acrospermaceae";10
"Actinochloridaceae";3
"Actinomycetaceae";5
"Actinospicaceae";5
"Adinetidae";4
"Alaimidae";6
"Alcaligenaceae";5
"Alicorhagiidae";3
"Ambisporaceae";3
"Amphileptidae";9
"Amphisiellidae";9
"Anaerolineaceae";5
"Anaeromyxobacteraceae";5
"Anatonchidae";8
"Anguinidae";2
"Anoplophryidae";3
"Anystidae";1
"Aphelenchidae";2
"Aphelenchoididae";2
"Aphididae";11
"Apiaceae";12
"Apocynaceae";12
"Aporcelaimidae";8
"Apusomonadidae";4
"Aquifoliaceae";12
"Archaeorhizomycetaceae";10
"Archaeosporaceae";3
"Archangiaceae";5
"Ascobolaceae";10
"Aspergillaceae";10
"Asteraceae";12
"Aurantimonadaceae";5
"Bacillaceae";5
"Bacillariaceae";3
"Bacteriovoracaceae";5
"Bacteroidaceae";5
"Bardeliellidae";4
"Basidiobolaceae";10
"Bdellovibrionaceae";5
"Beijerinckiaceae";5
"Betulaceae";12
"Bicosoecidae";4
"Bionectriaceae";10
"Blepharismidae";4
"Bodonidae";4
"Bolbitiaceae";10
"Botryidiopsidaceae";3
"Botryochloridaceae";3
"Bovidae";11
"Brachionidae";4
"Brachychthoniidae";3
"Braconidae";3
"Bracteacoccaceae";3
"Bradyrhizobiaceae";5
"Brassicaceae";12
"Brucellaceae";5
"Bryometopidae";9
"Bulleraceae";10
"Bulleribasidiaceae";10
"Burkholderiaceae";5
"Caldilineaceae";5
"Campodeidae";3
"Carabidae";3
"Caricaceae";12
"Caryophyllaceae";12
"Catenariaceae";10
"Catenulisporaceae";5
"Caulerpaceae";3
"Caulobacteraceae";5
"Cellulomonadaceae";5
"Cellvibrionaceae";5
"Cenarchaeaceae";3
"Centritractaceae";3
"Cephalobidae";6
"Ceratobasidiaceae";3
"Cercomonadidae";4
"Chaetophoraceae";3
"Chaetosphaeriaceae";10
"Chilodonellidae";3
"Chitinophagaceae";5
"Chlamydomonadaceae";3
"Chlamydophryidae";3
"Chlorellaceae";3
"Chlorococcaceae";3
"Chloroflexaceae";5
"Chromatiaceae";5
"Chromulinaceae";4
"Chthoniidae";1
"Chthoniobacteraceae";5
"Chytridiaceae";10
"Cinetochilidae";4
"Cladosporiaceae";11
"Claroideoglomeraceae";3
"Clavariaceae";10
"Clavicipitaceae";3
"Clavulinaceae";10
"Clostridiaceae";5
"Clostridiales Family XVII. Incertae Sedis";5
"Colpodidae";4
"Comamonadaceae";5
"Conexibacteraceae";5
"Convolvulaceae";12
"Cordycipitaceae";3
"Corticiaceae";10
"Coxiellaceae";5
"Crocinitomicaceae";5
"Cryphonectriaceae";10
"Cryptococcaceae";10
"Cucurbitaceae";12
"Cucurbitariaceae";10
"Cunninghamellaceae";10
