"";"labels"
"Acaridae";1
"Acetobacteraceae";3
"Acidiferrobacteraceae";3
"Acidimicrobiaceae";3
"Acidobacteriaceae";3
"Acidothermaceae";3
"Acropisthiidae";1
"Acrospermaceae";1
"Actinochloridaceae";1
"Actinomycetaceae";3
"Actinospicaceae";3
"Adinetidae";2
"Alaimidae";2
"Alcaligenaceae";3
"Alicorhagiidae";1
"Ambisporaceae";1
"Amphileptidae";1
"Amphisiellidae";1
"Anaerolineaceae";3
"Anaeromyxobacteraceae";3
"Anatonchidae";1
"Anguinidae";1
"Anoplophryidae";1
"Anystidae";1
"Aphelenchidae";1
"Aphelenchoididae";1
"Aphididae";1
"Apiaceae";1
"Apocynaceae";1
"Aporcelaimidae";1
"Apusomonadidae";2
"Aquifoliaceae";1
"Archaeorhizomycetaceae";1
"Archaeosporaceae";1
"Archangiaceae";3
"Ascobolaceae";1
"Aspergillaceae";1
"Asteraceae";1
"Aurantimonadaceae";3
"Bacillaceae";3
"Bacillariaceae";1
"Bacteriovoracaceae";3
"Bacteroidaceae";3
"Bardeliellidae";2
"Basidiobolaceae";1
"Bdellovibrionaceae";3
"Beijerinckiaceae";3
"Betulaceae";1
"Bicosoecidae";2
"Bionectriaceae";1
"Blepharismidae";2
"Bodonidae";2
"Bolbitiaceae";1
"Botryidiopsidaceae";1
"Botryochloridaceae";1
"Bovidae";1
"Brachionidae";2
"Brachychthoniidae";1
"Braconidae";1
"Bracteacoccaceae";1
"Bradyrhizobiaceae";3
"Brassicaceae";1
"Brucellaceae";3
"Bryometopidae";1
"Bulleraceae";1
"Bulleribasidiaceae";1
"Burkholderiaceae";3
"Caldilineaceae";3
"Campodeidae";1
"Carabidae";1
"Caricaceae";1
"Caryophyllaceae";1
"Catenariaceae";1
"Catenulisporaceae";3
"Caulerpaceae";1
"Caulobacteraceae";3
"Cellulomonadaceae";3
"Cellvibrionaceae";3
"Cenarchaeaceae";1
"Centritractaceae";1
"Cephalobidae";2
"Ceratobasidiaceae";1
"Cercomonadidae";2
"Chaetophoraceae";1
"Chaetosphaeriaceae";1
"Chilodonellidae";1
"Chitinophagaceae";3
