"";"labels"
"Euplotidae";23
"Eustigmataceae";17
"Fabaceae";22
"Fibrobacteraceae";6
"Filobasidiaceae";14
"Flavobacteriaceae";6
"Forficulidae";16
"Formicidae";19
"Frankiaceae";6
"Fusobacteriaceae";6
"Gaiellaceae";6
"Galumnidae";19
"Geastraceae";14
"Gemmataceae";6
"Gemmatimonadaceae";6
"Geobacteraceae";6
"Geodermatophilaceae";6
"Geraniaceae";22
"Gigasporaceae";21
"Glomeraceae";21
"Glossiphoniidae";21
"Grossglockneriidae";15
"Gyropidae";19
"Halieaceae";6
"Halosphaeriaceae";14
"Halteriidae";5
"Hartmannellidae";8
"Hausmanniellidae";8
"Helotiaceae";14
"Heteroderidae";20
"Heteromitidae";8
"Heteropediaceae";17
"Heterophryidae";8
"Hibberdiaceae";17
"Histiostomatidae";2
"Hoehnelomycetaceae";14
"Holophagaceae";6
"Holostichidae";23
"Hoplolaimidae";20
"Hyaloscyphaceae";14
"Hydnodontaceae";14
"Hydrogenophilaceae";6
"Hydrophyllaceae";22
"Hygrophoraceae";14
"Hymenobacteraceae";6
"Hymenochaetaceae";14
"Hyphochytriaceae";21
"Hyphomicrobiaceae";6
"Hypogastruridae";2
"Iamiaceae";6
"Ignavibacteriaceae";6
"Intrasporangiaceae";6
"Isolaimiidae";7
"Isosphaeraceae";6
"Isotomidae";2
"Ixioliriaceae";22
"Juglandaceae";22
"Julidae";19
"Juncaceae";22
"Kangiellaceae";6
"Katiannidae";2
"Kineosporiaceae";6
"Klebsormidiaceae";17
"Kofleriaceae";6
"Ktedonobacteraceae";6
"Lachnocladiaceae";14
"Lacrymariidae";13
"Laelapidae";1
"Lamiaceae";22
"Legionellaceae";6
"Leiodidae";2
"Leptomyxidae";9
"Leptophryidae";23
"Leptosphaeriaceae";21
"Leptospiraceae";6
"Linaceae";22
"Lithobiidae";4
"Lonchopteridae";2
"Longidoridae";20
"Lumbricidae";21
"Magnaporthaceae";21
"Mallomonadaceae";10
"Marasmiaceae";14
"Marynidae";8
"Melastomataceae";22
"Meloidogynidae";20
"Merliniidae";20
"Mermithidae";21
"Methanomassiliicoccaceae";24
"Methylobacteriaceae";6
"Methylocystaceae";6
"Methylophilaceae";6
"Microbacteriaceae";6
"Micrococcaceae";6
"Microlaimidae";7
"Micromonosporaceae";6
"Micropepsaceae";6
"Microthoracidae";5
"Microthrixaceae";6
"Mischococcaceae";17
"Monhysteridae";7
"Monocystidae";21
"Mononchidae";12
"Moraxellaceae";6
"Mortierellaceae";14
"Mrakiaceae";20
"Mucoraceae";14
"Mycobacteriaceae";6
"Myxochloridaceae";10
"Myxococcaceae";6
"Nakamurellaceae";6
"Nannocystaceae";6
"Nassulidae";9
"Naviculaceae";17
"Neanuridae";2
"Neelidae";2
"Nitrosomonadaceae";6
"Nitrosopumilaceae";24
"Nitrososphaeraceae";24
"Nitrospiraceae";6
"Nocardiaceae";6
"Nocardioidaceae";6
"Noctuidae";19
"Nordiidae";11
"Nucleariidae";23
"Nygolaimidae";12
"Ochromonadaceae";10
"Oikomonadaceae";17
"Oleaceae";22
"Oligoflexaceae";6
"Olpidiaceae";21
"Onychiuridae";2
"Onygenaceae";14
"Opitutaceae";6
"Orbiliaceae";14
"Oribatulidae";19
"Oxalobacteraceae";6
"Oxystominidae";7
"Oxytrichidae";5
"Paenibacillaceae";6
"Palmellaceae";17
"Panagrolaimidae";7
"Papaveraceae";22
"Paraglomeraceae";21
"Paraphysomonadaceae";10
"Parasitidae";1
"Pasteurellaceae";6
"Pasteuriaceae";6
"Paulinellidae";8
"Pemphigidae";19
"Peptococcaceae";6
"Peridiniaceae";17
"Phaeosphaeriaceae";14
"Phaselicystidaceae";6
"Phycisphaeraceae";6
"Phyllobacteriaceae";6
"Phytoseiidae";1
"Pinaceae";22
"Piptocephalidaceae";14
"Planctomycetaceae";6
"Planococcaceae";6
"Plantaginaceae";22
"Plasmodiophoridae";21
"Platyophryidae";8
"Plectidae";7
"Pleurochloridaceae";17
"Pluteaceae";14
"Poaceae";22
"Poduridae";2
"Polyangiaceae";6
"Polydesmidae";19
"Polygonaceae";22
"Pratylenchidae";20
"Prismatolaimidae";7
"Propionibacteriaceae";6
"Prorodontidae";5
"Protomycetaceae";21
"Protoribatidae";19
"Psathyrellaceae";14
"Pseudomonadaceae";6
"Pseudonocardiaceae";6
"Psoraceae";14
"Pterulaceae";14
"Pythiaceae";20
"Pyxidiophoraceae";14
"Qudsianematidae";11
"Ranunculaceae";22
"Resource::Decaying_wood";26
"Resource::Dung";27
"Resource::Litter";28
"Resource::MOS";27
"Rhabditidae";7
"Rhabdolaimidae";7
"Rhagidiidae";1
"Rhizobiaceae";6
"Rhizophlyctidaceae";14
"Rhizophydiaceae";14
"Rhodanobacteraceae";6
"Rhodobacteraceae";6
"Rhodobiaceae";6
"Rhodocyclaceae";6
"Rhodospirillaceae";6
"Rhodothermaceae";6
"Roseiarcaceae";6
"Roseiflexaceae";6
"Rubrobacteraceae";6
"Saccharomycetaceae";14
"Salicaceae";22
"Salpingoecidae";5
"Sanguibacteraceae";6
"Sapindaceae";22
"Saprolegniaceae";21
"Saprospiraceae";6
"Scarabaeidae";19
"Scenedesmaceae";17
"Sciaridae";19
"Sebacinaceae";14
"Serpulaceae";14
"Siluaniidae";5
"Sinobacteraceae";6
"Sminthuridae";2
"Sminthurididae";2
"Solanaceae";22
"Solibacteraceae";6
"Solirubrobacteraceae";6
"Spathidiidae";13
"Sphaerobacteraceae";6
"Sphaerobolaceae";14
"Sphenoderiidae";8
"Sphingobacteriaceae";6
"Sphingomonadaceae";6
"Spirochaetaceae";6
"Spirofilidae";23
"Spizellomycetaceae";14
"Sporichthyaceae";6
"Sporidiobolaceae";14
"Sporormiaceae";14
"Staphylinidae";16
"Staphylococcaceae";6
"Stemonitidae";8
"Stephanoecidae";5
"Stereaceae";14
"Streptomycetaceae";6
"Streptosporangiaceae";6
"Strophariaceae";14
"Synchytriaceae";21
"Syntrophaceae";6
"Syntrophobacteraceae";6
"Taxaceae";22
"Tectocepheidae";19
"Tepidisphaeraceae";6
"Teratocephalidae";7
"Tetrahymenidae";5
"Tetranychidae";19
"Thaumatomastigidae";8
"Theridiidae";4
"Thermoactinomycetaceae";6
"Thermoanaerobacteraceae";6
"Thermoleophilaceae";6
"Thermomonosporaceae";6
"Thripidae";20
"Tipulidae";19
"Trachelostylidae";23
"Tribonemataceae";17
"Trichocercidae";5
"Trichocomaceae";14
"Trichodoridae";20
"Tricholomataceae";14
"Trichosporonaceae";14
"Trinematidae";8
"Tripylidae";11
"Trypanosomatidae";21
"Tubeufiaceae";14
"Tullbergiidae";2
"Tylenchidae";20
"Tylencholaimidae";15
"Tylenchulidae";20
"Uronematidae";5
"Uropodidae";2
"Urostylidae";23
"Urticaceae";22
"Vahlkampfiidae";9
"Vampyrellidae";23
"Vaucheriaceae";17
"Veigaiidae";1
"Verrucomicrobia subdivision 3";6
"Verrucomicrobiaceae";6
"Vexilliferidae";5
"Viridiraptoridae";25
"Vorticellidae";5
"Vulgatibacteraceae";6
"Xanthobacteraceae";6
"Xanthomonadaceae";6
"Xanthonemataceae";17
"Zoothamniidae";5
