"";"labels"
"Heterophryidae";9
"Hibberdiaceae";21
"Histiostomatidae";2
"Hoehnelomycetaceae";16
"Holophagaceae";13
"Holostichidae";32
"Hoplolaimidae";28
"Hyaloscyphaceae";16
"Hydnodontaceae";33
"Hydrogenophilaceae";7
"Hydrophyllaceae";30
"Hygrophoraceae";16
"Hymenobacteraceae";7
"Hymenochaetaceae";33
"Hyphochytriaceae";29
"Hyphomicrobiaceae";7
"Hypogastruridae";2
"Iamiaceae";7
"Ignavibacteriaceae";7
"Intrasporangiaceae";7
"Isolaimiidae";8
"Isosphaeraceae";13
"Isotomidae";2
"Ixioliriaceae";30
"Juglandaceae";30
"Julidae";34
"Juncaceae";30
"Kangiellaceae";7
"Katiannidae";2
"Kineosporiaceae";7
"Klebsormidiaceae";21
"Kofleriaceae";7
"Ktedonobacteraceae";7
"Lachnocladiaceae";16
"Lacrymariidae";15
"Laelapidae";1
"Lamiaceae";30
"Legionellaceae";7
"Leiodidae";18
"Leptomyxidae";10
"Leptophryidae";32
"Leptosphaeriaceae";29
"Leptospiraceae";7
"Linaceae";30
"Lithobiidae";5
"Lonchopteridae";18
"Longidoridae";28
"Lumbricidae";29
"Magnaporthaceae";29
"Mallomonadaceae";11
"Marasmiaceae";16
"Marynidae";9
"Melastomataceae";30
"Meloidogynidae";28
"Merliniidae";28
"Mermithidae";26
"Methanomassiliicoccaceae";35
"Methylobacteriaceae";7
"Methylocystaceae";7
"Methylophilaceae";7
"Microbacteriaceae";7
"Micrococcaceae";7
"Microlaimidae";8
"Micromonosporaceae";7
"Micropepsaceae";7
"Microthoracidae";6
"Microthrixaceae";7
"Mischococcaceae";21
"Monhysteridae";8
"Monocystidae";29
"Mononchidae";14
"Moraxellaceae";7
"Mortierellaceae";16
"Mrakiaceae";28
"Mucoraceae";16
"Mycobacteriaceae";7
"Myxochloridaceae";11
"Myxococcaceae";7
"Nakamurellaceae";7
"Nannocystaceae";7
"Nassulidae";10
"Naviculaceae";21
"Neanuridae";2
"Neelidae";2
"Nitrosomonadaceae";7
"Nitrosopumilaceae";35
"Nitrososphaeraceae";35
"Nitrospiraceae";7
"Nocardiaceae";7
"Nocardioidaceae";7
"Noctuidae";24
"Nordiidae";12
"Nucleariidae";32
"Nygolaimidae";14
"Ochromonadaceae";11
"Oikomonadaceae";21
"Oleaceae";30
"Oligoflexaceae";7
"Olpidiaceae";29
"Onychiuridae";2
"Onygenaceae";16
"Opitutaceae";7
"Orbiliaceae";16
"Oribatulidae";34
"Oxalobacteraceae";7
"Oxystominidae";8
"Oxytrichidae";6
"Paenibacillaceae";7
"Palmellaceae";21
"Panagrolaimidae";8
"Papaveraceae";27
"Paraglomeraceae";29
"Paraphysomonadaceae";11
"Parasitidae";1
"Pasteurellaceae";7
"Pasteuriaceae";7
"Paulinellidae";9
"Pemphigidae";24
"Peptococcaceae";7
"Peridiniaceae";21
"Phaeosphaeriaceae";16
"Phaselicystidaceae";7
"Phycisphaeraceae";13
"Phyllobacteriaceae";7
"Phytoseiidae";1
"Pinaceae";30
"Piptocephalidaceae";38
"Planctomycetaceae";13
"Planococcaceae";7
"Plantaginaceae";30
"Plasmodiophoridae";29
"Platyophryidae";9
"Plectidae";8
"Pleurochloridaceae";21
"Pluteaceae";16
"Poaceae";27
"Poduridae";2
"Polyangiaceae";7
"Polydesmidae";34
"Polygonaceae";30
"Pratylenchidae";28
"Prismatolaimidae";8
"Propionibacteriaceae";7
"Prorodontidae";6
"Protomycetaceae";29
"Protoribatidae";34
"Psathyrellaceae";33
"Pseudomonadaceae";7
"Pseudonocardiaceae";7
"Psoraceae";16
"Pterulaceae";16
"Pythiaceae";28
"Pyxidiophoraceae";16
"Qudsianematidae";12
"Ranunculaceae";27
"Resource::Decaying_wood";39
"Resource::Dung";40
"Resource::Litter";41
"Resource::MOS";40
"Rhabditidae";8
"Rhabdolaimidae";8
"Rhagidiidae";1
"Rhizobiaceae";7
"Rhizophlyctidaceae";16
"Rhizophydiaceae";16
"Rhodanobacteraceae";7
"Rhodobacteraceae";7
"Rhodobiaceae";7
"Rhodocyclaceae";7
"Rhodospirillaceae";7
"Rhodothermaceae";7
"Roseiarcaceae";7
"Roseiflexaceae";7
"Rubrobacteraceae";7
"Saccharomycetaceae";16
"Salicaceae";27
"Salpingoecidae";6
"Sanguibacteraceae";7
"Sapindaceae";30
"Saprolegniaceae";29
"Saprospiraceae";7
"Scarabaeidae";24
"Scenedesmaceae";21
"Sciaridae";24
"Sebacinaceae";16
"Serpulaceae";33
"Siluaniidae";6
"Sinobacteraceae";7
"Sminthuridae";2
"Sminthurididae";2
"Solanaceae";27
"Solibacteraceae";13
"Solirubrobacteraceae";7
"Spathidiidae";15
"Sphaerobacteraceae";7
"Sphaerobolaceae";16
"Sphenoderiidae";9
"Sphingobacteriaceae";7
"Sphingomonadaceae";7
"Spirochaetaceae";7
"Spirofilidae";32
"Spizellomycetaceae";16
"Sporichthyaceae";7
"Sporidiobolaceae";16
"Sporormiaceae";16
"Staphylinidae";19
"Staphylococcaceae";7
"Stemonitidae";9
"Stephanoecidae";6
"Stereaceae";16
"Streptomycetaceae";7
"Streptosporangiaceae";7
"Strophariaceae";16
"Synchytriaceae";29
"Syntrophaceae";7
"Syntrophobacteraceae";7
"Taxaceae";30
"Tectocepheidae";34
"Tepidisphaeraceae";13
"Teratocephalidae";8
"Tetrahymenidae";6
"Tetranychidae";23
"Thaumatomastigidae";9
"Theridiidae";5
"Thermoactinomycetaceae";7
"Thermoanaerobacteraceae";7
"Thermoleophilaceae";7
"Thermomonosporaceae";7
"Thripidae";25
"Tipulidae";24
"Trachelostylidae";32
"Tribonemataceae";21
"Trichocercidae";6
"Trichocomaceae";16
"Trichodoridae";28
"Tricholomataceae";16
"Trichosporonaceae";16
"Trinematidae";9
"Tripylidae";12
"Trypanosomatidae";26
"Tubeufiaceae";16
"Tullbergiidae";2
"Tylenchidae";25
"Tylencholaimidae";17
"Tylenchulidae";28
"Uronematidae";6
"Uropodidae";2
"Urostylidae";32
"Urticaceae";27
"Vahlkampfiidae";10
"Vampyrellidae";32
"Vaucheriaceae";21
"Veigaiidae";1
"Verrucomicrobia subdivision 3";7
"Verrucomicrobiaceae";7
"Vexilliferidae";6
"Viridiraptoridae";36
"Vorticellidae";6
"Vulgatibacteraceae";7
"Xanthobacteraceae";7
"Xanthomonadaceae";7
"Xanthonemataceae";21
"Zoothamniidae";6
