"";"labels"
"Acaridae";2
"Acetobacteraceae";7
"Acidiferrobacteraceae";7
"Acidimicrobiaceae";7
"Acidobacteriaceae";13
"Acidothermaceae";7
"Acropisthiidae";15
"Acrospermaceae";16
"Actinochloridaceae";21
"Actinomycetaceae";7
"Actinospicaceae";7
"Adinetidae";6
"Alaimidae";8
"Alcaligenaceae";7
"Alicorhagiidae";23
"Ambisporaceae";29
"Amphileptidae";15
"Amphisiellidae";15
"Anaerolineaceae";7
"Anaeromyxobacteraceae";7
"Anatonchidae";14
"Anguinidae";17
"Anoplophryidae";29
"Anystidae";1
"Aphelenchidae";17
"Aphelenchoididae";17
"Aphididae";25
"Apiaceae";27
"Apocynaceae";30
"Aporcelaimidae";14
"Apusomonadidae";9
"Aquifoliaceae";30
"Archaeorhizomycetaceae";16
"Archaeosporaceae";29
"Archangiaceae";7
"Ascobolaceae";33
"Aspergillaceae";16
"Asteraceae";27
"Aurantimonadaceae";7
"Bacillaceae";7
"Bacillariaceae";21
"Bacteriovoracaceae";7
"Bacteroidaceae";7
"Bardeliellidae";9
"Basidiobolaceae";16
"Bdellovibrionaceae";7
"Beijerinckiaceae";7
"Betulaceae";27
"Bicosoecidae";6
"Bionectriaceae";16
"Blepharismidae";6
"Bodonidae";10
"Bolbitiaceae";33
"Botryidiopsidaceae";21
"Botryochloridaceae";21
"Bovidae";28
"Brachionidae";6
"Brachychthoniidae";34
"Braconidae";24
"Bracteacoccaceae";21
"Bradyrhizobiaceae";7
"Brassicaceae";27
"Brucellaceae";7
"Bryometopidae";32
"Bulleraceae";16
"Bulleribasidiaceae";16
"Burkholderiaceae";7
"Caldilineaceae";7
"Campodeidae";34
"Carabidae";24
"Caricaceae";30
"Caryophyllaceae";27
"Catenariaceae";16
"Catenulisporaceae";7
"Caulerpaceae";21
"Caulobacteraceae";7
"Cellulomonadaceae";7
"Cellvibrionaceae";7
"Cenarchaeaceae";35
"Centritractaceae";21
"Cephalobidae";8
"Ceratobasidiaceae";29
"Cercomonadidae";9
"Chaetophoraceae";21
"Chaetosphaeriaceae";16
"Chilodonellidae";36
"Chitinophagaceae";7
"Chlamydomonadaceae";21
"Chlamydophryidae";36
"Chlorellaceae";21
"Chlorococcaceae";21
"Chloroflexaceae";7
"Chromatiaceae";7
"Chromulinaceae";11
"Chthoniidae";3
"Chthoniobacteraceae";7
"Chytridiaceae";22
"Cinetochilidae";6
"Cladosporiaceae";31
"Claroideoglomeraceae";29
"Clavariaceae";16
"Clavicipitaceae";4
"Clavulinaceae";33
"Clostridiaceae";7
"Clostridiales Family XVII. Incertae Sedis";7
"Colpodidae";9
"Comamonadaceae";7
"Conexibacteraceae";7
"Convolvulaceae";30
"Cordycipitaceae";4
"Corticiaceae";16
"Coxiellaceae";7
"Crocinitomicaceae";7
"Cryphonectriaceae";33
"Cryptococcaceae";16
"Cucurbitaceae";30
"Cucurbitariaceae";16
"Cunninghamellaceae";16
"Curculionidae";24
"Cyclidiidae";6
"Cyphellophoraceae";16
"Cyrtolophosididae";9
"Cystobasidiaceae";29
"Cytophagaceae";7
"Dacrymycetaceae";33
"Dehalococcoidaceae";7
"Demequinaceae";7
"Desulfobulbaceae";7
"Desulfovibrionaceae";7
"Desulfuromonadaceae";7
"Diadesmidaceae";21
"Dictyosporiaceae";16
"Didymellaceae";28
"Dileptidae";15
"Dinobryaceae";37
"Diplogasteroididae";14
"Dipodascaceae";16
"Diversisporaceae";29
"Dorylaimidae";12
"Echinamoebidae";9
"Ectothiorhodospiraceae";7
"Elateridae";25
"Elusimicrobiaceae";7
"Enchytraeidae";23
"Endochytriaceae";16
"Endogonaceae";33
"Enterobacteriaceae";7
"Entomobryidae";2
"Entylomataceae";29
"Eosentomidae";18
"Epistylidae";6
"Ericaceae";30
"Erythrobacteraceae";7
"Eudubosquellidae";21
"Euglyphidae";9
"Euplotidae";32
"Eustigmataceae";21
"Fabaceae";27
"Fibrobacteraceae";7
"Filobasidiaceae";16
"Flavobacteriaceae";7
"Forficulidae";19
"Formicidae";24
"Frankiaceae";7
"Fusobacteriaceae";7
"Gaiellaceae";7
"Galumnidae";34
"Geastraceae";16
"Gemmataceae";13
"Gemmatimonadaceae";13
"Geobacteraceae";7
"Geodermatophilaceae";7
"Geraniaceae";30
"Gigasporaceae";29
"Glomeraceae";29
"Glossiphoniidae";29
"Grossglockneriidae";20
"Gyropidae";34
"Halieaceae";7
"Halosphaeriaceae";16
"Halteriidae";6
"Hartmannellidae";9
"Hausmanniellidae";9
"Helotiaceae";16
"Heteroderidae";28
"Heteromitidae";9
"Heteropediaceae";21
