"";"labels"
"Curculionidae";3
"Cyclidiidae";4
"Cyphellophoraceae";8
"Cyrtolophosididae";4
"Cystobasidiaceae";3
"Cytophagaceae";5
"Dacrymycetaceae";8
"Dehalococcoidaceae";5
"Demequinaceae";5
"Desulfobulbaceae";5
"Desulfovibrionaceae";5
"Desulfuromonadaceae";5
"Diadesmidaceae";3
"Dictyosporiaceae";8
"Didymellaceae";9
"Dileptidae";7
"Dinobryaceae";5
"Diplogasteroididae";7
"Dipodascaceae";8
"Diversisporaceae";3
"Dorylaimidae";6
"Echinamoebidae";4
"Ectothiorhodospiraceae";5
"Elateridae";9
"Elusimicrobiaceae";5
"Enchytraeidae";3
"Endochytriaceae";8
"Endogonaceae";8
"Enterobacteriaceae";5
"Entomobryidae";2
"Entylomataceae";3
"Eosentomidae";2
"Epistylidae";4
"Ericaceae";10
"Erythrobacteraceae";5
"Eudubosquellidae";3
"Euglyphidae";4
"Euplotidae";7
"Eustigmataceae";3
"Fabaceae";10
"Fibrobacteraceae";5
"Filobasidiaceae";8
"Flavobacteriaceae";5
"Forficulidae";2
"Formicidae";3
"Frankiaceae";5
"Fusobacteriaceae";5
"Gaiellaceae";5
"Galumnidae";3
"Geastraceae";8
"Gemmataceae";5
"Gemmatimonadaceae";5
"Geobacteraceae";5
"Geodermatophilaceae";5
"Geraniaceae";10
"Gigasporaceae";3
"Glomeraceae";3
"Glossiphoniidae";3
"Grossglockneriidae";2
"Gyropidae";3
"Halieaceae";5
"Halosphaeriaceae";8
"Halteriidae";4
"Hartmannellidae";4
"Hausmanniellidae";4
"Helotiaceae";8
"Heteroderidae";9
"Heteromitidae";4
"Heteropediaceae";3
"Heterophryidae";4
"Hibberdiaceae";3
"Histiostomatidae";2
"Hoehnelomycetaceae";8
"Holophagaceae";5
"Holostichidae";7
"Hoplolaimidae";9
"Hyaloscyphaceae";8
"Hydnodontaceae";8
"Hydrogenophilaceae";5
"Hydrophyllaceae";10
"Hygrophoraceae";8
"Hymenobacteraceae";5
"Hymenochaetaceae";8
"Hyphochytriaceae";3
"Hyphomicrobiaceae";5
"Hypogastruridae";2
"Iamiaceae";5
"Ignavibacteriaceae";5
"Intrasporangiaceae";5
"Isolaimiidae";4
"Isosphaeraceae";5
"Isotomidae";2
"Ixioliriaceae";10
"Juglandaceae";10
"Julidae";3
"Juncaceae";10
"Kangiellaceae";5
"Katiannidae";2
"Kineosporiaceae";5
"Klebsormidiaceae";3
"Kofleriaceae";5
"Ktedonobacteraceae";5
"Lachnocladiaceae";8
"Lacrymariidae";7
"Laelapidae";1
"Lamiaceae";10
"Legionellaceae";5
"Leiodidae";2
"Leptomyxidae";4
"Leptophryidae";7
"Leptosphaeriaceae";3
"Leptospiraceae";5
"Linaceae";10
"Lithobiidae";3
"Lonchopteridae";2
"Longidoridae";9
"Lumbricidae";3
"Magnaporthaceae";3
"Mallomonadaceae";4
"Marasmiaceae";8
"Marynidae";4
"Melastomataceae";10
"Meloidogynidae";9
"Merliniidae";9
"Mermithidae";3
"Methanomassiliicoccaceae";3
"Methylobacteriaceae";5
"Methylocystaceae";5
"Methylophilaceae";5
"Microbacteriaceae";5
"Micrococcaceae";5
"Microlaimidae";4
"Micromonosporaceae";5
"Micropepsaceae";5
"Microthoracidae";4
"Microthrixaceae";5
"Mischococcaceae";3
"Monhysteridae";4
"Monocystidae";3
"Mononchidae";7
"Moraxellaceae";5
"Mortierellaceae";8
"Mrakiaceae";9
"Mucoraceae";8
"Mycobacteriaceae";5
"Myxochloridaceae";4
"Myxococcaceae";5
"Nakamurellaceae";5
"Nannocystaceae";5
"Nassulidae";4
"Naviculaceae";3
"Neanuridae";2
"Neelidae";2
"Nitrosomonadaceae";5
"Nitrosopumilaceae";3
"Nitrososphaeraceae";3
"Nitrospiraceae";5
"Nocardiaceae";5
"Nocardioidaceae";5
"Noctuidae";3
"Nordiidae";6
"Nucleariidae";7
"Nygolaimidae";7
"Ochromonadaceae";4
"Oikomonadaceae";3
"Oleaceae";10
"Oligoflexaceae";5
"Olpidiaceae";3
"Onychiuridae";2
"Onygenaceae";8
"Opitutaceae";5
"Orbiliaceae";8
"Oribatulidae";3
"Oxalobacteraceae";5
"Oxystominidae";4
"Oxytrichidae";4
"Paenibacillaceae";5
"Palmellaceae";3
"Panagrolaimidae";4
"Papaveraceae";10
"Paraglomeraceae";3
"Paraphysomonadaceae";4
"Parasitidae";1
"Pasteurellaceae";5
"Pasteuriaceae";5
"Paulinellidae";4
"Pemphigidae";3
"Peptococcaceae";5
"Peridiniaceae";3
"Phaeosphaeriaceae";8
"Phaselicystidaceae";5
"Phycisphaeraceae";5
"Phyllobacteriaceae";5
"Phytoseiidae";1
"Pinaceae";10
"Piptocephalidaceae";8
"Planctomycetaceae";5
"Planococcaceae";5
"Plantaginaceae";10
"Plasmodiophoridae";3
"Platyophryidae";4
"Plectidae";4
"Pleurochloridaceae";3
"Pluteaceae";8
"Poaceae";10
"Poduridae";2
"Polyangiaceae";5
"Polydesmidae";3
"Polygonaceae";10
"Pratylenchidae";9
"Prismatolaimidae";4
"Propionibacteriaceae";5
"Prorodontidae";4
"Protomycetaceae";3
"Protoribatidae";3
"Psathyrellaceae";8
"Pseudomonadaceae";5
"Pseudonocardiaceae";5
"Psoraceae";8
"Pterulaceae";8
"Pythiaceae";9
"Pyxidiophoraceae";8
"Qudsianematidae";6
"Ranunculaceae";10
"Resource::Decaying_wood";3
"Resource::Dung";11
"Resource::Litter";11
"Resource::MOS";11
"Rhabditidae";4
"Rhabdolaimidae";4
"Rhagidiidae";1
"Rhizobiaceae";5
"Rhizophlyctidaceae";8
"Rhizophydiaceae";8
"Rhodanobacteraceae";5
"Rhodobacteraceae";5
"Rhodobiaceae";5
"Rhodocyclaceae";5
"Rhodospirillaceae";5
"Rhodothermaceae";5
"Roseiarcaceae";5
"Roseiflexaceae";5
"Rubrobacteraceae";5
"Saccharomycetaceae";8
"Salicaceae";10
"Salpingoecidae";4
"Sanguibacteraceae";5
"Sapindaceae";10
"Saprolegniaceae";3
"Saprospiraceae";5
"Scarabaeidae";3
"Scenedesmaceae";3
"Sciaridae";3
"Sebacinaceae";8
"Serpulaceae";8
"Siluaniidae";4
"Sinobacteraceae";5
"Sminthuridae";2
"Sminthurididae";2
"Solanaceae";10
"Solibacteraceae";5
"Solirubrobacteraceae";5
"Spathidiidae";7
"Sphaerobacteraceae";5
"Sphaerobolaceae";8
"Sphenoderiidae";4
"Sphingobacteriaceae";5
"Sphingomonadaceae";5
"Spirochaetaceae";5
"Spirofilidae";7
"Spizellomycetaceae";8
"Sporichthyaceae";5
"Sporidiobolaceae";8
"Sporormiaceae";8
"Staphylinidae";2
"Staphylococcaceae";5
"Stemonitidae";4
"Stephanoecidae";4
"Stereaceae";8
"Streptomycetaceae";5
"Streptosporangiaceae";5
"Strophariaceae";8
"Synchytriaceae";3
"Syntrophaceae";5
"Syntrophobacteraceae";5
"Taxaceae";10
"Tectocepheidae";3
"Tepidisphaeraceae";5
"Teratocephalidae";4
"Tetrahymenidae";4
"Tetranychidae";3
"Thaumatomastigidae";4
"Theridiidae";3
"Thermoactinomycetaceae";5
"Thermoanaerobacteraceae";5
"Thermoleophilaceae";5
"Thermomonosporaceae";5
"Thripidae";9
"Tipulidae";3
"Trachelostylidae";7
"Tribonemataceae";3
"Trichocercidae";4
"Trichocomaceae";8
"Trichodoridae";9
"Tricholomataceae";8
"Trichosporonaceae";8
"Trinematidae";4
"Tripylidae";6
"Trypanosomatidae";3
"Tubeufiaceae";8
"Tullbergiidae";2
"Tylenchidae";9
"Tylencholaimidae";2
"Tylenchulidae";9
"Uronematidae";4
"Uropodidae";2
"Urostylidae";7
"Urticaceae";10
"Vahlkampfiidae";4
"Vampyrellidae";7
"Vaucheriaceae";3
"Veigaiidae";1
"Verrucomicrobia subdivision 3";5
"Verrucomicrobiaceae";5
"Vexilliferidae";4
"Viridiraptoridae";7
"Vorticellidae";4
"Vulgatibacteraceae";5
"Xanthobacteraceae";5
"Xanthomonadaceae";5
"Xanthonemataceae";3
"Zoothamniidae";4
