"";"labels"
"Acaridae";2
"Acetobacteraceae";5
"Acidiferrobacteraceae";5
"Acidimicrobiaceae";5
"Acidobacteriaceae";5
"Acidothermaceae";5
"Acropisthiidae";3
"Acrospermaceae";7
"Actinochloridaceae";8
"Actinomycetaceae";5
"Actinospicaceae";5
"Adinetidae";4
"Alaimidae";4
"Alcaligenaceae";5
"Alicorhagiidae";8
"Ambisporaceae";8
"Amphileptidae";3
"Amphisiellidae";3
"Anaerolineaceae";5
"Anaeromyxobacteraceae";5
"Anatonchidae";1
"Anguinidae";2
"Anoplophryidae";8
"Anystidae";1
"Aphelenchidae";2
"Aphelenchoididae";2
"Aphididae";8
"Apiaceae";8
"Apocynaceae";8
"Aporcelaimidae";1
"Apusomonadidae";4
"Aquifoliaceae";8
"Archaeorhizomycetaceae";7
"Archaeosporaceae";8
"Archangiaceae";5
"Ascobolaceae";7
"Aspergillaceae";7
"Asteraceae";8
"Aurantimonadaceae";5
"Bacillaceae";5
"Bacillariaceae";8
"Bacteriovoracaceae";5
"Bacteroidaceae";5
"Bardeliellidae";4
"Basidiobolaceae";7
"Bdellovibrionaceae";5
"Beijerinckiaceae";5
"Betulaceae";8
"Bicosoecidae";4
"Bionectriaceae";7
"Blepharismidae";4
"Bodonidae";4
"Bolbitiaceae";7
"Botryidiopsidaceae";8
"Botryochloridaceae";8
"Bovidae";8
"Brachionidae";4
"Brachychthoniidae";8
"Braconidae";8
"Bracteacoccaceae";8
"Bradyrhizobiaceae";5
"Brassicaceae";8
"Brucellaceae";5
"Bryometopidae";3
"Bulleraceae";7
"Bulleribasidiaceae";7
"Burkholderiaceae";5
"Caldilineaceae";5
"Campodeidae";8
"Carabidae";8
"Caricaceae";8
"Caryophyllaceae";8
"Catenariaceae";7
"Catenulisporaceae";5
"Caulerpaceae";8
"Caulobacteraceae";5
"Cellulomonadaceae";5
"Cellvibrionaceae";5
"Cenarchaeaceae";8
"Centritractaceae";8
"Cephalobidae";4
"Ceratobasidiaceae";8
"Cercomonadidae";4
"Chaetophoraceae";8
"Chaetosphaeriaceae";7
"Chilodonellidae";3
"Chitinophagaceae";5
"Chlamydomonadaceae";8
"Chlamydophryidae";3
"Chlorellaceae";8
"Chlorococcaceae";8
"Chloroflexaceae";5
"Chromatiaceae";5
"Chromulinaceae";4
"Chthoniidae";1
"Chthoniobacteraceae";5
"Chytridiaceae";7
"Cinetochilidae";4
"Cladosporiaceae";8
"Claroideoglomeraceae";8
"Clavariaceae";7
"Clavicipitaceae";1
"Clavulinaceae";7
"Clostridiaceae";5
"Clostridiales Family XVII. Incertae Sedis";5
"Colpodidae";4
"Comamonadaceae";5
"Conexibacteraceae";5
"Convolvulaceae";8
"Cordycipitaceae";1
"Corticiaceae";7
"Coxiellaceae";5
"Crocinitomicaceae";5
"Cryphonectriaceae";7
"Cryptococcaceae";7
"Cucurbitaceae";8
"Cucurbitariaceae";7
"Cunninghamellaceae";7
