"";"connectivity";"density";"nb_edge";"nb_node"
"1";0,0645342312008979;15,6172839506173;3795;243
"2";0,0730636237897649;17,5352697095436;4226;241
"3";0,0684008029441285;16,6897959183673;4089;245
"4";0,0689740298212699;16,9676113360324;4191;247
"5";0,06650933276121;15,6962025316456;3720;237
"6";0,0614903241165867;14,880658436214;3616;243
"7";0,0693855290267846;15,4035874439462;3435;223
"8";0,0747517616912236;16,6696428571429;3734;224
"9";0,0768832322036407;17,8369098712446;4156;233
"10";0,0741420943441145;17,9423868312757;4360;243
"11";0,07295445969872;19,1140684410646;5027;263
"12";0,0747549019607843;19,0625;4880;256
"13";0,0781293222683264;18,7510373443983;4519;241
"14";0,0739299610894942;18,9260700389105;4864;257
"15";0,0819302231489838;20,7283464566929;5265;254
"16";0,0694136546184739;17,284;4321;250
"17";0,0756761630003606;17,7838983050847;4197;236
"18";0,0884497991967872;22,024;5506;250
"19";0,0854152266219018;21,0121457489879;5190;247
"20";0,0838371398716226;19,3663793103448;4493;232
"21";0,0792434046789448;19,4146341463415;4776;246
"22";0,0889650198341147;20,9067796610169;4934;236
"23";0,0771146245059288;21,2065217391304;5853;276
"24";0,0725351113633139;19,2218045112782;5113;266
"25";0,073403968752806;18,9382239382239;4905;259
"26";0,0798450094923905;20,2007874015748;5131;254
"27";0,0808304961089494;20,6926070038911;5318;257
"28";0,0825214460784314;21,04296875;5387;256
"29";0,0866468253968254;19,4088888888889;4367;225
"30";0,0787053732419762;18,4957627118644;4365;236
"31";0,0861970761344219;19,7391304347826;4540;230
"32";0,0802223819388661;17,4082568807339;3795;218
"33";0,0768915796554649;20,0687022900763;5258;262
"34";0,088418735477559;19,5405405405405;4338;222
"35";0,0852508487363259;20,5454545454545;4972;242
"36";0,0809394887662178;19,2635983263598;4604;239
"37";0,0978036175710594;21,0277777777778;4542;216
"38";0,0775793650793651;17,3777777777778;3910;225
"39";0,0832874802831884;19,4059829059829;4541;234
"40";0,0898412698412698;20,1244444444444;4528;225
"41";0,0890053115838969;23,319391634981;6133;263
"42";0,0904977375565611;19,9095022624434;4400;221
"43";0,0926200401420411;23,5254901960784;5999;255
"44";0,0893457117595049;23,2298850574713;6063;261
"45";0,101936856247201;23,5474137931034;5463;232
"46";0,105006856299005;24,9916317991632;5973;239
"47";0,103747828245222;24,5882352941176;5852;238
"48";0,0935617655771699;23,0161943319838;5685;247
"49";0,0968697541226424;23,82995951417;5886;247
"50";0,0862231592964545;23,1078066914498;6216;269
"51";0,0858632359528194;24,2992957746479;6901;284
"52";0,0944674965421853;22,6721991701245;5464;241
"53";0,0901221157960568;22,17004048583;5476;247
"54";0,092741935483871;23;5727;249
"55";0,0879892940782871;21,469387755102;5260;245
"56";0,0929742388758782;22,6857142857143;5558;245
"57";0,0981481481481482;21,1018518518519;4558;216
"58";0,08945823651706;19,7702702702703;4389;222
"59";0,101269784494322;21,3679245283019;4530;212
"60";0,100015322148165;22,8034934497817;5222;229
"61";0,105974354551205;19,7112299465241;3686;187
"62";0,0899216787350377;18,0742574257426;3651;202
"63";0,0951904835153566;18,7525252525253;3713;198
"64";0,0951472072309245;20,2663551401869;4337;214
