"";"Abies";"Absidia";"Achaeta";"Achillea";"Acidimicrobium";"Acidisphaera";"Aciditerrimonas";"Acidobacterium";"Acidothermus";"Acidovorax";"Acinetobacter";"Acrobeles";"Acrobeloides";"Acrospermum";"Actinoallomurus";"Actinocatenispora";"Actinochloris";"Actinocrinis";"Actinomadura";"Actinomyces";"Actinoplanes";"Acyrthosiphon";"Adhaeribacter";"Adineta";"Aeromicrobium";"Aetherobacter";"Aggregicoccus";"Agriotes";"Agromyces";"Alaimus";"Alicorhagia";"Allolobophora";"Allovahlkampfia";"Alnus";"Altererythrobacter";"Ambispora";"Aminobacter";"Amphidelus";"Amphileptus";"Amphimallon";"Amplimerlinius";"Amycolatopsis";"Anaeromyxobacter";"Anatonchus";"Angustibacter";"Anoplophrya";"Anteholosticha";"Anystis";"Aphanomyces";"Aphelenchoides";"Aphelenchus";"Aphidius";"Aphis";"Aphodius";"Apiotrichum";"Aporcelaimellus";"Aporrectodea";"Apusomonas";"Aquihabitans";"Archaeorhizomyces";"Archaeospora";"Arcuospathidium";"Arenimonas";"Arthrobacter";"Articulospora";"Ascobolus";"Asterostroma";"Athous";"Aulacorthum";"Auxarthron";"Azospirillum";"Bacillus";"Bacteriovorax";"Bacteroides";"Bardeliella";"Barynotus";"Basidiobolus";"Basiria";"Bastiania";"Bdellovibrio";"Beauveria";"Bellilinea";"Bicosoeca";"Bisporella";"Blaberolaelaps";"Blastochloris";"Blastococcus";"Blepharisma";"Bodo";"Bodomorpha";"Bolbitius";"Boleodorus";"Bos";"Botryochloris";"Boudiera";"Brachyphoris";"Bracteacoccus";"Bradyrhizobium";"Bradysia";"Bresslaua";"Bresslauides";"Brevundimonas";"Bryometopus";"Bryometopus pseudochilodon";"Buchholzia";"Bullera";"Bumilleriopsis";"Burkholderia";"Byssovorax";"Caenimonas";"Caldilinea";"Calluna";"Camarophyllus";"Campanella";"Campodea";"Canavalia";"Candidatus Koribacter";"Candidatus Microthrix";"Candidatus Nephrothrix";"Candidatus Nitrosocosmicus";"Candidatus Solibacter";"Capsellina";"Cardamine";"Catellatospora";"Catenaria";"Catenulispora";"Caudiholosticha";"Caulerpa";"Caulobacter";"Cedrus";"Cellulomonas";"Cellvibrio";"Cenarchaeum";"Cephalobus";"Cephaloticoccus";"Cerastium";"Ceratophysella";"Cercomonas";"Cetraspora";"Chaetosphaeria";"Chamaedrilus";"Cheilymenia";"Chitinophaga";"Chlamydomonas";"Chlamydomyxa";"Chlorella";"Chlorellidium";"Chlorococcum";"Chloroflexus";"Choleva";"Chondromyces";"Chromosera";"Chryseobacterium";"Chthoniobacter";"Chthonius";"Chytridium";"Cladosporium";"Clarkus";"Claroideoglomus";"Clavibacter";"Clostridium";"Codosiga";"Coelastrella";"Colpoda";"Comamonas";"Conexibacter";"Conopodium";"Cordyceps";"Corythion";"Craterocolla";"Crocinitomix";"Cryphonectria";"Cryptococcus";"Cultellothrix";"Cupriavidus";"Curvibacter";"Cylindroiulus";"Cyphellophora";"Cystobacter";"Cystobasidium";"Cytophaga";"Dactylis";"Dactylosporangium";"Dechloromonas";"Dechlorospirillum";"Dehalococcoides";"Delftia";"Demequina";"Denitratisoma";"Derxia";"Desmodesmus";"Desulfitobacterium";"Desulfotalea";"Desulfovibrio";"Desulfovirga";"Desulfuromonas";"Devosia";"Diaphanoeca";"Diaphorobacter";"Dictyosporium";"Dileptus";"Dinobryon";"Dioszegia";"Diplogasteroides";"Discolaimus";"Dissophora";"Ditylenchus";"Diversispora";"Dokdonella";"Dongia";"Duganella";"Dyadobacter";"Dyella";"Echinamoeba";"Ecumenicus";"Edaphobacter";"Elusimicrobium";"Emticicia";"Enchytraeus";"Enchytronia";"Endochytrium";"Endogone";"Entomobrya";"Entyloma";"Eocercomonas";"Eosentomon";"Epipyxis";"Epispathidium";"Epistylis";"Erythrobacter";"Eucephalobus";"Euduboscquella";"Euglypha";"Eumonhystera";"Euplotes";"Fallopia";"Ferribacterium";"Ferrimicrobium";"Ferrithrix";"Ferruginibacter";"Fibrella";"Fibrobacter";"Filobasidium";"Fistulifera";"Flavisolibacter";"Flavobacterium";"Flexibacter";"Fluviicola";"Folsomia";"Forficula";"Frankia";"Fridericia";"Friesea";"Frigoribacterium";"Funneliformis";"Fuscheria";"Fusobacterium";"Gaeumannomyces";"Gaiella";"Geastrum";"Gemmata";"Gemmatimonas";"Geoalkalibacter";"Geobacter";"Geodermatophilus";"Georgfuchsia";"Geothermobacter";"Geothrix";"Gliricola";"Glomus";"Gongronella";"Gonostomum";"Granulicella";"Guepiniopsis";"Haliangium";"Haliea";"Haliscomenobacter";"Halteromyces";"Hantzschia";"Helianthus";"Helicotylenchus";"Hemiamphisiella";"Henlea";"Herbaspirillum";"Herminiimonas";"Herpetomonas";"Hesperelaea";"Heterococcus";"Heterodera";"Heteromita";"Heterophrys";"Hibberdia";"Histiostoma";"Hodophilus";"Holcus";"Holophaga";"Holwaya";"Homalogastra";"Humibacter";"Hyalorbilia";"Hydrocarboniphaga";"Hydrogenophaga";"Hygrocybe";"Hymenochaetopsis";"Hymenoscyphus";"Hyphochytrium";"Hyphodiscus";"Hyphodontia";"Hyphomicrobium";"Iamia";"Ignavibacterium";"Ilumatobacter";"Iodophanus";"Isolaimium";"Isosphaera";"Isotoma";"Isotomiella";"Itersonilia";"Ixiolirion";"Jaagiella";"Janibacter";"Janthinobacterium";"Jatrophihabitans";"Juncus";"Kangiella";"Kineococcus";"Kineosporia";"Klebsormidium";"Kofleria";"Kribbella";"Ktedonobacter";"Kutzneria";"Kuzuhaea";"Labrys";"Lacibacter";"Lacrymaria";"Lamproderma";"Legionella";"Leifsonia";"Lentzea";"Lepidocyrtus";"Leptomyxa";"Leptopharynx";"Leptosphaeria";"Levilinea";"Limonomyces";"Linum";"Liochthonius";"Lishizhenia";"Lithobius";"Lonchoptera";"Longidorus";"Longilinea";"Luedemannella";"Lumbricus";"Luteimonas";"Luteolibacter";"Luticola";"Lysobacter";"Magnaporthe";"Magnetospirillum";"Mallomonas";"Malonomonas";"Marionina";"Marmoricola";"Martelella";"Maryna";"Massilia";"Massisteria";"Mayamaea";"Megalothorax";"Melastiza";"Meloidogyne";"Merlinius";"Meseres";"Mesodorylaimus";"Mesorhabditis";"Mesorhizobium";"Metarhizium";"Metateratocephalus";"Methanomassiliicoccus";"Methylobacillus";"Methylobacterium";"Methylocapsa";"Methylocella";"Methylophilus";"Methylosinus";"Micractinium";"Microbacterium";"Microlunatus";"Micromonospora";"Microvirga";"Mischococcus";"Monilicaryon";"Monocystis";"Monosiga";"Moorella";"Moraxella";"Mortierella";"Mucilaginibacter";"Mucor";"Multiclavula";"Mycobacterium";"Mycoplana";"Mykophagophrys";"Myrmica";"Myzus";"Nakamurella";"Nannochloris";"Nannocystis";"Neobodo";"Neopsilenchus";"Neourostylopsis";"Niastella";"Nitratireductor";"Nitrosococcus";"Nitrosopumilus";"Nitrososphaera";"Nitrosospira";"Nitrospira";"Nitzschia";"Nocardia";"Nocardioides";"Noctua";"Nolandella";"Nonomuraea";"Notholca";"Notiophilus";"Novosphingobium";"Nuclearia";"Nygolaimus";"Obertrumia";"Occallatibacter";"Ochrobactrum";"Ochromonas";"Octolasion";"Odontolaimus";"Ohtaekwangia";"Oikomonas";"Oligoflexus";"Olpidium";"Opitutus";"Orbicula";"Orbilia";"Orchesella";"Orciraptor";"Oricola";"Oryzihumus";"Otiorhynchus";"Oxytricha";"Paenibacillus";"Palaeospora";"Palmellopsis";"Panacibacter";"Panaeolus";"Panagrolaimus";"Panorbis";"Paracercomonas";"Parafilimonas";"Paraglomus";"Paraphysomonas";"Paratylenchus";"Pasteuria";"Paucimonas";"Paulinella";"Pedobacter";"Pedomicrobium";"Pedosphaera";"Pelobacter";"Pelomonas";"Pemphigus";"Penicillium";"Peniophorella";"Pentapharsodinium";"Peregrinia";"Perlucidibaca";"Persicaria";"Peyerimhoffia";"Phacelia";"Phaeosphaeria";"Phaselicystis";"Phenylobacterium";"Phialina";"Pholiota";"Phoma";"Phycisphaera";"Phyllobacterium";"Picea";"Pilogalumna";"Pinus";"Piptocephalis";"Pirellula";"Pisum";"Planctomyces";"Platyophrya";"Platyreta";"Plectus";"Pleurochloris";"Pluteus";"Podura";"Polaromonas";"Polyangium";"Polydesmus";"Polygonum";"Polymyxa";"Pontibacter";"Porphyrobacter";"Porpoloma";"Poterioochromonas";"Pratylenchoides";"Pratylenchus";"Preussia";"Prismatolaimus";"Proceropycnis";"Prodesmodora";"Prodorylaimus";"Propionivibrio";"Prorodon";"Prosthecobacter";"Prosthecomicrobium";"Protaphorura";"Protaspis";"Protocyclidium";"Protomyces";"Protoribates";"Prototheca";"Psathyrella";"Pseudaphelenchus";"Pseudo-nitzschia";"Pseudochilodonopsis";"Pseudocyrtolophosis";"Pseudolabrys";"Pseudomonas";"Pseudonocardia";"Pseudoplatynematum";"Pseudoplatyophrya";"Pseudopleurochloris";"Pseudouroleptus";"Pseudovorticella";"Psora";"Pterula";"Pungentus";"Pyrenochaeta";"Pythium";"Pyxidiophora";"Ralstonia";"Ramariopsis";"Ranunculus";"Rathayibacter";"Resource::Decaying_wood";"Resource::Dung";"Resource::Litter";"Resource::MOS";"Rhabditis";"Rhabdolaimus";"Rheum";"Rhizobium";"Rhizoctonia";"Rhizoglyphus";"Rhizomicrobium";"Rhizophagus";"Rhizophlyctis";"Rhizophydium";"Rhodanobacter";"Rhodobium";"Rhodococcus";"Rhodoferax";"Rhodomicrobium";"Rhodopila";"Rhodopirellula";"Rhodoplanes";"Rhodopseudomonas";"Rhodothermus";"Rhogostoma";"Rhopalosiphum";"Rickettsiella";"Robertus";"Romanomermis";"Roseiarcus";"Roseiflexus";"Rotylenchulus";"Rotylenchus";"Rubrobacter";"Rudaea";"Rumex";"Saccamoeba";"Saccharibacillus";"Saccharomyces";"Saccharophagus";"Saccobolus";"Salinibacterium";"Salvia";"Sanguibacter";"Satchellius";"Sclerostagonospora";"Scutellospora";"Scytinostroma";"Sediminibacterium";"Segetibacter";"Seinura";"Seira";"Septoglomus";"Serpula";"Silene";"Siluania";"Sinapis";"Singulisphaera";"Sinomonas";"Sistotrema";"Sitona";"Skermanella";"Sminthurides";"Sminthurinus";"Sminthurus";"Solirubrobacter";"Solitalea";"Sorangium";"Sorghum";"Spathidium";"Sphaerobacter";"Sphaerobolus";"Sphaeroeca";"Sphenoderia";"Sphingobacterium";"Sphingobium";"Sphingomonas";"Sphingorhabdus";"Sphingosinicella";"Spirochaeta";"Spizellomyces";"Sporichthya";"Sporobolomyces";"Spumella";"Staphylococcus";"Stella";"Stellaria";"Stenotrophomonas";"Stephensia";"Stereum";"Steroidobacter";"Sterolibacterium";"Stigmalychus";"Stigmatella";"Stilbocrea";"Streptacidiphilus";"Streptomyces";"Streptosporangium";"Syncephalis";"Synchytrium";"Syntrophobacter";"Syntrophus";"Tachyporus";"Tachysoma";"Talaromyces";"Taraxacum";"Taxus";"Tectocepheus";"Tepidisphaera";"Teratocephalus";"Terracidiphilus";"Terriglobus";"Terrimonas";"Tetracanthella";"Tetrahymena";"Tetranychus";"Tetrodontophora";"Thaumatomastix";"Thaumatomonas";"Thecotheus";"Thermaerobacter";"Thermoanaerobacter";"Thermoflavimicrobium";"Thermoleophilum";"Thermomonas";"Thiobacillus";"Thiohalospira";"Thiorhodospira";"Tipula";"Trechispora";"Trechus";"Tribonema";"Trichocerca";"Trifolium";"Trinema";"Tripyla";"Trypanosoma";"Tubeufia";"Tullbergia";"Turneriella";"Tylencholaimus";"Tylenchus";"Tyrophagus";"Undibacterium";"Uropoda";"Urostyla";"Vampyrella";"Variibacter";"Variovorax";"Vaucheria";"Veigaia";"Vermamoeba";"Veronica";"Verrucomicrobium";"Vertagopus";"Vexillifera";"Vigna";"Vorticella";"Vorticellides";"Vulgatibacter";"Waitea";"Willowsia";"Woodsholea";"Woronina";"Xanthomonas";"Xanthonema";"Xiphinema";"Yarrowia";"Zavarzinella";"Zea";"Zoothamnium"
"Abies";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Absidia";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Achaeta";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Achillea";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Acidimicrobium";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
