"";"labels"
"Elusimicrobium";3
"Emticicia";3
"Enchytraeus";1
"Enchytronia";1
"Endochytrium";1
"Endogone";1
"Entomobrya";1
"Entyloma";1
"Eocercomonas";2
"Eosentomon";1
"Epipyxis";2
"Epispathidium";1
"Epistylis";2
"Erythrobacter";3
"Eucephalobus";2
"Euduboscquella";1
"Euglypha";2
"Eumonhystera";2
"Euplotes";1
"Fallopia";1
"Ferribacterium";3
"Ferrimicrobium";3
"Ferrithrix";3
"Ferruginibacter";3
"Fibrella";3
"Fibrobacter";3
"Filobasidium";1
"Fistulifera";1
"Flavisolibacter";3
"Flavobacterium";3
"Flexibacter";3
"Fluviicola";3
"Folsomia";1
"Forficula";1
"Frankia";3
"Fridericia";1
"Friesea";1
"Frigoribacterium";3
"Funneliformis";1
"Fuscheria";1
"Fusobacterium";3
"Gaeumannomyces";1
"Gaiella";3
"Geastrum";1
"Gemmata";3
"Gemmatimonas";3
"Geoalkalibacter";3
"Geobacter";3
"Geodermatophilus";3
"Georgfuchsia";3
"Geothermobacter";3
"Geothrix";3
"Gliricola";1
"Glomus";1
"Gongronella";1
"Gonostomum";1
"Granulicella";3
"Guepiniopsis";1
"Haliangium";3
"Haliea";3
"Haliscomenobacter";3
"Halteromyces";1
"Hantzschia";1
"Helianthus";1
"Helicotylenchus";1
"Hemiamphisiella";1
"Henlea";1
"Herbaspirillum";3
"Herminiimonas";3
"Herpetomonas";1
"Hesperelaea";1
"Heterococcus";1
"Heterodera";1
"Heteromita";2
"Heterophrys";2
"Hibberdia";1
"Histiostoma";1
"Hodophilus";1
"Holcus";1
"Holophaga";3
"Holwaya";1
"Homalogastra";2
"Humibacter";3
"Hyalorbilia";1
"Hydrocarboniphaga";3
"Hydrogenophaga";3
"Hygrocybe";1
"Hymenochaetopsis";1
"Hymenoscyphus";1
"Hyphochytrium";1
"Hyphodiscus";1
"Hyphodontia";1
"Hyphomicrobium";3
"Iamia";3
"Ignavibacterium";3
"Ilumatobacter";3
"Iodophanus";1
"Isolaimium";2
"Isosphaera";3
"Isotoma";1
"Isotomiella";1
"Itersonilia";1
"Ixiolirion";1
"Jaagiella";1
"Janibacter";3
"Janthinobacterium";3
"Jatrophihabitans";3
"Juncus";1
"Kangiella";3
"Kineococcus";3
"Kineosporia";3
"Klebsormidium";1
"Kofleria";3
"Kribbella";3
"Ktedonobacter";3
"Kutzneria";3
"Kuzuhaea";1
"Labrys";3
"Lacibacter";3
"Lacrymaria";2
"Lamproderma";2
"Legionella";3
"Leifsonia";3
"Lentzea";3
"Lepidocyrtus";1
"Leptomyxa";2
"Leptopharynx";2
"Leptosphaeria";1
"Levilinea";3
"Limonomyces";1
"Linum";1
"Liochthonius";1
"Lishizhenia";3
"Lithobius";1
"Lonchoptera";1
"Longidorus";1
"Longilinea";3
"Luedemannella";3
"Lumbricus";1
"Luteimonas";3
"Luteolibacter";3
"Luticola";1
"Lysobacter";3
"Magnaporthe";1
"Magnetospirillum";3
"Mallomonas";2
"Malonomonas";3
"Marionina";1
"Marmoricola";3
"Martelella";3
"Maryna";2
"Massilia";3
"Massisteria";2
"Mayamaea";1
"Megalothorax";1
"Melastiza";1
"Meloidogyne";1
"Merlinius";1
"Meseres";2
"Mesodorylaimus";2
"Mesorhabditis";2
"Mesorhizobium";3
"Metarhizium";1
"Metateratocephalus";2
"Methanomassiliicoccus";1
"Methylobacillus";3
"Methylobacterium";3
"Methylocapsa";3
"Methylocella";3
"Methylophilus";3
"Methylosinus";3
"Micractinium";1
"Microbacterium";3
"Microlunatus";3
"Micromonospora";3
"Microvirga";3
"Mischococcus";1
"Monilicaryon";1
"Monocystis";1
"Monosiga";2
"Moorella";3
"Moraxella";3
"Mortierella";1
"Mucilaginibacter";3
"Mucor";1
"Multiclavula";1
"Mycobacterium";3
"Mycoplana";3
"Mykophagophrys";1
"Myrmica";1
"Myzus";1
"Nakamurella";3
"Nannochloris";1
"Nannocystis";3
"Neobodo";2
"Neopsilenchus";1
"Neourostylopsis";1
"Niastella";3
"Nitratireductor";3
"Nitrosococcus";3
"Nitrosopumilus";1
"Nitrososphaera";1
"Nitrosospira";3
"Nitrospira";3
"Nitzschia";1
"Nocardia";3
"Nocardioides";3
"Noctua";1
"Nolandella";2
"Nonomuraea";3
"Notholca";2
"Notiophilus";1
"Novosphingobium";3
"Nuclearia";1
"Nygolaimus";1
"Obertrumia";2
"Occallatibacter";3
"Ochrobactrum";3
"Ochromonas";2
"Octolasion";1
"Odontolaimus";1
"Ohtaekwangia";3
"Oikomonas";1
"Oligoflexus";3
"Olpidium";1
"Opitutus";3
"Orbicula";1
"Orbilia";1
"Orchesella";1
"Orciraptor";1
"Oricola";3
"Oryzihumus";3
"Otiorhynchus";1
"Oxytricha";2
"Paenibacillus";3
"Palaeospora";1
"Palmellopsis";1
"Panacibacter";3
"Panaeolus";1
"Panagrolaimus";2
"Panorbis";1
"Paracercomonas";2
"Parafilimonas";3
"Paraglomus";1
"Paraphysomonas";2
"Paratylenchus";1
"Pasteuria";3
"Paucimonas";3
"Paulinella";2
"Pedobacter";3
"Pedomicrobium";3
"Pedosphaera";3
"Pelobacter";3
"Pelomonas";3
"Pemphigus";1
"Penicillium";1
"Peniophorella";1
"Pentapharsodinium";1
"Peregrinia";2
"Perlucidibaca";3
"Persicaria";1
"Peyerimhoffia";1
"Phacelia";1
"Phaeosphaeria";1
"Phaselicystis";3
"Phenylobacterium";3
"Phialina";1
"Pholiota";1
"Phoma";1
"Phycisphaera";3
"Phyllobacterium";3
"Picea";1
"Pilogalumna";1
"Pinus";1
"Piptocephalis";1
"Pirellula";3
"Pisum";1
"Planctomyces";3
"Platyophrya";2
"Platyreta";1
"Plectus";2
"Pleurochloris";1
"Pluteus";1
"Podura";1
"Polaromonas";3
"Polyangium";3
"Polydesmus";1
"Polygonum";1
"Polymyxa";1
"Pontibacter";3
"Porphyrobacter";3
"Porpoloma";1
"Poterioochromonas";2
"Pratylenchoides";1
"Pratylenchus";1
"Preussia";1
"Prismatolaimus";2
"Proceropycnis";1
"Prodesmodora";2
"Prodorylaimus";2
"Propionivibrio";3
"Prorodon";2
"Prosthecobacter";3
"Prosthecomicrobium";3
"Protaphorura";1
"Protaspis";2
"Protocyclidium";2
"Protomyces";1
"Protoribates";1
"Prototheca";1
"Psathyrella";1
"Pseudaphelenchus";1
"Pseudo-nitzschia";1
"Pseudochilodonopsis";1
"Pseudocyrtolophosis";2
"Pseudolabrys";3
"Pseudomonas";3
"Pseudonocardia";3
"Pseudoplatynematum";2
"Pseudoplatyophrya";1
"Pseudopleurochloris";1
"Pseudouroleptus";1
"Pseudovorticella";2
"Psora";1
"Pterula";1
"Pungentus";2
"Pyrenochaeta";1
"Pythium";1
"Pyxidiophora";1
"Ralstonia";3
"Ramariopsis";1
"Ranunculus";1
"Rathayibacter";3
"Resource::Decaying_wood";1
"Resource::Dung";1
"Resource::Litter";1
"Resource::MOS";1
"Rhabditis";2
"Rhabdolaimus";2
"Rheum";1
"Rhizobium";3
"Rhizoctonia";1
"Rhizoglyphus";1
"Rhizomicrobium";3
"Rhizophagus";1
"Rhizophlyctis";1
"Rhizophydium";1
"Rhodanobacter";3
"Rhodobium";3
"Rhodococcus";3
"Rhodoferax";3
"Rhodomicrobium";3
"Rhodopila";3
"Rhodopirellula";3
"Rhodoplanes";3
"Rhodopseudomonas";3
"Rhodothermus";3
"Rhogostoma";2
"Rhopalosiphum";1
"Rickettsiella";3
"Robertus";1
"Romanomermis";1
"Roseiarcus";3
"Roseiflexus";3
"Rotylenchulus";1
"Rotylenchus";1
"Rubrobacter";3
"Rudaea";3
"Rumex";1
"Saccamoeba";2
"Saccharibacillus";3
"Saccharomyces";1
"Saccharophagus";3
"Saccobolus";1
"Salinibacterium";3
"Salvia";1
"Sanguibacter";3
"Satchellius";1
"Sclerostagonospora";1
"Scutellospora";1
"Scytinostroma";1
"Sediminibacterium";3
"Segetibacter";3
"Seinura";1
"Seira";1
"Septoglomus";1
"Serpula";1
"Silene";1
"Siluania";2
"Sinapis";1
"Singulisphaera";3
"Sinomonas";3
"Sistotrema";1
"Sitona";1
"Skermanella";3
"Sminthurides";1
"Sminthurinus";1
"Sminthurus";1
"Solirubrobacter";3
"Solitalea";3
"Sorangium";3
"Sorghum";1
"Spathidium";1
"Sphaerobacter";3
"Sphaerobolus";1
"Sphaeroeca";2
"Sphenoderia";2
"Sphingobacterium";3
"Sphingobium";3
"Sphingomonas";3
"Sphingorhabdus";3
"Sphingosinicella";3
"Spirochaeta";3
"Spizellomyces";1
"Sporichthya";3
"Sporobolomyces";1
"Spumella";2
"Staphylococcus";3
"Stella";3
"Stellaria";1
"Stenotrophomonas";3
"Stephensia";1
"Stereum";1
"Steroidobacter";3
"Sterolibacterium";3
"Stigmalychus";1
"Stigmatella";3
"Stilbocrea";1
"Streptacidiphilus";3
"Streptomyces";3
"Streptosporangium";3
"Syncephalis";1
"Synchytrium";1
"Syntrophobacter";3
"Syntrophus";3
"Tachyporus";1
"Tachysoma";2
"Talaromyces";1
"Taraxacum";1
"Taxus";1
"Tectocepheus";1
"Tepidisphaera";3
"Teratocephalus";2
"Terracidiphilus";3
"Terriglobus";3
"Terrimonas";3
"Tetracanthella";1
"Tetrahymena";2
"Tetranychus";1
"Tetrodontophora";1
"Thaumatomastix";2
"Thaumatomonas";2
"Thecotheus";1
"Thermaerobacter";3
"Thermoanaerobacter";3
"Thermoflavimicrobium";3
"Thermoleophilum";3
"Thermomonas";3
"Thiobacillus";3
"Thiohalospira";3
"Thiorhodospira";3
"Tipula";1
"Trechispora";1
"Trechus";1
"Tribonema";1
"Trichocerca";2
"Trifolium";1
"Trinema";2
"Tripyla";2
"Trypanosoma";1
"Tubeufia";1
"Tullbergia";1
"Turneriella";3
"Tylencholaimus";1
"Tylenchus";1
"Tyrophagus";1
"Undibacterium";3
"Uropoda";1
"Urostyla";1
"Vampyrella";1
"Variibacter";3
"Variovorax";3
"Vaucheria";1
"Veigaia";1
"Vermamoeba";2
"Veronica";1
"Verrucomicrobium";3
"Vertagopus";1
"Vexillifera";2
"Vigna";1
"Vorticella";2
"Vorticellides";2
"Vulgatibacter";3
"Waitea";1
"Willowsia";1
"Woodsholea";3
"Woronina";1
"Xanthomonas";3
"Xanthonema";1
"Xiphinema";1
"Yarrowia";1
"Zavarzinella";3
"Zea";1
"Zoothamnium";2
