"";"labels"
"Cheilymenia";34
"Chitinophaga";19
"Chlamydomonas";25
"Chlamydomyxa";23
"Chlorella";25
"Chlorellidium";25
"Chlorococcum";25
"Chloroflexus";19
"Choleva";8
"Chondromyces";19
"Chromosera";6
"Chryseobacterium";19
"Chthoniobacter";19
"Chthonius";14
"Chytridium";26
"Cladosporium";37
"Clarkus";30
"Claroideoglomus";41
"Clavibacter";19
"Clostridium";19
"Codosiga";20
"Coelastrella";25
"Colpoda";22
"Comamonas";19
"Conexibacter";19
"Conopodium";16
"Cordyceps";27
"Corythion";22
"Craterocolla";6
"Crocinitomix";19
"Cryphonectria";35
"Cryptococcus";6
"Cultellothrix";29
"Cupriavidus";19
"Curvibacter";19
"Cylindroiulus";36
"Cyphellophora";6
"Cystobacter";19
"Cystobasidium";32
"Cytophaga";19
"Dactylis";2
"Dactylosporangium";19
"Dechloromonas";19
"Dechlorospirillum";19
"Dehalococcoides";19
"Delftia";19
"Demequina";19
"Denitratisoma";19
"Derxia";19
"Desmodesmus";25
"Desulfitobacterium";19
"Desulfotalea";19
"Desulfovibrio";19
"Desulfovirga";19
"Desulfuromonas";19
"Devosia";19
"Diaphanoeca";20
"Diaphorobacter";19
"Dictyosporium";6
"Dileptus";29
"Dinobryon";25
"Dioszegia";6
"Diplogasteroides";30
"Discolaimus";9
"Dissophora";6
"Ditylenchus";5
"Diversispora";41
"Dokdonella";19
"Dongia";19
"Duganella";19
"Dyadobacter";19
"Dyella";19
"Echinamoeba";22
"Ecumenicus";9
"Edaphobacter";24
"Elusimicrobium";19
"Emticicia";19
"Enchytraeus";13
"Enchytronia";13
"Endochytrium";6
"Endogone";35
"Entomobrya";7
"Entyloma";32
"Eocercomonas";22
"Eosentomon";8
"Epipyxis";23
"Epispathidium";29
"Epistylis";20
"Erythrobacter";19
"Eucephalobus";18
"Euduboscquella";25
"Euglypha";22
"Eumonhystera";18
"Euplotes";33
"Fallopia";2
"Ferribacterium";19
"Ferrimicrobium";19
"Ferrithrix";19
"Ferruginibacter";19
"Fibrella";19
"Fibrobacter";19
"Filobasidium";6
"Fistulifera";25
"Flavisolibacter";19
"Flavobacterium";19
"Flexibacter";19
"Fluviicola";19
"Folsomia";7
"Forficula";10
"Frankia";19
"Fridericia";32
"Friesea";7
"Frigoribacterium";19
"Funneliformis";41
"Fuscheria";29
"Fusobacterium";19
"Gaeumannomyces";37
"Gaiella";19
"Geastrum";6
"Gemmata";24
"Gemmatimonas";24
"Geoalkalibacter";19
"Geobacter";19
"Geodermatophilus";19
"Georgfuchsia";19
"Geothermobacter";19
"Geothrix";24
"Gliricola";36
"Glomus";41
"Gongronella";6
"Gonostomum";33
"Granulicella";24
"Guepiniopsis";35
"Haliangium";19
"Haliea";19
"Haliscomenobacter";19
"Halteromyces";6
"Hantzschia";25
"Helianthus";16
"Helicotylenchus";3
"Hemiamphisiella";29
"Henlea";13
"Herbaspirillum";19
"Herminiimonas";19
"Herpetomonas";28
"Hesperelaea";2
"Heterococcus";25
"Heterodera";3
"Heteromita";22
"Heterophrys";22
"Hibberdia";25
"Histiostoma";7
"Hodophilus";6
"Holcus";42
"Holophaga";24
"Holwaya";6
"Homalogastra";20
"Humibacter";19
"Hyalorbilia";6
"Hydrocarboniphaga";19
"Hydrogenophaga";19
"Hygrocybe";6
"Hymenochaetopsis";35
"Hymenoscyphus";6
"Hyphochytrium";32
"Hyphodiscus";6
"Hyphodontia";6
"Hyphomicrobium";19
"Iamia";19
"Ignavibacterium";19
"Ilumatobacter";19
"Iodophanus";34
"Isolaimium";18
"Isosphaera";24
"Isotoma";7
"Isotomiella";7
"Itersonilia";3
"Ixiolirion";2
"Jaagiella";25
"Janibacter";19
"Janthinobacterium";19
"Jatrophihabitans";19
"Juncus";2
"Kangiella";19
"Kineococcus";19
"Kineosporia";19
"Klebsormidium";25
"Kofleria";19
"Kribbella";19
"Ktedonobacter";19
"Kutzneria";19
"Kuzuhaea";43
"Labrys";19
"Lacibacter";19
"Lacrymaria";20
"Lamproderma";22
"Legionella";19
"Leifsonia";19
"Lentzea";19
"Lepidocyrtus";7
"Leptomyxa";21
"Leptopharynx";20
"Leptosphaeria";32
"Levilinea";19
"Limonomyces";37
"Linum";2
"Liochthonius";36
"Lishizhenia";19
"Lithobius";15
"Lonchoptera";8
"Longidorus";3
"Longilinea";19
"Luedemannella";19
"Lumbricus";32
"Luteimonas";19
"Luteolibacter";19
"Luticola";25
"Lysobacter";19
"Magnaporthe";37
"Magnetospirillum";19
"Mallomonas";23
"Malonomonas";19
"Marionina";13
"Marmoricola";19
"Martelella";19
"Maryna";22
"Massilia";19
"Massisteria";22
"Mayamaea";25
"Megalothorax";7
"Melastiza";6
"Meloidogyne";3
"Merlinius";3
"Meseres";20
"Mesodorylaimus";9
"Mesorhabditis";18
"Mesorhizobium";19
"Metarhizium";27
"Metateratocephalus";18
"Methanomassiliicoccus";38
"Methylobacillus";19
"Methylobacterium";19
"Methylocapsa";19
"Methylocella";19
"Methylophilus";19
"Methylosinus";19
"Micractinium";25
"Microbacterium";19
"Microlunatus";19
"Micromonospora";19
"Microvirga";19
"Mischococcus";25
"Monilicaryon";29
"Monocystis";12
"Monosiga";20
"Moorella";19
"Moraxella";19
"Mortierella";6
"Mucilaginibacter";19
"Mucor";6
"Multiclavula";35
"Mycobacterium";19
"Mycoplana";19
"Mykophagophrys";11
"Myrmica";17
"Myzus";17
"Nakamurella";19
"Nannochloris";25
"Nannocystis";19
"Neobodo";21
"Neopsilenchus";3
"Neourostylopsis";29
"Niastella";19
"Nitratireductor";19
"Nitrosococcus";19
"Nitrosopumilus";38
"Nitrososphaera";38
"Nitrosospira";19
"Nitrospira";19
"Nitzschia";25
"Nocardia";19
"Nocardioides";19
"Noctua";17
"Nolandella";22
"Nonomuraea";19
"Notholca";20
"Notiophilus";17
"Novosphingobium";19
"Nuclearia";33
"Nygolaimus";30
"Obertrumia";21
"Occallatibacter";24
"Ochrobactrum";19
"Ochromonas";23
"Octolasion";32
"Odontolaimus";30
"Ohtaekwangia";19
"Oikomonas";25
"Oligoflexus";19
"Olpidium";32
"Opitutus";19
"Orbicula";35
"Orbilia";6
"Orchesella";7
"Orciraptor";39
"Oricola";19
"Oryzihumus";19
"Otiorhynchus";4
"Oxytricha";20
"Paenibacillus";19
"Palaeospora";41
"Palmellopsis";25
"Panacibacter";19
"Panaeolus";34
"Panagrolaimus";18
"Panorbis";6
"Paracercomonas";22
"Parafilimonas";19
"Paraglomus";41
"Paraphysomonas";23
"Paratylenchus";3
"Pasteuria";19
"Paucimonas";19
"Paulinella";22
"Pedobacter";19
"Pedomicrobium";19
"Pedosphaera";19
"Pelobacter";19
"Pelomonas";19
"Pemphigus";17
"Penicillium";6
"Peniophorella";6
"Pentapharsodinium";25
"Peregrinia";22
"Perlucidibaca";19
"Persicaria";2
"Peyerimhoffia";17
"Phacelia";2
"Phaeosphaeria";6
"Phaselicystis";19
"Phenylobacterium";19
"Phialina";29
"Pholiota";6
"Phoma";3
"Phycisphaera";24
"Phyllobacterium";19
"Picea";2
"Pilogalumna";36
"Pinus";2
"Piptocephalis";43
"Pirellula";24
"Pisum";16
"Planctomyces";24
"Platyophrya";22
"Platyreta";33
"Plectus";18
"Pleurochloris";25
"Pluteus";6
"Podura";7
"Polaromonas";19
"Polyangium";19
"Polydesmus";36
"Polygonum";2
"Polymyxa";37
"Pontibacter";19
"Porphyrobacter";19
"Porpoloma";6
"Poterioochromonas";23
"Pratylenchoides";3
"Pratylenchus";3
"Preussia";6
"Prismatolaimus";18
"Proceropycnis";6
"Prodesmodora";18
"Prodorylaimus";9
"Propionivibrio";19
"Prorodon";20
"Prosthecobacter";19
"Prosthecomicrobium";19
"Protaphorura";7
"Protaspis";20
"Protocyclidium";20
"Protomyces";32
"Protoribates";36
"Prototheca";25
"Psathyrella";35
"Pseudaphelenchus";5
"Pseudo-nitzschia";25
"Pseudochilodonopsis";39
"Pseudocyrtolophosis";22
"Pseudolabrys";19
"Pseudomonas";19
"Pseudonocardia";19
"Pseudoplatynematum";20
"Pseudoplatyophrya";11
"Pseudopleurochloris";25
"Pseudouroleptus";33
"Pseudovorticella";20
"Psora";6
"Pterula";6
"Pungentus";9
"Pyrenochaeta";6
"Pythium";3
"Pyxidiophora";6
"Ralstonia";19
"Ramariopsis";6
"Ranunculus";16
"Rathayibacter";19
"Resource::Decaying_wood";44
"Resource::Dung";45
"Resource::Litter";46
"Resource::MOS";47
"Rhabditis";18
"Rhabdolaimus";18
"Rheum";2
"Rhizobium";19
"Rhizoctonia";37
"Rhizoglyphus";31
"Rhizomicrobium";19
"Rhizophagus";41
"Rhizophlyctis";6
"Rhizophydium";6
"Rhodanobacter";19
"Rhodobium";19
"Rhodococcus";19
"Rhodoferax";19
"Rhodomicrobium";19
"Rhodopila";19
"Rhodopirellula";24
"Rhodoplanes";19
"Rhodopseudomonas";19
"Rhodothermus";19
"Rhogostoma";22
"Rhopalosiphum";17
"Rickettsiella";19
"Robertus";15
"Romanomermis";28
"Roseiarcus";19
"Roseiflexus";19
"Rotylenchulus";3
"Rotylenchus";3
"Rubrobacter";19
"Rudaea";19
"Rumex";2
"Saccamoeba";22
"Saccharibacillus";19
"Saccharomyces";6
"Saccharophagus";19
"Saccobolus";34
"Salinibacterium";19
"Salvia";2
"Sanguibacter";19
"Satchellius";32
"Sclerostagonospora";6
"Scutellospora";41
"Scytinostroma";6
"Sediminibacterium";19
"Segetibacter";19
"Seinura";5
"Seira";7
"Septoglomus";41
"Serpula";35
"Silene";40
"Siluania";20
"Sinapis";16
"Singulisphaera";24
"Sinomonas";19
"Sistotrema";43
"Sitona";17
"Skermanella";19
"Sminthurides";7
"Sminthurinus";7
"Sminthurus";7
"Solirubrobacter";19
"Solitalea";19
"Sorangium";19
"Sorghum";42
"Spathidium";29
"Sphaerobacter";19
"Sphaerobolus";6
"Sphaeroeca";20
"Sphenoderia";22
"Sphingobacterium";19
"Sphingobium";19
"Sphingomonas";19
"Sphingorhabdus";19
"Sphingosinicella";19
"Spirochaeta";19
"Spizellomyces";6
"Sporichthya";19
"Sporobolomyces";6
"Spumella";23
"Staphylococcus";19
"Stella";19
"Stellaria";40
"Stenotrophomonas";19
"Stephensia";6
"Stereum";6
"Steroidobacter";19
"Sterolibacterium";19
"Stigmalychus";31
"Stigmatella";19
"Stilbocrea";6
"Streptacidiphilus";19
"Streptomyces";19
"Streptosporangium";19
"Syncephalis";43
"Synchytrium";32
"Syntrophobacter";19
"Syntrophus";19
"Tachyporus";10
"Tachysoma";20
"Talaromyces";6
"Taraxacum";16
"Taxus";2
"Tectocepheus";36
"Tepidisphaera";24
"Teratocephalus";18
"Terracidiphilus";24
"Terriglobus";24
"Terrimonas";19
"Tetracanthella";7
"Tetrahymena";20
"Tetranychus";31
"Tetrodontophora";7
"Thaumatomastix";22
"Thaumatomonas";22
"Thecotheus";34
"Thermaerobacter";19
"Thermoanaerobacter";19
"Thermoflavimicrobium";19
"Thermoleophilum";19
"Thermomonas";19
"Thiobacillus";19
"Thiohalospira";19
"Thiorhodospira";19
"Tipula";17
"Trechispora";35
"Trechus";17
"Tribonema";25
"Trichocerca";20
"Trifolium";16
"Trinema";22
"Tripyla";9
"Trypanosoma";28
"Tubeufia";6
"Tullbergia";7
"Turneriella";19
"Tylencholaimus";5
"Tylenchus";3
"Tyrophagus";7
"Undibacterium";19
"Uropoda";7
"Urostyla";33
"Vampyrella";33
"Variibacter";19
"Variovorax";19
"Vaucheria";25
"Veigaia";14
"Vermamoeba";22
"Veronica";2
"Verrucomicrobium";19
"Vertagopus";7
"Vexillifera";20
"Vigna";16
"Vorticella";20
"Vorticellides";20
"Vulgatibacter";19
"Waitea";37
"Willowsia";7
"Woodsholea";19
"Woronina";32
"Xanthomonas";19
"Xanthonema";25
"Xiphinema";3
"Yarrowia";6
"Zavarzinella";24
"Zea";42
"Zoothamnium";20
