"";"labels"
"Legionella";15
"Leifsonia";15
"Lentzea";15
"Lepidocyrtus";6
"Leptomyxa";17
"Leptopharynx";16
"Leptosphaeria";10
"Levilinea";15
"Limonomyces";10
"Linum";2
"Liochthonius";3
"Lishizhenia";15
"Lithobius";13
"Lonchoptera";6
"Longidorus";1
"Longilinea";15
"Luedemannella";15
"Lumbricus";10
"Luteimonas";15
"Luteolibacter";15
"Luticola";21
"Lysobacter";15
"Magnaporthe";10
"Magnetospirillum";15
"Mallomonas";19
"Malonomonas";15
"Marionina";11
"Marmoricola";15
"Martelella";15
"Maryna";18
"Massilia";15
"Massisteria";18
"Mayamaea";21
"Megalothorax";6
"Melastiza";5
"Meloidogyne";1
"Merlinius";1
"Meseres";16
"Mesodorylaimus";7
"Mesorhabditis";14
"Mesorhizobium";15
"Metarhizium";23
"Metateratocephalus";14
"Methanomassiliicoccus";28
"Methylobacillus";15
"Methylobacterium";15
"Methylocapsa";15
"Methylocella";15
"Methylophilus";15
"Methylosinus";15
"Micractinium";21
"Microbacterium";15
"Microlunatus";15
"Micromonospora";15
"Microvirga";15
"Mischococcus";21
"Monilicaryon";25
"Monocystis";10
"Monosiga";16
"Moorella";15
"Moraxella";15
"Mortierella";5
"Mucilaginibacter";15
"Mucor";5
"Multiclavula";5
"Mycobacterium";15
"Mycoplana";15
"Mykophagophrys";9
"Myrmica";3
"Myzus";3
"Nakamurella";15
"Nannochloris";21
"Nannocystis";15
"Neobodo";17
"Neopsilenchus";1
"Neourostylopsis";25
"Niastella";15
"Nitratireductor";15
"Nitrosococcus";15
"Nitrosopumilus";28
"Nitrososphaera";28
"Nitrosospira";15
"Nitrospira";15
"Nitzschia";21
"Nocardia";15
"Nocardioides";15
"Noctua";3
"Nolandella";18
"Nonomuraea";15
"Notholca";16
"Notiophilus";3
"Novosphingobium";15
"Nuclearia";27
"Nygolaimus";26
"Obertrumia";17
"Occallatibacter";20
"Ochrobactrum";15
"Ochromonas";19
"Octolasion";10
"Odontolaimus";26
"Ohtaekwangia";15
"Oikomonas";21
"Oligoflexus";15
"Olpidium";10
"Opitutus";15
"Orbicula";5
"Orbilia";5
"Orchesella";6
"Orciraptor";29
"Oricola";15
"Oryzihumus";15
"Otiorhynchus";3
"Oxytricha";16
"Paenibacillus";15
"Palaeospora";10
"Palmellopsis";21
"Panacibacter";15
"Panaeolus";5
"Panagrolaimus";14
"Panorbis";5
"Paracercomonas";18
"Parafilimonas";15
"Paraglomus";10
"Paraphysomonas";19
"Paratylenchus";1
"Pasteuria";15
"Paucimonas";15
"Paulinella";18
"Pedobacter";15
"Pedomicrobium";15
"Pedosphaera";15
"Pelobacter";15
"Pelomonas";15
"Pemphigus";3
"Penicillium";5
"Peniophorella";5
"Pentapharsodinium";21
"Peregrinia";18
"Perlucidibaca";15
"Persicaria";2
"Peyerimhoffia";3
"Phacelia";2
"Phaeosphaeria";5
"Phaselicystis";15
"Phenylobacterium";15
"Phialina";25
"Pholiota";5
"Phoma";1
"Phycisphaera";20
"Phyllobacterium";15
"Picea";2
"Pilogalumna";3
"Pinus";2
"Piptocephalis";30
"Pirellula";20
"Pisum";2
"Planctomyces";20
"Platyophrya";18
"Platyreta";27
"Plectus";14
"Pleurochloris";21
"Pluteus";5
"Podura";6
"Polaromonas";15
"Polyangium";15
"Polydesmus";3
"Polygonum";2
"Polymyxa";10
"Pontibacter";15
"Porphyrobacter";15
"Porpoloma";5
"Poterioochromonas";19
"Pratylenchoides";1
"Pratylenchus";1
"Preussia";5
"Prismatolaimus";14
"Proceropycnis";5
"Prodesmodora";14
"Prodorylaimus";7
"Propionivibrio";15
"Prorodon";16
"Prosthecobacter";15
"Prosthecomicrobium";15
"Protaphorura";6
"Protaspis";16
"Protocyclidium";16
"Protomyces";10
"Protoribates";3
"Prototheca";21
"Psathyrella";5
"Pseudaphelenchus";4
"Pseudo-nitzschia";21
"Pseudochilodonopsis";29
"Pseudocyrtolophosis";18
"Pseudolabrys";15
"Pseudomonas";15
"Pseudonocardia";15
"Pseudoplatynematum";16
"Pseudoplatyophrya";9
"Pseudopleurochloris";21
"Pseudouroleptus";27
"Pseudovorticella";16
"Psora";5
"Pterula";5
"Pungentus";7
"Pyrenochaeta";5
"Pythium";1
"Pyxidiophora";5
"Ralstonia";15
"Ramariopsis";5
"Ranunculus";2
"Rathayibacter";15
"Resource::Decaying_wood";31
"Resource::Dung";32
"Resource::Litter";33
"Resource::MOS";32
"Rhabditis";14
"Rhabdolaimus";14
"Rheum";2
"Rhizobium";15
"Rhizoctonia";10
"Rhizoglyphus";3
"Rhizomicrobium";15
"Rhizophagus";10
"Rhizophlyctis";5
"Rhizophydium";5
"Rhodanobacter";15
"Rhodobium";15
"Rhodococcus";15
"Rhodoferax";15
"Rhodomicrobium";15
"Rhodopila";15
"Rhodopirellula";20
"Rhodoplanes";15
"Rhodopseudomonas";15
"Rhodothermus";15
"Rhogostoma";18
"Rhopalosiphum";3
"Rickettsiella";15
"Robertus";13
"Romanomermis";24
"Roseiarcus";15
"Roseiflexus";15
"Rotylenchulus";1
"Rotylenchus";1
"Rubrobacter";15
"Rudaea";15
"Rumex";2
"Saccamoeba";18
"Saccharibacillus";15
"Saccharomyces";5
"Saccharophagus";15
"Saccobolus";5
"Salinibacterium";15
"Salvia";2
"Sanguibacter";15
"Satchellius";10
"Sclerostagonospora";5
"Scutellospora";10
"Scytinostroma";5
"Sediminibacterium";15
"Segetibacter";15
"Seinura";4
"Seira";6
"Septoglomus";10
"Serpula";5
"Silene";2
"Siluania";16
"Sinapis";2
"Singulisphaera";20
"Sinomonas";15
"Sistotrema";30
"Sitona";3
"Skermanella";15
"Sminthurides";6
"Sminthurinus";6
"Sminthurus";6
"Solirubrobacter";15
"Solitalea";15
"Sorangium";15
"Sorghum";2
"Spathidium";25
"Sphaerobacter";15
"Sphaerobolus";5
"Sphaeroeca";16
"Sphenoderia";18
"Sphingobacterium";15
"Sphingobium";15
"Sphingomonas";15
"Sphingorhabdus";15
"Sphingosinicella";15
"Spirochaeta";15
"Spizellomyces";5
"Sporichthya";15
"Sporobolomyces";5
"Spumella";19
"Staphylococcus";15
"Stella";15
"Stellaria";2
"Stenotrophomonas";15
"Stephensia";5
"Stereum";5
"Steroidobacter";15
"Sterolibacterium";15
"Stigmalychus";3
"Stigmatella";15
"Stilbocrea";5
"Streptacidiphilus";15
"Streptomyces";15
"Streptosporangium";15
"Syncephalis";30
"Synchytrium";10
"Syntrophobacter";15
"Syntrophus";15
"Tachyporus";8
"Tachysoma";16
"Talaromyces";5
"Taraxacum";2
"Taxus";2
"Tectocepheus";3
"Tepidisphaera";20
"Teratocephalus";14
"Terracidiphilus";20
"Terriglobus";20
"Terrimonas";15
"Tetracanthella";6
"Tetrahymena";16
"Tetranychus";3
"Tetrodontophora";6
"Thaumatomastix";18
"Thaumatomonas";18
"Thecotheus";5
"Thermaerobacter";15
"Thermoanaerobacter";15
"Thermoflavimicrobium";15
"Thermoleophilum";15
"Thermomonas";15
"Thiobacillus";15
"Thiohalospira";15
"Thiorhodospira";15
"Tipula";3
"Trechispora";5
"Trechus";3
"Tribonema";21
"Trichocerca";16
"Trifolium";2
"Trinema";18
"Tripyla";7
"Trypanosoma";24
"Tubeufia";5
"Tullbergia";6
"Turneriella";15
"Tylencholaimus";4
"Tylenchus";1
"Tyrophagus";6
"Undibacterium";15
"Uropoda";6
"Urostyla";27
"Vampyrella";27
"Variibacter";15
"Variovorax";15
"Vaucheria";21
"Veigaia";12
"Vermamoeba";18
"Veronica";2
"Verrucomicrobium";15
"Vertagopus";6
"Vexillifera";16
"Vigna";2
"Vorticella";16
"Vorticellides";16
"Vulgatibacter";15
"Waitea";10
"Willowsia";6
"Woodsholea";15
"Woronina";10
"Xanthomonas";15
"Xanthonema";21
"Xiphinema";1
"Yarrowia";5
"Zavarzinella";20
"Zea";2
"Zoothamnium";16
