"";"V1";"V2";"V3";"V4"
"1";0,00969975799340211;0,231011278994223;0,041133111769447;0,0106045783347959
"2";0,0139969357149035;0,0292915245873663;0,00199534862555139;1e-06
"3";0,0545683521372993;1e-06;0,0439560442399622;1e-06
"4";1e-06;1e-06;0,999999;1e-06
