"";"labels"
"Cheilymenia";32
"Chitinophaga";17
"Chlamydomonas";23
"Chlamydomyxa";21
"Chlorella";23
"Chlorellidium";23
"Chlorococcum";23
"Chloroflexus";17
"Choleva";7
"Chondromyces";17
"Chromosera";6
"Chryseobacterium";17
"Chthoniobacter";17
"Chthonius";13
"Chytridium";24
"Cladosporium";30
"Clarkus";28
"Claroideoglomus";36
"Clavibacter";17
"Clostridium";17
"Codosiga";18
"Coelastrella";23
"Colpoda";20
"Comamonas";17
"Conexibacter";17
"Conopodium";2
"Cordyceps";25
"Corythion";20
"Craterocolla";6
"Crocinitomix";17
"Cryphonectria";32
"Cryptococcus";6
"Cultellothrix";27
"Cupriavidus";17
"Curvibacter";17
"Cylindroiulus";29
"Cyphellophora";6
"Cystobacter";17
"Cystobasidium";30
"Cytophaga";17
"Dactylis";2
"Dactylosporangium";17
"Dechloromonas";17
"Dechlorospirillum";17
"Dehalococcoides";17
"Delftia";17
"Demequina";17
"Denitratisoma";17
"Derxia";17
"Desmodesmus";23
"Desulfitobacterium";17
"Desulfotalea";17
"Desulfovibrio";17
"Desulfovirga";17
"Desulfuromonas";17
"Devosia";17
"Diaphanoeca";18
"Diaphorobacter";17
"Dictyosporium";6
"Dileptus";27
"Dinobryon";23
"Dioszegia";6
"Diplogasteroides";28
"Discolaimus";8
"Dissophora";6
"Ditylenchus";5
"Diversispora";36
"Dokdonella";17
"Dongia";17
"Duganella";17
"Dyadobacter";17
"Dyella";17
"Echinamoeba";20
"Ecumenicus";8
"Edaphobacter";22
"Elusimicrobium";17
"Emticicia";17
"Enchytraeus";12
"Enchytronia";12
"Endochytrium";6
"Endogone";32
"Entomobrya";7
"Entyloma";30
"Eocercomonas";20
"Eosentomon";7
"Epipyxis";21
"Epispathidium";27
"Epistylis";18
"Erythrobacter";17
"Eucephalobus";16
"Euduboscquella";23
"Euglypha";20
"Eumonhystera";16
"Euplotes";31
"Fallopia";2
"Ferribacterium";17
"Ferrimicrobium";17
"Ferrithrix";17
"Ferruginibacter";17
"Fibrella";17
"Fibrobacter";17
"Filobasidium";6
"Fistulifera";23
"Flavisolibacter";17
"Flavobacterium";17
"Flexibacter";17
"Fluviicola";17
"Folsomia";7
"Forficula";9
"Frankia";17
"Fridericia";30
"Friesea";7
"Frigoribacterium";17
"Funneliformis";36
"Fuscheria";27
"Fusobacterium";17
"Gaeumannomyces";30
"Gaiella";17
"Geastrum";6
"Gemmata";22
"Gemmatimonas";22
"Geoalkalibacter";17
"Geobacter";17
"Geodermatophilus";17
"Georgfuchsia";17
"Geothermobacter";17
"Geothrix";22
"Gliricola";29
"Glomus";36
"Gongronella";6
"Gonostomum";31
"Granulicella";22
"Guepiniopsis";32
"Haliangium";17
"Haliea";17
"Haliscomenobacter";17
"Halteromyces";6
"Hantzschia";23
"Helianthus";2
"Helicotylenchus";3
"Hemiamphisiella";27
"Henlea";12
"Herbaspirillum";17
"Herminiimonas";17
"Herpetomonas";26
"Hesperelaea";2
"Heterococcus";23
"Heterodera";3
"Heteromita";20
"Heterophrys";20
"Hibberdia";23
"Histiostoma";7
"Hodophilus";6
"Holcus";2
"Holophaga";22
"Holwaya";6
"Homalogastra";18
"Humibacter";17
"Hyalorbilia";6
"Hydrocarboniphaga";17
"Hydrogenophaga";17
"Hygrocybe";6
"Hymenochaetopsis";32
"Hymenoscyphus";6
"Hyphochytrium";30
"Hyphodiscus";6
"Hyphodontia";6
"Hyphomicrobium";17
"Iamia";17
"Ignavibacterium";17
"Ilumatobacter";17
"Iodophanus";32
"Isolaimium";16
"Isosphaera";22
"Isotoma";7
"Isotomiella";7
"Itersonilia";3
"Ixiolirion";2
"Jaagiella";23
"Janibacter";17
"Janthinobacterium";17
"Jatrophihabitans";17
"Juncus";2
"Kangiella";17
"Kineococcus";17
"Kineosporia";17
"Klebsormidium";23
"Kofleria";17
"Kribbella";17
"Ktedonobacter";17
"Kutzneria";17
"Kuzuhaea";37
"Labrys";17
"Lacibacter";17
"Lacrymaria";18
"Lamproderma";20
"Legionella";17
"Leifsonia";17
"Lentzea";17
"Lepidocyrtus";7
"Leptomyxa";19
"Leptopharynx";18
"Leptosphaeria";30
"Levilinea";17
"Limonomyces";30
"Linum";2
"Liochthonius";29
"Lishizhenia";17
"Lithobius";14
"Lonchoptera";7
"Longidorus";3
"Longilinea";17
"Luedemannella";17
"Lumbricus";30
"Luteimonas";17
"Luteolibacter";17
"Luticola";23
"Lysobacter";17
"Magnaporthe";30
"Magnetospirillum";17
"Mallomonas";21
"Malonomonas";17
"Marionina";12
"Marmoricola";17
"Martelella";17
"Maryna";20
"Massilia";17
"Massisteria";20
"Mayamaea";23
"Megalothorax";7
"Melastiza";6
"Meloidogyne";3
"Merlinius";3
"Meseres";18
"Mesodorylaimus";8
"Mesorhabditis";16
"Mesorhizobium";17
"Metarhizium";25
"Metateratocephalus";16
"Methanomassiliicoccus";33
"Methylobacillus";17
"Methylobacterium";17
"Methylocapsa";17
"Methylocella";17
"Methylophilus";17
"Methylosinus";17
"Micractinium";23
"Microbacterium";17
"Microlunatus";17
"Micromonospora";17
"Microvirga";17
"Mischococcus";23
"Monilicaryon";27
"Monocystis";11
"Monosiga";18
"Moorella";17
"Moraxella";17
"Mortierella";6
"Mucilaginibacter";17
"Mucor";6
"Multiclavula";32
"Mycobacterium";17
"Mycoplana";17
"Mykophagophrys";10
"Myrmica";15
"Myzus";15
"Nakamurella";17
"Nannochloris";23
"Nannocystis";17
"Neobodo";19
"Neopsilenchus";3
"Neourostylopsis";27
"Niastella";17
"Nitratireductor";17
"Nitrosococcus";17
"Nitrosopumilus";33
"Nitrososphaera";33
"Nitrosospira";17
"Nitrospira";17
"Nitzschia";23
"Nocardia";17
"Nocardioides";17
"Noctua";15
"Nolandella";20
"Nonomuraea";17
"Notholca";18
"Notiophilus";15
"Novosphingobium";17
"Nuclearia";31
"Nygolaimus";28
"Obertrumia";19
"Occallatibacter";22
"Ochrobactrum";17
"Ochromonas";21
"Octolasion";30
"Odontolaimus";28
"Ohtaekwangia";17
"Oikomonas";23
"Oligoflexus";17
"Olpidium";30
"Opitutus";17
"Orbicula";32
"Orbilia";6
"Orchesella";7
"Orciraptor";34
"Oricola";17
"Oryzihumus";17
"Otiorhynchus";4
"Oxytricha";18
"Paenibacillus";17
"Palaeospora";36
"Palmellopsis";23
"Panacibacter";17
"Panaeolus";32
"Panagrolaimus";16
"Panorbis";6
"Paracercomonas";20
"Parafilimonas";17
"Paraglomus";36
"Paraphysomonas";21
"Paratylenchus";3
"Pasteuria";17
"Paucimonas";17
"Paulinella";20
"Pedobacter";17
"Pedomicrobium";17
"Pedosphaera";17
"Pelobacter";17
"Pelomonas";17
"Pemphigus";15
"Penicillium";6
"Peniophorella";6
"Pentapharsodinium";23
"Peregrinia";20
"Perlucidibaca";17
"Persicaria";2
"Peyerimhoffia";15
"Phacelia";2
"Phaeosphaeria";6
"Phaselicystis";17
"Phenylobacterium";17
"Phialina";27
"Pholiota";6
"Phoma";3
"Phycisphaera";22
"Phyllobacterium";17
"Picea";2
"Pilogalumna";29
"Pinus";2
"Piptocephalis";37
"Pirellula";22
"Pisum";2
"Planctomyces";22
"Platyophrya";20
"Platyreta";31
"Plectus";16
"Pleurochloris";23
"Pluteus";6
"Podura";7
"Polaromonas";17
"Polyangium";17
"Polydesmus";29
"Polygonum";2
"Polymyxa";30
"Pontibacter";17
"Porphyrobacter";17
"Porpoloma";6
"Poterioochromonas";21
"Pratylenchoides";3
"Pratylenchus";3
"Preussia";6
"Prismatolaimus";16
"Proceropycnis";6
"Prodesmodora";16
"Prodorylaimus";8
"Propionivibrio";17
"Prorodon";18
"Prosthecobacter";17
"Prosthecomicrobium";17
"Protaphorura";7
"Protaspis";18
"Protocyclidium";18
"Protomyces";30
"Protoribates";29
"Prototheca";23
"Psathyrella";32
"Pseudaphelenchus";5
"Pseudo-nitzschia";23
"Pseudochilodonopsis";34
"Pseudocyrtolophosis";20
"Pseudolabrys";17
"Pseudomonas";17
"Pseudonocardia";17
"Pseudoplatynematum";18
"Pseudoplatyophrya";10
"Pseudopleurochloris";23
"Pseudouroleptus";31
"Pseudovorticella";18
"Psora";6
"Pterula";6
"Pungentus";8
"Pyrenochaeta";6
"Pythium";3
"Pyxidiophora";6
"Ralstonia";17
"Ramariopsis";6
"Ranunculus";2
"Rathayibacter";17
"Resource::Decaying_wood";38
"Resource::Dung";39
"Resource::Litter";40
"Resource::MOS";41
"Rhabditis";16
"Rhabdolaimus";16
"Rheum";2
"Rhizobium";17
"Rhizoctonia";30
"Rhizoglyphus";29
"Rhizomicrobium";17
"Rhizophagus";36
"Rhizophlyctis";6
"Rhizophydium";6
"Rhodanobacter";17
"Rhodobium";17
"Rhodococcus";17
"Rhodoferax";17
"Rhodomicrobium";17
"Rhodopila";17
"Rhodopirellula";22
"Rhodoplanes";17
"Rhodopseudomonas";17
"Rhodothermus";17
"Rhogostoma";20
"Rhopalosiphum";15
"Rickettsiella";17
"Robertus";14
"Romanomermis";26
"Roseiarcus";17
"Roseiflexus";17
"Rotylenchulus";3
"Rotylenchus";3
"Rubrobacter";17
"Rudaea";17
"Rumex";2
"Saccamoeba";20
"Saccharibacillus";17
"Saccharomyces";6
"Saccharophagus";17
"Saccobolus";32
"Salinibacterium";17
"Salvia";2
"Sanguibacter";17
"Satchellius";30
"Sclerostagonospora";6
"Scutellospora";36
"Scytinostroma";6
"Sediminibacterium";17
"Segetibacter";17
"Seinura";5
"Seira";7
"Septoglomus";36
"Serpula";32
"Silene";35
"Siluania";18
"Sinapis";2
"Singulisphaera";22
"Sinomonas";17
"Sistotrema";37
"Sitona";15
"Skermanella";17
"Sminthurides";7
"Sminthurinus";7
"Sminthurus";7
"Solirubrobacter";17
"Solitalea";17
"Sorangium";17
"Sorghum";2
"Spathidium";27
"Sphaerobacter";17
"Sphaerobolus";6
"Sphaeroeca";18
"Sphenoderia";20
"Sphingobacterium";17
"Sphingobium";17
"Sphingomonas";17
"Sphingorhabdus";17
"Sphingosinicella";17
"Spirochaeta";17
"Spizellomyces";6
"Sporichthya";17
"Sporobolomyces";6
"Spumella";21
"Staphylococcus";17
"Stella";17
"Stellaria";35
"Stenotrophomonas";17
"Stephensia";6
"Stereum";6
"Steroidobacter";17
"Sterolibacterium";17
"Stigmalychus";29
"Stigmatella";17
"Stilbocrea";6
"Streptacidiphilus";17
"Streptomyces";17
"Streptosporangium";17
"Syncephalis";37
"Synchytrium";30
"Syntrophobacter";17
"Syntrophus";17
"Tachyporus";9
"Tachysoma";18
"Talaromyces";6
"Taraxacum";2
"Taxus";2
"Tectocepheus";29
"Tepidisphaera";22
"Teratocephalus";16
"Terracidiphilus";22
"Terriglobus";22
"Terrimonas";17
"Tetracanthella";7
"Tetrahymena";18
"Tetranychus";29
"Tetrodontophora";7
"Thaumatomastix";20
"Thaumatomonas";20
"Thecotheus";32
"Thermaerobacter";17
"Thermoanaerobacter";17
"Thermoflavimicrobium";17
"Thermoleophilum";17
"Thermomonas";17
"Thiobacillus";17
"Thiohalospira";17
"Thiorhodospira";17
"Tipula";15
"Trechispora";32
"Trechus";15
"Tribonema";23
"Trichocerca";18
"Trifolium";2
"Trinema";20
"Tripyla";8
"Trypanosoma";26
"Tubeufia";6
"Tullbergia";7
"Turneriella";17
"Tylencholaimus";5
"Tylenchus";3
"Tyrophagus";7
"Undibacterium";17
"Uropoda";7
"Urostyla";31
"Vampyrella";31
"Variibacter";17
"Variovorax";17
"Vaucheria";23
"Veigaia";13
"Vermamoeba";20
"Veronica";2
"Verrucomicrobium";17
"Vertagopus";7
"Vexillifera";18
"Vigna";2
"Vorticella";18
"Vorticellides";18
"Vulgatibacter";17
"Waitea";30
"Willowsia";7
"Woodsholea";17
"Woronina";30
"Xanthomonas";17
"Xanthonema";23
"Xiphinema";3
"Yarrowia";6
"Zavarzinella";22
"Zea";2
"Zoothamnium";18
