"";"labels"
"Elusimicrobium";4
"Emticicia";4
"Enchytraeus";1
"Enchytronia";1
"Endochytrium";1
"Endogone";1
"Entomobrya";2
"Entyloma";1
"Eocercomonas";3
"Eosentomon";2
"Epipyxis";3
"Epispathidium";1
"Epistylis";3
"Erythrobacter";4
"Eucephalobus";3
"Euduboscquella";1
"Euglypha";3
"Eumonhystera";3
"Euplotes";1
"Fallopia";1
"Ferribacterium";4
"Ferrimicrobium";4
"Ferrithrix";4
"Ferruginibacter";4
"Fibrella";4
"Fibrobacter";4
"Filobasidium";1
"Fistulifera";1
"Flavisolibacter";4
"Flavobacterium";4
"Flexibacter";4
"Fluviicola";4
"Folsomia";2
"Forficula";2
"Frankia";4
"Fridericia";1
"Friesea";2
"Frigoribacterium";4
"Funneliformis";1
"Fuscheria";1
"Fusobacterium";4
"Gaeumannomyces";1
"Gaiella";4
"Geastrum";1
"Gemmata";4
"Gemmatimonas";4
"Geoalkalibacter";4
"Geobacter";4
"Geodermatophilus";4
"Georgfuchsia";4
"Geothermobacter";4
"Geothrix";4
"Gliricola";1
"Glomus";1
"Gongronella";1
"Gonostomum";1
"Granulicella";4
"Guepiniopsis";1
"Haliangium";4
"Haliea";4
"Haliscomenobacter";4
"Halteromyces";1
"Hantzschia";1
"Helianthus";1
"Helicotylenchus";2
"Hemiamphisiella";1
"Henlea";1
"Herbaspirillum";4
"Herminiimonas";4
"Herpetomonas";2
"Hesperelaea";1
"Heterococcus";1
"Heterodera";2
"Heteromita";3
"Heterophrys";3
"Hibberdia";1
"Histiostoma";2
"Hodophilus";1
"Holcus";1
"Holophaga";4
"Holwaya";1
"Homalogastra";3
"Humibacter";4
"Hyalorbilia";1
"Hydrocarboniphaga";4
"Hydrogenophaga";4
"Hygrocybe";1
"Hymenochaetopsis";1
"Hymenoscyphus";1
"Hyphochytrium";1
"Hyphodiscus";1
"Hyphodontia";1
"Hyphomicrobium";4
"Iamia";4
"Ignavibacterium";4
"Ilumatobacter";4
"Iodophanus";1
"Isolaimium";3
"Isosphaera";4
"Isotoma";2
"Isotomiella";2
"Itersonilia";2
"Ixiolirion";1
"Jaagiella";1
"Janibacter";4
"Janthinobacterium";4
"Jatrophihabitans";4
"Juncus";1
"Kangiella";4
"Kineococcus";4
"Kineosporia";4
"Klebsormidium";1
"Kofleria";4
"Kribbella";4
"Ktedonobacter";4
"Kutzneria";4
"Kuzuhaea";1
"Labrys";4
"Lacibacter";4
"Lacrymaria";3
"Lamproderma";3
"Legionella";4
"Leifsonia";4
"Lentzea";4
"Lepidocyrtus";2
"Leptomyxa";3
"Leptopharynx";3
"Leptosphaeria";1
"Levilinea";4
"Limonomyces";1
"Linum";1
"Liochthonius";1
"Lishizhenia";4
"Lithobius";2
"Lonchoptera";2
"Longidorus";2
"Longilinea";4
"Luedemannella";4
"Lumbricus";1
"Luteimonas";4
"Luteolibacter";4
"Luticola";1
"Lysobacter";4
"Magnaporthe";1
"Magnetospirillum";4
"Mallomonas";3
"Malonomonas";4
"Marionina";1
"Marmoricola";4
"Martelella";4
"Maryna";3
"Massilia";4
"Massisteria";3
"Mayamaea";1
"Megalothorax";2
"Melastiza";1
"Meloidogyne";2
"Merlinius";2
"Meseres";3
"Mesodorylaimus";3
"Mesorhabditis";3
"Mesorhizobium";4
"Metarhizium";2
"Metateratocephalus";3
"Methanomassiliicoccus";1
"Methylobacillus";4
"Methylobacterium";4
"Methylocapsa";4
"Methylocella";4
"Methylophilus";4
"Methylosinus";4
"Micractinium";1
"Microbacterium";4
"Microlunatus";4
"Micromonospora";4
"Microvirga";4
"Mischococcus";1
"Monilicaryon";1
"Monocystis";1
"Monosiga";3
"Moorella";4
"Moraxella";4
"Mortierella";1
"Mucilaginibacter";4
"Mucor";1
"Multiclavula";1
"Mycobacterium";4
"Mycoplana";4
"Mykophagophrys";2
"Myrmica";1
"Myzus";1
"Nakamurella";4
"Nannochloris";1
"Nannocystis";4
"Neobodo";3
"Neopsilenchus";2
"Neourostylopsis";1
"Niastella";4
"Nitratireductor";4
"Nitrosococcus";4
"Nitrosopumilus";1
"Nitrososphaera";1
"Nitrosospira";4
"Nitrospira";4
"Nitzschia";1
"Nocardia";4
"Nocardioides";4
"Noctua";1
"Nolandella";3
"Nonomuraea";4
"Notholca";3
"Notiophilus";1
"Novosphingobium";4
"Nuclearia";1
"Nygolaimus";1
"Obertrumia";3
"Occallatibacter";4
"Ochrobactrum";4
"Ochromonas";3
"Octolasion";1
"Odontolaimus";1
"Ohtaekwangia";4
"Oikomonas";1
"Oligoflexus";4
"Olpidium";1
"Opitutus";4
"Orbicula";1
"Orbilia";1
"Orchesella";2
"Orciraptor";1
"Oricola";4
"Oryzihumus";4
"Otiorhynchus";1
"Oxytricha";3
"Paenibacillus";4
"Palaeospora";1
"Palmellopsis";1
"Panacibacter";4
"Panaeolus";1
"Panagrolaimus";3
"Panorbis";1
"Paracercomonas";3
"Parafilimonas";4
"Paraglomus";1
"Paraphysomonas";3
"Paratylenchus";2
"Pasteuria";4
"Paucimonas";4
"Paulinella";3
"Pedobacter";4
"Pedomicrobium";4
"Pedosphaera";4
"Pelobacter";4
"Pelomonas";4
"Pemphigus";1
"Penicillium";1
"Peniophorella";1
"Pentapharsodinium";1
"Peregrinia";3
"Perlucidibaca";4
"Persicaria";1
"Peyerimhoffia";1
"Phacelia";1
"Phaeosphaeria";1
"Phaselicystis";4
"Phenylobacterium";4
"Phialina";1
"Pholiota";1
"Phoma";2
"Phycisphaera";4
"Phyllobacterium";4
"Picea";1
"Pilogalumna";1
"Pinus";1
"Piptocephalis";1
"Pirellula";4
"Pisum";1
"Planctomyces";4
"Platyophrya";3
"Platyreta";1
"Plectus";3
"Pleurochloris";1
"Pluteus";1
"Podura";2
"Polaromonas";4
"Polyangium";4
"Polydesmus";1
"Polygonum";1
"Polymyxa";1
"Pontibacter";4
"Porphyrobacter";4
"Porpoloma";1
"Poterioochromonas";3
"Pratylenchoides";2
"Pratylenchus";2
"Preussia";1
"Prismatolaimus";3
"Proceropycnis";1
"Prodesmodora";3
"Prodorylaimus";3
"Propionivibrio";4
"Prorodon";3
"Prosthecobacter";4
"Prosthecomicrobium";4
"Protaphorura";2
"Protaspis";3
"Protocyclidium";3
"Protomyces";1
"Protoribates";1
"Prototheca";1
"Psathyrella";1
"Pseudaphelenchus";2
"Pseudo-nitzschia";1
"Pseudochilodonopsis";1
"Pseudocyrtolophosis";3
"Pseudolabrys";4
"Pseudomonas";4
"Pseudonocardia";4
"Pseudoplatynematum";3
"Pseudoplatyophrya";2
"Pseudopleurochloris";1
"Pseudouroleptus";1
"Pseudovorticella";3
"Psora";1
"Pterula";1
"Pungentus";3
"Pyrenochaeta";1
"Pythium";2
"Pyxidiophora";1
"Ralstonia";4
"Ramariopsis";1
"Ranunculus";1
"Rathayibacter";4
"Resource::Decaying_wood";1
"Resource::Dung";1
"Resource::Litter";1
"Resource::MOS";1
"Rhabditis";3
"Rhabdolaimus";3
"Rheum";1
"Rhizobium";4
"Rhizoctonia";1
"Rhizoglyphus";1
"Rhizomicrobium";4
"Rhizophagus";1
"Rhizophlyctis";1
"Rhizophydium";1
"Rhodanobacter";4
"Rhodobium";4
"Rhodococcus";4
"Rhodoferax";4
"Rhodomicrobium";4
"Rhodopila";4
"Rhodopirellula";4
"Rhodoplanes";4
"Rhodopseudomonas";4
"Rhodothermus";4
"Rhogostoma";3
"Rhopalosiphum";1
"Rickettsiella";4
"Robertus";1
"Romanomermis";2
"Roseiarcus";4
"Roseiflexus";4
"Rotylenchulus";2
"Rotylenchus";2
"Rubrobacter";4
"Rudaea";4
"Rumex";1
"Saccamoeba";3
"Saccharibacillus";4
"Saccharomyces";1
"Saccharophagus";4
"Saccobolus";1
"Salinibacterium";4
"Salvia";1
"Sanguibacter";4
"Satchellius";1
"Sclerostagonospora";1
"Scutellospora";1
"Scytinostroma";1
"Sediminibacterium";4
"Segetibacter";4
"Seinura";2
"Seira";2
"Septoglomus";1
"Serpula";1
"Silene";1
"Siluania";3
"Sinapis";1
"Singulisphaera";4
"Sinomonas";4
"Sistotrema";1
"Sitona";1
"Skermanella";4
"Sminthurides";2
"Sminthurinus";2
"Sminthurus";2
"Solirubrobacter";4
"Solitalea";4
"Sorangium";4
"Sorghum";1
"Spathidium";1
"Sphaerobacter";4
"Sphaerobolus";1
"Sphaeroeca";3
"Sphenoderia";3
"Sphingobacterium";4
"Sphingobium";4
"Sphingomonas";4
"Sphingorhabdus";4
"Sphingosinicella";4
"Spirochaeta";4
"Spizellomyces";1
"Sporichthya";4
"Sporobolomyces";1
"Spumella";3
"Staphylococcus";4
"Stella";4
"Stellaria";1
"Stenotrophomonas";4
"Stephensia";1
"Stereum";1
"Steroidobacter";4
"Sterolibacterium";4
"Stigmalychus";1
"Stigmatella";4
"Stilbocrea";1
"Streptacidiphilus";4
"Streptomyces";4
"Streptosporangium";4
"Syncephalis";1
"Synchytrium";1
"Syntrophobacter";4
"Syntrophus";4
"Tachyporus";2
"Tachysoma";3
"Talaromyces";1
"Taraxacum";1
"Taxus";1
"Tectocepheus";1
"Tepidisphaera";4
"Teratocephalus";3
"Terracidiphilus";4
"Terriglobus";4
"Terrimonas";4
"Tetracanthella";2
"Tetrahymena";3
"Tetranychus";1
"Tetrodontophora";2
"Thaumatomastix";3
"Thaumatomonas";3
"Thecotheus";1
"Thermaerobacter";4
"Thermoanaerobacter";4
"Thermoflavimicrobium";4
"Thermoleophilum";4
"Thermomonas";4
"Thiobacillus";4
"Thiohalospira";4
"Thiorhodospira";4
"Tipula";1
"Trechispora";1
"Trechus";1
"Tribonema";1
"Trichocerca";3
"Trifolium";1
"Trinema";3
"Tripyla";3
"Trypanosoma";2
"Tubeufia";1
"Tullbergia";2
"Turneriella";4
"Tylencholaimus";2
"Tylenchus";2
"Tyrophagus";2
"Undibacterium";4
"Uropoda";2
"Urostyla";1
"Vampyrella";1
"Variibacter";4
"Variovorax";4
"Vaucheria";1
"Veigaia";1
"Vermamoeba";3
"Veronica";1
"Verrucomicrobium";4
"Vertagopus";2
"Vexillifera";3
"Vigna";1
"Vorticella";3
"Vorticellides";3
"Vulgatibacter";4
"Waitea";1
"Willowsia";2
"Woodsholea";4
"Woronina";1
"Xanthomonas";4
"Xanthonema";1
"Xiphinema";2
"Yarrowia";1
"Zavarzinella";4
"Zea";1
"Zoothamnium";3
