"";"labels"
"Abies";2
"Absidia";5
"Achaeta";3
"Achillea";2
"Acidimicrobium";10
"Acidisphaera";10
"Aciditerrimonas";10
"Acidobacterium";10
"Acidothermus";10
"Acidovorax";10
"Acinetobacter";10
"Acrobeles";9
"Acrobeloides";9
"Acrospermum";5
"Actinoallomurus";10
"Actinocatenispora";10
"Actinochloris";14
"Actinocrinis";10
"Actinomadura";10
"Actinomyces";10
"Actinoplanes";10
"Acyrthosiphon";3
"Adhaeribacter";10
"Adineta";11
"Aeromicrobium";10
"Aetherobacter";10
"Aggregicoccus";10
"Agriotes";1
"Agromyces";10
"Alaimus";9
"Alicorhagia";3
"Allolobophora";3
"Allovahlkampfia";12
"Alnus";2
"Altererythrobacter";10
"Ambispora";3
"Aminobacter";10
"Amphidelus";9
"Amphileptus";15
"Amphimallon";3
"Amplimerlinius";1
"Amycolatopsis";10
"Anaeromyxobacter";10
"Anatonchus";16
"Angustibacter";10
"Anoplophrya";8
"Anteholosticha";17
"Anystis";7
"Aphanomyces";3
"Aphelenchoides";4
"Aphelenchus";4
"Aphidius";3
"Aphis";3
"Aphodius";3
"Apiotrichum";5
"Aporcelaimellus";16
"Aporrectodea";3
"Apusomonas";12
"Aquihabitans";10
"Archaeorhizomyces";5
"Archaeospora";3
"Arcuospathidium";15
"Arenimonas";10
"Arthrobacter";10
"Articulospora";5
"Ascobolus";5
"Asterostroma";5
"Athous";1
"Aulacorthum";3
"Auxarthron";5
"Azospirillum";10
"Bacillus";10
"Bacteriovorax";10
"Bacteroides";10
"Bardeliella";12
"Barynotus";3
"Basidiobolus";5
"Basiria";1
"Bastiania";9
"Bdellovibrio";10
"Beauveria";8
"Bellilinea";10
"Bicosoeca";11
"Bisporella";5
"Blaberolaelaps";7
"Blastochloris";10
"Blastococcus";10
"Blepharisma";11
"Bodo";12
"Bodomorpha";12
"Bolbitius";5
"Boleodorus";1
"Bos";1
"Botryochloris";14
"Boudiera";5
"Brachyphoris";5
"Bracteacoccus";14
"Bradyrhizobium";10
"Bradysia";3
"Bresslaua";17
"Bresslauides";12
"Brevundimonas";10
"Bryometopus";17
"Bryometopus pseudochilodon";17
"Buchholzia";3
"Bullera";5
"Bumilleriopsis";14
"Burkholderia";10
"Byssovorax";10
"Caenimonas";10
"Caldilinea";10
"Calluna";2
"Camarophyllus";5
"Campanella";5
"Campodea";3
"Canavalia";2
"Candidatus Koribacter";10
"Candidatus Microthrix";10
"Candidatus Nephrothrix";10
"Candidatus Nitrosocosmicus";3
"Candidatus Solibacter";10
"Capsellina";3
"Cardamine";2
"Catellatospora";10
"Catenaria";5
"Catenulispora";10
"Caudiholosticha";17
"Caulerpa";14
"Caulobacter";10
"Cedrus";2
"Cellulomonas";10
"Cellvibrio";10
"Cenarchaeum";3
"Cephalobus";9
"Cephaloticoccus";10
"Cerastium";2
"Ceratophysella";4
"Cercomonas";12
"Cetraspora";3
"Chaetosphaeria";5
"Chamaedrilus";3
"Cheilymenia";5
"Chitinophaga";10
"Chlamydomonas";14
"Chlamydomyxa";13
"Chlorella";14
"Chlorellidium";14
"Chlorococcum";14
"Chloroflexus";10
"Choleva";4
"Chondromyces";10
"Chromosera";5
"Chryseobacterium";10
"Chthoniobacter";10
"Chthonius";7
"Chytridium";3
"Cladosporium";3
"Clarkus";16
"Claroideoglomus";3
"Clavibacter";10
"Clostridium";10
"Codosiga";11
"Coelastrella";14
"Colpoda";12
"Comamonas";10
"Conexibacter";10
"Conopodium";2
"Cordyceps";8
"Corythion";12
"Craterocolla";5
"Crocinitomix";10
"Cryphonectria";5
"Cryptococcus";5
"Cultellothrix";15
"Cupriavidus";10
"Curvibacter";10
"Cylindroiulus";3
"Cyphellophora";5
"Cystobacter";10
"Cystobasidium";3
"Cytophaga";10
"Dactylis";2
"Dactylosporangium";10
"Dechloromonas";10
"Dechlorospirillum";10
"Dehalococcoides";10
"Delftia";10
"Demequina";10
"Denitratisoma";10
"Derxia";10
"Desmodesmus";14
"Desulfitobacterium";10
"Desulfotalea";10
"Desulfovibrio";10
"Desulfovirga";10
"Desulfuromonas";10
"Devosia";10
"Diaphanoeca";11
"Diaphorobacter";10
"Dictyosporium";5
"Dileptus";15
"Dinobryon";14
"Dioszegia";5
"Diplogasteroides";16
"Discolaimus";6
"Dissophora";5
"Ditylenchus";4
"Diversispora";3
"Dokdonella";10
"Dongia";10
"Duganella";10
"Dyadobacter";10
"Dyella";10
"Echinamoeba";12
"Ecumenicus";6
"Edaphobacter";10
"Elusimicrobium";10
"Emticicia";10
"Enchytraeus";3
"Enchytronia";3
"Endochytrium";5
"Endogone";5
"Entomobrya";4
"Entyloma";3
"Eocercomonas";12
"Eosentomon";4
"Epipyxis";13
"Epispathidium";15
"Epistylis";11
"Erythrobacter";10
"Eucephalobus";9
"Euduboscquella";14
"Euglypha";12
"Eumonhystera";9
"Euplotes";17
"Fallopia";2
"Ferribacterium";10
"Ferrimicrobium";10
"Ferrithrix";10
"Ferruginibacter";10
"Fibrella";10
"Fibrobacter";10
"Filobasidium";5
"Fistulifera";14
"Flavisolibacter";10
"Flavobacterium";10
"Flexibacter";10
"Fluviicola";10
"Folsomia";4
"Forficula";4
"Frankia";10
"Fridericia";3
"Friesea";4
"Frigoribacterium";10
"Funneliformis";3
"Fuscheria";15
"Fusobacterium";10
"Gaeumannomyces";3
"Gaiella";10
"Geastrum";5
"Gemmata";10
"Gemmatimonas";10
"Geoalkalibacter";10
"Geobacter";10
"Geodermatophilus";10
"Georgfuchsia";10
"Geothermobacter";10
"Geothrix";10
"Gliricola";3
"Glomus";3
"Gongronella";5
"Gonostomum";17
"Granulicella";10
"Guepiniopsis";5
"Haliangium";10
"Haliea";10
"Haliscomenobacter";10
"Halteromyces";5
"Hantzschia";14
"Helianthus";2
"Helicotylenchus";1
"Hemiamphisiella";15
"Henlea";3
"Herbaspirillum";10
"Herminiimonas";10
"Herpetomonas";8
"Hesperelaea";2
"Heterococcus";14
"Heterodera";1
"Heteromita";12
"Heterophrys";12
"Hibberdia";14
"Histiostoma";4
"Hodophilus";5
"Holcus";2
"Holophaga";10
"Holwaya";5
"Homalogastra";11
"Humibacter";10
"Hyalorbilia";5
"Hydrocarboniphaga";10
"Hydrogenophaga";10
"Hygrocybe";5
"Hymenochaetopsis";5
"Hymenoscyphus";5
"Hyphochytrium";3
"Hyphodiscus";5
"Hyphodontia";5
"Hyphomicrobium";10
"Iamia";10
"Ignavibacterium";10
"Ilumatobacter";10
"Iodophanus";5
"Isolaimium";9
"Isosphaera";10
"Isotoma";4
"Isotomiella";4
"Itersonilia";1
"Ixiolirion";2
"Jaagiella";14
"Janibacter";10
"Janthinobacterium";10
"Jatrophihabitans";10
"Juncus";2
"Kangiella";10
"Kineococcus";10
"Kineosporia";10
"Klebsormidium";14
"Kofleria";10
"Kribbella";10
"Ktedonobacter";10
"Kutzneria";10
"Kuzuhaea";5
"Labrys";10
"Lacibacter";10
"Lacrymaria";11
"Lamproderma";12
