"";"V1";"V2";"V3";"V4";"V5";"V6";"V7"
"1";0,0362104039365986;0,0159796894198234;0,0140897293309566;0,0268817206023311;0,0227703986270485;0,0159018627864973;0,00925925930885679
"2";0,0185185185005389;0,0015873018653038;1e-06;0,0555555562214477;1e-06;1e-06;0,168209876047379
"3";0,00030898532294123;0,996168579781364;1e-06;0,954022977507737;1e-06;1e-06;1e-06
"4";1e-06;1e-06;1e-06;1e-06;1e-06;1e-06;0,111111110460491
"5";1e-06;1e-06;1e-06;0,70588234476387;1e-06;1e-06;0,444771240684702
"6";1e-06;1e-06;1e-06;0,999999;0,999999;1e-06;1e-06
"7";0,00313620073675928;1e-06;1e-06;0,72222221360566;1e-06;1e-06;0,20714285647941
