"";"labels"
"Abies";2
"Absidia";4
"Achaeta";2
"Achillea";2
"Acidimicrobium";8
"Acidisphaera";8
"Aciditerrimonas";8
"Acidobacterium";8
"Acidothermus";8
"Acidovorax";8
"Acinetobacter";8
"Acrobeles";7
"Acrobeloides";7
"Acrospermum";4
"Actinoallomurus";8
"Actinocatenispora";8
"Actinochloris";1
"Actinocrinis";8
"Actinomadura";8
"Actinomyces";8
"Actinoplanes";8
"Acyrthosiphon";1
"Adhaeribacter";8
"Adineta";7
"Aeromicrobium";8
"Aetherobacter";8
"Aggregicoccus";8
"Agriotes";1
"Agromyces";8
"Alaimus";7
"Alicorhagia";2
"Allolobophora";2
"Allovahlkampfia";7
"Alnus";2
"Altererythrobacter";8
"Ambispora";1
"Aminobacter";8
"Amphidelus";7
"Amphileptus";6
"Amphimallon";2
"Amplimerlinius";1
"Amycolatopsis";8
"Anaeromyxobacter";8
"Anatonchus";6
"Angustibacter";8
"Anoplophrya";1
"Anteholosticha";6
"Anystis";6
"Aphanomyces";1
"Aphelenchoides";3
"Aphelenchus";3
"Aphidius";1
"Aphis";2
"Aphodius";2
"Apiotrichum";4
"Aporcelaimellus";6
"Aporrectodea";2
"Apusomonas";7
"Aquihabitans";8
"Archaeorhizomyces";4
"Archaeospora";1
"Arcuospathidium";6
"Arenimonas";8
"Arthrobacter";8
"Articulospora";4
"Ascobolus";4
"Asterostroma";4
"Athous";1
"Aulacorthum";1
"Auxarthron";4
"Azospirillum";8
"Bacillus";8
"Bacteriovorax";8
"Bacteroides";8
"Bardeliella";7
"Barynotus";1
"Basidiobolus";4
"Basiria";1
"Bastiania";7
"Bdellovibrio";8
"Beauveria";1
"Bellilinea";8
"Bicosoeca";7
"Bisporella";4
"Blaberolaelaps";6
"Blastochloris";8
"Blastococcus";8
"Blepharisma";7
"Bodo";7
"Bodomorpha";7
"Bolbitius";4
"Boleodorus";1
"Bos";1
"Botryochloris";1
"Boudiera";4
"Brachyphoris";4
"Bracteacoccus";1
"Bradyrhizobium";8
"Bradysia";2
"Bresslaua";6
"Bresslauides";7
"Brevundimonas";8
"Bryometopus";6
"Bryometopus pseudochilodon";6
"Buchholzia";2
"Bullera";4
"Bumilleriopsis";1
"Burkholderia";8
"Byssovorax";8
"Caenimonas";8
"Caldilinea";8
"Calluna";2
"Camarophyllus";4
"Campanella";4
"Campodea";2
"Canavalia";2
"Candidatus Koribacter";8
"Candidatus Microthrix";8
"Candidatus Nephrothrix";8
"Candidatus Nitrosocosmicus";1
"Candidatus Solibacter";8
"Capsellina";6
"Cardamine";2
"Catellatospora";8
"Catenaria";4
"Catenulispora";8
"Caudiholosticha";6
"Caulerpa";1
"Caulobacter";8
"Cedrus";2
"Cellulomonas";8
"Cellvibrio";8
"Cenarchaeum";1
"Cephalobus";7
"Cephaloticoccus";8
"Cerastium";2
"Ceratophysella";3
"Cercomonas";7
"Cetraspora";1
"Chaetosphaeria";4
"Chamaedrilus";2
"Cheilymenia";4
"Chitinophaga";8
"Chlamydomonas";1
"Chlamydomyxa";7
"Chlorella";1
"Chlorellidium";1
"Chlorococcum";1
"Chloroflexus";8
"Choleva";3
"Chondromyces";8
"Chromosera";4
"Chryseobacterium";8
"Chthoniobacter";8
"Chthonius";6
"Chytridium";1
"Cladosporium";1
"Clarkus";6
"Claroideoglomus";1
"Clavibacter";8
"Clostridium";8
"Codosiga";7
"Coelastrella";1
"Colpoda";7
"Comamonas";8
"Conexibacter";8
"Conopodium";2
"Cordyceps";1
"Corythion";7
"Craterocolla";4
"Crocinitomix";8
"Cryphonectria";4
"Cryptococcus";4
"Cultellothrix";6
"Cupriavidus";8
"Curvibacter";8
"Cylindroiulus";2
"Cyphellophora";4
"Cystobacter";8
"Cystobasidium";1
"Cytophaga";8
"Dactylis";2
"Dactylosporangium";8
"Dechloromonas";8
"Dechlorospirillum";8
"Dehalococcoides";8
"Delftia";8
"Demequina";8
"Denitratisoma";8
"Derxia";8
"Desmodesmus";1
"Desulfitobacterium";8
"Desulfotalea";8
"Desulfovibrio";8
"Desulfovirga";8
"Desulfuromonas";8
"Devosia";8
"Diaphanoeca";7
"Diaphorobacter";8
"Dictyosporium";4
"Dileptus";6
"Dinobryon";1
"Dioszegia";4
"Diplogasteroides";6
"Discolaimus";5
"Dissophora";4
"Ditylenchus";3
"Diversispora";1
"Dokdonella";8
"Dongia";8
"Duganella";8
"Dyadobacter";8
"Dyella";8
"Echinamoeba";7
"Ecumenicus";5
"Edaphobacter";8
"Elusimicrobium";8
"Emticicia";8
"Enchytraeus";2
"Enchytronia";2
"Endochytrium";4
"Endogone";4
"Entomobrya";3
"Entyloma";1
"Eocercomonas";7
"Eosentomon";3
"Epipyxis";7
"Epispathidium";6
"Epistylis";7
"Erythrobacter";8
"Eucephalobus";7
"Euduboscquella";1
"Euglypha";7
"Eumonhystera";7
"Euplotes";6
"Fallopia";2
"Ferribacterium";8
"Ferrimicrobium";8
"Ferrithrix";8
"Ferruginibacter";8
"Fibrella";8
"Fibrobacter";8
"Filobasidium";4
"Fistulifera";1
"Flavisolibacter";8
"Flavobacterium";8
"Flexibacter";8
"Fluviicola";8
"Folsomia";3
"Forficula";3
"Frankia";8
"Fridericia";2
"Friesea";3
"Frigoribacterium";8
"Funneliformis";1
"Fuscheria";6
"Fusobacterium";8
"Gaeumannomyces";1
"Gaiella";8
"Geastrum";4
"Gemmata";8
"Gemmatimonas";8
"Geoalkalibacter";8
"Geobacter";8
"Geodermatophilus";8
"Georgfuchsia";8
"Geothermobacter";8
"Geothrix";8
"Gliricola";2
"Glomus";1
"Gongronella";4
"Gonostomum";6
"Granulicella";8
"Guepiniopsis";4
"Haliangium";8
"Haliea";8
"Haliscomenobacter";8
"Halteromyces";4
"Hantzschia";1
"Helianthus";2
"Helicotylenchus";1
"Hemiamphisiella";6
"Henlea";2
"Herbaspirillum";8
"Herminiimonas";8
"Herpetomonas";1
"Hesperelaea";2
"Heterococcus";1
"Heterodera";1
"Heteromita";7
"Heterophrys";7
"Hibberdia";1
"Histiostoma";3
"Hodophilus";4
"Holcus";2
"Holophaga";8
"Holwaya";4
"Homalogastra";7
"Humibacter";8
"Hyalorbilia";4
"Hydrocarboniphaga";8
"Hydrogenophaga";8
"Hygrocybe";4
"Hymenochaetopsis";4
"Hymenoscyphus";4
"Hyphochytrium";1
"Hyphodiscus";4
"Hyphodontia";4
"Hyphomicrobium";8
"Iamia";8
"Ignavibacterium";8
"Ilumatobacter";8
"Iodophanus";4
"Isolaimium";7
"Isosphaera";8
"Isotoma";3
"Isotomiella";3
"Itersonilia";1
"Ixiolirion";2
"Jaagiella";1
"Janibacter";8
"Janthinobacterium";8
"Jatrophihabitans";8
"Juncus";2
"Kangiella";8
"Kineococcus";8
"Kineosporia";8
"Klebsormidium";1
"Kofleria";8
"Kribbella";8
"Ktedonobacter";8
"Kutzneria";8
"Kuzuhaea";4
"Labrys";8
"Lacibacter";8
"Lacrymaria";7
"Lamproderma";7
"Legionella";8
"Leifsonia";8
"Lentzea";8
"Lepidocyrtus";3
"Leptomyxa";7
"Leptopharynx";7
"Leptosphaeria";1
"Levilinea";8
"Limonomyces";1
"Linum";2
"Liochthonius";2
"Lishizhenia";8
"Lithobius";1
"Lonchoptera";3
