"";"labels"
"Cheilymenia";36
"Chitinophaga";20
"Chlamydomonas";26
"Chlamydomyxa";24
"Chlorella";26
"Chlorellidium";26
"Chlorococcum";26
"Chloroflexus";20
"Choleva";8
"Chondromyces";20
"Chromosera";6
"Chryseobacterium";20
"Chthoniobacter";20
"Chthonius";14
"Chytridium";27
"Cladosporium";38
"Clarkus";31
"Claroideoglomus";42
"Clavibacter";20
"Clostridium";20
"Codosiga";21
"Coelastrella";26
"Colpoda";23
"Comamonas";20
"Conexibacter";20
"Conopodium";16
"Cordyceps";28
"Corythion";23
"Craterocolla";6
"Crocinitomix";20
"Cryphonectria";36
"Cryptococcus";6
"Cultellothrix";30
"Cupriavidus";20
"Curvibacter";20
"Cylindroiulus";37
"Cyphellophora";6
"Cystobacter";20
"Cystobasidium";34
"Cytophaga";20
"Dactylis";2
"Dactylosporangium";20
"Dechloromonas";20
"Dechlorospirillum";20
"Dehalococcoides";20
"Delftia";20
"Demequina";20
"Denitratisoma";20
"Derxia";20
"Desmodesmus";26
"Desulfitobacterium";20
"Desulfotalea";20
"Desulfovibrio";20
"Desulfovirga";20
"Desulfuromonas";20
"Devosia";20
"Diaphanoeca";21
"Diaphorobacter";20
"Dictyosporium";6
"Dileptus";30
"Dinobryon";26
"Dioszegia";6
"Diplogasteroides";31
"Discolaimus";9
"Dissophora";6
"Ditylenchus";5
"Diversispora";42
"Dokdonella";20
"Dongia";20
"Duganella";20
"Dyadobacter";20
"Dyella";20
"Echinamoeba";23
"Ecumenicus";9
"Edaphobacter";25
"Elusimicrobium";20
"Emticicia";20
"Enchytraeus";13
"Enchytronia";13
"Endochytrium";6
"Endogone";36
"Entomobrya";7
"Entyloma";34
"Eocercomonas";23
"Eosentomon";8
"Epipyxis";24
"Epispathidium";30
"Epistylis";21
"Erythrobacter";20
"Eucephalobus";19
"Euduboscquella";26
"Euglypha";23
"Eumonhystera";19
"Euplotes";35
"Fallopia";2
"Ferribacterium";20
"Ferrimicrobium";20
"Ferrithrix";20
"Ferruginibacter";20
"Fibrella";20
"Fibrobacter";20
"Filobasidium";6
"Fistulifera";26
"Flavisolibacter";20
"Flavobacterium";20
"Flexibacter";20
"Fluviicola";20
"Folsomia";7
"Forficula";10
"Frankia";20
"Fridericia";34
"Friesea";7
"Frigoribacterium";20
"Funneliformis";42
"Fuscheria";30
"Fusobacterium";20
"Gaeumannomyces";38
"Gaiella";20
"Geastrum";6
"Gemmata";25
"Gemmatimonas";25
"Geoalkalibacter";20
"Geobacter";20
"Geodermatophilus";20
"Georgfuchsia";20
"Geothermobacter";20
"Geothrix";25
"Gliricola";37
"Glomus";42
"Gongronella";6
"Gonostomum";35
"Granulicella";25
"Guepiniopsis";36
"Haliangium";20
"Haliea";20
"Haliscomenobacter";20
"Halteromyces";6
"Hantzschia";26
"Helianthus";16
"Helicotylenchus";3
"Hemiamphisiella";30
"Henlea";13
"Herbaspirillum";20
"Herminiimonas";20
"Herpetomonas";29
"Hesperelaea";2
"Heterococcus";26
"Heterodera";3
"Heteromita";23
"Heterophrys";23
"Hibberdia";26
"Histiostoma";7
"Hodophilus";6
"Holcus";43
"Holophaga";25
"Holwaya";6
"Homalogastra";21
"Humibacter";20
"Hyalorbilia";6
"Hydrocarboniphaga";20
"Hydrogenophaga";20
"Hygrocybe";6
"Hymenochaetopsis";36
"Hymenoscyphus";6
"Hyphochytrium";34
"Hyphodiscus";6
"Hyphodontia";6
"Hyphomicrobium";20
"Iamia";20
"Ignavibacterium";20
"Ilumatobacter";20
"Iodophanus";36
"Isolaimium";19
"Isosphaera";25
"Isotoma";7
"Isotomiella";7
"Itersonilia";3
"Ixiolirion";2
"Jaagiella";26
"Janibacter";20
"Janthinobacterium";20
"Jatrophihabitans";20
"Juncus";2
"Kangiella";20
"Kineococcus";20
"Kineosporia";20
"Klebsormidium";26
"Kofleria";20
"Kribbella";20
"Ktedonobacter";20
"Kutzneria";20
"Kuzuhaea";44
"Labrys";20
"Lacibacter";20
"Lacrymaria";21
"Lamproderma";23
"Legionella";20
"Leifsonia";20
"Lentzea";20
"Lepidocyrtus";7
"Leptomyxa";22
"Leptopharynx";21
"Leptosphaeria";34
"Levilinea";20
"Limonomyces";38
"Linum";2
"Liochthonius";37
"Lishizhenia";20
"Lithobius";15
"Lonchoptera";8
"Longidorus";3
"Longilinea";20
"Luedemannella";20
"Lumbricus";34
"Luteimonas";20
"Luteolibacter";20
"Luticola";26
"Lysobacter";20
"Magnaporthe";38
"Magnetospirillum";20
"Mallomonas";24
"Malonomonas";20
"Marionina";13
"Marmoricola";20
"Martelella";20
"Maryna";23
"Massilia";20
"Massisteria";23
"Mayamaea";26
"Megalothorax";7
"Melastiza";6
"Meloidogyne";3
"Merlinius";3
"Meseres";21
"Mesodorylaimus";9
"Mesorhabditis";19
"Mesorhizobium";20
"Metarhizium";28
"Metateratocephalus";19
"Methanomassiliicoccus";39
"Methylobacillus";20
"Methylobacterium";20
"Methylocapsa";20
"Methylocella";20
"Methylophilus";20
"Methylosinus";20
"Micractinium";26
"Microbacterium";20
"Microlunatus";20
"Micromonospora";20
"Microvirga";20
"Mischococcus";26
"Monilicaryon";30
"Monocystis";12
"Monosiga";21
"Moorella";20
"Moraxella";20
"Mortierella";6
"Mucilaginibacter";20
"Mucor";6
"Multiclavula";36
"Mycobacterium";20
"Mycoplana";20
"Mykophagophrys";11
"Myrmica";18
"Myzus";17
"Nakamurella";20
"Nannochloris";26
"Nannocystis";20
"Neobodo";22
"Neopsilenchus";3
"Neourostylopsis";30
"Niastella";20
"Nitratireductor";20
"Nitrosococcus";20
"Nitrosopumilus";39
"Nitrososphaera";39
"Nitrosospira";20
"Nitrospira";20
"Nitzschia";26
"Nocardia";20
"Nocardioides";20
"Noctua";18
"Nolandella";23
"Nonomuraea";20
"Notholca";21
"Notiophilus";32
"Novosphingobium";20
"Nuclearia";35
"Nygolaimus";31
"Obertrumia";22
"Occallatibacter";25
"Ochrobactrum";20
"Ochromonas";24
"Octolasion";34
"Odontolaimus";31
"Ohtaekwangia";20
"Oikomonas";26
"Oligoflexus";20
"Olpidium";34
"Opitutus";20
"Orbicula";36
"Orbilia";6
"Orchesella";7
"Orciraptor";40
"Oricola";20
"Oryzihumus";20
"Otiorhynchus";4
"Oxytricha";21
"Paenibacillus";20
"Palaeospora";42
"Palmellopsis";26
"Panacibacter";20
"Panaeolus";36
"Panagrolaimus";19
"Panorbis";6
"Paracercomonas";23
"Parafilimonas";20
"Paraglomus";42
"Paraphysomonas";24
"Paratylenchus";3
"Pasteuria";20
"Paucimonas";20
"Paulinella";23
"Pedobacter";20
"Pedomicrobium";20
"Pedosphaera";20
"Pelobacter";20
"Pelomonas";20
"Pemphigus";18
"Penicillium";6
"Peniophorella";6
"Pentapharsodinium";26
"Peregrinia";23
"Perlucidibaca";20
"Persicaria";2
"Peyerimhoffia";18
"Phacelia";2
"Phaeosphaeria";6
"Phaselicystis";20
"Phenylobacterium";20
"Phialina";30
"Pholiota";6
"Phoma";3
"Phycisphaera";25
"Phyllobacterium";20
"Picea";2
"Pilogalumna";37
"Pinus";2
"Piptocephalis";44
"Pirellula";25
"Pisum";2
"Planctomyces";25
"Platyophrya";23
"Platyreta";35
"Plectus";19
"Pleurochloris";26
"Pluteus";6
"Podura";7
"Polaromonas";20
"Polyangium";20
"Polydesmus";37
"Polygonum";2
"Polymyxa";38
"Pontibacter";20
"Porphyrobacter";20
"Porpoloma";6
"Poterioochromonas";24
"Pratylenchoides";3
"Pratylenchus";3
"Preussia";6
"Prismatolaimus";19
"Proceropycnis";6
"Prodesmodora";19
"Prodorylaimus";9
"Propionivibrio";20
"Prorodon";21
"Prosthecobacter";20
"Prosthecomicrobium";20
"Protaphorura";7
"Protaspis";21
"Protocyclidium";21
"Protomyces";34
"Protoribates";37
"Prototheca";26
"Psathyrella";36
"Pseudaphelenchus";5
"Pseudo-nitzschia";26
"Pseudochilodonopsis";40
"Pseudocyrtolophosis";23
"Pseudolabrys";20
"Pseudomonas";20
"Pseudonocardia";20
"Pseudoplatynematum";21
"Pseudoplatyophrya";11
"Pseudopleurochloris";26
"Pseudouroleptus";35
"Pseudovorticella";21
"Psora";6
"Pterula";6
"Pungentus";9
"Pyrenochaeta";6
"Pythium";3
"Pyxidiophora";6
"Ralstonia";20
"Ramariopsis";6
"Ranunculus";2
"Rathayibacter";20
"Resource::Decaying_wood";45
"Resource::Dung";46
"Resource::Litter";47
"Resource::MOS";48
"Rhabditis";19
"Rhabdolaimus";19
"Rheum";2
"Rhizobium";20
"Rhizoctonia";38
"Rhizoglyphus";33
"Rhizomicrobium";20
"Rhizophagus";42
"Rhizophlyctis";6
"Rhizophydium";6
"Rhodanobacter";20
"Rhodobium";20
"Rhodococcus";20
"Rhodoferax";20
"Rhodomicrobium";20
"Rhodopila";20
"Rhodopirellula";25
"Rhodoplanes";20
"Rhodopseudomonas";20
"Rhodothermus";20
"Rhogostoma";23
"Rhopalosiphum";18
"Rickettsiella";20
"Robertus";15
"Romanomermis";29
"Roseiarcus";20
"Roseiflexus";20
"Rotylenchulus";3
"Rotylenchus";3
"Rubrobacter";20
"Rudaea";20
"Rumex";2
"Saccamoeba";23
"Saccharibacillus";20
"Saccharomyces";6
"Saccharophagus";20
"Saccobolus";36
"Salinibacterium";20
"Salvia";2
"Sanguibacter";20
"Satchellius";34
"Sclerostagonospora";6
"Scutellospora";42
"Scytinostroma";6
"Sediminibacterium";20
"Segetibacter";20
"Seinura";5
"Seira";7
"Septoglomus";42
"Serpula";36
"Silene";41
"Siluania";21
"Sinapis";16
"Singulisphaera";25
"Sinomonas";20
"Sistotrema";44
"Sitona";18
"Skermanella";20
"Sminthurides";7
"Sminthurinus";7
"Sminthurus";7
"Solirubrobacter";20
"Solitalea";20
"Sorangium";20
"Sorghum";43
"Spathidium";30
"Sphaerobacter";20
"Sphaerobolus";6
"Sphaeroeca";21
"Sphenoderia";23
"Sphingobacterium";20
"Sphingobium";20
"Sphingomonas";20
"Sphingorhabdus";20
"Sphingosinicella";20
"Spirochaeta";20
"Spizellomyces";6
"Sporichthya";20
"Sporobolomyces";6
"Spumella";24
"Staphylococcus";20
"Stella";20
"Stellaria";41
"Stenotrophomonas";20
"Stephensia";6
"Stereum";6
"Steroidobacter";20
"Sterolibacterium";20
"Stigmalychus";33
"Stigmatella";20
"Stilbocrea";6
"Streptacidiphilus";20
"Streptomyces";20
"Streptosporangium";20
"Syncephalis";44
"Synchytrium";34
"Syntrophobacter";20
"Syntrophus";20
"Tachyporus";10
"Tachysoma";21
"Talaromyces";6
"Taraxacum";16
"Taxus";2
"Tectocepheus";37
"Tepidisphaera";25
"Teratocephalus";19
"Terracidiphilus";25
"Terriglobus";25
"Terrimonas";20
"Tetracanthella";7
"Tetrahymena";21
"Tetranychus";33
"Tetrodontophora";7
"Thaumatomastix";23
"Thaumatomonas";23
"Thecotheus";36
"Thermaerobacter";20
"Thermoanaerobacter";20
"Thermoflavimicrobium";20
"Thermoleophilum";20
"Thermomonas";20
"Thiobacillus";20
"Thiohalospira";20
"Thiorhodospira";20
"Tipula";18
"Trechispora";36
"Trechus";32
"Tribonema";26
"Trichocerca";21
"Trifolium";2
"Trinema";23
"Tripyla";9
"Trypanosoma";29
"Tubeufia";6
"Tullbergia";7
"Turneriella";20
"Tylencholaimus";5
"Tylenchus";3
"Tyrophagus";7
"Undibacterium";20
"Uropoda";7
"Urostyla";35
"Vampyrella";35
"Variibacter";20
"Variovorax";20
"Vaucheria";26
"Veigaia";14
"Vermamoeba";23
"Veronica";2
"Verrucomicrobium";20
"Vertagopus";7
"Vexillifera";21
"Vigna";2
"Vorticella";21
"Vorticellides";21
"Vulgatibacter";20
"Waitea";38
"Willowsia";7
"Woodsholea";20
"Woronina";34
"Xanthomonas";20
"Xanthonema";26
"Xiphinema";3
"Yarrowia";6
"Zavarzinella";25
"Zea";43
"Zoothamnium";21
