"";"labels"
"Pyrenochaeta";3
"Pythium";1
"Pyxidiophora";3
"Ralstonia";5
"Ramariopsis";3
"Ranunculus";1
"Rathayibacter";5
"Resource::Decaying_wood";1
"Resource::Dung";1
"Resource::Litter";1
"Resource::MOS";1
"Rhabditis";4
"Rhabdolaimus";4
"Rheum";1
"Rhizobium";5
"Rhizoctonia";1
"Rhizoglyphus";1
"Rhizomicrobium";5
"Rhizophagus";1
"Rhizophlyctis";3
"Rhizophydium";3
"Rhodanobacter";5
"Rhodobium";5
"Rhodococcus";5
"Rhodoferax";5
"Rhodomicrobium";5
"Rhodopila";5
"Rhodopirellula";5
"Rhodoplanes";5
"Rhodopseudomonas";5
"Rhodothermus";5
"Rhogostoma";4
"Rhopalosiphum";1
"Rickettsiella";5
"Robertus";1
"Romanomermis";1
"Roseiarcus";5
"Roseiflexus";5
"Rotylenchulus";1
"Rotylenchus";1
"Rubrobacter";5
"Rudaea";5
"Rumex";1
"Saccamoeba";4
"Saccharibacillus";5
"Saccharomyces";3
"Saccharophagus";5
"Saccobolus";3
"Salinibacterium";5
"Salvia";1
"Sanguibacter";5
"Satchellius";1
"Sclerostagonospora";3
"Scutellospora";1
"Scytinostroma";3
"Sediminibacterium";5
"Segetibacter";5
"Seinura";2
"Seira";2
"Septoglomus";1
"Serpula";3
"Silene";1
"Siluania";4
"Sinapis";1
"Singulisphaera";5
"Sinomonas";5
"Sistotrema";3
"Sitona";1
"Skermanella";5
"Sminthurides";2
"Sminthurinus";2
"Sminthurus";2
"Solirubrobacter";5
"Solitalea";5
"Sorangium";5
"Sorghum";1
"Spathidium";1
"Sphaerobacter";5
"Sphaerobolus";3
"Sphaeroeca";4
"Sphenoderia";4
"Sphingobacterium";5
"Sphingobium";5
"Sphingomonas";5
"Sphingorhabdus";5
"Sphingosinicella";5
"Spirochaeta";5
"Spizellomyces";3
"Sporichthya";5
"Sporobolomyces";3
"Spumella";4
"Staphylococcus";5
"Stella";5
"Stellaria";1
"Stenotrophomonas";5
"Stephensia";3
"Stereum";3
"Steroidobacter";5
"Sterolibacterium";5
"Stigmalychus";1
"Stigmatella";5
"Stilbocrea";3
"Streptacidiphilus";5
"Streptomyces";5
"Streptosporangium";5
"Syncephalis";3
"Synchytrium";1
"Syntrophobacter";5
"Syntrophus";5
"Tachyporus";2
"Tachysoma";4
"Talaromyces";3
"Taraxacum";1
"Taxus";1
"Tectocepheus";1
"Tepidisphaera";5
"Teratocephalus";4
"Terracidiphilus";5
"Terriglobus";5
"Terrimonas";5
"Tetracanthella";2
"Tetrahymena";4
"Tetranychus";1
"Tetrodontophora";2
"Thaumatomastix";4
"Thaumatomonas";4
"Thecotheus";3
"Thermaerobacter";5
"Thermoanaerobacter";5
"Thermoflavimicrobium";5
"Thermoleophilum";5
"Thermomonas";5
"Thiobacillus";5
"Thiohalospira";5
"Thiorhodospira";5
"Tipula";1
"Trechispora";3
"Trechus";1
"Tribonema";1
"Trichocerca";4
"Trifolium";1
"Trinema";4
"Tripyla";4
"Trypanosoma";1
"Tubeufia";3
"Tullbergia";2
"Turneriella";5
"Tylencholaimus";2
"Tylenchus";1
"Tyrophagus";2
"Undibacterium";5
"Uropoda";2
"Urostyla";1
"Vampyrella";1
"Variibacter";5
"Variovorax";5
"Vaucheria";1
"Veigaia";1
"Vermamoeba";4
"Veronica";1
"Verrucomicrobium";5
"Vertagopus";2
"Vexillifera";4
"Vigna";1
"Vorticella";4
"Vorticellides";4
"Vulgatibacter";5
"Waitea";1
"Willowsia";2
"Woodsholea";5
"Woronina";1
"Xanthomonas";5
"Xanthonema";1
"Xiphinema";1
"Yarrowia";3
"Zavarzinella";5
"Zea";1
"Zoothamnium";4
