"";"labels"
"Pyrenochaeta";3
"Pythium";1
"Pyxidiophora";3
"Ralstonia";6
"Ramariopsis";3
"Ranunculus";1
"Rathayibacter";6
"Resource::Decaying_wood";1
"Resource::Dung";8
"Resource::Litter";8
"Resource::MOS";8
"Rhabditis";5
"Rhabdolaimus";5
"Rheum";1
"Rhizobium";6
"Rhizoctonia";1
"Rhizoglyphus";1
"Rhizomicrobium";6
"Rhizophagus";1
"Rhizophlyctis";3
"Rhizophydium";3
"Rhodanobacter";6
"Rhodobium";6
"Rhodococcus";6
"Rhodoferax";6
"Rhodomicrobium";6
"Rhodopila";6
"Rhodopirellula";6
"Rhodoplanes";6
"Rhodopseudomonas";6
"Rhodothermus";6
"Rhogostoma";5
"Rhopalosiphum";1
"Rickettsiella";6
"Robertus";1
"Romanomermis";1
"Roseiarcus";6
"Roseiflexus";6
"Rotylenchulus";1
"Rotylenchus";1
"Rubrobacter";6
"Rudaea";6
"Rumex";1
"Saccamoeba";5
"Saccharibacillus";6
"Saccharomyces";3
"Saccharophagus";6
"Saccobolus";3
"Salinibacterium";6
"Salvia";1
"Sanguibacter";6
"Satchellius";1
"Sclerostagonospora";3
"Scutellospora";1
"Scytinostroma";3
"Sediminibacterium";6
"Segetibacter";6
"Seinura";2
"Seira";2
"Septoglomus";1
"Serpula";3
"Silene";1
"Siluania";5
"Sinapis";1
"Singulisphaera";6
"Sinomonas";6
"Sistotrema";3
"Sitona";1
"Skermanella";6
"Sminthurides";2
"Sminthurinus";2
"Sminthurus";2
"Solirubrobacter";6
"Solitalea";6
"Sorangium";6
"Sorghum";1
"Spathidium";7
"Sphaerobacter";6
"Sphaerobolus";3
"Sphaeroeca";5
"Sphenoderia";5
"Sphingobacterium";6
"Sphingobium";6
"Sphingomonas";6
"Sphingorhabdus";6
"Sphingosinicella";6
"Spirochaeta";6
"Spizellomyces";3
"Sporichthya";6
"Sporobolomyces";3
"Spumella";5
"Staphylococcus";6
"Stella";6
"Stellaria";1
"Stenotrophomonas";6
"Stephensia";3
"Stereum";3
"Steroidobacter";6
"Sterolibacterium";6
"Stigmalychus";1
"Stigmatella";6
"Stilbocrea";3
"Streptacidiphilus";6
"Streptomyces";6
"Streptosporangium";6
"Syncephalis";3
"Synchytrium";1
"Syntrophobacter";6
"Syntrophus";6
"Tachyporus";2
"Tachysoma";5
"Talaromyces";3
"Taraxacum";1
"Taxus";1
"Tectocepheus";1
"Tepidisphaera";6
"Teratocephalus";5
"Terracidiphilus";6
"Terriglobus";6
"Terrimonas";6
"Tetracanthella";2
"Tetrahymena";5
"Tetranychus";1
"Tetrodontophora";2
"Thaumatomastix";5
"Thaumatomonas";5
"Thecotheus";3
"Thermaerobacter";6
"Thermoanaerobacter";6
"Thermoflavimicrobium";6
"Thermoleophilum";6
"Thermomonas";6
"Thiobacillus";6
"Thiohalospira";6
"Thiorhodospira";6
"Tipula";1
"Trechispora";3
"Trechus";1
"Tribonema";1
"Trichocerca";5
"Trifolium";1
"Trinema";5
"Tripyla";4
"Trypanosoma";1
"Tubeufia";3
"Tullbergia";2
"Turneriella";6
"Tylencholaimus";2
"Tylenchus";1
"Tyrophagus";2
"Undibacterium";6
"Uropoda";2
"Urostyla";7
"Vampyrella";7
"Variibacter";6
"Variovorax";6
"Vaucheria";1
"Veigaia";7
"Vermamoeba";5
"Veronica";1
"Verrucomicrobium";6
"Vertagopus";2
"Vexillifera";5
"Vigna";1
"Vorticella";5
"Vorticellides";5
"Vulgatibacter";6
"Waitea";1
"Willowsia";2
"Woodsholea";6
"Woronina";1
"Xanthomonas";6
"Xanthonema";1
"Xiphinema";1
"Yarrowia";3
"Zavarzinella";6
"Zea";1
"Zoothamnium";5
