"";"labels"
"Abies";1
"Absidia";3
"Achaeta";1
"Achillea";1
"Acidimicrobium";6
"Acidisphaera";6
"Aciditerrimonas";6
"Acidobacterium";6
"Acidothermus";6
"Acidovorax";6
"Acinetobacter";6
"Acrobeles";5
"Acrobeloides";5
"Acrospermum";3
"Actinoallomurus";6
"Actinocatenispora";6
"Actinochloris";1
"Actinocrinis";6
"Actinomadura";6
"Actinomyces";6
"Actinoplanes";6
"Acyrthosiphon";1
"Adhaeribacter";6
"Adineta";5
"Aeromicrobium";6
"Aetherobacter";6
"Aggregicoccus";6
"Agriotes";1
"Agromyces";6
"Alaimus";5
"Alicorhagia";1
"Allolobophora";1
"Allovahlkampfia";5
"Alnus";1
"Altererythrobacter";6
"Ambispora";1
"Aminobacter";6
"Amphidelus";5
"Amphileptus";7
"Amphimallon";1
"Amplimerlinius";1
"Amycolatopsis";6
"Anaeromyxobacter";6
"Anatonchus";7
"Angustibacter";6
"Anoplophrya";1
"Anteholosticha";7
"Anystis";7
"Aphanomyces";1
"Aphelenchoides";2
"Aphelenchus";2
"Aphidius";1
"Aphis";1
"Aphodius";1
"Apiotrichum";3
"Aporcelaimellus";7
"Aporrectodea";1
"Apusomonas";5
"Aquihabitans";6
"Archaeorhizomyces";3
"Archaeospora";1
"Arcuospathidium";7
"Arenimonas";6
"Arthrobacter";6
"Articulospora";3
"Ascobolus";3
"Asterostroma";3
"Athous";1
"Aulacorthum";1
"Auxarthron";3
"Azospirillum";6
"Bacillus";6
"Bacteriovorax";6
"Bacteroides";6
"Bardeliella";5
"Barynotus";1
"Basidiobolus";3
"Basiria";1
"Bastiania";5
"Bdellovibrio";6
"Beauveria";1
"Bellilinea";6
"Bicosoeca";5
"Bisporella";3
"Blaberolaelaps";7
"Blastochloris";6
"Blastococcus";6
"Blepharisma";5
"Bodo";5
"Bodomorpha";5
"Bolbitius";3
"Boleodorus";1
"Bos";1
"Botryochloris";1
"Boudiera";3
"Brachyphoris";3
"Bracteacoccus";1
"Bradyrhizobium";6
"Bradysia";1
"Bresslaua";7
"Bresslauides";5
"Brevundimonas";6
"Bryometopus";7
"Bryometopus pseudochilodon";7
"Buchholzia";1
"Bullera";3
"Bumilleriopsis";1
"Burkholderia";6
"Byssovorax";6
"Caenimonas";6
"Caldilinea";6
"Calluna";1
"Camarophyllus";3
"Campanella";3
"Campodea";1
"Canavalia";1
"Candidatus Koribacter";6
"Candidatus Microthrix";6
"Candidatus Nephrothrix";6
"Candidatus Nitrosocosmicus";1
"Candidatus Solibacter";6
"Capsellina";7
"Cardamine";1
"Catellatospora";6
"Catenaria";3
"Catenulispora";6
"Caudiholosticha";7
"Caulerpa";1
"Caulobacter";6
"Cedrus";1
"Cellulomonas";6
"Cellvibrio";6
"Cenarchaeum";1
"Cephalobus";5
"Cephaloticoccus";6
"Cerastium";1
"Ceratophysella";2
"Cercomonas";5
"Cetraspora";1
"Chaetosphaeria";3
"Chamaedrilus";1
"Cheilymenia";3
"Chitinophaga";6
"Chlamydomonas";1
"Chlamydomyxa";5
"Chlorella";1
"Chlorellidium";1
"Chlorococcum";1
"Chloroflexus";6
"Choleva";2
"Chondromyces";6
"Chromosera";3
"Chryseobacterium";6
"Chthoniobacter";6
"Chthonius";7
"Chytridium";1
"Cladosporium";1
"Clarkus";7
"Claroideoglomus";1
"Clavibacter";6
"Clostridium";6
"Codosiga";5
"Coelastrella";1
"Colpoda";5
"Comamonas";6
"Conexibacter";6
"Conopodium";1
"Cordyceps";1
"Corythion";5
"Craterocolla";3
"Crocinitomix";6
"Cryphonectria";3
"Cryptococcus";3
"Cultellothrix";7
"Cupriavidus";6
"Curvibacter";6
"Cylindroiulus";1
"Cyphellophora";3
"Cystobacter";6
"Cystobasidium";1
"Cytophaga";6
"Dactylis";1
"Dactylosporangium";6
"Dechloromonas";6
"Dechlorospirillum";6
"Dehalococcoides";6
"Delftia";6
"Demequina";6
"Denitratisoma";6
"Derxia";6
"Desmodesmus";1
"Desulfitobacterium";6
"Desulfotalea";6
"Desulfovibrio";6
"Desulfovirga";6
"Desulfuromonas";6
"Devosia";6
"Diaphanoeca";5
"Diaphorobacter";6
"Dictyosporium";3
"Dileptus";7
"Dinobryon";1
"Dioszegia";3
"Diplogasteroides";7
"Discolaimus";4
"Dissophora";3
"Ditylenchus";2
"Diversispora";1
"Dokdonella";6
"Dongia";6
"Duganella";6
"Dyadobacter";6
"Dyella";6
"Echinamoeba";5
"Ecumenicus";4
"Edaphobacter";6
"Elusimicrobium";6
"Emticicia";6
"Enchytraeus";1
"Enchytronia";1
"Endochytrium";3
"Endogone";3
"Entomobrya";2
"Entyloma";1
"Eocercomonas";5
"Eosentomon";2
"Epipyxis";5
"Epispathidium";7
"Epistylis";5
"Erythrobacter";6
"Eucephalobus";5
"Euduboscquella";1
"Euglypha";5
"Eumonhystera";5
"Euplotes";7
"Fallopia";1
"Ferribacterium";6
"Ferrimicrobium";6
"Ferrithrix";6
"Ferruginibacter";6
"Fibrella";6
"Fibrobacter";6
"Filobasidium";3
"Fistulifera";1
"Flavisolibacter";6
"Flavobacterium";6
"Flexibacter";6
"Fluviicola";6
"Folsomia";2
"Forficula";2
"Frankia";6
"Fridericia";1
"Friesea";2
"Frigoribacterium";6
"Funneliformis";1
"Fuscheria";7
"Fusobacterium";6
"Gaeumannomyces";1
"Gaiella";6
"Geastrum";3
"Gemmata";6
"Gemmatimonas";6
"Geoalkalibacter";6
"Geobacter";6
"Geodermatophilus";6
"Georgfuchsia";6
"Geothermobacter";6
"Geothrix";6
"Gliricola";1
"Glomus";1
"Gongronella";3
"Gonostomum";7
"Granulicella";6
"Guepiniopsis";3
"Haliangium";6
"Haliea";6
"Haliscomenobacter";6
"Halteromyces";3
"Hantzschia";1
"Helianthus";1
"Helicotylenchus";1
"Hemiamphisiella";7
"Henlea";1
"Herbaspirillum";6
"Herminiimonas";6
"Herpetomonas";1
"Hesperelaea";1
"Heterococcus";1
"Heterodera";1
"Heteromita";5
"Heterophrys";5
"Hibberdia";1
"Histiostoma";2
"Hodophilus";3
"Holcus";1
"Holophaga";6
"Holwaya";3
"Homalogastra";5
"Humibacter";6
"Hyalorbilia";3
"Hydrocarboniphaga";6
"Hydrogenophaga";6
"Hygrocybe";3
"Hymenochaetopsis";3
"Hymenoscyphus";3
"Hyphochytrium";1
"Hyphodiscus";3
"Hyphodontia";3
"Hyphomicrobium";6
"Iamia";6
"Ignavibacterium";6
"Ilumatobacter";6
"Iodophanus";3
"Isolaimium";5
"Isosphaera";6
"Isotoma";2
"Isotomiella";2
"Itersonilia";1
"Ixiolirion";1
"Jaagiella";1
"Janibacter";6
"Janthinobacterium";6
"Jatrophihabitans";6
"Juncus";1
"Kangiella";6
"Kineococcus";6
"Kineosporia";6
"Klebsormidium";1
"Kofleria";6
"Kribbella";6
"Ktedonobacter";6
"Kutzneria";6
"Kuzuhaea";3
"Labrys";6
"Lacibacter";6
"Lacrymaria";5
"Lamproderma";5
"Legionella";6
"Leifsonia";6
"Lentzea";6
"Lepidocyrtus";2
"Leptomyxa";5
"Leptopharynx";5
"Leptosphaeria";1
"Levilinea";6
"Limonomyces";1
"Linum";1
"Liochthonius";1
"Lishizhenia";6
"Lithobius";1
"Lonchoptera";2
"Longidorus";1
"Longilinea";6
"Luedemannella";6
"Lumbricus";1
"Luteimonas";6
"Luteolibacter";6
"Luticola";1
"Lysobacter";6
"Magnaporthe";1
"Magnetospirillum";6
"Mallomonas";5
"Malonomonas";6
"Marionina";1
"Marmoricola";6
"Martelella";6
"Maryna";5
"Massilia";6
"Massisteria";5
"Mayamaea";1
"Megalothorax";2
"Melastiza";3
"Meloidogyne";1
"Merlinius";1
"Meseres";5
"Mesodorylaimus";4
"Mesorhabditis";5
"Mesorhizobium";6
"Metarhizium";1
"Metateratocephalus";5
"Methanomassiliicoccus";1
"Methylobacillus";6
"Methylobacterium";6
"Methylocapsa";6
"Methylocella";6
"Methylophilus";6
"Methylosinus";6
"Micractinium";1
"Microbacterium";6
"Microlunatus";6
"Micromonospora";6
"Microvirga";6
"Mischococcus";1
"Monilicaryon";7
"Monocystis";1
"Monosiga";5
"Moorella";6
"Moraxella";6
"Mortierella";3
"Mucilaginibacter";6
"Mucor";3
"Multiclavula";3
"Mycobacterium";6
"Mycoplana";6
"Mykophagophrys";2
"Myrmica";1
"Myzus";1
"Nakamurella";6
"Nannochloris";1
"Nannocystis";6
"Neobodo";5
"Neopsilenchus";1
"Neourostylopsis";7
"Niastella";6
"Nitratireductor";6
"Nitrosococcus";6
"Nitrosopumilus";1
"Nitrososphaera";1
"Nitrosospira";6
"Nitrospira";6
"Nitzschia";1
"Nocardia";6
"Nocardioides";6
"Noctua";1
"Nolandella";5
"Nonomuraea";6
"Notholca";5
"Notiophilus";1
"Novosphingobium";6
"Nuclearia";7
"Nygolaimus";7
"Obertrumia";5
"Occallatibacter";6
"Ochrobactrum";6
"Ochromonas";5
"Octolasion";1
"Odontolaimus";7
"Ohtaekwangia";6
"Oikomonas";1
"Oligoflexus";6
"Olpidium";1
"Opitutus";6
"Orbicula";3
"Orbilia";3
"Orchesella";2
"Orciraptor";7
"Oricola";6
"Oryzihumus";6
"Otiorhynchus";1
"Oxytricha";5
"Paenibacillus";6
"Palaeospora";1
"Palmellopsis";1
"Panacibacter";6
"Panaeolus";3
"Panagrolaimus";5
"Panorbis";3
"Paracercomonas";5
"Parafilimonas";6
"Paraglomus";1
"Paraphysomonas";5
"Paratylenchus";1
"Pasteuria";6
"Paucimonas";6
"Paulinella";5
"Pedobacter";6
"Pedomicrobium";6
"Pedosphaera";6
"Pelobacter";6
"Pelomonas";6
"Pemphigus";1
"Penicillium";3
"Peniophorella";3
"Pentapharsodinium";1
"Peregrinia";5
"Perlucidibaca";6
"Persicaria";1
"Peyerimhoffia";1
"Phacelia";1
"Phaeosphaeria";3
"Phaselicystis";6
"Phenylobacterium";6
"Phialina";7
"Pholiota";3
"Phoma";1
"Phycisphaera";6
"Phyllobacterium";6
"Picea";1
"Pilogalumna";1
"Pinus";1
"Piptocephalis";3
"Pirellula";6
"Pisum";1
"Planctomyces";6
"Platyophrya";5
"Platyreta";7
"Plectus";5
"Pleurochloris";1
"Pluteus";3
"Podura";2
"Polaromonas";6
"Polyangium";6
"Polydesmus";1
"Polygonum";1
"Polymyxa";1
"Pontibacter";6
"Porphyrobacter";6
"Porpoloma";3
"Poterioochromonas";5
"Pratylenchoides";1
"Pratylenchus";1
"Preussia";3
"Prismatolaimus";5
"Proceropycnis";3
"Prodesmodora";5
"Prodorylaimus";4
"Propionivibrio";6
"Prorodon";5
"Prosthecobacter";6
"Prosthecomicrobium";6
"Protaphorura";2
"Protaspis";5
"Protocyclidium";5
"Protomyces";1
"Protoribates";1
"Prototheca";1
"Psathyrella";3
"Pseudaphelenchus";2
"Pseudo-nitzschia";1
"Pseudochilodonopsis";7
"Pseudocyrtolophosis";5
"Pseudolabrys";6
"Pseudomonas";6
"Pseudonocardia";6
"Pseudoplatynematum";5
"Pseudoplatyophrya";2
"Pseudopleurochloris";1
"Pseudouroleptus";7
"Pseudovorticella";5
"Psora";3
"Pterula";3
"Pungentus";4
