"";"labels"
"Abies";2
"Absidia";5
"Achaeta";11
"Achillea";2
"Acidimicrobium";16
"Acidisphaera";16
"Aciditerrimonas";16
"Acidobacterium";21
"Acidothermus";16
"Acidovorax";16
"Acinetobacter";16
"Acrobeles";15
"Acrobeloides";15
"Acrospermum";5
"Actinoallomurus";16
"Actinocatenispora";16
"Actinochloris";22
"Actinocrinis";16
"Actinomadura";16
"Actinomyces";16
"Actinoplanes";16
"Acyrthosiphon";14
"Adhaeribacter";16
"Adineta";17
"Aeromicrobium";16
"Aetherobacter";16
"Aggregicoccus";16
"Agriotes";1
"Agromyces";16
"Alaimus";15
"Alicorhagia";28
"Allolobophora";10
"Allovahlkampfia";18
"Alnus";2
"Altererythrobacter";16
"Ambispora";34
"Aminobacter";16
"Amphidelus";15
"Amphileptus";26
"Amphimallon";14
"Amplimerlinius";1
"Amycolatopsis";16
"Anaeromyxobacter";16
"Anatonchus";27
"Angustibacter";16
"Anoplophrya";10
"Anteholosticha";29
"Anystis";12
"Aphanomyces";10
"Aphelenchoides";4
"Aphelenchus";4
"Aphidius";14
"Aphis";14
"Aphodius";14
"Apiotrichum";5
"Aporcelaimellus";27
"Aporrectodea";10
"Apusomonas";19
"Aquihabitans";16
"Archaeorhizomyces";5
"Archaeospora";34
"Arcuospathidium";26
"Arenimonas";16
"Arthrobacter";16
"Articulospora";5
"Ascobolus";30
"Asterostroma";5
"Athous";1
"Aulacorthum";14
"Auxarthron";5
"Azospirillum";16
"Bacillus";16
"Bacteriovorax";16
"Bacteroides";16
"Bardeliella";19
"Barynotus";14
"Basidiobolus";5
"Basiria";1
"Bastiania";15
"Bdellovibrio";16
"Beauveria";24
"Bellilinea";16
"Bicosoeca";17
"Bisporella";30
"Blaberolaelaps";12
"Blastochloris";16
"Blastococcus";16
"Blepharisma";17
"Bodo";18
"Bodomorpha";19
"Bolbitius";30
"Boleodorus";1
"Bos";1
"Botryochloris";22
"Boudiera";5
"Brachyphoris";5
"Bracteacoccus";22
"Bradyrhizobium";16
"Bradysia";14
"Bresslaua";29
"Bresslauides";19
"Brevundimonas";16
"Bryometopus";29
"Bryometopus pseudochilodon";29
"Buchholzia";11
"Bullera";5
"Bumilleriopsis";22
"Burkholderia";16
"Byssovorax";16
"Caenimonas";16
"Caldilinea";16
"Calluna";2
"Camarophyllus";5
"Campanella";5
"Campodea";28
"Canavalia";2
"Candidatus Koribacter";21
"Candidatus Microthrix";16
"Candidatus Nephrothrix";16
"Candidatus Nitrosocosmicus";31
"Candidatus Solibacter";21
"Capsellina";32
"Cardamine";2
"Catellatospora";16
"Catenaria";5
"Catenulispora";16
"Caudiholosticha";29
"Caulerpa";22
"Caulobacter";16
"Cedrus";2
"Cellulomonas";16
"Cellvibrio";16
"Cenarchaeum";31
"Cephalobus";15
"Cephaloticoccus";16
"Cerastium";33
"Ceratophysella";6
"Cercomonas";19
"Cetraspora";34
"Chaetosphaeria";5
"Chamaedrilus";11
"Cheilymenia";30
"Chitinophaga";16
"Chlamydomonas";22
"Chlamydomyxa";20
"Chlorella";22
"Chlorellidium";22
"Chlorococcum";22
"Chloroflexus";16
"Choleva";6
"Chondromyces";16
"Chromosera";5
"Chryseobacterium";16
"Chthoniobacter";16
"Chthonius";12
"Chytridium";23
"Cladosporium";10
"Clarkus";27
"Claroideoglomus";34
"Clavibacter";16
"Clostridium";16
"Codosiga";17
"Coelastrella";22
"Colpoda";19
"Comamonas";16
"Conexibacter";16
"Conopodium";2
"Cordyceps";24
"Corythion";19
"Craterocolla";5
"Crocinitomix";16
"Cryphonectria";30
"Cryptococcus";5
"Cultellothrix";26
"Cupriavidus";16
"Curvibacter";16
"Cylindroiulus";28
"Cyphellophora";5
"Cystobacter";16
"Cystobasidium";10
"Cytophaga";16
"Dactylis";2
"Dactylosporangium";16
"Dechloromonas";16
"Dechlorospirillum";16
"Dehalococcoides";16
"Delftia";16
"Demequina";16
"Denitratisoma";16
"Derxia";16
"Desmodesmus";22
"Desulfitobacterium";16
"Desulfotalea";16
"Desulfovibrio";16
"Desulfovirga";16
"Desulfuromonas";16
"Devosia";16
"Diaphanoeca";17
"Diaphorobacter";16
"Dictyosporium";5
"Dileptus";26
"Dinobryon";22
"Dioszegia";5
"Diplogasteroides";27
"Discolaimus";7
"Dissophora";5
"Ditylenchus";4
"Diversispora";34
"Dokdonella";16
"Dongia";16
"Duganella";16
"Dyadobacter";16
"Dyella";16
"Echinamoeba";19
"Ecumenicus";7
"Edaphobacter";21
"Elusimicrobium";16
"Emticicia";16
"Enchytraeus";11
"Enchytronia";11
"Endochytrium";5
"Endogone";30
"Entomobrya";6
"Entyloma";10
"Eocercomonas";19
"Eosentomon";6
"Epipyxis";20
"Epispathidium";26
"Epistylis";17
"Erythrobacter";16
"Eucephalobus";15
"Euduboscquella";22
"Euglypha";19
"Eumonhystera";15
"Euplotes";29
"Fallopia";2
"Ferribacterium";16
"Ferrimicrobium";16
"Ferrithrix";16
"Ferruginibacter";16
"Fibrella";16
"Fibrobacter";16
"Filobasidium";5
"Fistulifera";22
"Flavisolibacter";16
"Flavobacterium";16
"Flexibacter";16
"Fluviicola";16
"Folsomia";6
"Forficula";8
"Frankia";16
"Fridericia";10
"Friesea";6
"Frigoribacterium";16
"Funneliformis";34
"Fuscheria";26
"Fusobacterium";16
"Gaeumannomyces";10
"Gaiella";16
"Geastrum";5
"Gemmata";21
"Gemmatimonas";21
"Geoalkalibacter";16
"Geobacter";16
"Geodermatophilus";16
"Georgfuchsia";16
"Geothermobacter";16
"Geothrix";21
"Gliricola";28
"Glomus";34
"Gongronella";5
"Gonostomum";29
"Granulicella";21
"Guepiniopsis";30
"Haliangium";16
"Haliea";16
"Haliscomenobacter";16
"Halteromyces";5
"Hantzschia";22
"Helianthus";2
"Helicotylenchus";1
"Hemiamphisiella";26
"Henlea";11
"Herbaspirillum";16
"Herminiimonas";16
"Herpetomonas";25
"Hesperelaea";2
"Heterococcus";22
"Heterodera";1
"Heteromita";19
"Heterophrys";19
"Hibberdia";22
"Histiostoma";6
"Hodophilus";5
"Holcus";2
"Holophaga";21
"Holwaya";5
"Homalogastra";17
"Humibacter";16
"Hyalorbilia";5
"Hydrocarboniphaga";16
"Hydrogenophaga";16
"Hygrocybe";5
"Hymenochaetopsis";30
"Hymenoscyphus";5
"Hyphochytrium";10
"Hyphodiscus";5
"Hyphodontia";5
"Hyphomicrobium";16
"Iamia";16
"Ignavibacterium";16
"Ilumatobacter";16
"Iodophanus";30
"Isolaimium";15
"Isosphaera";21
"Isotoma";6
"Isotomiella";6
"Itersonilia";1
"Ixiolirion";2
"Jaagiella";22
"Janibacter";16
"Janthinobacterium";16
"Jatrophihabitans";16
"Juncus";2
"Kangiella";16
"Kineococcus";16
"Kineosporia";16
"Klebsormidium";22
"Kofleria";16
"Kribbella";16
"Ktedonobacter";16
"Kutzneria";16
"Kuzuhaea";35
"Labrys";16
"Lacibacter";16
"Lacrymaria";17
"Lamproderma";19
