"";"labels"
"Abies";2
"Absidia";5
"Achaeta";3
"Achillea";2
"Acidimicrobium";11
"Acidisphaera";11
"Aciditerrimonas";11
"Acidobacterium";11
"Acidothermus";11
"Acidovorax";11
"Acinetobacter";11
"Acrobeles";10
"Acrobeloides";10
"Acrospermum";5
"Actinoallomurus";11
"Actinocatenispora";11
"Actinochloris";15
"Actinocrinis";11
"Actinomadura";11
"Actinomyces";11
"Actinoplanes";11
"Acyrthosiphon";3
"Adhaeribacter";11
"Adineta";12
"Aeromicrobium";11
"Aetherobacter";11
"Aggregicoccus";11
"Agriotes";1
"Agromyces";11
"Alaimus";10
"Alicorhagia";3
"Allolobophora";3
"Allovahlkampfia";13
"Alnus";2
"Altererythrobacter";11
"Ambispora";3
"Aminobacter";11
"Amphidelus";10
"Amphileptus";16
"Amphimallon";3
"Amplimerlinius";1
"Amycolatopsis";11
"Anaeromyxobacter";11
"Anatonchus";17
"Angustibacter";11
"Anoplophrya";3
"Anteholosticha";18
"Anystis";8
"Aphanomyces";3
"Aphelenchoides";4
"Aphelenchus";4
"Aphidius";3
"Aphis";3
"Aphodius";3
"Apiotrichum";5
"Aporcelaimellus";17
"Aporrectodea";3
"Apusomonas";13
"Aquihabitans";11
"Archaeorhizomyces";5
"Archaeospora";3
"Arcuospathidium";16
"Arenimonas";11
"Arthrobacter";11
"Articulospora";5
"Ascobolus";5
"Asterostroma";5
"Athous";1
"Aulacorthum";3
"Auxarthron";5
"Azospirillum";11
"Bacillus";11
"Bacteriovorax";11
"Bacteroides";11
"Bardeliella";13
"Barynotus";3
"Basidiobolus";5
"Basiria";1
"Bastiania";10
"Bdellovibrio";11
"Beauveria";9
"Bellilinea";11
"Bicosoeca";12
"Bisporella";5
"Blaberolaelaps";8
"Blastochloris";11
"Blastococcus";11
"Blepharisma";12
"Bodo";13
"Bodomorpha";13
"Bolbitius";5
"Boleodorus";1
"Bos";1
"Botryochloris";15
"Boudiera";5
"Brachyphoris";5
"Bracteacoccus";15
"Bradyrhizobium";11
"Bradysia";3
"Bresslaua";18
"Bresslauides";13
"Brevundimonas";11
"Bryometopus";18
"Bryometopus pseudochilodon";18
"Buchholzia";3
"Bullera";5
"Bumilleriopsis";15
"Burkholderia";11
"Byssovorax";11
"Caenimonas";11
"Caldilinea";11
"Calluna";2
"Camarophyllus";5
"Campanella";5
"Campodea";3
"Canavalia";2
"Candidatus Koribacter";11
"Candidatus Microthrix";11
"Candidatus Nephrothrix";11
"Candidatus Nitrosocosmicus";19
"Candidatus Solibacter";11
"Capsellina";20
"Cardamine";2
"Catellatospora";11
"Catenaria";5
"Catenulispora";11
"Caudiholosticha";18
"Caulerpa";15
"Caulobacter";11
"Cedrus";2
"Cellulomonas";11
"Cellvibrio";11
"Cenarchaeum";19
"Cephalobus";10
"Cephaloticoccus";11
"Cerastium";2
"Ceratophysella";4
"Cercomonas";13
"Cetraspora";3
"Chaetosphaeria";5
"Chamaedrilus";3
"Cheilymenia";5
"Chitinophaga";11
"Chlamydomonas";15
"Chlamydomyxa";14
"Chlorella";15
"Chlorellidium";15
"Chlorococcum";15
"Chloroflexus";11
"Choleva";4
"Chondromyces";11
"Chromosera";5
"Chryseobacterium";11
"Chthoniobacter";11
"Chthonius";8
"Chytridium";3
"Cladosporium";3
"Clarkus";17
"Claroideoglomus";3
"Clavibacter";11
"Clostridium";11
"Codosiga";12
"Coelastrella";15
"Colpoda";13
"Comamonas";11
"Conexibacter";11
"Conopodium";2
"Cordyceps";9
"Corythion";13
"Craterocolla";5
"Crocinitomix";11
"Cryphonectria";5
"Cryptococcus";5
"Cultellothrix";16
"Cupriavidus";11
"Curvibacter";11
"Cylindroiulus";3
"Cyphellophora";5
"Cystobacter";11
"Cystobasidium";3
"Cytophaga";11
"Dactylis";2
"Dactylosporangium";11
"Dechloromonas";11
"Dechlorospirillum";11
"Dehalococcoides";11
"Delftia";11
"Demequina";11
"Denitratisoma";11
"Derxia";11
"Desmodesmus";15
"Desulfitobacterium";11
"Desulfotalea";11
"Desulfovibrio";11
"Desulfovirga";11
"Desulfuromonas";11
"Devosia";11
"Diaphanoeca";12
"Diaphorobacter";11
"Dictyosporium";5
"Dileptus";16
"Dinobryon";15
"Dioszegia";5
"Diplogasteroides";17
"Discolaimus";6
"Dissophora";5
"Ditylenchus";4
"Diversispora";3
"Dokdonella";11
"Dongia";11
"Duganella";11
"Dyadobacter";11
"Dyella";11
"Echinamoeba";13
"Ecumenicus";6
"Edaphobacter";11
"Elusimicrobium";11
"Emticicia";11
"Enchytraeus";3
"Enchytronia";3
"Endochytrium";5
"Endogone";5
"Entomobrya";4
"Entyloma";3
"Eocercomonas";13
"Eosentomon";4
"Epipyxis";14
"Epispathidium";16
"Epistylis";12
"Erythrobacter";11
"Eucephalobus";10
"Euduboscquella";15
"Euglypha";13
"Eumonhystera";10
"Euplotes";18
"Fallopia";2
"Ferribacterium";11
"Ferrimicrobium";11
"Ferrithrix";11
"Ferruginibacter";11
"Fibrella";11
"Fibrobacter";11
"Filobasidium";5
"Fistulifera";15
"Flavisolibacter";11
"Flavobacterium";11
"Flexibacter";11
"Fluviicola";11
"Folsomia";4
"Forficula";7
"Frankia";11
"Fridericia";3
"Friesea";4
"Frigoribacterium";11
"Funneliformis";3
"Fuscheria";16
"Fusobacterium";11
"Gaeumannomyces";3
"Gaiella";11
"Geastrum";5
"Gemmata";11
"Gemmatimonas";11
"Geoalkalibacter";11
"Geobacter";11
"Geodermatophilus";11
"Georgfuchsia";11
"Geothermobacter";11
"Geothrix";11
"Gliricola";3
"Glomus";3
"Gongronella";5
"Gonostomum";18
"Granulicella";11
"Guepiniopsis";5
"Haliangium";11
"Haliea";11
"Haliscomenobacter";11
"Halteromyces";5
"Hantzschia";15
"Helianthus";2
"Helicotylenchus";1
"Hemiamphisiella";16
"Henlea";3
"Herbaspirillum";11
"Herminiimonas";11
"Herpetomonas";3
"Hesperelaea";2
"Heterococcus";15
"Heterodera";1
"Heteromita";13
"Heterophrys";13
"Hibberdia";15
"Histiostoma";4
"Hodophilus";5
"Holcus";2
"Holophaga";11
"Holwaya";5
"Homalogastra";12
"Humibacter";11
"Hyalorbilia";5
"Hydrocarboniphaga";11
"Hydrogenophaga";11
"Hygrocybe";5
"Hymenochaetopsis";5
"Hymenoscyphus";5
"Hyphochytrium";3
"Hyphodiscus";5
"Hyphodontia";5
"Hyphomicrobium";11
"Iamia";11
"Ignavibacterium";11
"Ilumatobacter";11
"Iodophanus";5
"Isolaimium";10
"Isosphaera";11
"Isotoma";4
"Isotomiella";4
"Itersonilia";1
"Ixiolirion";2
"Jaagiella";15
"Janibacter";11
"Janthinobacterium";11
"Jatrophihabitans";11
"Juncus";2
"Kangiella";11
"Kineococcus";11
"Kineosporia";11
"Klebsormidium";15
"Kofleria";11
"Kribbella";11
"Ktedonobacter";11
"Kutzneria";11
"Kuzuhaea";5
"Labrys";11
"Lacibacter";11
"Lacrymaria";12
"Lamproderma";13
