"";"labels"
"Legionella";11
"Leifsonia";11
"Lentzea";11
"Lepidocyrtus";4
"Leptomyxa";13
"Leptopharynx";12
"Leptosphaeria";3
"Levilinea";11
"Limonomyces";3
"Linum";2
"Liochthonius";3
"Lishizhenia";11
"Lithobius";9
"Lonchoptera";4
"Longidorus";1
"Longilinea";11
"Luedemannella";11
"Lumbricus";3
"Luteimonas";11
"Luteolibacter";11
"Luticola";15
"Lysobacter";11
"Magnaporthe";3
"Magnetospirillum";11
"Mallomonas";14
"Malonomonas";11
"Marionina";3
"Marmoricola";11
"Martelella";11
"Maryna";13
"Massilia";11
"Massisteria";13
"Mayamaea";15
"Megalothorax";4
"Melastiza";5
"Meloidogyne";1
"Merlinius";1
"Meseres";12
"Mesodorylaimus";6
"Mesorhabditis";10
"Mesorhizobium";11
"Metarhizium";9
"Metateratocephalus";10
"Methanomassiliicoccus";19
"Methylobacillus";11
"Methylobacterium";11
"Methylocapsa";11
"Methylocella";11
"Methylophilus";11
"Methylosinus";11
"Micractinium";15
"Microbacterium";11
"Microlunatus";11
"Micromonospora";11
"Microvirga";11
"Mischococcus";15
"Monilicaryon";16
"Monocystis";3
"Monosiga";12
"Moorella";11
"Moraxella";11
"Mortierella";5
"Mucilaginibacter";11
"Mucor";5
"Multiclavula";5
"Mycobacterium";11
"Mycoplana";11
"Mykophagophrys";4
"Myrmica";3
"Myzus";3
"Nakamurella";11
"Nannochloris";15
"Nannocystis";11
"Neobodo";13
"Neopsilenchus";1
"Neourostylopsis";16
"Niastella";11
"Nitratireductor";11
"Nitrosococcus";11
"Nitrosopumilus";19
"Nitrososphaera";19
"Nitrosospira";11
"Nitrospira";11
"Nitzschia";15
"Nocardia";11
"Nocardioides";11
"Noctua";3
"Nolandella";13
"Nonomuraea";11
"Notholca";12
"Notiophilus";3
"Novosphingobium";11
"Nuclearia";18
"Nygolaimus";17
"Obertrumia";13
"Occallatibacter";11
"Ochrobactrum";11
"Ochromonas";14
"Octolasion";3
"Odontolaimus";17
"Ohtaekwangia";11
"Oikomonas";15
"Oligoflexus";11
"Olpidium";3
"Opitutus";11
"Orbicula";5
"Orbilia";5
"Orchesella";4
"Orciraptor";20
"Oricola";11
"Oryzihumus";11
"Otiorhynchus";3
"Oxytricha";12
"Paenibacillus";11
"Palaeospora";3
"Palmellopsis";15
"Panacibacter";11
"Panaeolus";5
"Panagrolaimus";10
"Panorbis";5
"Paracercomonas";13
"Parafilimonas";11
"Paraglomus";3
"Paraphysomonas";14
"Paratylenchus";1
"Pasteuria";11
"Paucimonas";11
"Paulinella";13
"Pedobacter";11
"Pedomicrobium";11
"Pedosphaera";11
"Pelobacter";11
"Pelomonas";11
"Pemphigus";3
"Penicillium";5
"Peniophorella";5
"Pentapharsodinium";15
"Peregrinia";13
"Perlucidibaca";11
"Persicaria";2
"Peyerimhoffia";3
"Phacelia";2
"Phaeosphaeria";5
"Phaselicystis";11
"Phenylobacterium";11
"Phialina";16
"Pholiota";5
"Phoma";1
"Phycisphaera";11
"Phyllobacterium";11
"Picea";2
"Pilogalumna";3
"Pinus";2
"Piptocephalis";5
"Pirellula";11
"Pisum";2
"Planctomyces";11
"Platyophrya";13
"Platyreta";18
"Plectus";10
"Pleurochloris";15
"Pluteus";5
"Podura";4
"Polaromonas";11
"Polyangium";11
"Polydesmus";3
"Polygonum";2
"Polymyxa";3
"Pontibacter";11
"Porphyrobacter";11
"Porpoloma";5
"Poterioochromonas";14
"Pratylenchoides";1
"Pratylenchus";1
"Preussia";5
"Prismatolaimus";10
"Proceropycnis";5
"Prodesmodora";10
"Prodorylaimus";6
"Propionivibrio";11
"Prorodon";12
"Prosthecobacter";11
"Prosthecomicrobium";11
"Protaphorura";4
"Protaspis";12
"Protocyclidium";12
"Protomyces";3
"Protoribates";3
"Prototheca";15
"Psathyrella";5
"Pseudaphelenchus";4
"Pseudo-nitzschia";15
"Pseudochilodonopsis";20
"Pseudocyrtolophosis";13
"Pseudolabrys";11
"Pseudomonas";11
"Pseudonocardia";11
"Pseudoplatynematum";12
"Pseudoplatyophrya";4
"Pseudopleurochloris";15
"Pseudouroleptus";18
"Pseudovorticella";12
"Psora";5
"Pterula";5
"Pungentus";6
"Pyrenochaeta";5
"Pythium";1
"Pyxidiophora";5
"Ralstonia";11
"Ramariopsis";5
"Ranunculus";2
"Rathayibacter";11
"Resource::Decaying_wood";21
"Resource::Dung";22
"Resource::Litter";22
"Resource::MOS";22
"Rhabditis";10
"Rhabdolaimus";10
"Rheum";2
"Rhizobium";11
"Rhizoctonia";3
"Rhizoglyphus";3
"Rhizomicrobium";11
"Rhizophagus";3
"Rhizophlyctis";5
"Rhizophydium";5
"Rhodanobacter";11
"Rhodobium";11
"Rhodococcus";11
"Rhodoferax";11
"Rhodomicrobium";11
"Rhodopila";11
"Rhodopirellula";11
"Rhodoplanes";11
"Rhodopseudomonas";11
"Rhodothermus";11
"Rhogostoma";13
"Rhopalosiphum";3
"Rickettsiella";11
"Robertus";9
"Romanomermis";3
"Roseiarcus";11
"Roseiflexus";11
"Rotylenchulus";1
"Rotylenchus";1
"Rubrobacter";11
"Rudaea";11
"Rumex";2
"Saccamoeba";13
"Saccharibacillus";11
"Saccharomyces";5
"Saccharophagus";11
"Saccobolus";5
"Salinibacterium";11
"Salvia";2
"Sanguibacter";11
"Satchellius";3
"Sclerostagonospora";5
"Scutellospora";3
"Scytinostroma";5
"Sediminibacterium";11
"Segetibacter";11
"Seinura";4
"Seira";4
"Septoglomus";3
"Serpula";5
"Silene";2
"Siluania";12
"Sinapis";2
"Singulisphaera";11
"Sinomonas";11
"Sistotrema";5
"Sitona";3
"Skermanella";11
"Sminthurides";4
"Sminthurinus";4
"Sminthurus";4
"Solirubrobacter";11
"Solitalea";11
"Sorangium";11
"Sorghum";2
"Spathidium";16
"Sphaerobacter";11
"Sphaerobolus";5
"Sphaeroeca";12
"Sphenoderia";13
"Sphingobacterium";11
"Sphingobium";11
"Sphingomonas";11
"Sphingorhabdus";11
"Sphingosinicella";11
"Spirochaeta";11
"Spizellomyces";5
"Sporichthya";11
"Sporobolomyces";5
"Spumella";14
"Staphylococcus";11
"Stella";11
"Stellaria";2
"Stenotrophomonas";11
"Stephensia";5
"Stereum";5
"Steroidobacter";11
"Sterolibacterium";11
"Stigmalychus";3
"Stigmatella";11
"Stilbocrea";5
"Streptacidiphilus";11
"Streptomyces";11
"Streptosporangium";11
"Syncephalis";5
"Synchytrium";3
"Syntrophobacter";11
"Syntrophus";11
"Tachyporus";7
"Tachysoma";12
"Talaromyces";5
"Taraxacum";2
"Taxus";2
"Tectocepheus";3
"Tepidisphaera";11
"Teratocephalus";10
"Terracidiphilus";11
"Terriglobus";11
"Terrimonas";11
"Tetracanthella";4
"Tetrahymena";12
"Tetranychus";3
"Tetrodontophora";4
"Thaumatomastix";13
"Thaumatomonas";13
"Thecotheus";5
"Thermaerobacter";11
"Thermoanaerobacter";11
"Thermoflavimicrobium";11
"Thermoleophilum";11
"Thermomonas";11
"Thiobacillus";11
"Thiohalospira";11
"Thiorhodospira";11
"Tipula";3
"Trechispora";5
"Trechus";3
"Tribonema";15
"Trichocerca";12
"Trifolium";2
"Trinema";13
"Tripyla";6
"Trypanosoma";3
"Tubeufia";5
"Tullbergia";4
"Turneriella";11
"Tylencholaimus";4
"Tylenchus";1
"Tyrophagus";4
"Undibacterium";11
"Uropoda";4
"Urostyla";18
"Vampyrella";18
"Variibacter";11
"Variovorax";11
"Vaucheria";15
"Veigaia";8
"Vermamoeba";13
"Veronica";2
"Verrucomicrobium";11
"Vertagopus";4
"Vexillifera";12
"Vigna";2
"Vorticella";12
"Vorticellides";12
"Vulgatibacter";11
"Waitea";3
"Willowsia";4
"Woodsholea";11
"Woronina";3
"Xanthomonas";11
"Xanthonema";15
"Xiphinema";1
"Yarrowia";5
"Zavarzinella";11
"Zea";2
"Zoothamnium";12
