"";"labels"
"Legionella";13
"Leifsonia";13
"Lentzea";13
"Lepidocyrtus";6
"Leptomyxa";15
"Leptopharynx";14
"Leptosphaeria";9
"Levilinea";13
"Limonomyces";9
"Linum";2
"Liochthonius";3
"Lishizhenia";13
"Lithobius";11
"Lonchoptera";6
"Longidorus";1
"Longilinea";13
"Luedemannella";13
"Lumbricus";3
"Luteimonas";13
"Luteolibacter";13
"Luticola";18
"Lysobacter";13
"Magnaporthe";9
"Magnetospirillum";13
"Mallomonas";17
"Malonomonas";13
"Marionina";3
"Marmoricola";13
"Martelella";13
"Maryna";16
"Massilia";13
"Massisteria";16
"Mayamaea";18
"Megalothorax";6
"Melastiza";5
"Meloidogyne";1
"Merlinius";1
"Meseres";14
"Mesodorylaimus";7
"Mesorhabditis";12
"Mesorhizobium";13
"Metarhizium";11
"Metateratocephalus";12
"Methanomassiliicoccus";22
"Methylobacillus";13
"Methylobacterium";13
"Methylocapsa";13
"Methylocella";13
"Methylophilus";13
"Methylosinus";13
"Micractinium";18
"Microbacterium";13
"Microlunatus";13
"Micromonospora";13
"Microvirga";13
"Mischococcus";18
"Monilicaryon";19
"Monocystis";9
"Monosiga";14
"Moorella";13
"Moraxella";13
"Mortierella";5
"Mucilaginibacter";13
"Mucor";5
"Multiclavula";5
"Mycobacterium";13
"Mycoplana";13
"Mykophagophrys";4
"Myrmica";3
"Myzus";3
"Nakamurella";13
"Nannochloris";18
"Nannocystis";13
"Neobodo";15
"Neopsilenchus";1
"Neourostylopsis";19
"Niastella";13
"Nitratireductor";13
"Nitrosococcus";13
"Nitrosopumilus";22
"Nitrososphaera";22
"Nitrosospira";13
"Nitrospira";13
"Nitzschia";18
"Nocardia";13
"Nocardioides";13
"Noctua";3
"Nolandella";16
"Nonomuraea";13
"Notholca";14
"Notiophilus";3
"Novosphingobium";13
"Nuclearia";21
"Nygolaimus";20
"Obertrumia";15
"Occallatibacter";13
"Ochrobactrum";13
"Ochromonas";17
"Octolasion";3
"Odontolaimus";20
"Ohtaekwangia";13
"Oikomonas";18
"Oligoflexus";13
"Olpidium";9
"Opitutus";13
"Orbicula";5
"Orbilia";5
"Orchesella";6
"Orciraptor";23
"Oricola";13
"Oryzihumus";13
"Otiorhynchus";3
"Oxytricha";14
"Paenibacillus";13
"Palaeospora";9
"Palmellopsis";18
"Panacibacter";13
"Panaeolus";5
"Panagrolaimus";12
"Panorbis";5
"Paracercomonas";16
"Parafilimonas";13
"Paraglomus";9
"Paraphysomonas";17
"Paratylenchus";1
"Pasteuria";13
"Paucimonas";13
"Paulinella";16
"Pedobacter";13
"Pedomicrobium";13
"Pedosphaera";13
"Pelobacter";13
"Pelomonas";13
"Pemphigus";3
"Penicillium";5
"Peniophorella";5
"Pentapharsodinium";18
"Peregrinia";16
"Perlucidibaca";13
"Persicaria";2
"Peyerimhoffia";3
"Phacelia";2
"Phaeosphaeria";5
"Phaselicystis";13
"Phenylobacterium";13
"Phialina";19
"Pholiota";5
"Phoma";1
"Phycisphaera";13
"Phyllobacterium";13
"Picea";2
"Pilogalumna";3
"Pinus";2
"Piptocephalis";5
"Pirellula";13
"Pisum";2
"Planctomyces";13
"Platyophrya";16
"Platyreta";21
"Plectus";12
"Pleurochloris";18
"Pluteus";5
"Podura";6
"Polaromonas";13
"Polyangium";13
"Polydesmus";3
"Polygonum";2
"Polymyxa";9
"Pontibacter";13
"Porphyrobacter";13
"Porpoloma";5
"Poterioochromonas";17
"Pratylenchoides";1
"Pratylenchus";1
"Preussia";5
"Prismatolaimus";12
"Proceropycnis";5
"Prodesmodora";12
"Prodorylaimus";7
"Propionivibrio";13
"Prorodon";14
"Prosthecobacter";13
"Prosthecomicrobium";13
"Protaphorura";6
"Protaspis";14
"Protocyclidium";14
"Protomyces";9
"Protoribates";3
"Prototheca";18
"Psathyrella";5
"Pseudaphelenchus";4
"Pseudo-nitzschia";18
"Pseudochilodonopsis";23
"Pseudocyrtolophosis";16
"Pseudolabrys";13
"Pseudomonas";13
"Pseudonocardia";13
"Pseudoplatynematum";14
"Pseudoplatyophrya";4
"Pseudopleurochloris";18
"Pseudouroleptus";21
"Pseudovorticella";14
"Psora";5
"Pterula";5
"Pungentus";7
"Pyrenochaeta";5
"Pythium";1
"Pyxidiophora";5
"Ralstonia";13
"Ramariopsis";5
"Ranunculus";2
"Rathayibacter";13
"Resource::Decaying_wood";24
"Resource::Dung";25
"Resource::Litter";25
"Resource::MOS";25
"Rhabditis";12
"Rhabdolaimus";12
"Rheum";2
"Rhizobium";13
"Rhizoctonia";9
"Rhizoglyphus";3
"Rhizomicrobium";13
"Rhizophagus";9
"Rhizophlyctis";5
"Rhizophydium";5
"Rhodanobacter";13
"Rhodobium";13
"Rhodococcus";13
"Rhodoferax";13
"Rhodomicrobium";13
"Rhodopila";13
"Rhodopirellula";13
"Rhodoplanes";13
"Rhodopseudomonas";13
"Rhodothermus";13
"Rhogostoma";16
"Rhopalosiphum";3
"Rickettsiella";13
"Robertus";11
"Romanomermis";9
"Roseiarcus";13
"Roseiflexus";13
"Rotylenchulus";1
"Rotylenchus";1
"Rubrobacter";13
"Rudaea";13
"Rumex";2
"Saccamoeba";16
"Saccharibacillus";13
"Saccharomyces";5
"Saccharophagus";13
"Saccobolus";5
"Salinibacterium";13
"Salvia";2
"Sanguibacter";13
"Satchellius";3
"Sclerostagonospora";5
"Scutellospora";9
"Scytinostroma";5
"Sediminibacterium";13
"Segetibacter";13
"Seinura";4
"Seira";6
"Septoglomus";9
"Serpula";5
"Silene";2
"Siluania";14
"Sinapis";2
"Singulisphaera";13
"Sinomonas";13
"Sistotrema";5
"Sitona";3
"Skermanella";13
"Sminthurides";6
"Sminthurinus";6
"Sminthurus";6
"Solirubrobacter";13
"Solitalea";13
"Sorangium";13
"Sorghum";2
"Spathidium";19
"Sphaerobacter";13
"Sphaerobolus";5
"Sphaeroeca";14
"Sphenoderia";16
"Sphingobacterium";13
"Sphingobium";13
"Sphingomonas";13
"Sphingorhabdus";13
"Sphingosinicella";13
"Spirochaeta";13
"Spizellomyces";5
"Sporichthya";13
"Sporobolomyces";5
"Spumella";17
"Staphylococcus";13
"Stella";13
"Stellaria";2
"Stenotrophomonas";13
"Stephensia";5
"Stereum";5
"Steroidobacter";13
"Sterolibacterium";13
"Stigmalychus";3
"Stigmatella";13
"Stilbocrea";5
"Streptacidiphilus";13
"Streptomyces";13
"Streptosporangium";13
"Syncephalis";5
"Synchytrium";9
"Syntrophobacter";13
"Syntrophus";13
"Tachyporus";8
"Tachysoma";14
"Talaromyces";5
"Taraxacum";2
"Taxus";2
"Tectocepheus";3
"Tepidisphaera";13
"Teratocephalus";12
"Terracidiphilus";13
"Terriglobus";13
"Terrimonas";13
"Tetracanthella";6
"Tetrahymena";14
"Tetranychus";3
"Tetrodontophora";6
"Thaumatomastix";16
"Thaumatomonas";16
"Thecotheus";5
"Thermaerobacter";13
"Thermoanaerobacter";13
"Thermoflavimicrobium";13
"Thermoleophilum";13
"Thermomonas";13
"Thiobacillus";13
"Thiohalospira";13
"Thiorhodospira";13
"Tipula";3
"Trechispora";5
"Trechus";3
"Tribonema";18
"Trichocerca";14
"Trifolium";2
"Trinema";16
"Tripyla";7
"Trypanosoma";9
"Tubeufia";5
"Tullbergia";6
"Turneriella";13
"Tylencholaimus";4
"Tylenchus";1
"Tyrophagus";6
"Undibacterium";13
"Uropoda";6
"Urostyla";21
"Vampyrella";21
"Variibacter";13
"Variovorax";13
"Vaucheria";18
"Veigaia";10
"Vermamoeba";16
"Veronica";2
"Verrucomicrobium";13
"Vertagopus";6
"Vexillifera";14
"Vigna";2
"Vorticella";14
"Vorticellides";14
"Vulgatibacter";13
"Waitea";9
"Willowsia";6
"Woodsholea";13
"Woronina";9
"Xanthomonas";13
"Xanthonema";18
"Xiphinema";1
"Yarrowia";5
"Zavarzinella";13
"Zea";2
"Zoothamnium";14
