"";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9"
"1";0,0111438227803283;0,000392248839508697;0,0183671022349573;0,00749856505220678;0,0434916772687586;0,00507996188641083;0,0368400092194895;0,000857582373573246;1e-06
"2";0,135129925030085;1e-06;0,00366787990694545;1e-06;1e-06;0,0167296079213087;1e-06;1e-06;1e-06
"3";0,0299609332209813;1e-06;0,0015873018653038;1e-06;0,0555555562214477;0,168209876047379;1e-06;1e-06;1e-06
"4";0,000499904386069215;1e-06;0,996168579781364;1e-06;0,954022977507737;1e-06;1e-06;1e-06;1e-06
"5";1e-06;1e-06;1e-06;1e-06;1e-06;0,111111110460491;1e-06;1e-06;1e-06
"6";0,00507402904968362;1e-06;1e-06;1e-06;0,72222221360566;0,20714285647941;1e-06;1e-06;1e-06
"7";1e-06;1e-06;1e-06;1e-06;0,705882344763871;0,444771240684703;1e-06;1e-06;1e-06
"8";1e-06;1e-06;1e-06;1e-06;0,999999;1e-06;0,999999;1e-06;1e-06
"9";0,043576294261929;0,122342132592155;0,203703702355492;0,586206882498679;1e-06;1e-06;1e-06;0,953051620328868;1e-06
