"";"V1";"V2";"V3";"V4";"V5";"V6"
"1";0,0362104039365986;0,0159796894198234;0,0140897293309566;0,0230414748052936;0,0159018627864973;0,00925925930885681
"2";0,018518518500539;0,0015873018653038;1e-06;0,00366300449577293;1e-06;0,168209876047379
"3";0,000308985322941229;0,996168579781364;1e-06;0,062902614915151;1e-06;1e-06
"4";1e-06;1e-06;1e-06;0,0439560442399623;1e-06;0,422771671705324
"5";1e-06;1e-06;1e-06;0,999999;1e-06;1e-06
"6";0,0031362007367593;1e-06;1e-06;0,0476190483317989;1e-06;0,20714285647941
