"";"labels"
"Abies";2
"Absidia";6
"Achaeta";13
"Achillea";2
"Acidimicrobium";18
"Acidisphaera";18
"Aciditerrimonas";18
"Acidobacterium";23
"Acidothermus";18
"Acidovorax";18
"Acinetobacter";18
"Acrobeles";17
"Acrobeloides";17
"Acrospermum";6
"Actinoallomurus";18
"Actinocatenispora";18
"Actinochloris";24
"Actinocrinis";18
"Actinomadura";18
"Actinomyces";18
"Actinoplanes";18
"Acyrthosiphon";16
"Adhaeribacter";18
"Adineta";19
"Aeromicrobium";18
"Aetherobacter";18
"Aggregicoccus";18
"Agriotes";1
"Agromyces";18
"Alaimus";17
"Alicorhagia";30
"Allolobophora";31
"Allovahlkampfia";20
"Alnus";2
"Altererythrobacter";18
"Ambispora";38
"Aminobacter";18
"Amphidelus";17
"Amphileptus";28
"Amphimallon";16
"Amplimerlinius";3
"Amycolatopsis";18
"Anaeromyxobacter";18
"Anatonchus";29
"Angustibacter";18
"Anoplophrya";12
"Anteholosticha";32
"Anystis";14
"Aphanomyces";31
"Aphelenchoides";5
"Aphelenchus";5
"Aphidius";16
"Aphis";16
"Aphodius";16
"Apiotrichum";6
"Aporcelaimellus";29
"Aporrectodea";31
"Apusomonas";21
"Aquihabitans";18
"Archaeorhizomyces";6
"Archaeospora";38
"Arcuospathidium";28
"Arenimonas";18
"Arthrobacter";18
"Articulospora";6
"Ascobolus";33
"Asterostroma";6
"Athous";1
"Aulacorthum";16
"Auxarthron";6
"Azospirillum";18
"Bacillus";18
"Bacteriovorax";18
"Bacteroides";18
"Bardeliella";21
"Barynotus";16
"Basidiobolus";6
"Basiria";3
"Bastiania";17
"Bdellovibrio";18
"Beauveria";26
"Bellilinea";18
"Bicosoeca";19
"Bisporella";33
"Blaberolaelaps";14
"Blastochloris";18
"Blastococcus";18
"Blepharisma";19
"Bodo";20
"Bodomorpha";21
"Bolbitius";33
"Boleodorus";3
"Bos";3
"Botryochloris";24
"Boudiera";6
"Brachyphoris";6
"Bracteacoccus";24
"Bradyrhizobium";18
"Bradysia";16
"Bresslaua";32
"Bresslauides";21
"Brevundimonas";18
"Bryometopus";32
"Bryometopus pseudochilodon";32
"Buchholzia";13
"Bullera";6
"Bumilleriopsis";24
"Burkholderia";18
"Byssovorax";18
"Caenimonas";18
"Caldilinea";18
"Calluna";2
"Camarophyllus";6
"Campanella";6
"Campodea";30
"Canavalia";2
"Candidatus Koribacter";23
"Candidatus Microthrix";18
"Candidatus Nephrothrix";18
"Candidatus Nitrosocosmicus";35
"Candidatus Solibacter";23
"Capsellina";36
"Cardamine";2
"Catellatospora";18
"Catenaria";6
"Catenulispora";18
"Caudiholosticha";32
"Caulerpa";24
"Caulobacter";18
"Cedrus";2
"Cellulomonas";18
"Cellvibrio";18
"Cenarchaeum";35
"Cephalobus";17
"Cephaloticoccus";18
"Cerastium";37
"Ceratophysella";7
"Cercomonas";21
"Cetraspora";38
"Chaetosphaeria";6
"Chamaedrilus";13
