"";"V1";"V2";"V3";"V4";"V5"
"1";0,032407973576877;0,0133883884391452;0,0118049083613769;0,027027027148247;0,0133231823361629
"2";0,0427927927394866;0,0015873018653038;1e-06;0,00366300449577293;1e-06
"3";0,000258879604884976;0,996168579781364;1e-06;0,0629026149151512;1e-06
"4";0,068557568506278;1e-06;1e-06;0,0439560442399621;1e-06
"5";1e-06;1e-06;1e-06;0,999999;1e-06
