;consumer_gbif_key;consumer_rank;consumer_name;interaction_type;resource_name;resource_gbif_key;resource_rank;reference;remark
1190;7874482;SPECIES;Colpoda steinii;eats;Cyanobacteria;68;PHYLUM;Foissner 1998;
1191;7529940;SPECIES;Euplotes muscicola;eats;Cyanobacteria;68;PHYLUM;Foissner 1998;
1192;8290778;SPECIES;Frontonia solea;eats;Cyanobacteria;68;PHYLUM;Foissner 1998;
1193;7436182;SPECIES;Glaucoma gigantea;eats;Cyanobacteria;68;PHYLUM;Foissner 1998;
1194;7770058;SPECIES;Holosticha bergeri;eats;Cyanobacteria;68;PHYLUM;Foissner 1998;
1195;7918817;SPECIES;Holosticha monilata;eats;Cyanobacteria;68;PHYLUM;Foissner 1998;
1196;7879294;SPECIES;Holosticha multistilata;eats;Cyanobacteria;68;PHYLUM;Foissner 1998;
1197;7861564;SPECIES;Holosticha sylvatica;eats;Cyanobacteria;68;PHYLUM;Foissner 1998;
1198;7922505;SPECIES;Holostichides chardezi;eats;Cyanobacteria;68;PHYLUM;Foissner 1998;
1199;7948573;SPECIES;Keronella gracilis;eats;Cyanobacteria;68;PHYLUM;Foissner 1998;
1200;7503159;SPECIES;Kuklikophrya ougandae;eats;Cyanobacteria;68;PHYLUM;Foissner 1998;
1201;7878699;SPECIES;Leptopharynx eurystoma;eats;Cyanobacteria;68;PHYLUM;Foissner 1998;
1202;7550194;SPECIES;Metopus es;eats;Cyanobacteria;68;PHYLUM;Foissner 1998;
1203;8066981;SPECIES;Nassula citrea;eats;Cyanobacteria;68;PHYLUM;Foissner 1998;
1204;8129437;SPECIES;Nassula picta;eats;Cyanobacteria;68;PHYLUM;Foissner 1998;
1205;7356029;SPECIES;Nassula protectissima;eats;Cyanobacteria;68;PHYLUM;Foissner 1998;
1206;7440403;SPECIES;Nassula terricola;eats;Cyanobacteria;68;PHYLUM;Foissner 1998;
1207;8282652;SPECIES;Obertrumia kahli;eats;Cyanobacteria;68;PHYLUM;Foissner 1998;
1208;8052477;SPECIES;Orthoamphisiella stramenticola;eats;Cyanobacteria;68;PHYLUM;Foissner 1998;
1209;8311950;SPECIES;Oxytricha ottowi;eats;Cyanobacteria;68;PHYLUM;Foissner 1998;
1210;8058651;SPECIES;Platyophrya spumacola;eats;Cyanobacteria;68;PHYLUM;Foissner 1998;
1211;8255523;SPECIES;Pseudomicrothorax agilis;eats;Cyanobacteria;68;PHYLUM;Foissner 1998;
1212;8275599;SPECIES;Pseudomicrothorax dubius;eats;Cyanobacteria;68;PHYLUM;Foissner 1998;
1213;8083931;SPECIES;Rostrophrya camerounensis;eats;Cyanobacteria;68;PHYLUM;Foissner 1998;
1214;7650617;SPECIES;Sterkiella similis;eats;Cyanobacteria;68;PHYLUM;Foissner 1998;
1215;7965484;SPECIES;Telostomatella ferroi;eats;Cyanobacteria;68;PHYLUM;Foissner 1998;
1216;7790494;SPECIES;Thuricola kellicottiana;eats;Cyanobacteria;68;PHYLUM;Foissner 1998;
1217;3204289;SPECIES;Polymyxa graminis;parasiteOf;Cynodon dactylon;6109637;SPECIES;FungalDataBase;
1218;5249953;SPECIES;Waitea circinata;parasiteOf;Cynodon dactylon;6109637;SPECIES;FungalDataBase;
1219;2626969;SPECIES;Olpidium brassicae;parasiteOf;Dactylis;2705307;GENUS;FungalDataBase;
1220;5262297;SPECIES;Phoma herbarum;parasiteOf;Dactylis glomerata;2705308;SPECIES;FungalDataBase;
1221;5262297;SPECIES;Phoma herbarum;parasiteOf;Dahlia;3093023;GENUS;FungalDataBase;
1222;2130185;SPECIES;Tetranychus urticae;parasiteOf;Dahlia pinnata;5387142;SPECIES;https://www.cabi.org/isc/datasheet/53366;
1223;5262297;SPECIES;Phoma herbarum;parasiteOf;Daucus carota;3034742;SPECIES;FungalDataBase;
1224;2584306;SPECIES;Bisporella citrina;eats;Resource::Decaying_wood;R1;RESOURCE;Funguild;
1225;2566393;SPECIES;Cryphonectria parasitica;eats;Resource::Decaying_wood;R1;RESOURCE;Funguild;
1226;2512861;SPECIES;Guepiniopsis buccina;eats;Resource::Decaying_wood;R1;RESOURCE;Funguild;
1227;9758565;SPECIES;Hymenochaetopsis olivacea;eats;Resource::Decaying_wood;R1;RESOURCE;Funguild;
1228;5258926;SPECIES;Orbicula parietina;eats;Resource::Decaying_wood;R1;RESOURCE;Funguild;
1229;2526774;GENUS;Psathyrella;eats;Resource::Decaying_wood;R1;RESOURCE;Funguild;
1230;5245040;SPECIES;Serpula incrassata;eats;Resource::Decaying_wood;R1;RESOURCE;Funguild;
1231;2523138;SPECIES;Trechispora farinacea;eats;Resource::Decaying_wood;R1;RESOURCE;Funguild;
1232;5262297;SPECIES;Phoma herbarum;parasiteOf;Delphinium;3033687;GENUS;FungalDataBase;
1233;5262297;SPECIES;Phoma herbarum;parasiteOf;Dianthus;3085411;GENUS;FungalDataBase;
1234;5262297;SPECIES;Phoma herbarum;parasiteOf;Dianthus armeria;3085413;SPECIES;FungalDataBase;
1235;2130185;SPECIES;Tetranychus urticae;parasiteOf;Dianthus caryophyllus;3085420;SPECIES;https://www.cabi.org/isc/datasheet/53366;
1236;5262297;SPECIES;Phoma herbarum;parasiteOf;Digitalis grandiflora;5414992;SPECIES;FungalDataBase;
1237;2130185;SPECIES;Tetranychus urticae;parasiteOf;Diospyros;3030169;GENUS;https://www.cabi.org/isc/datasheet/53366;
1238;9357423;GENUS;Lithobius;eats;Diplura;240;KINGDOM;Lewis (2006) The biology of centipedes;
1239;1419844;GENUS;Forficula;eats;Diptera;811;ORDER;albouy & Caussanel (1990) Faune de France 75.;
1240;4080;FAMILY;Geophilidae;eats;Diptera;811;ORDER;0.1111/oik.04885;
1241;5540;FAMILY;Lithobiidae;eats;Diptera;811;ORDER;0.1111/oik.04885;
1242;9357423;GENUS;Lithobius;eats;Diptera;811;ORDER;Lewis (2006) The biology of centipedes;
1243;1247492;GENUS;Notiophilus;eats;Diptera;811;ORDER;betsi;
1244;4281960;GENUS;Romanomermis;parasiteOf;Diptera;811;ORDER;;
1245;9583;FAMILY;Theridiidae;eats;Diptera;811;ORDER;;
1246;1037288;GENUS;Trechus;eats;Diptera;811;ORDER;betsi;
1247;2188216;GENUS;Uropoda;eats;Diptera;811;ORDER;;
1248;5262297;SPECIES;Phoma herbarum;parasiteOf;Dittrichia viscosa;3101184;SPECIES;FungalDataBase;
1249;5262297;SPECIES;Phoma herbarum;parasiteOf;Dolichos lablab;8436786;SPECIES;FungalDataBase;
1250;5262297;SPECIES;Phoma herbarum;parasiteOf;Dryas octopetala;4889932;SPECIES;FungalDataBase;
1251;5262297;SPECIES;Phoma herbarum;parasiteOf;Dysoxylum decandrum;3850472;SPECIES;FungalDataBase;
1252;8229102;CLASS;Colpodea;eats;Echinamoebidae;4905099;FAMILY;;pred2 assoc au substrat
1253;128048854;KINGDOM;Leptophryidae;eats;Echinamoebidae;4905099;FAMILY;;pred2 assoc au substrat
1254;2329;FAMILY;Nucleariidae;eats;Echinamoebidae;4905099;FAMILY;;pred2 assoc au substrat
1255;7982209;CLASS;Spirotrichea;eats;Echinamoebidae;4905099;FAMILY;;pred2 assoc au substrat
1256;6586;FAMILY;Vampyrellidae;eats;Echinamoebidae;4905099;FAMILY;;pred2 assoc au substrat
1257;5262297;SPECIES;Phoma herbarum;parasiteOf;Elaeis guineensis;2731882;SPECIES;FungalDataBase;
1258;2130185;SPECIES;Tetranychus urticae;parasiteOf;Elettaria cardamomum;2759871;SPECIES;https://www.cabi.org/isc/datasheet/53366;
1259;3204289;SPECIES;Polymyxa graminis;parasiteOf;Elytrigia repens;2706649;SPECIES;FungalDataBase;
1260;7943637;GENUS;Anoplophrya;parasiteOf;Enchtraeidae;3565;FAMILY;https://www.jstor.org/stable/984805;
1261;374;ORDER;Astigmata;eats;Enchytraeidae;3565;FAMILY;;
1262;7652;FAMILY;Chthoniidae;eats;Enchytraeidae;3565;FAMILY;;
1263;104185528;KINGDOM;Endeostigmata;eats;Enchytraeidae;3565;FAMILY;;
1264;9357423;GENUS;Lithobius;eats;Enchytraeidae;3565;FAMILY;Lewis (2006) The biology of centipedes;
1265;1109;ORDER;Mesostigmata;eats;Enchytraeidae;3565;FAMILY;;
1266;1247492;GENUS;Notiophilus;eats;Enchytraeidae;3565;FAMILY;betsi;
1267;9583;FAMILY;Theridiidae;eats;Enchytraeidae;3565;FAMILY;;
1268;2188216;GENUS;Uropoda;eats;Enchytraeidae;3565;FAMILY;;
1269;374;ORDER;Astigmata;eats;Endeostigmata;104185528;KINGDOM;;
1270;7652;FAMILY;Chthoniidae;eats;Endeostigmata;104185528;KINGDOM;;
1271;104185528;KINGDOM;Endeostigmata;eats;Endeostigmata;104185528;KINGDOM;;
1272;1419844;GENUS;Forficula;eats;Endeostigmata;104185528;KINGDOM;albouy & Caussanel (1990) Faune de France 75.;
1273;4080;FAMILY;Geophilidae;eats;Endeostigmata;104185528;KINGDOM;0.1111/oik.04885;
1274;5540;FAMILY;Lithobiidae;eats;Endeostigmata;104185528;KINGDOM;0.1111/oik.04885;
1275;1109;ORDER;Mesostigmata;eats;Endeostigmata;104185528;KINGDOM;;
1276;1247492;GENUS;Notiophilus;eats;Endeostigmata;104185528;KINGDOM;betsi;
1277;7928292;SPECIES;Amphisiella raptans;eats;Endomyxa;4920651;GENUS;Foissner 1998;
1278;8181547;SPECIES;Apoamphisiella tihanyiensis;eats;Endomyxa;4920651;GENUS;Foissner 1998;
1279;8006704;SPECIES;Bresslauides australis australis;eats;Endomyxa;4920651;GENUS;Foissner 1998;
1280;7893724;SPECIES;Cyrtohymena candens;eats;Endomyxa;4920651;GENUS;Foissner 1998;
1281;7689024;SPECIES;Dileptus margaritifer;eats;Endomyxa;4920651;GENUS;Foissner 1998;
1282;8166778;SPECIES;Frontonia depressa;eats;Endomyxa;4920651;GENUS;Foissner 1998;
1283;8256548;SPECIES;Hemiamphisiella granulifera;eats;Endomyxa;4920651;GENUS;Foissner 1998;
1284;7858582;SPECIES;Holosticha stueberi;eats;Endomyxa;4920651;GENUS;Foissner 1998;
1285;7566514;SPECIES;Lamtostyla abdita;eats;Endomyxa;4920651;GENUS;Foissner 1998;
1286;7549436;SPECIES;Lamtostyla granulifera;eats;Endomyxa;4920651;GENUS;Foissner 1998;
1287;8016841;SPECIES;Notohymena rubescens;eats;Endomyxa;4920651;GENUS;Foissner 1998;
1288;8754583;SPECIES;Oxytricha hengshanensis;eats;Endomyxa;4920651;GENUS;Foissner 1998;
1289;7736897;SPECIES;Oxytricha islandica;eats;Endomyxa;4920651;GENUS;Foissner 1998;
1290;8024317;SPECIES;Oxytricha tricirrata;eats;Endomyxa;4920651;GENUS;Foissner 1998;
1291;7837768;SPECIES;Parafurgasonia sorex;eats;Endomyxa;4920651;GENUS;Foissner 1998;
1292;7761759;SPECIES;Parakahliella macrostoma;eats;Endomyxa;4920651;GENUS;Foissner 1998;
1293;7505865;SPECIES;Paraurostyla granulifera;eats;Endomyxa;4920651;GENUS;Foissner 1998;
1294;7538897;SPECIES;Pseudouroleptus procerus;eats;Endomyxa;4920651;GENUS;Foissner 1998;
1295;7501409;SPECIES;Pseudourostyla franzi;eats;Endomyxa;4920651;GENUS;Foissner 1998;
1296;8159328;SPECIES;Spathidium longicaudatum;eats;Endomyxa;4920651;GENUS;Foissner 1998;
1297;7695846;SPECIES;Sterkiella cavicola;eats;Endomyxa;4920651;GENUS;Foissner 1998;
1298;7815322;SPECIES;Sterkiella histriomuscorum;eats;Endomyxa;4920651;GENUS;Foissner 1998;
1299;7560112;SPECIES;Tachysoma granulifera;eats;Endomyxa;4920651;GENUS;Foissner 1998;
1300;7439614;SPECIES;Tricoronella pulchra;eats;Endomyxa;4920651;GENUS;Foissner 1998;
1301;8199022;SPECIES;Uroleptus lepisma;eats;Endomyxa;4920651;GENUS;Foissner 1998;
1302;7969533;SPECIES;Urosomoida agilis;eats;Endomyxa;4920651;GENUS;Foissner 1998;
1303;8298972;SPECIES;Urosomoida antarctica;eats;Endomyxa;4920651;GENUS;Foissner 1998;
1304;7717324;SPECIES;Urosomoida dorsiincisura;eats;Endomyxa;4920651;GENUS;Foissner 1998;
1305;2130185;SPECIES;Tetranychus urticae;parasiteOf;Enterolobium cyclocarpum;2961150;SPECIES;https://www.cabi.org/isc/datasheet/53366;
1306;7939212;SPECIES;Acineria uncinata;eats;Euglenozoa;41;PHYLUM;Foissner 1998;
1307;6145343;SPECIES;Amphisiella binucleata;eats;Euglenozoa;41;PHYLUM;Foissner 1998;
1308;8034554;SPECIES;Amphisiella polycirrata;eats;Euglenozoa;41;PHYLUM;Foissner 1998;
1309;7405898;SPECIES;Amphisiella vitiphila;eats;Euglenozoa;41;PHYLUM;Foissner 1998;
1310;8181547;SPECIES;Apoamphisiella tihanyiensis;eats;Euglenozoa;41;PHYLUM;Foissner 1998;
1311;4378322;FAMILY;Apusomonadidae;eats;Euglenozoa;41;PHYLUM;;pred1 assoc au substrat
1312;7868482;SPECIES;Australocirrus octonucleatus;eats;Euglenozoa;41;PHYLUM;Foissner 1998;
1313;8307655;SPECIES;Australocirrus oscitans;eats;Euglenozoa;41;PHYLUM;Foissner 1998;
1314;7644213;SPECIES;Australothrix alwinae;eats;Euglenozoa;41;PHYLUM;Foissner 1998;
1315;7520435;SPECIES;Australothrix australis;eats;Euglenozoa;41;PHYLUM;Foissner 1998;
1316;8376435;SPECIES;Australothrix steineri;eats;Euglenozoa;41;PHYLUM;Foissner 1998;
1317;8280112;SPECIES;Bakuella edaphoni;eats;Euglenozoa;41;PHYLUM;Foissner 1998;
1318;7976171;SPECIES;Bakuella pampinaria;eats;Euglenozoa;41;PHYLUM;Foissner 1998;
1319;7957238;FAMILY;Bicosoecidae;eats;Euglenozoa;41;PHYLUM;;pred1 intercepteur
1320;7932878;SPECIES;Birojimia muscorum;eats;Euglenozoa;41;PHYLUM;Foissner 1998;
1321;8076891;SPECIES;Birojimia terricola;eats;Euglenozoa;41;PHYLUM;Foissner 1998;
1322;7771896;SPECIES;Blepharisma americanum;eats;Euglenozoa;41;PHYLUM;Foissner 1998;
1323;8118209;SPECIES;Bresslaua vorax;eats;Euglenozoa;41;PHYLUM;Foissner 1998;
1324;7348345;SPECIES;Bresslaua insidiatrix;eats;Euglenozoa;41;PHYLUM;Foissner 1998;
1325;8006704;SPECIES;Bresslauides australis australis;eats;Euglenozoa;41;PHYLUM;Foissner 1998;
1326;8022899;SPECIES;Bryometopus atypicus;eats;Euglenozoa;41;PHYLUM;Foissner 1998;
1327;8222210;SPECIES;Bryometopus hawaiiensis;eats;Euglenozoa;41;PHYLUM;Foissner 1998;
1328;7589411;SPECIES;Bryometopus triquetrus;eats;Euglenozoa;41;PHYLUM;Foissner 1998;
1329;8312067;SPECIES;Bursaria truncatella;eats;Euglenozoa;41;PHYLUM;Foissner 1998;
1330;2164;FAMILY;Cercomonadidae;eats;Euglenozoa;41;PHYLUM;;pred1 assoc au substrat
1331;3235907;FAMILY;Chlamydophryidae;eats;Euglenozoa;41;PHYLUM;;pred1 assoc au substrat
1332;7073563;CLASS;Chrysophyceae;eats;Euglenozoa;41;PHYLUM;;pred1 intercepteur
1333;7635899;SPECIES;Colpoda atra;eats;Euglenozoa;41;PHYLUM;Foissner 1998;
1334;7754454;SPECIES;Colpoda colpidiopsis;eats;Euglenozoa;41;PHYLUM;Foissner 1998;
1335;7364894;SPECIES;Colpoda cucullus;eats;Euglenozoa;41;PHYLUM;Foissner 1998;
1336;7559248;SPECIES;Colpoda inflata;eats;Euglenozoa;41;PHYLUM;Foissner 1998;
1337;7415565;SPECIES;Colpoda magna;eats;Euglenozoa;41;PHYLUM;Foissner 1998;
1338;8225326;SPECIES;Condylostoma terricola;eats;Euglenozoa;41;PHYLUM;Foissner 1998;
1339;8380259;SPECIES;Coriplites terricola;eats;Euglenozoa;41;PHYLUM;Foissner 1998;
1340;7759386;SPECIES;Cyrtobymena muscorum;eats;Euglenozoa;41;PHYLUM;Foissner 1998;
1341;7893724;SPECIES;Cyrtohymena candens;eats;Euglenozoa;41;PHYLUM;Foissner 1998;
1342;7893724;SPECIES;Cyrtohymena candens;eats;Euglenozoa;41;PHYLUM;Foissner 1998;
1343;7640810;SPECIES;Cyrtohymena primicirrata;eats;Euglenozoa;41;PHYLUM;Foissner 1998;
1344;7968774;SPECIES;Cyrtohymena tetracirrata;eats;Euglenozoa;41;PHYLUM;Foissner 1998;
1345;7646652;SPECIES;Dileptus americanus;eats;Euglenozoa;41;PHYLUM;Foissner 1998;
1346;7907352;SPECIES;Dileptus conspicuus;eats;Euglenozoa;41;PHYLUM;Foissner 1998;
1347;7689024;SPECIES;Dileptus margaritifer;eats;Euglenozoa;41;PHYLUM;Foissner 1998;
1348;7542108;SPECIES;Drepanomonas revoluta;eats;Euglenozoa;41;PHYLUM;Foissner 1998;
1349;4905099;FAMILY;Echinamoebidae;eats;Euglenozoa;41;PHYLUM;;pred1 assoc au substrat
1350;6584;FAMILY;Euglyphidae;eats;Euglenozoa;41;PHYLUM;;pred1 assoc au substrat
1351;8367055;SPECIES;Gonostomum affine;eats;Euglenozoa;41;PHYLUM;Foissner 1998;
1352;7846057;SPECIES;Gonostomum kuehnelti;eats;Euglenozoa;41;PHYLUM;Foissner 1998;
1353;7620672;GENUS;Halteria grandin;eats;Euglenozoa;41;PHYLUM;Foissner 1998;
1354;2171;FAMILY;Hartmannellidae;eats;Euglenozoa;41;PHYLUM;;pred1 assoc au substrat
1355;8256548;SPECIES;Hemiamphisiella granulifera;eats;Euglenozoa;41;PHYLUM;Foissner 1998;
1356;8227189;SPECIES;Hemiamphisiella quadrinucleata;eats;Euglenozoa;41;PHYLUM;Foissner 1998;
1357;7477764;SPECIES;Hemiamphisiella terricola;eats;Euglenozoa;41;PHYLUM;Foissner 1998;
1358;7515415;SPECIES;Hemisincirra wenzeli;eats;Euglenozoa;41;PHYLUM;Foissner 1998;
1359;4900802;FAMILY;Heteromitidae;eats;Euglenozoa;41;PHYLUM;;pred1 assoc au substrat
1360;7770058;SPECIES;Holosticha bergeri;eats;Euglenozoa;41;PHYLUM;Foissner 1998;
1361;7876308;SPECIES;Holosticha distyla;eats;Euglenozoa;41;PHYLUM;Foissner 1998;
1362;7406837;SPECIES;Holosticha manca;eats;Euglenozoa;41;PHYLUM;Foissner 1998;
1363;7879294;SPECIES;Holosticha multistilata;eats;Euglenozoa;41;PHYLUM;Foissner 1998;
1364;7858582;SPECIES;Holosticha stueberi;eats;Euglenozoa;41;PHYLUM;Foissner 1998;
1365;7727825;SPECIES;Jaroschia sumptuosa;eats;Euglenozoa;41;PHYLUM;Foissner 1998;
1366;7802550;SPECIES;Kahliella simplex;eats;Euglenozoa;41;PHYLUM;Foissner 1998;
1367;7408216;SPECIES;Keronopsis dieckmanni;eats;Euglenozoa;41;PHYLUM;Foissner 1998;
1368;7580283;SPECIES;Kuehneltiella terricola;eats;Euglenozoa;41;PHYLUM;Foissner 1998;
1369;7566514;SPECIES;Lamtostyla abdita;eats;Euglenozoa;41;PHYLUM;Foissner 1998;
1370;7712450;SPECIES;Lamtostyla australis;eats;Euglenozoa;41;PHYLUM;Foissner 1998;
1371;7549436;SPECIES;Lamtostyla granulifera;eats;Euglenozoa;41;PHYLUM;Foissner 1998;
1372;8429924;SPECIES;Lamtostyla islandica;eats;Euglenozoa;41;PHYLUM;Foissner 1998;
1373;7378359;SPECIES;Lamtostyla kirkeniensis;eats;Euglenozoa;41;PHYLUM;Foissner 1998;
1374;8178931;SPECIES;Leptopharynx costatus;eats;Euglenozoa;41;PHYLUM;Foissner 1998;
1375;4581;FAMILY;Mallomonadaceae;eats;Euglenozoa;41;PHYLUM;;pred1 intercepteur
1376;7550194;SPECIES;Metopus es;eats;Euglenozoa;41;PHYLUM;Foissner 1998;
1377;8699;FAMILY;Myxochloridaceae;eats;Euglenozoa;41;PHYLUM;;pred1 intercepteur
1378;7583500;SPECIES;Notohymena antarctica;eats;Euglenozoa;41;PHYLUM;Foissner 1998;
1379;8016841;SPECIES;Notohymena rubescens;eats;Euglenozoa;41;PHYLUM;Foissner 1998;
1380;4579;FAMILY;Ochromonadaceae;eats;Euglenozoa;41;PHYLUM;;pred1 intercepteur
1381;8106520;SPECIES;Odontochlamys alpestris;eats;Euglenozoa;41;PHYLUM;Foissner 1998;
1382;8006472;CLASS;Oligohymenophorea;eats;Euglenozoa;41;PHYLUM;;pred1 intercepteur
1383;7625409;SPECIES;Onychodromopsis flexilis;eats;Euglenozoa;41;PHYLUM;Foissner 1998;
1384;7892382;SPECIES;Orthoamphisiella franzi;eats;Euglenozoa;41;PHYLUM;Foissner 1998;
1385;7545388;SPECIES;Orthoamphisiella grelli;eats;Euglenozoa;41;PHYLUM;Foissner 1998;
1386;8307873;SPECIES;Oxytricha auripunctata;eats;Euglenozoa;41;PHYLUM;Foissner 1998;
1387;8320870;SPECIES;Oxytricha gigantea;eats;Euglenozoa;41;PHYLUM;Foissner 1998;
1388;8187489;SPECIES;Oxytricha granulifera;eats;Euglenozoa;41;PHYLUM;Foissner 1998;
1389;8187489;SPECIES;Oxytricha granulifera;eats;Euglenozoa;41;PHYLUM;Foissner 1998;
1390;8296495;SPECIES;Oxytricha lanceolata;eats;Euglenozoa;41;PHYLUM;Foissner 1998;
1391;8282405;SPECIES;Oxytricha longigranulosa;eats;Euglenozoa;41;PHYLUM;Foissner 1998;
1392;7514676;SPECIES;Oxytricha nauplia;eats;Euglenozoa;41;PHYLUM;Foissner 1998;
1393;7687728;SPECIES;Oxytricha opisthomuscorum;eats;Euglenozoa;41;PHYLUM;Foissner 1998;
1394;8311950;SPECIES;Oxytricha ottowi;eats;Euglenozoa;41;PHYLUM;Foissner 1998;
1395;8111179;SPECIES;Oxytricha setigera;eats;Euglenozoa;41;PHYLUM;Foissner 1998;
1396;7551954;SPECIES;Paraholosticha muscicola;eats;Euglenozoa;41;PHYLUM;Foissner 1998;
1397;7454029;SPECIES;Parakahliella haideri;eats;Euglenozoa;41;PHYLUM;Foissner 1998;
1398;7621887;SPECIES;Paramphisiella caudata;eats;Euglenozoa;41;PHYLUM;Foissner 1998;
1399;7505865;SPECIES;Paraurostyla granulifera;eats;Euglenozoa;41;PHYLUM;Foissner 1998;
1400;8038938;SPECIES;Pattersoniella vitiphila;eats;Euglenozoa;41;PHYLUM;Foissner 1998;
1401;6585;FAMILY;Paulinellidae;eats;Euglenozoa;41;PHYLUM;;pred1 assoc au substrat
1402;7376082;SPECIES;Pelagotrichidium tisiae;eats;Euglenozoa;41;PHYLUM;Foissner 1998;
1403;8144973;SPECIES;Plagiocampa caudata;eats;Euglenozoa;41;PHYLUM;Foissner 1998;
1404;7510368;SPECIES;Plagiocampa difficilis;eats;Euglenozoa;41;PHYLUM;Foissner 1998;
1405;7637408;SPECIES;Platyophrya similis;eats;Euglenozoa;41;PHYLUM;Foissner 1998;
1406;8058651;SPECIES;Platyophrya spumacola;eats;Euglenozoa;41;PHYLUM;Foissner 1998;
1407;8072867;SPECIES;Platyophrya vorax;eats;Euglenozoa;41;PHYLUM;Foissner 1998;
1408;7773649;SPECIES;Pleuroplites australis;eats;Euglenozoa;41;PHYLUM;Foissner 1998;
1409;8322605;SPECIES;Protospathidium muscicola;eats;Euglenozoa;41;PHYLUM;Foissner 1998;
1410;7538897;SPECIES;Pseudouroleptus procerus;eats;Euglenozoa;41;PHYLUM;Foissner 1998;
1411;7776664;SPECIES;Rhopalophrya elegans;eats;Euglenozoa;41;PHYLUM;Foissner 1998;
1412;3236046;FAMILY;Salpingoecidae;eats;Euglenozoa;41;PHYLUM;;pred1 intercepteur
1413;9281454;FAMILY;Siluaniidae;eats;Euglenozoa;41;PHYLUM;;pred1 intercepteur
1414;6147376;SPECIES;Spathidium scalpriforme;eats;Euglenozoa;41;PHYLUM;Foissner 1998;
1415;9797892;ORDER;Euglyphida;eats;Euglenozoa;41;PHYLUM;;pred1 assoc au substrat
1416;7426047;SPECIES;Steinia platystoma;eats;Euglenozoa;41;PHYLUM;Foissner 1998;
1417;4920982;FAMILY;Stemonitidae;eats;Euglenozoa;41;PHYLUM;;pred1 assoc au substrat
1418;8157265;FAMILY;Stephanoecidae;eats;Euglenozoa;41;PHYLUM;;pred1 intercepteur
1419;7815322;SPECIES;Sterkiella histriomuscorum;eats;Euglenozoa;41;PHYLUM;Foissner 1998;
1420;8412563;SPECIES;Sterkiella thompsoni;eats;Euglenozoa;41;PHYLUM;Foissner 1998;
1421;7894445;SPECIES;Stylonychia pustulata;eats;Euglenozoa;41;PHYLUM;Foissner 1998;
1422;8316594;SPECIES;Stylonychia stylomuscorum;eats;Euglenozoa;41;PHYLUM;Foissner 1998;
1423;7560112;SPECIES;Tachysoma granulifera;eats;Euglenozoa;41;PHYLUM;Foissner 1998;
1424;7965484;SPECIES;Telostomatella ferroi;eats;Euglenozoa;41;PHYLUM;Foissner 1998;
1425;4378164;FAMILY;Thaumatomastigidae;eats;Euglenozoa;41;PHYLUM;;pred1 assoc au substrat
1426;7439614;SPECIES;Tricoronella pulchra;eats;Euglenozoa;41;PHYLUM;Foissner 1998;
1427;3235224;FAMILY;Trinematidae;eats;Euglenozoa;41;PHYLUM;;pred1 assoc au substrat
1428;8199022;SPECIES;Uroleptus lepisma;eats;Euglenozoa;41;PHYLUM;Foissner 1998;
1429;7907886;SPECIES;Uroleptus notabilis;eats;Euglenozoa;41;PHYLUM;Foissner 1998;
1430;8283897;SPECIES;Uronema nigricans;eats;Euglenozoa;41;PHYLUM;Foissner 1998;
1431;8196207;SPECIES;Urosoma cienkowskii;eats;Euglenozoa;41;PHYLUM;Foissner 1998;
1432;7623590;SPECIES;Urosoma karinae;eats;Euglenozoa;41;PHYLUM;Foissner 1998;
1433;8298972;SPECIES;Urosomoida antarctica;eats;Euglenozoa;41;PHYLUM;Foissner 1998;
1434;9397538;FAMILY;Viridiraptoridae;eats;Euglenozoa;41;PHYLUM;;
1435;8181547;SPECIES;Apoamphisiella tihanyiensis;eats;Euglyphida;9797892;ORDER;Foissner 1998;
1436;8307655;SPECIES;Australocirrus oscitans;eats;Euglyphida;9797892;ORDER;Foissner 1998;
1437;7644213;SPECIES;Australothrix alwinae;eats;Euglyphida;9797892;ORDER;Foissner 1998;
1438;7520435;SPECIES;Australothrix australis;eats;Euglyphida;9797892;ORDER;Foissner 1998;
1439;8280112;SPECIES;Bakuella edaphoni;eats;Euglyphida;9797892;ORDER;Foissner 1998;
1440;7429265;SPECIES;Bicoronella costaricana;eats;Euglyphida;9797892;ORDER;Foissner 1998;
1441;8312067;SPECIES;Bursaria truncatella;eats;Euglyphida;9797892;ORDER;Foissner 1998;
1442;7918976;SPECIES;Cyrtobymena citrina;eats;Euglyphida;9797892;ORDER;Foissner 1998;
1443;7759386;SPECIES;Cyrtobymena muscorum;eats;Euglyphida;9797892;ORDER;Foissner 1998;
1444;7417909;SPECIES;Cyrtohymena australis;eats;Euglyphida;9797892;ORDER;Foissner 1998;
1445;8028830;SPECIES;Dimacrocaryon amphileptoides;eats;Euglyphida;9797892;ORDER;Foissner 1998;
1446;7981508;SPECIES;Hemiamphisiella wilberti;eats;Euglyphida;9797892;ORDER;Foissner 1998;
1447;7933468;SPECIES;Holosticha adami;eats;Euglyphida;9797892;ORDER;Foissner 1998;
1448;8287515;SPECIES;Holosticha australis;eats;Euglyphida;9797892;ORDER;Foissner 1998;
1449;7876308;SPECIES;Holosticha distyla;eats;Euglyphida;9797892;ORDER;Foissner 1998;
1450;7879294;SPECIES;Holosticha multistilata;eats;Euglyphida;9797892;ORDER;Foissner 1998;
1451;7434181;SPECIES;Holosticha muscorum;eats;Euglyphida;9797892;ORDER;Foissner 1998;
1452;7402425;SPECIES;Oxytricha rubripuncta;eats;Euglyphida;9797892;ORDER;Foissner 1998;
