;consumer_gbif_key;consumer_rank;consumer_name;interaction_type;resource_name;resource_gbif_key;resource_rank;reference;remark
550;7855221;SPECIES;Pseudokreyella terricola;eats;Bacteria;3;KINGDOM;Foissner 1998;
551;8255523;SPECIES;Pseudomicrothorax agilis;eats;Bacteria;3;KINGDOM;Foissner 1998;
552;8275599;SPECIES;Pseudomicrothorax dubius;eats;Bacteria;3;KINGDOM;Foissner 1998;
553;8083516;SPECIES;Pseudothuricola dionysii;eats;Bacteria;3;KINGDOM;Foissner 1998;
554;8334060;SPECIES;Pseudouroleptus buitkampi;eats;Bacteria;3;KINGDOM;Foissner 1998;
555;7795527;SPECIES;Pseudovorticella mutans;eats;Bacteria;3;KINGDOM;Foissner 1998;
556;8228684;SPECIES;Pseudovorticella sphagni;eats;Bacteria;3;KINGDOM;Foissner 1998;
557;8188029;SPECIES;Pyxidium tardigradum;eats;Bacteria;3;KINGDOM;Foissner 1998;
558;7776664;SPECIES;Rhopalophrya elegans;eats;Bacteria;3;KINGDOM;Foissner 1998;
559;8254606;SPECIES;Rostrophryides australis;eats;Bacteria;3;KINGDOM;Foissner 1998;
560;7509606;SPECIES;Sagittaria hyalina;eats;Bacteria;3;KINGDOM;Foissner 1998;
561;3236046;FAMILY;Salpingoecidae;eats;Bacteria;3;KINGDOM;;pred1 intercepteur
562;7399453;SPECIES;Sathrophilus muscorum;eats;Bacteria;3;KINGDOM;Foissner 1998;
563;7819315;SPECIES;Semiplatyophrya foissneri;eats;Bacteria;3;KINGDOM;Foissner 1998;
564;9281454;FAMILY;Siluaniidae;eats;Bacteria;3;KINGDOM;;pred1 intercepteur
565;9797892;ORDER;Euglyphida;eats;Bacteria;3;KINGDOM;;pred1 assoc au substrat
566;8158554;SPECIES;Stammeridium kahli;eats;Bacteria;3;KINGDOM;Foissner 1998;
567;4920982;FAMILY;Stemonitidae;eats;Bacteria;3;KINGDOM;;pred1 assoc au substrat
568;8157265;FAMILY;Stephanoecidae;eats;Bacteria;3;KINGDOM;;pred1 intercepteur
569;7815322;SPECIES;Sterkiella histriomuscorum;eats;Bacteria;3;KINGDOM;Foissner 1998;
570;7650617;SPECIES;Sterkiella similis;eats;Bacteria;3;KINGDOM;Foissner 1998;
571;8412563;SPECIES;Sterkiella thompsoni;eats;Bacteria;3;KINGDOM;Foissner 1998;
572;8354794;SPECIES;Stichotricha aculeata;eats;Bacteria;3;KINGDOM;Foissner 1998;
573;8199648;SPECIES;Stylonychia bifaria;eats;Bacteria;3;KINGDOM;Foissner 1998;
574;8008384;SPECIES;Stylonychia mytilus;eats;Bacteria;3;KINGDOM;Foissner 1998;
575;7894445;SPECIES;Stylonychia pustulata;eats;Bacteria;3;KINGDOM;Foissner 1998;
576;8191111;SPECIES;Tachysoma humicola;eats;Bacteria;3;KINGDOM;Foissner 1998;
577;8191111;SPECIES;Tachysoma humicola;eats;Bacteria;3;KINGDOM;Foissner 1998;
578;7897345;SPECIES;Tetrahymena terncola;eats;Bacteria;3;KINGDOM;Foissner 1998;
579;8125679;SPECIES;Telotrochidium cylindricum;eats;Bacteria;3;KINGDOM;Foissner 1998;
580;7803675;SPECIES;Terricirra livida;eats;Bacteria;3;KINGDOM;Foissner 1998;
581;7694891;SPECIES;Terricirra matsusakai;eats;Bacteria;3;KINGDOM;Foissner 1998;
582;7388836;SPECIES;Terricirra viridis;eats;Bacteria;3;KINGDOM;Foissner 1998;
583;8139004;SPECIES;Tetrahymena edaphoni;eats;Bacteria;3;KINGDOM;Foissner 1998;
584;7866224;SPECIES;Tetrahymena rostrata;eats;Bacteria;3;KINGDOM;Foissner 1998;
585;4378164;FAMILY;Thaumatomastigidae;eats;Bacteria;3;KINGDOM;;pred1 assoc au substrat
586;7707822;SPECIES;Thuricola innixa;eats;Bacteria;3;KINGDOM;Foissner 1998;
587;7554259;SPECIES;Thylakidium typicum;eats;Bacteria;3;KINGDOM;Foissner 1998;
588;7780989;SPECIES;Trihymena terricola;eats;Bacteria;3;KINGDOM;Foissner 1998;
589;3235224;FAMILY;Trinematidae;eats;Bacteria;3;KINGDOM;;pred1 assoc au substrat
590;7810622;SPECIES;Trithigmostoma bavariensis;eats;Bacteria;3;KINGDOM;Foissner 1998;
591;8261462;SPECIES;Urliella terticola;eats;Bacteria;3;KINGDOM;Foissner 1998;
592;8199022;SPECIES;Uroleptus lepisma;eats;Bacteria;3;KINGDOM;Foissner 1998;
593;7510309;SPECIES;Uroleptus musculus;eats;Bacteria;3;KINGDOM;Foissner 1998;
594;8283897;SPECIES;Uronema nigricans;eats;Bacteria;3;KINGDOM;Foissner 1998;
595;8196207;SPECIES;Urosoma cienkowskii;eats;Bacteria;3;KINGDOM;Foissner 1998;
596;7623590;SPECIES;Urosoma karinae;eats;Bacteria;3;KINGDOM;Foissner 1998;
597;8011757;SPECIES;Urosoma macrostyla;eats;Bacteria;3;KINGDOM;Foissner 1998;
598;7770200;SPECIES;Urosoma octonucleata;eats;Bacteria;3;KINGDOM;Foissner 1998;
599;8091504;SPECIES;Urosomoida agiliformis;eats;Bacteria;3;KINGDOM;Foissner 1998;
600;7969533;SPECIES;Urosomoida agilis;eats;Bacteria;3;KINGDOM;Foissner 1998;
601;8298972;SPECIES;Urosomoida antarctica;eats;Bacteria;3;KINGDOM;Foissner 1998;
602;7717324;SPECIES;Urosomoida dorsiincisura;eats;Bacteria;3;KINGDOM;Foissner 1998;
603;7918204;SPECIES;Urosomoida granulifera;eats;Bacteria;3;KINGDOM;Foissner 1998;
604;7950441;SPECIES;Vaginicola chaperoni;eats;Bacteria;3;KINGDOM;Foissner 1998;
605;7505219;SPECIES;Vaginicola doliolum;eats;Bacteria;3;KINGDOM;Foissner 1998;
606;8103918;SPECIES;Vaginicola terricola;eats;Bacteria;3;KINGDOM;Foissner 1998;
607;7637050;SPECIES;Vaginicola virgula;eats;Bacteria;3;KINGDOM;Foissner 1998;
608;7351754;GENUS;Vorticella astyliformis;eats;Bacteria;3;KINGDOM;Foissner 1998;
609;7525562;SPECIES;Vorticella infusionum;eats;Bacteria;3;KINGDOM;Foissner 1998;
610;8109018;SPECIES;Vorticella lichenicola;eats;Bacteria;3;KINGDOM;Foissner 1998;
611;7813028;SPECIES;Vorticella microstoma;eats;Bacteria;3;KINGDOM;Foissner 1998;
612;7612863;SPECIES;Vorticella muralis;eats;Bacteria;3;KINGDOM;Foissner 1998;
613;7876435;SPECIES;Vorticella operculariformis;eats;Bacteria;3;KINGDOM;Foissner 1998;
614;7578445;SPECIES;Vorticella similis;eats;Bacteria;3;KINGDOM;Foissner 1998;
615;7964734;SPECIES;Wallackia bujoreani;eats;Bacteria;3;KINGDOM;Foissner 1998;
616;8402186;SPECIES;Woodruffia australis;eats;Bacteria;3;KINGDOM;Foissner 1998;
617;2555201;SPECIES;Rhizoctonia solani;parasiteOf;Balsaminaceae;6699;FAMILY;GLoBi;the first 15 families in terms of listed interactions
618;5262297;SPECIES;Phoma herbarum;parasiteOf;Berberis;3033893;GENUS;FungalDataBase;
619;2513144;GENUS;Protomyces;parasiteOf;Berula erecta;3034699;SPECIES;FungalDataBase;
620;2130185;SPECIES;Tetranychus urticae;parasiteOf;Beta vulgaris;8971274;SPECIES;https://www.cabi.org/isc/datasheet/53366;
621;5262297;SPECIES;Phoma herbarum;parasiteOf;Betonica officinalis;2927280;SPECIES;FungalDataBase;
622;7589559;CLASS;Litostomatea;eats;Bicosoecidae;7957238;FAMILY;;pred2 assoc au substrat
623;2626969;SPECIES;Olpidium brassicae;parasiteOf;Bidens;3105856;GENUS;FungalDataBase;
624;5262297;SPECIES;Phoma herbarum;parasiteOf;Bituminaria bituminosa;2952882;SPECIES;FungalDataBase;
625;2555201;SPECIES;Rhizoctonia solani;parasiteOf;Brassicaceae;3112;FAMILY;GLoBi;the first 15 families in terms of listed interactions
626;1162125;GENUS;Agriotes;eats;Brassicaceae;3112;FAMILY;https://www.brc.ac.uk/DBIF/invertebrates.aspx;
627;8011702;GENUS;Athous;eats;Brassicaceae;3112;FAMILY;https://www.brc.ac.uk/DBIF/invertebrates.aspx;
628;3540111;SPECIES;Leptosphaeria biglobosa;parasiteOf;Brassicaceae;3112;FAMILY;Funguild;
629;2626969;SPECIES;Olpidium brassicae;parasiteOf;Brassicaceae;3112;FAMILY;Funguild;
630;2626969;SPECIES;Olpidium brassicae;parasiteOf;Bromus;2703642;GENUS;FungalDataBase;
631;3204289;SPECIES;Polymyxa graminis;parasiteOf;Bromus inermis;2703670;SPECIES;FungalDataBase;
632;3204289;SPECIES;Polymyxa graminis;parasiteOf;Bromus tectorum;2703746;SPECIES;FungalDataBase;
633;5262297;SPECIES;Phoma herbarum;parasiteOf;Bryonia alba;2874497;SPECIES;FungalDataBase;
634;1419844;GENUS;Forficula;eats;Bryophyta;35;PHYLUM;albouy & Caussanel (1990) Faune de France 75.;
635;5262297;SPECIES;Phoma herbarum;parasiteOf;Buddleja;9418333;GENUS;FungalDataBase;
636;5262297;SPECIES;Phoma herbarum;parasiteOf;Buxus;2984666;GENUS;FungalDataBase;
637;5262297;SPECIES;Phoma herbarum;parasiteOf;Buxus balearica;3988113;SPECIES;FungalDataBase;
638;5262297;SPECIES;Phoma herbarum;parasiteOf;Cajanus cajan;2960383;SPECIES;FungalDataBase;
639;9180955;GENUS;Herpetomonas;parasiteOf;Calliphoridae;3335;FAMILY;Animal Parasites: Their Life Cycles and Ecology;
640;2130185;SPECIES;Tetranychus urticae;parasiteOf;Callistephus chinensis;3092946;SPECIES;https://www.cabi.org/isc/datasheet/53366;
641;2130185;SPECIES;Tetranychus urticae;parasiteOf;Camellia sinensis;3189635;SPECIES;https://www.cabi.org/isc/datasheet/53366;
642;5262297;SPECIES;Phoma herbarum;parasiteOf;Cannabis sativa;5361880;SPECIES;FungalDataBase;
643;2130185;SPECIES;Tetranychus urticae;parasiteOf;Capsicum ;2932937;GENUS;https://www.cabi.org/isc/datasheet/53366;
644;2130185;SPECIES;Tetranychus urticae;parasiteOf;Capsicum annuum;2932944;SPECIES;https://www.cabi.org/isc/datasheet/53366;
645;2626969;SPECIES;Olpidium brassicae;parasiteOf;Carex;2721893;GENUS;FungalDataBase;
646;5262297;SPECIES;Phoma herbarum;parasiteOf;Carex;2721893;GENUS;FungalDataBase;
647;5262297;SPECIES;Phoma herbarum;parasiteOf;Carica papaya;2874484;SPECIES;FungalDataBase;
648;2130185;SPECIES;Tetranychus urticae;parasiteOf;Carica papaya;2874484;SPECIES;https://www.cabi.org/isc/datasheet/53366;
649;2513144;GENUS;Protomyces;parasiteOf;Carum carvi;3034714;SPECIES;FungalDataBase;
650;5262297;SPECIES;Phoma herbarum;parasiteOf;Carya illinoensis;4205617;SPECIES;FungalDataBase;
651;5262297;SPECIES;Phoma herbarum;parasiteOf;Cassia occidentalis;2963414;GENUS;FungalDataBase;
652;5262297;SPECIES;Phoma herbarum;parasiteOf;Castilleja arachnoidea;3170590;SPECIES;FungalDataBase;
653;2130185;SPECIES;Tetranychus urticae;parasiteOf;Catharanthus roseus;3169830;SPECIES;https://www.cabi.org/isc/datasheet/53366;
654;5262297;SPECIES;Phoma herbarum;parasiteOf;Centaurea scabiosa;8087525;SPECIES;FungalDataBase;
655;5262297;SPECIES;Phoma herbarum;parasiteOf;Centaurea solstitialis;3128888;SPECIES;FungalDataBase;
656;5262297;SPECIES;Phoma herbarum;parasiteOf;Cerastium alpinum;3085450;SPECIES;FungalDataBase;
657;5262297;SPECIES;Phoma herbarum;parasiteOf;Cerastium arvense;3085433;SPECIES;FungalDataBase;
658;5262297;SPECIES;Phoma herbarum;parasiteOf;Cerastium cerastoides;6364299;SPECIES;FungalDataBase;
659;5262297;SPECIES;Phoma herbarum;parasiteOf;Cerastium viscosum;2873815;GENUS;FungalDataBase;
660;5262297;SPECIES;Phoma herbarum;parasiteOf;Cerastium vulgatum;2873815;GENUS;FungalDataBase;
661;8229102;CLASS;Colpodea;eats;Cercomonadidae;2164;FAMILY;;pred2 assoc au substrat
662;128048854;KINGDOM;Leptophryidae;eats;Cercomonadidae;2164;FAMILY;;pred2 assoc au substrat
663;2329;FAMILY;Nucleariidae;eats;Cercomonadidae;2164;FAMILY;;pred2 assoc au substrat
664;7982209;CLASS;Spirotrichea;eats;Cercomonadidae;2164;FAMILY;;pred2 assoc au substrat
665;6586;FAMILY;Vampyrellidae;eats;Cercomonadidae;2164;FAMILY;;pred2 assoc au substrat
666;2513144;GENUS;Protomyces;parasiteOf;Chaerophyllum hirsutum;6027328;SPECIES;FungalDataBase;
667;1162125;GENUS;Agriotes;eats;Chenopodiaceae;6719;FAMILY;https://www.brc.ac.uk/DBIF/invertebrates.aspx;
668;8011702;GENUS;Athous;eats;Chenopodiaceae;6719;FAMILY;https://www.brc.ac.uk/DBIF/invertebrates.aspx;
669;5262297;SPECIES;Phoma herbarum;parasiteOf;Chenopodium album;3083838;SPECIES;FungalDataBase;
670;8229102;CLASS;Colpodea;eats;Chlamydophryidae;3235907;FAMILY;;pred2 assoc au substrat
671;128048854;KINGDOM;Leptophryidae;eats;Chlamydophryidae;3235907;FAMILY;;pred2 assoc au substrat
672;2329;FAMILY;Nucleariidae;eats;Chlamydophryidae;3235907;FAMILY;;pred2 assoc au substrat
673;7982209;CLASS;Spirotrichea;eats;Chlamydophryidae;3235907;FAMILY;;pred2 assoc au substrat
674;6586;FAMILY;Vampyrellidae;eats;Chlamydophryidae;3235907;FAMILY;;pred2 assoc au substrat
675;7928292;SPECIES;Amphisiella raptans;eats;Chlorarachnea;8594539;CLASS;Foissner 1998;
676;8181547;SPECIES;Apoamphisiella tihanyiensis;eats;Chlorarachnea;8594539;CLASS;Foissner 1998;
677;8006704;SPECIES;Bresslauides australis australis;eats;Chlorarachnea;8594539;CLASS;Foissner 1998;
678;7893724;SPECIES;Cyrtohymena candens;eats;Chlorarachnea;8594539;CLASS;Foissner 1998;
679;7689024;SPECIES;Dileptus margaritifer;eats;Chlorarachnea;8594539;CLASS;Foissner 1998;
680;8166778;SPECIES;Frontonia depressa;eats;Chlorarachnea;8594539;CLASS;Foissner 1998;
681;8256548;SPECIES;Hemiamphisiella granulifera;eats;Chlorarachnea;8594539;CLASS;Foissner 1998;
682;7858582;SPECIES;Holosticha stueberi;eats;Chlorarachnea;8594539;CLASS;Foissner 1998;
683;7566514;SPECIES;Lamtostyla abdita;eats;Chlorarachnea;8594539;CLASS;Foissner 1998;
684;7549436;SPECIES;Lamtostyla granulifera;eats;Chlorarachnea;8594539;CLASS;Foissner 1998;
685;8016841;SPECIES;Notohymena rubescens;eats;Chlorarachnea;8594539;CLASS;Foissner 1998;
686;8754583;SPECIES;Oxytricha hengshanensis;eats;Chlorarachnea;8594539;CLASS;Foissner 1998;
687;7736897;SPECIES;Oxytricha islandica;eats;Chlorarachnea;8594539;CLASS;Foissner 1998;
688;8024317;SPECIES;Oxytricha tricirrata;eats;Chlorarachnea;8594539;CLASS;Foissner 1998;
689;7837768;SPECIES;Parafurgasonia sorex;eats;Chlorarachnea;8594539;CLASS;Foissner 1998;
690;7761759;SPECIES;Parakahliella macrostoma;eats;Chlorarachnea;8594539;CLASS;Foissner 1998;
691;7505865;SPECIES;Paraurostyla granulifera;eats;Chlorarachnea;8594539;CLASS;Foissner 1998;
692;7538897;SPECIES;Pseudouroleptus procerus;eats;Chlorarachnea;8594539;CLASS;Foissner 1998;
693;7501409;SPECIES;Pseudourostyla franzi;eats;Chlorarachnea;8594539;CLASS;Foissner 1998;
694;8159328;SPECIES;Spathidium longicaudatum;eats;Chlorarachnea;8594539;CLASS;Foissner 1998;
695;7695846;SPECIES;Sterkiella cavicola;eats;Chlorarachnea;8594539;CLASS;Foissner 1998;
696;7815322;SPECIES;Sterkiella histriomuscorum;eats;Chlorarachnea;8594539;CLASS;Foissner 1998;
697;7560112;SPECIES;Tachysoma granulifera;eats;Chlorarachnea;8594539;CLASS;Foissner 1998;
698;7439614;SPECIES;Tricoronella pulchra;eats;Chlorarachnea;8594539;CLASS;Foissner 1998;
699;8199022;SPECIES;Uroleptus lepisma;eats;Chlorarachnea;8594539;CLASS;Foissner 1998;
700;7969533;SPECIES;Urosomoida agilis;eats;Chlorarachnea;8594539;CLASS;Foissner 1998;
701;8298972;SPECIES;Urosomoida antarctica;eats;Chlorarachnea;8594539;CLASS;Foissner 1998;
702;7717324;SPECIES;Urosomoida dorsiincisura;eats;Chlorarachnea;8594539;CLASS;Foissner 1998;
703;7764311;SPECIES;Amphisiella magnigranulosa;eats;Chlorophyta;36;PHYLUM;Foissner 1998;
704;4378322;FAMILY;Apusomonadidae;eats;Chlorophyta;36;PHYLUM;;pred1 assoc au substrat
705;7868482;SPECIES;Australocirrus octonucleatus;eats;Chlorophyta;36;PHYLUM;Foissner 1998;
706;8307655;SPECIES;Australocirrus oscitans;eats;Chlorophyta;36;PHYLUM;Foissner 1998;
707;7750523;SPECIES;Balantidioides corbifera;eats;Chlorophyta;36;PHYLUM;Foissner 1998;
708;7957238;FAMILY;Bicosoecidae;eats;Chlorophyta;36;PHYLUM;;pred1 intercepteur
709;7811049;SPECIES;Blepharisma lateritium;eats;Chlorophyta;36;PHYLUM;Foissner 1998;
710;8078166;SPECIES;Blepharisma ouatum;eats;Chlorophyta;36;PHYLUM;Foissner 1998;
711;8118209;SPECIES;Bresslaua vorax;eats;Chlorophyta;36;PHYLUM;Foissner 1998;
712;8006704;SPECIES;Bresslauides australis australis;eats;Chlorophyta;36;PHYLUM;Foissner 1998;
713;8022899;SPECIES;Bryometopus atypicus;eats;Chlorophyta;36;PHYLUM;Foissner 1998;
714;8222210;SPECIES;Bryometopus hawaiiensis;eats;Chlorophyta;36;PHYLUM;Foissner 1998;
715;8098413;SPECIES;Bryometopus pseudochilodon;eats;Chlorophyta;36;PHYLUM;Foissner 1998;
716;8108604;SPECIES;Bryometopus sphagni;eats;Chlorophyta;36;PHYLUM;Foissner 1998;
717;8312067;SPECIES;Bursaria truncatella;eats;Chlorophyta;36;PHYLUM;Foissner 1998;
718;2164;FAMILY;Cercomonadidae;eats;Chlorophyta;36;PHYLUM;;pred1 assoc au substrat
719;3235907;FAMILY;Chlamydophryidae;eats;Chlorophyta;36;PHYLUM;;pred1 assoc au substrat
720;7073563;CLASS;Chrysophyceae;eats;Chlorophyta;36;PHYLUM;;pred1 intercepteur
721;7481101;SPECIES;Cinetochilum margaritaceum;eats;Chlorophyta;36;PHYLUM;Foissner 1998;
722;8181671;SPECIES;Cirrophrya haptica;eats;Chlorophyta;36;PHYLUM;Foissner 1998;
723;7971318;SPECIES;Colpoda cavicola;eats;Chlorophyta;36;PHYLUM;Foissner 1998;
724;7364894;SPECIES;Colpoda cucullus;eats;Chlorophyta;36;PHYLUM;Foissner 1998;
725;7415565;SPECIES;Colpoda magna;eats;Chlorophyta;36;PHYLUM;Foissner 1998;
726;7874482;SPECIES;Colpoda steinii;eats;Chlorophyta;36;PHYLUM;Foissner 1998;
727;7841800;SPECIES;Colpoda variabilis;eats;Chlorophyta;36;PHYLUM;Foissner 1998;
728;8091632;SPECIES;Cyclidium glaucoma;eats;Chlorophyta;36;PHYLUM;Foissner 1998;
729;8107698;SPECIES;Deviata bacilliformis;eats;Chlorophyta;36;PHYLUM;Foissner 1998;
730;7731136;SPECIES;Didinium nasutum;eats;Chlorophyta;36;PHYLUM;Foissner 1998;
731;7689024;SPECIES;Dileptus margaritifer;eats;Chlorophyta;36;PHYLUM;Foissner 1998;
732;8028830;SPECIES;Dimacrocaryon amphileptoides;eats;Chlorophyta;36;PHYLUM;Foissner 1998;
733;4905099;FAMILY;Echinamoebidae;eats;Chlorophyta;36;PHYLUM;;pred1 assoc au substrat
734;7458170;SPECIES;Eschaneustyla brachytona;eats;Chlorophyta;36;PHYLUM;Foissner 1998;
735;6584;FAMILY;Euglyphidae;eats;Chlorophyta;36;PHYLUM;;pred1 assoc au substrat
736;1419844;GENUS;Forficula;eats;Chlorophyta;36;PHYLUM;albouy & Caussanel (1990) Faune de France 75.;
737;8166778;SPECIES;Frontonia depressa;eats;Chlorophyta;36;PHYLUM;Foissner 1998;
738;8071411;SPECIES;Gastrostyla minima;eats;Chlorophyta;36;PHYLUM;Foissner 1998;
739;7436272;SPECIES;Gastrostyla muscorum;eats;Chlorophyta;36;PHYLUM;Foissner 1998;
740;8118053;SPECIES;Gonostomum strenua;eats;Chlorophyta;36;PHYLUM;Foissner 1998;
741;7620672;GENUS;Halteria grandin;eats;Chlorophyta;36;PHYLUM;Foissner 1998;
742;2171;FAMILY;Hartmannellidae;eats;Chlorophyta;36;PHYLUM;;pred1 assoc au substrat
743;8078110;SPECIES;Hausmanniella discoidea;eats;Chlorophyta;36;PHYLUM;Foissner 1998;
744;7737031;SPECIES;Hausmanniella patella;eats;Chlorophyta;36;PHYLUM;Foissner 1998;
745;8253072;SPECIES;Hausmanniella quinquecirrata;eats;Chlorophyta;36;PHYLUM;Foissner 1998;
746;8227189;SPECIES;Hemiamphisiella quadrinucleata;eats;Chlorophyta;36;PHYLUM;Foissner 1998;
747;8274582;SPECIES;Hemisincirra pori;eats;Chlorophyta;36;PHYLUM;Foissner 1998;
748;4900802;FAMILY;Heteromitidae;eats;Chlorophyta;36;PHYLUM;;pred1 assoc au substrat
749;7787475;SPECIES;Holosticha tetracirrata;eats;Chlorophyta;36;PHYLUM;Foissner 1998;
750;8167665;SPECIES;Kahliella acrobates;eats;Chlorophyta;36;PHYLUM;Foissner 1998;
751;7642388;SPECIES;Kalometopia duplicata;eats;Chlorophyta;36;PHYLUM;Foissner 1998;
752;7948573;SPECIES;Keronella gracilis;eats;Chlorophyta;36;PHYLUM;Foissner 1998;
753;7435552;SPECIES;Keronopsis algivora;eats;Chlorophyta;36;PHYLUM;Foissner 1998;
754;7788463;SPECIES;Keronopsis alpestris;eats;Chlorophyta;36;PHYLUM;Foissner 1998;
755;7596749;SPECIES;Keronopsis wetzeli;eats;Chlorophyta;36;PHYLUM;Foissner 1998;
756;7712450;SPECIES;Lamtostyla australis;eats;Chlorophyta;36;PHYLUM;Foissner 1998;
757;3233877;GENUS;Linostoma vorticella;eats;Chlorophyta;36;PHYLUM;Foissner 1998;
758;4581;FAMILY;Mallomonadaceae;eats;Chlorophyta;36;PHYLUM;;pred1 intercepteur
759;7459052;SPECIES;Monodinium balbiani;eats;Chlorophyta;36;PHYLUM;Foissner 1998;
760;8699;FAMILY;Myxochloridaceae;eats;Chlorophyta;36;PHYLUM;;pred1 intercepteur
761;4579;FAMILY;Ochromonadaceae;eats;Chlorophyta;36;PHYLUM;;pred1 intercepteur
762;7743197;SPECIES;Odontochlamys wisconsinensis;eats;Chlorophyta;36;PHYLUM;Foissner 1998;
763;8006472;CLASS;Oligohymenophorea;eats;Chlorophyta;36;PHYLUM;;pred1 intercepteur
764;8754583;SPECIES;Oxytricha hengshanensis;eats;Chlorophyta;36;PHYLUM;Foissner 1998;
765;8296495;SPECIES;Oxytricha lanceolata;eats;Chlorophyta;36;PHYLUM;Foissner 1998;
766;7514676;SPECIES;Oxytricha nauplia;eats;Chlorophyta;36;PHYLUM;Foissner 1998;
767;7687728;SPECIES;Oxytricha opisthomuscorum;eats;Chlorophyta;36;PHYLUM;Foissner 1998;
768;7402425;SPECIES;Oxytricha rubripuncta;eats;Chlorophyta;36;PHYLUM;Foissner 1998;
769;7837768;SPECIES;Parafurgasonia sorex;eats;Chlorophyta;36;PHYLUM;Foissner 1998;
770;7461602;SPECIES;Paraholosticha lichenicola;eats;Chlorophyta;36;PHYLUM;Foissner 1998;
771;7551954;SPECIES;Paraholosticha muscicola;eats;Chlorophyta;36;PHYLUM;Foissner 1998;
772;8369369;SPECIES;Paraholosticha nana;eats;Chlorophyta;36;PHYLUM;Foissner 1998;
773;8038938;SPECIES;Pattersoniella vitiphila;eats;Chlorophyta;36;PHYLUM;Foissner 1998;
774;6585;FAMILY;Paulinellidae;eats;Chlorophyta;36;PHYLUM;;pred1 assoc au substrat
775;7739586;SPECIES;Phacodinium metchnicoffi;eats;Chlorophyta;36;PHYLUM;Foissner 1998;
776;8062664;SPECIES;Plagiocampa rouxi;eats;Chlorophyta;36;PHYLUM;Foissner 1998;
777;7637408;SPECIES;Platyophrya similis;eats;Chlorophyta;36;PHYLUM;Foissner 1998;
778;8058651;SPECIES;Platyophrya spumacola;eats;Chlorophyta;36;PHYLUM;Foissner 1998;
779;8072867;SPECIES;Platyophrya vorax;eats;Chlorophyta;36;PHYLUM;Foissner 1998;
780;8149010;SPECIES;Platyophryides latus;eats;Chlorophyta;36;PHYLUM;Foissner 1998;
781;8255523;SPECIES;Pseudomicrothorax agilis;eats;Chlorophyta;36;PHYLUM;Foissner 1998;
782;7538897;SPECIES;Pseudouroleptus procerus;eats;Chlorophyta;36;PHYLUM;Foissner 1998;
783;8069432;SPECIES;Psilotricha succisa;eats;Chlorophyta;36;PHYLUM;Foissner 1998;
784;8254606;SPECIES;Rostrophryides australis;eats;Chlorophyta;36;PHYLUM;Foissner 1998;
785;3236046;FAMILY;Salpingoecidae;eats;Chlorophyta;36;PHYLUM;;pred1 intercepteur
786;9281454;FAMILY;Siluaniidae;eats;Chlorophyta;36;PHYLUM;;pred1 intercepteur
787;9797892;ORDER;Euglyphida;eats;Chlorophyta;36;PHYLUM;;pred1 assoc au substrat
788;7426047;SPECIES;Steinia platystoma;eats;Chlorophyta;36;PHYLUM;Foissner 1998;
789;4920982;FAMILY;Stemonitidae;eats;Chlorophyta;36;PHYLUM;;pred1 assoc au substrat
790;8157265;FAMILY;Stephanoecidae;eats;Chlorophyta;36;PHYLUM;;pred1 intercepteur
791;8412563;SPECIES;Sterkiella thompsoni;eats;Chlorophyta;36;PHYLUM;Foissner 1998;
792;8354794;SPECIES;Stichotricha aculeata;eats;Chlorophyta;36;PHYLUM;Foissner 1998;
793;8008384;SPECIES;Stylonychia mytilus;eats;Chlorophyta;36;PHYLUM;Foissner 1998;
794;7894445;SPECIES;Stylonychia pustulata;eats;Chlorophyta;36;PHYLUM;Foissner 1998;
795;8316594;SPECIES;Stylonychia stylomuscorum;eats;Chlorophyta;36;PHYLUM;Foissner 1998;
796;7560112;SPECIES;Tachysoma granulifera;eats;Chlorophyta;36;PHYLUM;Foissner 1998;
797;7866224;SPECIES;Tetrahymena rostrata;eats;Chlorophyta;36;PHYLUM;Foissner 1998;
798;4378164;FAMILY;Thaumatomastigidae;eats;Chlorophyta;36;PHYLUM;;pred1 assoc au substrat
799;3235224;FAMILY;Trinematidae;eats;Chlorophyta;36;PHYLUM;;pred1 assoc au substrat
800;7510309;SPECIES;Uroleptus musculus;eats;Chlorophyta;36;PHYLUM;Foissner 1998;
801;7696840;SPECIES;Urosoma acuminata;eats;Chlorophyta;36;PHYLUM;Foissner 1998;
802;7680285;SPECIES;Urostyla grandis;eats;Chlorophyta;36;PHYLUM;Foissner 1998;
803;9397538;FAMILY;Viridiraptoridae;eats;Chlorophyta;36;PHYLUM;;
804;7813028;SPECIES;Vorticella microstoma;eats;Chlorophyta;36;PHYLUM;Foissner 1998;
805;7939212;SPECIES;Acineria uncinata;eats;Choanozoa;97;PHYLUM;Foissner 1998;
806;6145343;SPECIES;Amphisiella binucleata;eats;Choanozoa;97;PHYLUM;Foissner 1998;
807;8034554;SPECIES;Amphisiella polycirrata;eats;Choanozoa;97;PHYLUM;Foissner 1998;
808;7405898;SPECIES;Amphisiella vitiphila;eats;Choanozoa;97;PHYLUM;Foissner 1998;
809;8181547;SPECIES;Apoamphisiella tihanyiensis;eats;Choanozoa;97;PHYLUM;Foissner 1998;
810;7868482;SPECIES;Australocirrus octonucleatus;eats;Choanozoa;97;PHYLUM;Foissner 1998;
811;8307655;SPECIES;Australocirrus oscitans;eats;Choanozoa;97;PHYLUM;Foissner 1998;
