"";"n";"connectivity";"sumbg";"s";"p";"trt"
"1";"A-_1";"0.0791233007251232";"1.82910547396529";"Mons";"A";"0"
"2";"A-_2";"0.0857768790023593";"2.9358024691358";"Mons";"A";"0"
"3";"A-_3";"0.0810217845250861";"1.68248175182482";"Mons";"A";"0"
"4";"A-_4";"0.0818531283138918";"1.1025641025641";"Mons";"A";"0"
"5";"A+_1";"0.0846304380550956";"1.16965046888321";"Mons";"A";"1"
"6";"A+_2";"0.081571451178984";"1.59722222222222";"Mons";"A";"1"
"7";"A+_3";"0.0847569349079923";"1.05522514868309";"Mons";"A";"1"
"8";"A+_4";"0.0832377785422161";"1.2090284592738";"Mons";"A";"1"
"9";"B-_1";"0.0847258811991616";"2.16322701688555";"Mons";"B";"0"
"10";"B-_2";"0.0871796970937372";"1.66057441253264";"Mons";"B";"0"
"11";"B-_3";"0.090094820632239";"1.42088607594937";"Mons";"B";"0"
"12";"B-_4";"0.085102658934904";"1.59671746776084";"Mons";"B";"0"
"13";"B+_1";"0.0817744165514484";"1.7212449255751";"Mons";"B";"1"
"14";"B+_2";"0.0823814186248912";"1.38";"Mons";"B";"1"
"15";"B+_3";"0.0924789608751129";"2.4954128440367";"Mons";"B";"1"
"16";"B+_4";"0.0853885659461595";"1.90820584144645";"Mons";"B";"1"
"17";"C-_1";"0.0788008084437458";"5.80088495575221";"Lus";"C";"0"
"18";"C-_2";"0.0888224144058761";"5.73529411764706";"Lus";"C";"0"
"19";"C-_3";"0.0868826617284706";"2.68725099601594";"Lus";"C";"0"
"20";"C-_4";"0.0882521489971347";"3.92647058823529";"Lus";"C";"0"
"21";"C+_1";"0.0802139037433155";"3.30295566502463";"Lus";"C";"1"
"22";"C+_2";"0.0813412614782478";"4.03761755485893";"Lus";"C";"1"
"23";"C+_3";"0.0843673695893452";"1.94710947109471";"Lus";"C";"1"
"24";"C+_4";"0.0822732719284443";"1.79509202453988";"Lus";"C";"1"
"25";"D-_1";"0.0833057052079016";"4.801393728223";"Lus";"D";"0"
"26";"D-_2";"0.0873974522818156";"7.52604166666667";"Lus";"D";"0"
"27";"D-_3";"0.0858181818181818";"3.13932584269663";"Lus";"D";"0"
"28";"D-_4";"0.0962336763815619";"5.62549800796813";"Lus";"D";"0"
"29";"D+_1";"0.101753744976251";"2.87816091954023";"Lus";"D";"1"
"30";"D+_2";"0.0806085049855156";"4.17684887459807";"Lus";"D";"1"
"31";"D+_3";"0.0935348304909852";"4.09965635738832";"Lus";"D";"1"
"32";"D+_4";"0.0833818658319077";"7.60759493670886";"Lus";"D";"1"
"33";"E-_1";"0.0891196148825065";"3.59759036144578";"Lus";"E";"0"
"34";"E-_2";"0.0747273402836972";"26.6829268292683";"Lus";"E";"0"
"35";"E-_3";"0.0784629981024668";"4.58518518518519";"Lus";"E";"0"
"36";"E-_4";"0.0845631807664089";"6.98941798941799";"Lus";"E";"0"
"37";"E+_1";"0.106464174454829";"3.34408602150538";"Lus";"E";"1"
"38";"E+_2";"0.0914406268836649";"3.52601156069364";"Lus";"E";"1"
"39";"E+_3";"0.0880416946371299";"7.07514450867052";"Lus";"E";"1"
"40";"E+_4";"0.100582680329516";"2.94047619047619";"Lus";"E";"1"
"41";"F-_1";"0.0960674772702377";"4.23249299719888";"Theix";"F";"0"
"42";"F-_2";"0.102067930997536";"12.0485436893204";"Theix";"F";"0"
"43";"F-_3";"0.106104134581211";"4.16172506738544";"Theix";"F";"0"
"44";"F-_4";"0.10767201426025";"4.69679300291545";"Theix";"F";"0"
"45";"F+_1";"0.0961623674632062";"9.22068965517241";"Theix";"F";"1"
"46";"F+_2";"0.110245065253554";"11.625";"Theix";"F";"1"
"47";"F+_3";"0.102794411177645";"8.28846153846154";"Theix";"F";"1"
"48";"F+_4";"0.0976155796515078";"8.8993288590604";"Theix";"F";"1"
"49";"G-_1";"0.101884721579119";"7.98305084745763";"Theix";"G";"0"
"50";"G-_2";"0.0979678048643566";"4.03100775193798";"Theix";"G";"0"
"51";"G-_3";"0.0931667193925973";"3.5511811023622";"Theix";"G";"0"
"52";"G-_4";"0.106678348909657";"7.49197860962567";"Theix";"G";"0"
"53";"G+_1";"0.0876291797939211";"4.86363636363636";"Theix";"G";"1"
"54";"G+_2";"0.101870332217358";"5.05281690140845";"Theix";"G";"1"
"55";"G+_3";"0.103741564509044";"9.47761194029851";"Theix";"G";"1"
"56";"G+_4";"0.104883864512146";"5.75663716814159";"Theix";"G";"1"
"57";"H-_1";"0.104933009857277";"4.32291666666667";"Theix";"H";"0"
"58";"H-_2";"0.109549211841599";"10.4621848739496";"Theix";"H";"0"
"59";"H-_3";"0.111809394008228";"6.90751445086705";"Theix";"H";"0"
"60";"H-_4";"0.115207573388918";"8.62745098039216";"Theix";"H";"0"
"61";"H+_1";"0.129003902816357";"12.0113636363636";"Theix";"H";"1"
"62";"H+_2";"0.111940298507463";"8.01470588235294";"Theix";"H";"1"
"63";"H+_3";"0.111212685911185";"8.19834710743802";"Theix";"H";"1"
"64";"H+_4";"0.114725579448543";"5.79695431472081";"Theix";"H";"1"
